query,entity_type,entity_id,display_title,display_subtitle,token_text,token_type,related_asset_id,related_fund_id,related_project_id,relation_type,source_table,rank_weight
1120,fund,112041,[40호] 이지스해외간접ELP사모부동산투자신탁제40호,청산 | 물류 | 유럽,[40호] 이지스해외간접ELP사모부동산투자신탁제40호 112041 펀드지분 · 40호,canonical_entity,ast_a86fcdf7e228,112041,,self,"asset_fund_links, asset_project_link_resolution, v_funds_enriched",100
1120,fund,112042,[43호] 이지스일반사모부동산모투자신탁43호,청산 | 호텔 | 대한민국,[43호] 이지스일반사모부동산모투자신탁43호 112042 신라스테이서대문,canonical_entity,ast_8237a62aef6a,112042,,self,"asset_fund_links, asset_project_link_resolution, v_funds_enriched",100
1120,fund,112043,[43-1호] 이지스사모부동산자투자신탁43-1호,청산 | 호텔 | 대한민국,[43-1호] 이지스사모부동산자투자신탁43-1호 112043 이지스모 43호,canonical_entity,ast_a71132d3cc09,112043,,self,"asset_fund_links, asset_project_link_resolution, v_funds_enriched",100
1120,fund,112044,[43-2호] 이지스사모부동산자투자신탁43-2호,청산 | 호텔 | 대한민국,[43-2호] 이지스사모부동산자투자신탁43-2호 112044 이지스모 43호,canonical_entity,ast_a71132d3cc09,112044,,self,"asset_fund_links, asset_project_link_resolution, v_funds_enriched",100
1120,fund,112045,[26호] 이지스사모부동산투자신탁26호,청산 | 오피스 | 대한민국,[26호] 이지스사모부동산투자신탁26호 112045,canonical_entity,,112045,,self,v_funds_enriched,100
1120,fund,112046,[15호] 이지스프랑스오피스사모부동산투자신탁제15호,청산 | 오피스 | 유럽,[15호] 이지스프랑스오피스사모부동산투자신탁제15호 112046 프랑스 Orange Telecome 오피스,canonical_entity,ast_230b908af3f7,112046,,self,"asset_fund_links, asset_project_link_resolution, v_funds_enriched",100
1120,fund,112047,[48호] 이지스사모부동산투자신탁48호,청산 | 리테일 | 대한민국,[48호] 이지스사모부동산투자신탁48호 112047 남악신도시 복합쇼핑몰 (투자),canonical_entity,ast_e2fd03212beb,112047,,self,"asset_fund_links, asset_project_link_resolution, v_funds_enriched",100
1120,fund,112048,[47호] 이지스일반사모부동산투자신탁47호(운용),운용 | 호텔 | 대한민국,[47호] 이지스일반사모부동산투자신탁47호(운용) 112048 KDB산은캐피탈 메트라이프생명보험 신라스테이해운대 신한은행 엔에이치투자증권 이지스리얼에셋일반사모부동산투자신탁제1호 제주은행,canonical_entity,ast_39df6f35071a,112048,,self,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, lender_exposures, v_funds_enriched",100
1120,fund,112049,[50호] 이지스글로벌일반사모부동산투자신탁50호,운용 | 오피스 | 북미,[50호] 이지스글로벌일반사모부동산투자신탁50호 112049 Atlanta Office Midtown I Atlanta Office Midtown II Atlanta Office Midtown 주차빌딩 별정우체국연금관리단 우정사업본부(보험) 우정사업본부(예금),canonical_entity,ast_2dabc46c306b,112049,,self,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, v_funds_enriched",100
1120,fund,112050,[46호] 이지스해외간접PTELF사모부동산투자신탁제46호,청산 | 물류 | 유럽,"[46호] 이지스해외간접PTELF사모부동산투자신탁제46호 112050 펀드지분 · 46-1호, 46호",canonical_entity,ast_6b75948563b6,112050,,self,"asset_fund_links, asset_project_link_resolution, v_funds_enriched",100
1120,fund,112051,[52호] 이지스유럽재간접사모부동산투자신탁제52호,운용 | 복합(오피스) | 유럽,"[52호] 이지스유럽재간접사모부동산투자신탁제52호 112051 과학기술인공제회 이지스자산운용 펀드지분 · 152호, 452호, 52호, 95-2호",canonical_entity,ast_6d4a384539b2,112051,,self,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, v_funds_enriched",100
