domain,severity,issue_type,fund_id,field,source_column,db_column,source_value,db_value,difference,recommendation,asset_id,asset_code,db_api_enrichment_status,db_building_ledger_source,source_asset_name,db_asset_candidates_for_fund,db_asset_name,relation_type,source_rows,db_rows
asset_master,review,asset_field_change_candidate,,business_stage,사업단계,business_stage,운영/실물,,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_287fe9589946,A112523001,not_checked,,,,,,,
asset_master,review,asset_field_change_candidate,,portfolio_region,투자지역,portfolio_region,북미,,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_287fe9589946,A112523001,not_checked,,,,,,,
asset_master,review,asset_field_change_candidate,,country_code,국내/해외,country_code,OVERSEAS,,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_287fe9589946,A112523001,not_checked,,,,,,,
asset_master,review,asset_field_change_candidate,,parking,주차대수,parking,1092,,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_287fe9589946,A112523001,not_checked,,,,,,,
asset_master,review,asset_field_change_candidate,,address_text,"전체주소(시/도, 구/군 포함)",address_text,서울시 강남구 언주로 726(논현동),논현동 105-7,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_31a8b3ea9c30,A112524001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,business_stage,사업단계,business_stage,운영/실물,,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_31a8b3ea9c30,A112524001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,portfolio_region,투자지역,portfolio_region,대한민국,,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_31a8b3ea9c30,A112524001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,site_area,토지면적(㎡),site_area,,3757,,Physical fields may be API-enriched. Review provenance before overwriting.,ast_31a8b3ea9c30,A112524001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,completion_date,준공(예정)일,completion_date,,1987-03-04,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_31a8b3ea9c30,A112524001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,parking,주차대수,parking,,옥내 154 / 옥외 52,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_31a8b3ea9c30,A112524001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,canonical_name,자산(건물)명,canonical_name,동산물류센터,이지스전문투자형사모부동산투자신탁제404호,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_5afa53495f87,A112527001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,address_text,"전체주소(시/도, 구/군 포함)",address_text,경기도 이천시 호법면 매곡리 977-5외 6필지,경기도 이천시 호법면 매곡리 977-5,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_5afa53495f87,A112527001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,business_stage,사업단계,business_stage,운영/실물,,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_5afa53495f87,A112527001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,portfolio_region,투자지역,portfolio_region,대한민국,,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_5afa53495f87,A112527001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,site_area,토지면적(㎡),site_area,,54990,,Physical fields may be API-enriched. Review provenance before overwriting.,ast_5afa53495f87,A112527001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,completion_date,준공(예정)일,completion_date,,2017-09-27,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_5afa53495f87,A112527001,found,BldRgstHubService.getBrTitleInfo,,,,,,
asset_master,review,asset_field_change_candidate,,parking,주차대수,parking,,옥내 0 / 옥외 150,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,ast_5afa53495f87,A112527001,found,BldRgstHubService.getBrTitleInfo,,,,,,
