domain,severity,issue_type,fund_id,field,source_value,db_value,difference,source_rows,db_rows,recommendation
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112686,remaining,-1118252489,-1266405989,148153500,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112690,committed,220300000000,220000407978,299592022,2,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112690,invested,213176579000,212886674314,289904686,2,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112690,remaining,7123421000,7113733664,9687336,2,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112739,committed,53050226000,52267442000,782784000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112739,remaining,31326920703,30544136703,782784000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112790,committed,165869000000,163163000000,2706000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112790,remaining,119302869653,116596869653,2706000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112795,committed,82934500000,81581500000,1353000000,4,4,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112795,remaining,54884511944,53531511944,1353000000,4,4,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112803,committed,87831500000,86535500000,1296000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,112803,remaining,68719557087,67423557087,1296000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,120119,invested,7599264117,3000000000,4599264117,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,120119,remaining,52400735883,57000000000,-4599264117,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200001,committed,24678894870,24314744790,364150080,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200001,remaining,2943429417,2579279337,364150080,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200002,committed,10576669230,10420604910,156064320,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200002,remaining,3860187577,3704123257,156064320,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200004,committed,75395000000,74165000000,1230000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200004,remaining,44034837085,42804837085,1230000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200005,committed,22618500000,22249500000,369000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200005,remaining,12885325475,12516325475,369000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200006,committed,151996320000,149516640000,2479680000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200006,invested,43893016746,45683658345,-1790641599,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200006,remaining,108103303254,103832981655,4270321599,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200007,committed,45237000000,44499000000,738000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200007,invested,15862671967,17284232811,-1421560844,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200007,remaining,29374328033,27214767189,2159560844,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200008,committed,948609536000,940903472000,7706064000,3,3,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200008,invested,399047489303,386855746745,12191742558,3,3,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200008,remaining,549562046697,554047725255,-4485678558,3,3,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200009,committed,105884738000,104157326000,1727412000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200009,invested,87097347836,81247472998,5849874838,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200009,remaining,18787390164,22909853002,-4122462838,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200010,committed,52776500000,51915500000,861000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200010,remaining,37467352639,36606352639,861000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200011,committed,60798600000,59960100000,838500000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200011,invested,27621979168,27672919005,-50939837,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200011,remaining,33176620832,32287180995,889439837,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200012,committed,46292530000,45537310000,755220000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200012,remaining,30438834008,29683614008,755220000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200013,committed,30308790000,29814330000,494460000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200013,remaining,16997718775,16503258775,494460000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200014,committed,35132600000,34614200000,518400000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200014,remaining,17193846188,16675446188,518400000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200016,committed,43915750000,43267750000,648000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200016,remaining,33818329216,33170329216,648000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200017,committed,306627606000,302398771000,4228835000,3,3,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200017,remaining,78687363288,74458528288,4228835000,3,3,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200018,committed,30158000000,29666000000,492000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200018,remaining,6385162487,5893162487,492000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200019,committed,5594309000,5503043000,91266000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200019,remaining,3083147073,2991881074,91265999,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200020,committed,70265200000,69228400000,1036800000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200020,remaining,7436585499,6399785499,1036800000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200021,committed,7539500000,7416500000,123000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200021,remaining,2759430586,2636430586,123000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200024,committed,87831500000,86535500000,1296000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200024,remaining,67242933112,65946933112,1296000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200025,committed,52776500000,51915500000,861000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200025,remaining,40887436851,40026436851,861000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200026,committed,52776500000,51915500000,861000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200026,remaining,43525477755,42664477755,861000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200027,committed,17917626000,17653242000,264384000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200027,invested,9208392031,8171582818,1036809213,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200027,remaining,8709233969,9481659182,-772425213,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200028,committed,310175030000,305114810000,5060220000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200028,remaining,18134843000,13074623000,5060220000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200029,committed,15181537200,14933864400,247672800,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200029,remaining,2461464297,2213791497,247672800,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200031,committed,301580000000,296660000000,4920000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200031,remaining,107422557235,102502557235,4920000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200033,committed,32497655000,32018135000,479520000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200033,remaining,2370384449,1890864449,479520000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200034,committed,150790000000,148330000000,2460000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200034,remaining,13475957000,11015957000,2460000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200035,committed,150790000000,148330000000,2460000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200035,remaining,28638148843,26178148843,2460000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200036,committed,150790000000,148330000000,2460000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200036,remaining,34360211390,31900211390,2460000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200037,committed,30158000000,29666000000,492000000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200037,invested,29669979137,29180293250,489685887,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200037,remaining,488020864,485706750,2314114,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200038,committed,87831500000,86535500000,1296000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200038,remaining,76381500000,75085500000,1296000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200039,committed,87831500000,86535500000,1296000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200039,remaining,78624500000,77328500000,1296000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200040,committed,75395000000,74165000000,1230000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200040,remaining,75387000000,74157000000,1230000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200041,committed,105553000000,103831000000,1722000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200041,remaining,57420282259,55698282259,1722000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200042,committed,153880788000,151090983000,2789805000,2,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200042,invested,80884000000,80607000000,277000000,2,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200042,remaining,72996788000,70483983000,2512805000,2,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200044,committed,135711000000,133497000000,2214000000,3,3,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200044,remaining,801000000,-1413000000,2214000000,3,3,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200045,committed,46387527700,45630757900,756769800,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200045,invested,44080909000,0,44080909000,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,200045,remaining,2306618700,45630757900,-43324139200,2,2,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,300053,committed,150790000000,148330000000,2460000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,300053,invested,84471658148,134654826713,-50183168565,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,300053,remaining,66318341852,13675173287,52643168565,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,300066,committed,150790000000,148330000000,2460000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,300066,remaining,70738613238,68278613238,2460000000,1,1,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,300075,committed,14000150024,11500123234,2500026790,12,8,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,review,fund_exposure_sum_change_candidate,300075,invested,14000150024,11500123234,2500026790,12,8,Review row-level exposure changes before replacing detail table.
beneficiary_exposure,update_candidate,source_fund_exposure_not_in_supabase,R00010,,,,,1,0,Exposure for this fund exists in today's source but not in Supabase.
beneficiary_exposure,info,supabase_exposure_not_in_today_source,112442,,,,,0,5,May be inactive/out-of-scope or removed from today's source export.
beneficiary_exposure,info,supabase_exposure_not_in_today_source,112557,,,,,0,1,May be inactive/out-of-scope or removed from today's source export.
beneficiary_exposure,info,supabase_exposure_not_in_today_source,112630,,,,,0,1,May be inactive/out-of-scope or removed from today's source export.
beneficiary_exposure,info,supabase_exposure_not_in_today_source,112699,,,,,0,1,May be inactive/out-of-scope or removed from today's source export.
beneficiary_exposure,info,supabase_exposure_not_in_today_source,300016,,,,,0,1,May be inactive/out-of-scope or removed from today's source export.
beneficiary_exposure,info,supabase_exposure_not_in_today_source,300076,,,,,0,4,May be inactive/out-of-scope or removed from today's source export.
beneficiary_exposure,info,supabase_exposure_not_in_today_source,P00009,,,,,0,3,May be inactive/out-of-scope or removed from today's source export.
beneficiary_exposure,info,supabase_exposure_not_in_today_source,P00036,,,,,0,4,May be inactive/out-of-scope or removed from today's source export.
