entity_id,canonical_name,display_name,entity_kind,primary_stakeholder_group_code,primary_stakeholder_type_code,primary_stakeholder_type_name,source_systems,latest_base_date,is_active,notes
SH000073,JB우리캐피탈,JB우리캐피탈,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000074,JLL,JLL,organization,advisor_intermediary,advisor,주간사/자문,t5t_dashboard,2026-04-13,Y,
SH000075,KB,KB,organization,financing_partner,lender,금융기관(대주),t5t_dashboard,2026-04-17,Y,
SH000076,KB국민은행,KB국민은행,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000077,KB국민은행(A),KB국민은행(A),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000078,KB국민은행(공모),KB국민은행(공모),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000079,KB국민은행(이지스일반사모부동산투자신탁421호의 신탁업자),KB국민은행(이지스일반사모부동산투자신탁421호의 신탁업자),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000080,KB국민은행(한국투자올에셋부동산11호의 신탁업자 지위),KB국민은행(한국투자올에셋부동산11호의 신탁업자 지위),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000081,KB라이프생명보험,KB라이프생명보험,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000082,KB생명,KB생명,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000083,KB생명보험,KB생명보험,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000084,KB손해보험,KB손해보험,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000085,KB저축은행,KB저축은행,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000086,KB증권,KB증권,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000087,KB증권(A),KB증권(A),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000088,KB캐피탈,KB캐피탈,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000089,KCC건설,KCC건설,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000090,KDB산업은행,KDB산업은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000091,KDB산은캐피탈,KDB산은캐피탈,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000092,KDB생명보험,KDB생명보험,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000093,KDCIP 2호(Blind),KDCIP 2호(Blind),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000094,KDCIP(A종)(Blind),KDCIP(A종)(Blind),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000095,KG파트너스,KG파트너스,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000096,KINX,KINX,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000097,KT,KT,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000098,KT&G,KT&G,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000099,LG CNS,LG CNS,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000100,LG U+,LG U+,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000101,LG전자,LG전자,organization,occupier_customer,tenant,임차인,t5t_dashboard,2026-04-13,Y,
SH000102,LS전선,LS전선,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000103,LX판토스,LX판토스,organization,occupier_customer,tenant,임차인,t5t_dashboard,2026-04-06,Y,
SH000104,M&G (APF 1 S.a.r.l),M&G (APF 1 S.a.r.l),organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000105,M&G (APF 2 S.a.r.l),M&G (APF 2 S.a.r.l),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000106,M&G(TS ASIA),M&G(TS ASIA),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000107,MG새마을금고,MG새마을금고,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000108,MG새마을금고(용인중앙),MG새마을금고(용인중앙),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000109,MG새마을금고(이태원1동),MG새마을금고(이태원1동),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000110,MG새마을금고대주단,MG새마을금고대주단,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000111,MG새마을금고중앙회,MG새마을금고중앙회,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000112,MG캐피탈,MG캐피탈,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000113,Morgan stanley,Morgan stanley,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000114,NH농협생명보험,NH농협생명보험,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000115,NH농협손해보험,NH농협손해보험,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000116,NH농협은행,NH농협은행,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000117,NH농협캐피탈,NH농협캐피탈,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000118,NH저축은행,NH저축은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000119,NH투자증권,NH투자증권,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000120,NH헤지자산운용,NH헤지자산운용,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000121,NPS,NPS,organization,capital_partner,institutional_lp,기관투자자(LP),t5t_dashboard,2026-04-12,Y,
SH000122,NTI,NTI,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000123,NUBIRA PTE. LTD.,NUBIRA PTE. LTD.,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000124,North Sky Luge No 4 Limited,North Sky Luge No 4 Limited,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000125,Nuveen,Nuveen,organization,strategic_partner,overseas_partner,해외 파트너,t5t_dashboard,2026-04-12,Y,
SH000126,Nuveen Group Holdings Limited,Nuveen Group Holdings Limited,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000127,OCBC Bank,OCBC Bank,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000128,OSB저축은행,OSB저축은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000129,Pinnacle Eagle Ltd.,Pinnacle Eagle Ltd.,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000130,Pinnacle KR Asset PTE.LTD,Pinnacle KR Asset PTE.LTD,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000131,RECO JUNIPER PRIVATE LIMITED,RECO JUNIPER PRIVATE LIMITED,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000132,Reco Marigold Private Limited.,Reco Marigold Private Limited.,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000133,Rsquare,Rsquare,organization,advisor_intermediary,advisor,주간사/자문,t5t_dashboard,2026-03-03,Y,
SH000134,SBI저축은행,SBI저축은행,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000135,SC제일은행,SC제일은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000136,SGC E&C,SGC E&C,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000137,SKB,SKB,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000138,SK디앤디,SK디앤디,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000139,SK에코플랜트,SK에코플랜트,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000140,SPC,SPC,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000141,STAK,STAK,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000142,TDH2,TDH2,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000143,TTN,TTN,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000144,Tow Heng Tan,Tow Heng Tan,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000145,WSP,WSP,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000146,Washington D.C.,Washington D.C.,organization,strategic_partner,overseas_partner,해외 파트너,t5t_dashboard,2026-01-14,Y,
SH000147,Woodies,Woodies,organization,strategic_partner,overseas_partner,해외 파트너,t5t_dashboard,2026-03-26,Y,
SH000148,Woori 아메리카,Woori 아메리카,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000149,YG자산개발 및 개인3인,YG자산개발 및 개인3인,person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000150,Yeongdong(Korea)Pte.Ltd,Yeongdong(Korea)Pte.Ltd,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000151,"iM뱅크(구, DGB대구은행)","iM뱅크(구, DGB대구은행)",organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000152,"iM캐피탈(구, DGB캐피탈)","iM캐피탈(구, DGB캐피탈)",organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000153,가비아,가비아,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000154,간삼,간삼,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000155,개인,개인,person,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000156,개인 투자자,개인 투자자,person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000157,개인(강대우),개인(강대우),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000158,개인(강민구),개인(강민구),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000159,개인(강수현),개인(강수현),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000160,개인(강영구),개인(강영구),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000161,개인(김건호),개인(김건호),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000162,개인(김남호),개인(김남호),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000163,개인(김남희),개인(김남희),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000164,개인(김도현),개인(김도현),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000165,개인(김민지),개인(김민지),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000166,개인(김율희),개인(김율희),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000167,개인(김주성),개인(김주성),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000168,개인(김주형),개인(김주형),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000169,개인(김주희),개인(김주희),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000170,개인(김태호),개인(김태호),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000171,개인(김희원),개인(김희원),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000172,개인(박금자),개인(박금자),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000173,개인(박상태),개인(박상태),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000174,개인(백현미),개인(백현미),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000175,개인(이수연),개인(이수연),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000176,개인(이인영),개인(이인영),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000177,개인(조갑주),개인(조갑주),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000178,개인(주구슬),개인(주구슬),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000179,개인1(A종),개인1(A종),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000180,개인2(A종),개인2(A종),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000181,개인3(A종),개인3(A종),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000182,개인투자자,개인투자자,person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000183,개인투자자 포함,개인투자자 포함,person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000184,개인투자자 포함(공모펀드),개인투자자 포함(공모펀드),person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000185,개인투자자들,개인투자자들,person,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000186,건강한시간,건강한시간,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000187,건설근로자공제회,건설근로자공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000188,건원엔지니어링,건원엔지니어링,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000189,게우트플래닝,게우트플래닝,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000190,경남은행,경남은행,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000191,경방,경방,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000192,경찰공제회,경찰공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000193,고용노동부 산재보험기금,고용노동부 산재보험기금,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000194,골든웨이브(유),골든웨이브(유),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000195,공모,공모,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000196,공무원연금공단,공무원연금공단,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000197,공제회,공제회,organization,capital_partner,institutional_lp,기관투자자(LP),t5t_dashboard,2026-04-13,Y,
SH000198,과학기술인공제회,과학기술인공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000199,광주은행,광주은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000200,교보리얼코,교보리얼코,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000201,교보생명,교보생명,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000202,교보생명보험,교보생명보험,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000203,교보생명보험(연금),교보생명보험(연금),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000204,교보자산신탁,교보자산신탁,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000205,교보증권,교보증권,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000206,교원공제회,교원공제회,organization,capital_partner,institutional_lp,기관투자자(LP),t5t_dashboard,2026-03-27,Y,
SH000207,교원라이프,교원라이프,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000208,교원인베스트,교원인베스트,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000209,교정공제회,교정공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000210,교직원공제회,교직원공제회,organization,capital_partner,institutional_lp,기관투자자(LP),t5t_dashboard,2026-04-13,Y,
SH000211,구봉산업,구봉산업,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000212,국가철도공단,국가철도공단,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000213,국민연금,국민연금,organization,capital_partner,institutional_lp,기관투자자(LP),t5t_dashboard,2026-04-13,Y,
SH000214,국민연금공단,국민연금공단,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000215,국민연금공단(1종),국민연금공단(1종),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000216,국민연금공단(2종),국민연금공단(2종),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000217,군인공제회,군인공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000218,굿포어스,굿포어스,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000219,그린웨이브알앤디,그린웨이브알앤디,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000220,근영농산,근영농산,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000221,금성백조건설,금성백조건설,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000222,금성백조주택,금성백조주택,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000223,금화저축은행,금화저축은행,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000224,기관투자자,기관투자자,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000225,기안건축,기안건축,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000226,남산드림힐튼제일차,남산드림힐튼제일차,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000227,남양저축은행,남양저축은행,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000228,네오밸류,네오밸류,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000229,넥슨코리아,넥슨코리아,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000230,노란우산공제회,노란우산공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000231,농업협동조합중앙회,농업협동조합중앙회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000232,농협(가야농업협동조합),농협(가야농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000233,농협(감곡농업협동조합),농협(감곡농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000234,농협(강내농업협동조합),농협(강내농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000235,농협(강동농업협동조합),농협(강동농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000236,농협(거제해금강농업협동조합),농협(거제해금강농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000237,농협(고흥농업협동조합),농협(고흥농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000238,농협(광명농업협동조합),농협(광명농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000239,농협(구림농업협동조합),농협(구림농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000240,농협(규암농업협동조합),농협(규암농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000241,농협(근흥농업협동조합),농협(근흥농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000242,농협(금산인삼농업협동조합),농협(금산인삼농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000243,농협(금왕농업협동조합),농협(금왕농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000244,농협(남밀양농업협동조합),농협(남밀양농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000245,농협(대구경북능금농업협동조합),농협(대구경북능금농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000246,농협(대천농업협동조합),농협(대천농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000247,농협(동경주농업협동조합),농협(동경주농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000248,농협(동군산농업협동조합),농협(동군산농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000249,농협(동북농업협동조합),농협(동북농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000250,농협(마도농업협동조합),농협(마도농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000251,농협(몽탄농업협동조합),농협(몽탄농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000252,농협(문막농업협동조합),농협(문막농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000253,농협(백석농업협동조합),농협(백석농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000254,농협(백운농업협동조합),농협(백운농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000255,농협(봉동농업협동조합),농협(봉동농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000256,농협(부안중앙농업협동조합),농협(부안중앙농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000257,농협(사등농업협동조합),농협(사등농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000258,농협(산청군농업협동조합),농협(산청군농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000259,농협(삼칠농업협동조합),농협(삼칠농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000260,농협(삼호농업협동조합),농협(삼호농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000261,농협(서석농업협동조합),농협(서석농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000262,농협(서신농업협동조합),농협(서신농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000263,농협(소양농업협동조합),농협(소양농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000264,농협(소초농업협동조합),농협(소초농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000265,농협(수륜농업협동조합),농협(수륜농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000266,농협(수원농업협동조합),농협(수원농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000267,농협(순창농업협동조합),농협(순창농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000268,농협(안계농업협동조합),농협(안계농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000269,농협(안흥농업협동조합),농협(안흥농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000270,농협(영덕농업협동조합),농협(영덕농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000271,농협(예산중앙농업협동조합),농협(예산중앙농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000272,농협(왕궁농업협동조합),농협(왕궁농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000273,농협(용성농업협동조합),농협(용성농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000274,농협(울릉농업협동조합),농협(울릉농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000275,농협(월출산농업협동조합),농협(월출산농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000276,농협(의령농업협동조합),농협(의령농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
