crm_db_version,entity_id,canonical_name,display_name,group_name,group_code,group_mapping_status,group_rule_id,counterparty_general_name,counterparty_registered_name,counterparty_category,counterparty_resource_list,related_projects_text,current_contact_points,next_target_project,entity_kind,primary_stakeholder_group_code,primary_stakeholder_type_code,primary_stakeholder_type_name,role_count,role_types,role_subtypes,source_systems,source_record_total,project_count_max,latest_base_date,owner_department,owner_manager,record_status,importance_level,relationship_status,interest_topics,key_requests,risk_notes,next_action,next_meeting_date,coverage_note
v0110,SH000001,116-2(산재기금),116-2(산재기금),116-2(산재기금),116_2,self,,116-2(산재기금),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리3파트2,정승우,seeded,,,,,,,,
v0110,SH000002,116-3(신협중앙회),116-3(신협중앙회),116-3(신협중앙회),116_3,self,,116-3(신협중앙회),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리3파트2,정승우,seeded,,,,,,,,
v0110,SH000003,116-3(주택도시기금),116-3(주택도시기금),116-3(주택도시기금),116_3,self,,116-3(주택도시기금),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리3파트2,정승우,seeded,,,,,,,,
v0110,SH000004,448-3호,448-3호,448-3호,448_3,self,,448-3호,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,펀드,beneficiary_snapshot,1,1,2025-11-30,글로벌펀드운용1,이진희,seeded,,,,,,,,
v0110,SH000005,448-4,448-4,448-4,448_4,self,,448-4,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,펀드,beneficiary_snapshot,1,1,2025-11-30,글로벌펀드운용1,이진희,seeded,,,,,,,,
v0110,SH000006,816공간제일차 주식회사,816공간제일차 주식회사,816공간제일차 주식회사,816,self,,816공간제일차 주식회사,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,2,1,2025-11-30,IOTA TF,조영비,seeded,,,,,,,,
v0110,SH000007,ABL생명보험(에이비엘생명보험),ABL생명보험(에이비엘생명보험),ABL생명보험(에이비엘생명보험),abl,self,,ABL생명보험(에이비엘생명보험),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,보험사,beneficiary_snapshot,6,4,2025-11-30,"281호TF,글로벌펀드운용1",김민건,seeded,,,,,,,,
v0110,SH000008,ADCF Megatrends Singapore Pte Ltd,ADCF Megatrends Singapore Pte Ltd,ADCF Megatrends Singapore Pte Ltd,adcf_megatrends_singapore_pte_ltd,self,,ADCF Megatrends Singapore Pte Ltd,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,기타 투자기관,beneficiary_snapshot,1,1,2025-11-30,자산관리1파트2,박용범,seeded,,,,,,,,
v0110,SH000009,ANU,ANU,ANU,anu,self,,ANU,에이앤유디자인그룹건축사사무소(주),설계사,https://www.notion.so/33d8ced43c4780da8235e33db901f41f,부천 소사 공동주택 개발사업; 마곡 원그로브,,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,설계사,counterparty_seed,1,2,,,,counterparty_seeded,,,,,,,,
v0110,SH000010,AP SG 9 PTE.LTD.,AP SG 9 PTE.LTD.,AP SG 9 PTE.LTD.,ap_sg_9_pte_ltd,self,,AP SG 9 PTE.LTD.,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트1,이경훈,seeded,,,,,,,,
v0110,SH000011,APO Corp,APO Corp,APO Corp,apo_corp,self,,APO Corp,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,자산운용사,beneficiary_snapshot,1,1,2025-11-30,글로벌펀드운용2,유진선,seeded,,,,,,,,
v0110,SH000012,ASSKR1,ASSKR1,ASSKR1,asskr1,self,,ASSKR1,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),기타,lender_snapshot,2,1,2025-11-30,자산관리2파트2,이단비,seeded,,,,,,,,
v0110,SH000013,Actis,Actis,Actis,actis,self,,Actis,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,2,2,2025-11-30,자산관리1파트2,이상렬,seeded,,,,,,,,
v0110,SH000014,BCS NL B.V.,BCS NL B.V.,BCS NL B.V.,bcs_nl_b_v,self,,BCS NL B.V.,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,사업,유미현,seeded,,,,,,,,
v0110,SH000015,BCS NL C.V.,BCS NL C.V.,BCS NL C.V.,bcs_nl_c_v,self,,BCS NL C.V.,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,사업,유미현,seeded,,,,,,,,
v0110,SH000016,BNK경남은행,BNK경남은행,BNK경남은행,bnk,self,,BNK경남은행,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),은행,lender_snapshot,3,3,2025-11-30,"전략펀드운용1실,자산관리1파트1",신채영,seeded,,,,,,,,
v0110,SH000017,BNK저축은행,BNK저축은행,BNK저축은행,bnk,self,,BNK저축은행,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),은행,lender_snapshot,1,1,2025-11-30,사업,손서형,seeded,,,,,,,,
v0110,SH000018,BNK캐피탈,BNK캐피탈,BNK캐피탈,bnk,self,,BNK캐피탈,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,2,금융기관(대주) | 펀드 수익자,리스사 | 여전사,"beneficiary_snapshot,lender_snapshot",11,5,2025-11-30,라이프리빙파트,강수원,seeded,,,,,,,,
v0110,SH000019,Boston Properties,Boston Properties,Boston Properties,boston_properties,self,,Boston Properties,,,,,,,organization,strategic_partner,overseas_partner,해외 파트너,1,해외 파트너,해외 파트너 일반,t5t_dashboard,1,0,2026-04-12,,,seeded,,,,,,,,
v0110,SH000020,Broadcom,Broadcom,Broadcom,broadcom,self,,Broadcom,,,,,,,organization,occupier_customer,tenant,임차인,1,임차인,임차인 일반,t5t_dashboard,2,1,2026-03-22,,,seeded,,,,,,,,
v0110,SH000021,CBRE,CBRE,CBRE,cbre,self,,CBRE,,,,,,,organization,advisor_intermediary,advisor,주간사/자문,1,주간사/자문,자문 일반,t5t_dashboard,10,4,2026-04-12,,,seeded,,,,,,,,
v0110,SH000022,CJ,CJ,CJ,cj,self,,CJ,,,,,,,organization,occupier_customer,tenant,임차인,1,임차인,임차인 일반,t5t_dashboard,5,3,2026-04-13,,,seeded,,,,,,,,
v0110,SH000023,CJ대한통운,CJ대한통운,CJ대한통운,cj,self,,CJ대한통운,씨제이대한통운(주),시공사,https://www.notion.so/33d8ced43c4780b9b854dcd68f8197e1,가산동 임대형 기숙사 개발사업; 에이치밸류 KORNER 136; 부림빌딩,우형석; 권순일,,organization,capital_partner,fund_beneficiary,펀드 수익자,2,운영/시공 파트너 | 펀드 수익자,시공사 | 일반기업,"beneficiary_snapshot,counterparty_seed",2,3,2025-11-30,자산관리1파트1,정하윤,counterparty_seeded,,,,,,,,
v0110,SH000024,CJ올리브네트웍스,CJ올리브네트웍스,CJ올리브네트웍스,cj,self,,CJ올리브네트웍스,CJ올리브네트웍스(주),Operator,https://www.notion.so/33e8ced43c47802585dadeea972c05ed,,홍창의,부천소형DC,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,운영사,counterparty_seed,1,0,,,홍창의,counterparty_seeded,,,,,,,,
v0110,SH000025,CJ제일제당,CJ제일제당,CJ제일제당,cj,self,,CJ제일제당,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,일반기업,beneficiary_snapshot,1,1,2025-11-30,자산관리1파트1,정하윤,seeded,,,,,,,,
v0110,SH000026,CPPIB,CPPIB,CPPIB,cppib,self,,CPPIB,,,,,,,organization,capital_partner,institutional_lp,기관투자자(LP),1,기관투자자(LP),LP 일반,t5t_dashboard,4,0,2026-04-10,,,seeded,,,,,,,,
v0110,SH000027,Cadence,Cadence,Cadence,cadence,self,,Cadence,,,,,,,organization,occupier_customer,tenant,임차인,1,임차인,임차인 일반,t5t_dashboard,2,1,2026-03-22,,,seeded,,,,,,,,
v0110,SH000028,Capikor Pte.Ltd.,Capikor Pte.Ltd.,Capikor Pte.Ltd.,capikor_pte_ltd,self,,Capikor Pte.Ltd.,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트1,이경훈,seeded,,,,,,,,
v0110,SH000029,DA,DA,DA,da,self,,DA,(주)디에이그룹엔지니어링종합건축사사무소,설계사,https://www.notion.so/33d8ced43c4780fd9b1efa01950ab4de,이오타서울 816; 센터필드; 타임워크 웨스트,권순일,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,설계사,counterparty_seed,1,3,,,권순일,counterparty_seeded,,,,,,,,
v0110,SH000030,DA VINCI HOLDCO PTE. LTD.,DA VINCI HOLDCO PTE. LTD.,DA VINCI HOLDCO PTE. LTD.,da_vinci_holdco_pte_ltd,self,,DA VINCI HOLDCO PTE. LTD.,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,seeded,,,,,,,,
v0110,SH000031,DB생명보험,DB생명보험,DB생명보험,db,self,,DB생명보험,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,2,금융기관(대주) | 펀드 수익자,보험사,"beneficiary_snapshot,lender_snapshot",7,3,2025-11-30,글로벌펀드운용1,이진희,seeded,,,,,,,,
v0110,SH000032,DB손해보험,DB손해보험,DB손해보험,db,self,,DB손해보험,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,3,금융기관(대주) | 펀드 수익자,대주 일반 | 보험사,"beneficiary_snapshot,lender_snapshot,t5t_dashboard",30,17,2026-04-13,글로벌펀드운용1,이진희,seeded,,,,,,,,
v0110,SH000033,DB손해보험(본계정),DB손해보험(본계정),DB손해보험(본계정),db,self,,DB손해보험(본계정),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),보험사,lender_snapshot,1,1,2025-11-30,자산관리3파트2,정승우,seeded,,,,,,,,
v0110,SH000034,DB저축은행,DB저축은행,DB저축은행,db,self,,DB저축은행,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),저축은행,lender_snapshot,4,4,2025-11-30,자산관리3파트2,정승우,seeded,,,,,,,,
v0110,SH000035,DB캐피탈,DB캐피탈,DB캐피탈,db,self,,DB캐피탈,,,,,,,organization,financing_partner,lender,금융기관(대주),2,금융기관(대주) | 펀드 수익자,리스사 | 여전사,"beneficiary_snapshot,lender_snapshot",4,2,2025-11-30,사업,손서형,seeded,,,,,,,,
v0110,SH000036,DGB 제1호 펀드,DGB 제1호 펀드,DGB 제1호 펀드,dgb_1,self,,DGB 제1호 펀드,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,펀드,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트2,이단비,seeded,,,,,,,,
v0110,SH000037,DGB 제2호 펀드,DGB 제2호 펀드,DGB 제2호 펀드,dgb_2,self,,DGB 제2호 펀드,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,펀드,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트2,이단비,seeded,,,,,,,,
v0110,SH000038,DGB 제3호 펀드,DGB 제3호 펀드,DGB 제3호 펀드,dgb_3,self,,DGB 제3호 펀드,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,펀드,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트2,이단비,seeded,,,,,,,,
v0110,SH000039,DGB생명보험,DGB생명보험,DGB생명보험,dgb,self,,DGB생명보험,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,보험사,beneficiary_snapshot,1,1,2025-11-30,글로벌펀드운용3,김규식,seeded,,,,,,,,
v0110,SH000040,DL ENC,DL ENC,DL ENC,dl_enc,self,,DL ENC,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,일반기업,beneficiary_snapshot,2,2,2025-11-30,CM그룹,신준범,seeded,,,,,,,,
v0110,SH000041,DL건설,DL건설,DL건설,dl,self,,DL건설,디엘건설(주),시공사,https://www.notion.so/33d8ced43c4780afb1f9eb18d7b3e21d,해운대 L7,,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,시공사,counterparty_seed,1,1,,,,counterparty_seeded,,,,,,,,
v0110,SH000042,DL이앤씨,DL이앤씨,DL이앤씨,dl,self,,DL이앤씨,디앨이앤씨(주),시공사,https://www.notion.so/33d8ced43c47801f8991d8398dad0d25,,,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,시공사,counterparty_seed,1,0,,,,counterparty_seeded,,,,,,,,
v0110,SH000043,DMP,DMP,DMP,dmp,self,,DMP,(주)종합건축사무소디자인캠프문박디엠피,설계사,https://www.notion.so/33d8ced43c47801f8e99de9eba84ebb8,에이치밸류 KORNER 136,,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,설계사,counterparty_seed,1,1,,,,counterparty_seeded,,,,,,,,
v0110,SH000044,DNSC,DNSC,DNSC,dnsc,self,,DNSC,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,2,2,2025-11-30,사업,유미현,seeded,,,,,,,,
v0110,SH000045,DS네트웍스,DS네트웍스,DS네트웍스,ds,self,,DS네트웍스,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,라이프리빙파트,강수원,seeded,,,,,,,,
v0110,SH000046,DS자산운용,DS자산운용,DS자산운용,ds,self,,DS자산운용,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,자산운용사,beneficiary_snapshot,1,0,2025-11-30,헤지펀드운용파트,김정훈,seeded,,,,,,,,
v0110,SH000047,Dash Living,Dash Living,Dash Living,dash_living,self,,Dash Living,,,,,,,organization,strategic_partner,overseas_partner,해외 파트너,1,해외 파트너,해외 파트너 일반,t5t_dashboard,1,0,2026-04-13,,,seeded,,,,,,,,
v0110,SH000048,Datapulse Pte.Ltd.,Datapulse Pte.Ltd.,Datapulse Pte.Ltd.,datapulse_pte_ltd,self,,Datapulse Pte.Ltd.,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트1,이경훈,seeded,,,,,,,,
v0110,SH000049,G9 Asia X. Pte. Ltd.,G9 Asia X. Pte. Ltd.,G9 Asia X. Pte. Ltd.,g9_asia_x_pte_ltd,self,,G9 Asia X. Pte. Ltd.,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,개발관리실,최성현,seeded,,,,,,,,
v0110,SH000050,GFI,GFI,GFI,gfi,self,,GFI,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,투자솔루션그룹,이승철,seeded,,,,,,,,
v0110,SH000051,GIB홈플러스,GIB홈플러스,GIB홈플러스,gib,self,,GIB홈플러스,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),기타,lender_snapshot,1,1,2025-11-30,자산관리2파트1,이경훈,seeded,,,,,,,,
v0110,SH000052,GIC,GIC,GIC,gic,self,,GIC,,,,,,,organization,capital_partner,institutional_lp,기관투자자(LP),2,기관투자자(LP) | 펀드 수익자,LP 일반 | 수익자 일반,"beneficiary_snapshot,t5t_dashboard",26,6,2026-04-13,"전략펀드운용1실,자산관리1파트2",이정연,seeded,,,,,,,,
v0110,SH000053,GS건설,GS건설,GS건설,gs,self,,GS건설,지에스건설(주),시공사,https://www.notion.so/33d8ced43c4780d7bc92ed881c02abfa,세운5구역 개발사업,권순일; 우형석,,organization,capital_partner,fund_beneficiary,펀드 수익자,2,운영/시공 파트너 | 펀드 수익자,시공사 | 일반기업,"beneficiary_snapshot,counterparty_seed",3,2,2025-11-30,사업,유미현,counterparty_seeded,,,,,,,,
v0110,SH000054,GS리테일,GS리테일,GS리테일,gs,self,,GS리테일,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,일반기업,beneficiary_snapshot,5,5,2025-11-30,자산관리1파트2,이상렬,seeded,,,,,,,,
v0110,SH000055,Gangnam Asset PTE.LTD,Gangnam Asset PTE.LTD,Gangnam Asset PTE.LTD,gangnam_asset_pte_ltd,self,,Gangnam Asset PTE.LTD,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트4,김유리,seeded,,,,,,,,
v0110,SH000056,HB저축은행,HB저축은행,HB저축은행,hb,self,,HB저축은행,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,1,0,2025-11-30,헤지펀드운용파트,김유진A,seeded,,,,,,,,
v0110,SH000057,HSBC자산운용,HSBC자산운용,HSBC자산운용,hsbc,self,,HSBC자산운용,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,자산운용사,beneficiary_snapshot,1,1,2025-11-30,글로벌펀드운용3,오지원,seeded,,,,,,,,
v0110,SH000058,HS화성,HS화성,HS화성,hs,self,,HS화성,에이치에스화성(주),시공사,https://www.notion.so/33d8ced43c4780b88cabe04728fd04cd,누디트 홍대,,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,시공사,counterparty_seed,1,1,,,,counterparty_seeded,,,,,,,,
v0110,SH000059,I.O.IV,I.O.IV,I.O.IV,i_o_iv,self,,I.O.IV,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트2,이단비,seeded,,,,,,,,
v0110,SH000060,IADC2호,IADC2호,IADC2호,iadc2,self,,IADC2호,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,투자솔루션그룹,이승철,seeded,,,,,,,,
v0110,SH000061,IBK기업은행,IBK기업은행,IBK기업은행,ibk,self,,IBK기업은행,,,,,,,organization,financing_partner,lender,금융기관(대주),2,금융기관(대주) | 펀드 수익자,은행,"beneficiary_snapshot,lender_snapshot",18,11,2025-11-30,개발관리실,최성현,seeded,,,,,,,,
v0110,SH000062,IBK연금보험,IBK연금보험,IBK연금보험,ibk,self,,IBK연금보험,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),보험사,lender_snapshot,2,2,2025-11-30,자산관리2파트1,이경훈,seeded,,,,,,,,
v0110,SH000063,IBK저축은행,IBK저축은행,IBK저축은행,ibk,self,,IBK저축은행,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,3,2,2025-11-30,라이프리빙파트,강수원,seeded,,,,,,,,
v0110,SH000064,IBK캐피탈,IBK캐피탈,IBK캐피탈,ibk,self,,IBK캐피탈,,,,,,,organization,financing_partner,lender,금융기관(대주),2,금융기관(대주) | 펀드 수익자,리스사 | 여전사,"beneficiary_snapshot,lender_snapshot",10,8,2025-11-30,자산관리1파트1,김수현,seeded,,,,,,,,
v0110,SH000065,IBK투자증권,IBK투자증권,IBK투자증권,ibk,self,,IBK투자증권,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,증권사,beneficiary_snapshot,10,9,2025-11-30,라이프리빙파트,강수원,seeded,,,,,,,,
v0110,SH000066,IGIS Asia Data Center 1 Pte. Ltd.,IGIS Asia Data Center 1 Pte. Ltd.,IGIS Asia Data Center 1 Pte. Ltd.,igis_asia_data_center_1_pte_ltd,self,,IGIS Asia Data Center 1 Pte. Ltd.,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,펀드,beneficiary_snapshot,1,1,2025-11-30,GPI1,김유진,seeded,,,,,,,,
v0110,SH000067,IOIV,IOIV,IOIV,ioiv,self,,IOIV,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),기타,lender_snapshot,9,1,2025-11-30,자산관리2파트2,이단비,seeded,,,,,,,,
v0110,SH000068,IRE-RE-SA SICAV-SIF,IRE-RE-SA SICAV-SIF,IRE-RE-SA SICAV-SIF,ire_re_sa_sicav_sif,self,,IRE-RE-SA SICAV-SIF,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트3,김나현,seeded,,,,,,,,
v0110,SH000069,Icheon REF Pte.Ltd,Icheon REF Pte.Ltd,Icheon REF Pte.Ltd,icheon_ref_pte_ltd,self,,Icheon REF Pte.Ltd,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,기타,beneficiary_snapshot,1,1,2025-11-30,로지스틱스매니지먼트,이정훈B,seeded,,,,,,,,
v0110,SH000070,Infineon,Infineon,Infineon,infineon,self,,Infineon,,,,,,,organization,occupier_customer,tenant,임차인,1,임차인,임차인 일반,t5t_dashboard,2,1,2026-03-22,,,seeded,,,,,,,,
v0110,SH000071,Invesco,Invesco,Invesco,invesco,self,,Invesco,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,자산운용사,beneficiary_snapshot,2,1,2025-11-30,DC사업실,양진수,seeded,,,,,,,,
v0110,SH000072,Invesco Investments(Bermuda),Invesco Investments(Bermuda),Invesco Investments(Bermuda),invesco_investments_bermuda,self,,Invesco Investments(Bermuda),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트3,김나현,seeded,,,,,,,,
v0110,SH000073,JB우리캐피탈,JB우리캐피탈,JB우리캐피탈,jb,self,,JB우리캐피탈,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,여신금융업,beneficiary_snapshot,2,1,2025-11-30,헤지펀드운용파트,이병윤,seeded,,,,,,,,
v0110,SH000074,JLL,JLL,JLL,jll,self,,JLL,,,,,,,organization,advisor_intermediary,advisor,주간사/자문,1,주간사/자문,자문 일반,t5t_dashboard,4,2,2026-04-13,,,seeded,,,,,,,,
v0110,SH000075,KB,KB,KB,kb,mapped,GRP-0101,KB,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),대주 일반,t5t_dashboard,3,3,2026-04-17,,,seeded,,,,,,,,
v0110,SH000076,KB국민은행,KB국민은행,KB,kb,mapped,GRP-0102,KB,,,,,,,organization,financing_partner,lender,금융기관(대주),2,금융기관(대주) | 펀드 수익자,은행,"beneficiary_snapshot,lender_snapshot",23,16,2025-11-30,개발관리실,최성현,seeded,,,,,,,,
v0110,SH000077,KB국민은행(A),KB국민은행(A),KB,kb,mapped,GRP-0108,KB,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트1,이경훈,seeded,,,,,,,,
v0110,SH000082,KB생명,KB생명,KB,kb,mapped,GRP-0105,KB,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),보험사,lender_snapshot,1,1,2025-11-30,자산관리3파트2,박동민,seeded,,,,,,,,
v0110,SH000083,KB생명보험,KB생명보험,KB,kb,mapped,GRP-0106,KB,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,보험사,beneficiary_snapshot,6,5,2025-11-30,글로벌펀드운용1,김규식,seeded,,,,,,,,
v0110,SH000084,KB손해보험,KB손해보험,KB,kb,mapped,GRP-0107,KB,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,2,금융기관(대주) | 펀드 수익자,보험사,"beneficiary_snapshot,lender_snapshot",16,9,2025-11-30,글로벌펀드운용3,이수현,seeded,,,,,,,,
v0110,SH000086,KB증권,KB증권,KB,kb,mapped,GRP-0103,KB,,,,,,,organization,financing_partner,lender,금융기관(대주),2,금융기관(대주) | 펀드 수익자,증권사,"beneficiary_snapshot,lender_snapshot",12,5,2025-11-30,투자솔루션그룹,이정연,seeded,,,,,,,,
v0110,SH000088,KB캐피탈,KB캐피탈,KB,kb,mapped,GRP-0104,KB,,,,,,,organization,financing_partner,lender,금융기관(대주),2,금융기관(대주) | 펀드 수익자,리스사 | 여전사,"beneficiary_snapshot,lender_snapshot",11,7,2025-11-30,IOTA TF,이길수,seeded,,,,,,,,
v0110,SH000078,KB국민은행(공모),KB국민은행(공모),KB국민은행(공모),kb,self,,KB국민은행(공모),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,seeded,,,,,,,,
v0110,SH000079,KB국민은행(이지스일반사모부동산투자신탁421호의 신탁업자),KB국민은행(이지스일반사모부동산투자신탁421호의 신탁업자),KB국민은행(이지스일반사모부동산투자신탁421호의 신탁업자),kb_421,self,,KB국민은행(이지스일반사모부동산투자신탁421호의 신탁업자),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,2,2,2025-11-30,IOTA TF,한수정,seeded,,,,,,,,
v0110,SH000080,KB국민은행(한국투자올에셋부동산11호의 신탁업자 지위),KB국민은행(한국투자올에셋부동산11호의 신탁업자 지위),KB국민은행(한국투자올에셋부동산11호의 신탁업자 지위),kb_11,self,,KB국민은행(한국투자올에셋부동산11호의 신탁업자 지위),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,2,1,2025-11-30,개발,임한솔,seeded,,,,,,,,
v0110,SH000081,KB라이프생명보험,KB라이프생명보험,KB라이프생명보험,kb,self,,KB라이프생명보험,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,보험사,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트1,이경훈,seeded,,,,,,,,
v0110,SH000085,KB저축은행,KB저축은행,KB저축은행,kb,self,,KB저축은행,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,2,1,2025-11-30,DC사업실,주현식,seeded,,,,,,,,
v0110,SH000087,KB증권(A),KB증권(A),KB증권(A),kb_a,self,,KB증권(A),,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트1,이경훈,seeded,,,,,,,,
