entity_role_id,entity_id,canonical_name,stakeholder_group_code,stakeholder_group_name,stakeholder_type_code,stakeholder_type_name,stakeholder_subtype_code,stakeholder_subtype_name,source_system,source_role_label,source_records,project_count,latest_base_date,owner_department,owner_manager,raw_type_label,raw_class_label,t5t_type_name,confidence,status,notes
SH000393-R01,SH000393,삼양홀딩스,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,이종훈,,,기관투자자(LP),0.8,active,
SH000394-R01,SH000394,삼우,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,1,,,,설계사,,,0.98,active,https://www.notion.so/33d8ced43c4780dc8935ce5c06750574
SH000395-R01,SH000395,삼우 CM,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,cm,CM,counterparty_seed,CM,1,6,,,홍창의; 홍장군; 우형석,CM,,,0.98,active,https://www.notion.so/33d8ced43c4780a390a0ec442b572e5f
SH000396-R01,SH000396,삼우디씨디,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,심동민,일반투자자,일반기업,기관투자자(LP),0.95,active,
SH000397-R01,SH000397,삼우씨엠건축사사무소,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,CM그룹,권종엽,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000398-R01,SH000398,삼정저축은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,수익자,1,1,2025-11-30,헤지펀드운용파트,이병윤,전문투자자,상호 저축은행 및 기타 저축기관,기관투자자(LP),0.95,active,
SH000399-R01,SH000399,삼한교역상사,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,2,2025-11-30,개발,임한솔,,,기관투자자(LP),0.8,active,
SH000400-R01,SH000400,상상인저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,3,3,2025-11-30,라이프리빙파트,박세민,,저축은행,금융기관(대주),0.95,active,
SH000401-R01,SH000401,서귀포동부신용협동조합,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,조영비,,상호금융,금융기관(대주),0.95,active,
SH000402-R01,SH000402,서리풀클라우드,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,대주 일반,lender_snapshot,대주,1,1,2025-11-30,개발관리실,최성현,,,금융기관(대주),0.8,active,
SH000403-R01,SH000403,서민이엔씨,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,김완혁,,,기관투자자(LP),0.8,active,
SH000404-R01,SH000404,서울보증보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,3,3,2025-11-30,글로벌펀드운용3,이진희,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000405-R01,SH000405,서울시,public_authority,공공/행정,public_body,공공/행정기관,public_unknown,공공기관 일반,t5t_dashboard,공공/행정기관,6,2,2026-04-13,,,공공/행정기관,,공공/행정기관,0.75,active,T5T 로그 키워드 기반 식별
SH000406-R01,SH000406,서천신용협동조합,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,조영비,,상호금융,금융기관(대주),0.95,active,
SH000407-R01,SH000407,선매수자,transaction_counterparty,거래 상대방,buyer_seller,매수/매도인,counterparty_unknown,거래 상대방 일반,t5t_dashboard,매수/매도인,2,1,2026-03-30,,,매수/매도인,,매수/매도인,0.75,active,T5T 로그 키워드 기반 식별
SH000408-R01,SH000408,선우건축,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,1,,,,설계사,,,0.98,active,https://www.notion.so/33d8ced43c4780aab84fc904596c898a
SH000409-R01,SH000409,성담,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,4,4,2025-11-30,GPI1,김유진,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000410-R01,SH000410,성담솔트베이,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,투자솔루션그룹,이승철,,,기관투자자(LP),0.8,active,
SH000411-R01,SH000411,성지제강,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,2,2,2025-11-30,인프라전략1파트,권윤화,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000412-R01,SH000412,세람저축은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,수익자,3,1,2025-11-30,헤지펀드운용파트,이병윤,전문투자자,상호 저축은행 및 기타 저축기관,기관투자자(LP),0.95,active,
SH000413-R01,SH000413,세미파이브,occupier_customer,임차/사용자,tenant,임차인,tenant_unknown,임차인 일반,t5t_dashboard,임차인,3,1,2026-04-17,,,임차인,,임차인,0.75,active,T5T 로그 키워드 기반 식별
SH000414-R01,SH000414,세빌스,advisor_intermediary,자문/중개,advisor,주간사/자문,advisor_unknown,자문 일반,t5t_dashboard,주간사/자문,6,3,2026-04-13,,,주간사/자문,,주간사/자문,0.75,active,T5T 로그 키워드 기반 식별
SH000415-R01,SH000415,세종네트웍스,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,operator,운영사,counterparty_seed,Operator,1,0,,,홍창의,Operator,,,0.98,active,https://www.notion.so/33e8ced43c478070a4c6c8bc196f5453
SH000416-R01,SH000416,세종텔레콤,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트1,정하윤,,,기관투자자(LP),0.8,active,
SH000417-R01,SH000417,세콘도,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,spc,SPC,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트1,이경훈,전문투자자,SPC,기관투자자(LP),0.95,active,
SH000418-R01,SH000418,센트럴저축은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,2,1,2025-11-30,사업,손서형,,은행,금융기관(대주),0.95,active,
SH000419-R01,SH000419,수산업협동조합중앙회,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,조합,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용1,이수현,전문투자자,조합,기관투자자(LP),0.95,active,
SH000420-R01,SH000420,수지신용협동조합,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,조영비,,상호금융,금융기관(대주),0.95,active,
SH000421-R01,SH000421,수협은행,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,13,13,2025-11-30,자산관리2파트4,이경훈,,상호금융,금융기관(대주),0.95,active,
SH000422-R01,SH000422,수협중앙회,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,bank,은행,beneficiary_snapshot,수익자,2,2,2025-11-30,대체증권투자파트,신영찬,전문투자자,은행,기관투자자(LP),0.95,active,
SH000423-R01,SH000423,스마일게이트,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용3,오지원,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000424-R01,SH000424,스카이밸류,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,유한나,,,기관투자자(LP),0.8,active,
SH000425-R01,SH000425,스카이저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,2,2,2025-11-30,사업,유미현,,저축은행,금융기관(대주),0.95,active,
SH000426-R01,SH000426,스탠다드차타드은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,4,4,2025-11-30,자산관리1파트1,김수현,,은행,금융기관(대주),0.95,active,
SH000427-R01,SH000427,시행사,transaction_counterparty,거래 상대방,buyer_seller,매수/매도인,counterparty_unknown,거래 상대방 일반,t5t_dashboard,매수/매도인,5,2,2026-04-13,,,매수/매도인,,매수/매도인,0.75,active,T5T 로그 키워드 기반 식별
SH000428-R01,SH000428,신세계,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,유한나,,,기관투자자(LP),0.8,active,
SH000429-R01,SH000429,신세계프라퍼티,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트2,박용범,,일반기업,기관투자자(LP),0.95,active,
SH000430-R01,SH000430,신용협동조합중앙회,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,조합,beneficiary_snapshot,수익자,5,4,2025-11-30,글로벌펀드운용1,이수현,전문투자자,조합,기관투자자(LP),0.95,active,
SH000431-R01,SH000431,신진솔루션즈,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,"사업,물류솔루션실",이준수,,,기관투자자(LP),0.8,active,
SH000432-R01,SH000432,신한,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,대주 일반,t5t_dashboard,금융기관(대주),20,8,2026-04-17,,,금융기관(대주),,금융기관(대주),0.75,active,T5T 로그 키워드 기반 식별
SH000433-R01,SH000433,신한금융투자,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,종합금융회사,beneficiary_snapshot,수익자,7,5,2025-11-30,개발관리실,최성현,전문투자자,종합금융회사,기관투자자(LP),0.95,active,
SH000434-R01,SH000434,신한금융플러스,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,전략투자2파트,유민종,,,기관투자자(LP),0.8,active,
SH000435-R01,SH000435,신한라이프생명보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,9,8,2025-11-30,글로벌펀드운용1,이진희,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000435-R02,SH000435,신한라이프생명보험,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,3,2,2025-11-30,개발관리실,최성현,,보험사,금융기관(대주),0.95,active,
SH000436-R01,SH000436,신한은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,25,21,2025-11-30,자산관리2파트4,최성현,,은행,금융기관(대주),0.95,active,
SH000436-R02,SH000436,신한은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,bank,은행,beneficiary_snapshot,수익자,7,6,2025-11-30,개발관리실,최성현,,은행,기관투자자(LP),0.95,active,
SH000437-R01,SH000437,신한은행(연기금통합일반사모증권투자신탁제141호의 신탁업자로서),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,인프라전략2파트,허승민,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000438-R01,SH000438,신한은행(캡스톤APAC2호의 신탁업자 지위),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,,기관투자자(LP),0.8,active,
SH000439-R01,SH000439,신한카드,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,1,1,2025-11-30,개발,강창원,,여전사,금융기관(대주),0.95,active,
SH000440-R01,SH000440,신한캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,24,22,2025-11-30,개발,최성현,,여전사,금융기관(대주),0.95,active,
SH000440-R02,SH000440,신한캐피탈,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,리스사,beneficiary_snapshot,수익자,18,17,2025-11-30,글로벌펀드운용2,윤주성,전문투자자,리스사,기관투자자(LP),0.95,active,
SH000440-R03,SH000440,신한캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,대주 일반,t5t_dashboard,금융기관(대주),4,2,2026-04-17,,,금융기관(대주),,금융기관(대주),0.75,active,T5T 로그 키워드 기반 식별
SH000441-R01,SH000441,신한투자증권,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,securities_company,증권사,beneficiary_snapshot,수익자,8,7,2025-11-30,사업,유미현,전문투자자,증권사,기관투자자(LP),0.95,active,
SH000441-R02,SH000441,신한투자증권,financing_partner,금융 파트너,lender,금융기관(대주),securities_company,증권사,lender_snapshot,대주,3,2,2025-11-30,개발관리실,최성현,,증권사,금융기관(대주),0.95,active,
SH000442-R01,SH000442,신협(강릉신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,조영비,,상호금융,금융기관(대주),0.95,active,
SH000443-R01,SH000443,신협(강서신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000444-R01,SH000444,신협(검단신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000445-R01,SH000445,신협(경기광주신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000446-R01,SH000446,신협(경남가온신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000447-R01,SH000447,신협(경남제일신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,상호금융,금융기관(대주),0.95,active,
SH000448-R01,SH000448,신협(경남중앙신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000449-R01,SH000449,신협(경남한의사신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000450-R01,SH000450,신협(경동신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000451-R01,SH000451,신협(계산신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000452-R01,SH000452,신협(공주중앙신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,김완혁,,상호금융,금융기관(대주),0.95,active,
SH000453-R01,SH000453,신협(광안신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,상호금융,금융기관(대주),0.95,active,
SH000454-R01,SH000454,신협(광장신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,유한나,,상호금융,금융기관(대주),0.95,active,
SH000455-R01,SH000455,신협(광주동부신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000456-R01,SH000456,신협(광주신우신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000457-R01,SH000457,신협(구덕신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000458-R01,SH000458,신협(구포신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000459-R01,SH000459,신협(금모래신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000460-R01,SH000460,신협(금정신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000461-R01,SH000461,신협(김제신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000462-R01,SH000462,신협(남광주신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000463-R01,SH000463,신협(남서울신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000464-R01,SH000464,신협(남청주신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,유한나,,상호금융,금융기관(대주),0.95,active,
SH000465-R01,SH000465,신협(달구벌신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,상호금융,금융기관(대주),0.95,active,
SH000466-R01,SH000466,신협(대구태영신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,유한나,,상호금융,금융기관(대주),0.95,active,
SH000467-R01,SH000467,신협(대원신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000468-R01,SH000468,신협(동대구신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,유한나,,상호금융,금융기관(대주),0.95,active,
SH000469-R01,SH000469,신협(동수원신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000470-R01,SH000470,신협(든솔신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,유한나,,상호금융,금융기관(대주),0.95,active,
SH000471-R01,SH000471,신협(등촌신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000472-R01,SH000472,신협(마포신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000473-R01,SH000473,신협(무학신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000474-R01,SH000474,신협(미추홀신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,상호금융,금융기관(대주),0.95,active,
SH000475-R01,SH000475,신협(방림신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,유한나,,상호금융,금융기관(대주),0.95,active,
SH000476-R01,SH000476,신협(방촌신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000477-R01,SH000477,신협(부산거제신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000478-R01,SH000478,신협(부산동래신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000479-R01,SH000479,신협(부산성의신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000480-R01,SH000480,신협(부산시중앙신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000481-R01,SH000481,신협(부산장우신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,상호금융,금융기관(대주),0.95,active,
SH000482-R01,SH000482,신협(부산진신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,3,3,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000483-R01,SH000483,신협(부산행복신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,상호금융,금융기관(대주),0.95,active,
SH000484-R01,SH000484,신협(북동신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000485-R01,SH000485,신협(북부산신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000486-R01,SH000486,신협(북성신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,김완혁,,상호금융,금융기관(대주),0.95,active,
SH000487-R01,SH000487,신협(북원신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000488-R01,SH000488,신협(새서울신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000489-R01,SH000489,신협(서대구신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000490-R01,SH000490,신협(서울치과의사신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,유한나,,상호금융,금융기관(대주),0.95,active,
SH000491-R01,SH000491,신협(성남중앙신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,3,3,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000492-R01,SH000492,신협(송파동부신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000493-R01,SH000493,신협(수원중앙신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000494-R01,SH000494,신협(신정신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000495-R01,SH000495,신협(아산신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,상호금융,금융기관(대주),0.95,active,
SH000496-R01,SH000496,신협(양천신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,2,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000497-R01,SH000497,신협(연무신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,김완혁,,상호금융,금융기관(대주),0.95,active,
SH000498-R01,SH000498,신협(영암신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,상호금융,금융기관(대주),0.95,active,
SH000499-R01,SH000499,신협(오산신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,유한나,,상호금융,금융기관(대주),0.95,active,
SH000500-R01,SH000500,신협(울산남부신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
SH000501-R01,SH000501,신협(울산중앙신용협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,개발,이창준,,상호금융,금융기관(대주),0.95,active,
