entity_role_id,entity_id,canonical_name,stakeholder_group_code,stakeholder_group_name,stakeholder_type_code,stakeholder_type_name,stakeholder_subtype_code,stakeholder_subtype_name,source_system,source_role_label,source_records,project_count,latest_base_date,owner_department,owner_manager,raw_type_label,raw_class_label,t5t_type_name,confidence,status,notes
SH000001-R01,SH000001,116-2(산재기금),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리3파트2,정승우,,,기관투자자(LP),0.8,active,
SH000002-R01,SH000002,116-3(신협중앙회),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리3파트2,정승우,,,기관투자자(LP),0.8,active,
SH000003-R01,SH000003,116-3(주택도시기금),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리3파트2,정승우,,,기관투자자(LP),0.8,active,
SH000004-R01,SH000004,448-3호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용1,이진희,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000005-R01,SH000005,448-4,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용1,이진희,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000006-R01,SH000006,816공간제일차 주식회사,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,2,1,2025-11-30,IOTA TF,조영비,,상호금융,금융기관(대주),0.95,active,
SH000007-R01,SH000007,ABL생명보험(에이비엘생명보험),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,6,4,2025-11-30,"281호TF,글로벌펀드운용1",김민건,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000008-R01,SH000008,ADCF Megatrends Singapore Pte Ltd,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,기타 투자기관,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트2,박용범,전문투자자,기타 투자기관,기관투자자(LP),0.95,active,
SH000009-R01,SH000009,ANU,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,2,,,,설계사,,,0.98,active,https://www.notion.so/33d8ced43c4780da8235e33db901f41f
SH000010-R01,SH000010,AP SG 9 PTE.LTD.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트1,이경훈,,,기관투자자(LP),0.8,active,
SH000011-R01,SH000011,APO Corp,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용2,유진선,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000012-R01,SH000012,ASSKR1,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,2,1,2025-11-30,자산관리2파트2,이단비,,기타,금융기관(대주),0.95,active,
SH000013-R01,SH000013,Actis,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,2,2025-11-30,자산관리1파트2,이상렬,,,기관투자자(LP),0.8,active,
SH000014-R01,SH000014,BCS NL B.V.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,사업,유미현,,,기관투자자(LP),0.8,active,
SH000015-R01,SH000015,BCS NL C.V.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,사업,유미현,,,기관투자자(LP),0.8,active,
SH000016-R01,SH000016,BNK경남은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,3,3,2025-11-30,"전략펀드운용1실,자산관리1파트1",신채영,,은행,금융기관(대주),0.95,active,
SH000017-R01,SH000017,BNK저축은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,1,1,2025-11-30,사업,손서형,,은행,금융기관(대주),0.95,active,
SH000018-R01,SH000018,BNK캐피탈,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,리스사,beneficiary_snapshot,수익자,6,5,2025-11-30,라이프리빙파트,강수원,전문투자자,리스사,기관투자자(LP),0.95,active,
SH000018-R02,SH000018,BNK캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,5,5,2025-11-30,개발,이창준,,여전사,금융기관(대주),0.95,active,
SH000019-R01,SH000019,Boston Properties,strategic_partner,전략/해외 파트너,overseas_partner,해외 파트너,overseas_partner_unknown,해외 파트너 일반,t5t_dashboard,해외 파트너,1,0,2026-04-12,,,해외 파트너,,해외 파트너,0.75,active,T5T 로그 키워드 기반 식별
SH000020-R01,SH000020,Broadcom,occupier_customer,임차/사용자,tenant,임차인,tenant_unknown,임차인 일반,t5t_dashboard,임차인,2,1,2026-03-22,,,임차인,,임차인,0.75,active,T5T 로그 키워드 기반 식별
SH000021-R01,SH000021,CBRE,advisor_intermediary,자문/중개,advisor,주간사/자문,advisor_unknown,자문 일반,t5t_dashboard,주간사/자문,10,4,2026-04-12,,,주간사/자문,,주간사/자문,0.75,active,T5T 로그 키워드 기반 식별
SH000022-R01,SH000022,CJ,occupier_customer,임차/사용자,tenant,임차인,tenant_unknown,임차인 일반,t5t_dashboard,임차인,5,3,2026-04-13,,,임차인,,임차인,0.75,active,T5T 로그 키워드 기반 식별
SH000023-R01,SH000023,CJ대한통운,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트1,정하윤,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000023-R02,SH000023,CJ대한통운,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,3,,,우형석; 권순일,시공사,,,0.98,active,https://www.notion.so/33d8ced43c4780b9b854dcd68f8197e1
SH000024-R01,SH000024,CJ올리브네트웍스,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,operator,운영사,counterparty_seed,Operator,1,0,,,홍창의,Operator,,,0.98,active,https://www.notion.so/33e8ced43c47802585dadeea972c05ed
SH000025-R01,SH000025,CJ제일제당,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트1,정하윤,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000026-R01,SH000026,CPPIB,capital_partner,자본 파트너,institutional_lp,기관투자자(LP),lp_unknown,LP 일반,t5t_dashboard,기관투자자(LP),4,0,2026-04-10,,,기관투자자(LP),,기관투자자(LP),0.75,active,T5T 로그 키워드 기반 식별
SH000027-R01,SH000027,Cadence,occupier_customer,임차/사용자,tenant,임차인,tenant_unknown,임차인 일반,t5t_dashboard,임차인,2,1,2026-03-22,,,임차인,,임차인,0.75,active,T5T 로그 키워드 기반 식별
SH000028-R01,SH000028,Capikor Pte.Ltd.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트1,이경훈,,,기관투자자(LP),0.8,active,
SH000029-R01,SH000029,DA,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,3,,,권순일,설계사,,,0.98,active,https://www.notion.so/33d8ced43c4780fd9b1efa01950ab4de
SH000030-R01,SH000030,DA VINCI HOLDCO PTE. LTD.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,"전략펀드운용1실,자산관리2파트4",김회인,,,기관투자자(LP),0.8,active,
SH000031-R01,SH000031,DB생명보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,4,3,2025-11-30,글로벌펀드운용1,이진희,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000031-R02,SH000031,DB생명보험,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,3,3,2025-11-30,자산관리3파트1,문승현,,보험사,금융기관(대주),0.95,active,
SH000032-R01,SH000032,DB손해보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,19,17,2025-11-30,글로벌펀드운용1,이진희,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000032-R02,SH000032,DB손해보험,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,9,8,2025-11-30,"전략펀드운용1실,자산관리1파트1",이연주,,보험사,금융기관(대주),0.95,active,
SH000032-R03,SH000032,DB손해보험,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,대주 일반,t5t_dashboard,금융기관(대주),2,1,2026-04-13,,,금융기관(대주),,금융기관(대주),0.75,active,T5T 로그 키워드 기반 식별
SH000033-R01,SH000033,DB손해보험(본계정),financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,1,1,2025-11-30,자산관리3파트2,정승우,,보험사,금융기관(대주),0.95,active,
SH000034-R01,SH000034,DB저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,4,4,2025-11-30,자산관리3파트2,정승우,,저축은행,금융기관(대주),0.95,active,
SH000035-R01,SH000035,DB캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,3,2,2025-11-30,사업,손서형,,여전사,금융기관(대주),0.95,active,
SH000035-R02,SH000035,DB캐피탈,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,리스사,beneficiary_snapshot,수익자,1,0,2025-11-30,헤지펀드운용파트,김유진A,전문투자자,리스사,기관투자자(LP),0.95,active,
SH000036-R01,SH000036,DGB 제1호 펀드,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트2,이단비,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000037-R01,SH000037,DGB 제2호 펀드,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트2,이단비,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000038-R01,SH000038,DGB 제3호 펀드,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트2,이단비,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000039-R01,SH000039,DGB생명보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용3,김규식,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000040-R01,SH000040,DL ENC,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,2,2,2025-11-30,CM그룹,신준범,일반투자자,일반기업,기관투자자(LP),0.95,active,
SH000041-R01,SH000041,DL건설,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,1,,,,시공사,,,0.98,active,https://www.notion.so/33d8ced43c4780afb1f9eb18d7b3e21d
SH000042-R01,SH000042,DL이앤씨,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,0,,,,시공사,,,0.98,active,https://www.notion.so/33d8ced43c47801f8991d8398dad0d25
SH000043-R01,SH000043,DMP,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,1,,,,설계사,,,0.98,active,https://www.notion.so/33d8ced43c47801f8e99de9eba84ebb8
SH000044-R01,SH000044,DNSC,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,2,2025-11-30,사업,유미현,,,기관투자자(LP),0.8,active,
SH000045-R01,SH000045,DS네트웍스,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,강수원,,,기관투자자(LP),0.8,active,
SH000046-R01,SH000046,DS자산운용,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,1,0,2025-11-30,헤지펀드운용파트,김정훈,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000047-R01,SH000047,Dash Living,strategic_partner,전략/해외 파트너,overseas_partner,해외 파트너,overseas_partner_unknown,해외 파트너 일반,t5t_dashboard,해외 파트너,1,0,2026-04-13,,,해외 파트너,,해외 파트너,0.75,active,T5T 로그 키워드 기반 식별
SH000048-R01,SH000048,Datapulse Pte.Ltd.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트1,이경훈,,,기관투자자(LP),0.8,active,
SH000049-R01,SH000049,G9 Asia X. Pte. Ltd.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,개발관리실,최성현,,,기관투자자(LP),0.8,active,
SH000050-R01,SH000050,GFI,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,투자솔루션그룹,이승철,,,기관투자자(LP),0.8,active,
SH000051-R01,SH000051,GIB홈플러스,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트1,이경훈,,기타,금융기관(대주),0.95,active,
SH000052-R01,SH000052,GIC,capital_partner,자본 파트너,institutional_lp,기관투자자(LP),lp_unknown,LP 일반,t5t_dashboard,기관투자자(LP),25,6,2026-04-13,,,기관투자자(LP),,기관투자자(LP),0.75,active,T5T 로그 키워드 기반 식별
SH000052-R02,SH000052,GIC,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트2",이정연,,,기관투자자(LP),0.8,active,
SH000053-R01,SH000053,GS건설,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,2,2,2025-11-30,사업,유미현,,일반기업,기관투자자(LP),0.95,active,
SH000053-R02,SH000053,GS건설,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,1,,,권순일; 우형석,시공사,,,0.98,active,https://www.notion.so/33d8ced43c4780d7bc92ed881c02abfa
SH000054-R01,SH000054,GS리테일,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,5,5,2025-11-30,자산관리1파트2,이상렬,,일반기업,기관투자자(LP),0.95,active,
SH000055-R01,SH000055,Gangnam Asset PTE.LTD,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트4,김유리,,,기관투자자(LP),0.8,active,
SH000056-R01,SH000056,HB저축은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,수익자,1,0,2025-11-30,헤지펀드운용파트,김유진A,전문투자자,상호 저축은행 및 기타 저축기관,기관투자자(LP),0.95,active,
SH000057-R01,SH000057,HSBC자산운용,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용3,오지원,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000058-R01,SH000058,HS화성,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,1,,,,시공사,,,0.98,active,https://www.notion.so/33d8ced43c4780b88cabe04728fd04cd
SH000059-R01,SH000059,I.O.IV,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트2,이단비,,,기관투자자(LP),0.8,active,
SH000060-R01,SH000060,IADC2호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,투자솔루션그룹,이승철,,,기관투자자(LP),0.8,active,
SH000061-R01,SH000061,IBK기업은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,14,11,2025-11-30,개발관리실,최성현,,은행,금융기관(대주),0.95,active,
SH000061-R02,SH000061,IBK기업은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,bank,은행,beneficiary_snapshot,수익자,4,4,2025-11-30,라이프리빙파트,윤용택,전문투자자,은행,기관투자자(LP),0.95,active,
SH000062-R01,SH000062,IBK연금보험,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,2,2,2025-11-30,자산관리2파트1,이경훈,,보험사,금융기관(대주),0.95,active,
SH000063-R01,SH000063,IBK저축은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,수익자,3,2,2025-11-30,라이프리빙파트,강수원,전문투자자,상호 저축은행 및 기타 저축기관,기관투자자(LP),0.95,active,
SH000064-R01,SH000064,IBK캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,9,8,2025-11-30,자산관리1파트1,김수현,,여전사,금융기관(대주),0.95,active,
SH000064-R02,SH000064,IBK캐피탈,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,리스사,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,김민석B,전문투자자,리스사,기관투자자(LP),0.95,active,
SH000065-R01,SH000065,IBK투자증권,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,securities_company,증권사,beneficiary_snapshot,수익자,10,9,2025-11-30,라이프리빙파트,강수원,전문투자자,증권사,기관투자자(LP),0.95,active,
SH000066-R01,SH000066,IGIS Asia Data Center 1 Pte. Ltd.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,GPI1,김유진,일반투자자,펀드,기관투자자(LP),0.95,active,
SH000067-R01,SH000067,IOIV,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,9,1,2025-11-30,자산관리2파트2,이단비,,기타,금융기관(대주),0.95,active,
SH000068-R01,SH000068,IRE-RE-SA SICAV-SIF,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트3,김나현,,,기관투자자(LP),0.8,active,
SH000069-R01,SH000069,Icheon REF Pte.Ltd,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,기타,beneficiary_snapshot,수익자,1,1,2025-11-30,로지스틱스매니지먼트,이정훈B,일반투자자,기타,기관투자자(LP),0.95,active,
SH000070-R01,SH000070,Infineon,occupier_customer,임차/사용자,tenant,임차인,tenant_unknown,임차인 일반,t5t_dashboard,임차인,2,1,2026-03-22,,,임차인,,임차인,0.75,active,T5T 로그 키워드 기반 식별
SH000071-R01,SH000071,Invesco,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,2,1,2025-11-30,DC사업실,양진수,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000072-R01,SH000072,Invesco Investments(Bermuda),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트3,김나현,,,기관투자자(LP),0.8,active,
SH000073-R01,SH000073,JB우리캐피탈,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,여신금융업,beneficiary_snapshot,수익자,2,1,2025-11-30,헤지펀드운용파트,이병윤,전문투자자,여신금융업,기관투자자(LP),0.95,active,
SH000074-R01,SH000074,JLL,advisor_intermediary,자문/중개,advisor,주간사/자문,advisor_unknown,자문 일반,t5t_dashboard,주간사/자문,4,2,2026-04-13,,,주간사/자문,,주간사/자문,0.75,active,T5T 로그 키워드 기반 식별
SH000075-R01,SH000075,KB,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,대주 일반,t5t_dashboard,금융기관(대주),3,3,2026-04-17,,,금융기관(대주),,금융기관(대주),0.75,active,T5T 로그 키워드 기반 식별
SH000076-R01,SH000076,KB국민은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,17,16,2025-11-30,개발관리실,최성현,,은행,금융기관(대주),0.95,active,
SH000076-R02,SH000076,KB국민은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,bank,은행,beneficiary_snapshot,수익자,6,5,2025-11-30,글로벌펀드운용1,이진희,전문투자자,은행,기관투자자(LP),0.95,active,
SH000077-R01,SH000077,KB국민은행(A),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트1,이경훈,,,기관투자자(LP),0.8,active,
SH000078-R01,SH000078,KB국민은행(공모),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,,,기관투자자(LP),0.8,active,
SH000079-R01,SH000079,KB국민은행(이지스일반사모부동산투자신탁421호의 신탁업자),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,2,2025-11-30,IOTA TF,한수정,전문투자자,,기관투자자(LP),0.8,active,
SH000080-R01,SH000080,KB국민은행(한국투자올에셋부동산11호의 신탁업자 지위),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,1,2025-11-30,개발,임한솔,,,기관투자자(LP),0.8,active,
SH000081-R01,SH000081,KB라이프생명보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트1,이경훈,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000082-R01,SH000082,KB생명,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,1,1,2025-11-30,자산관리3파트2,박동민,,보험사,금융기관(대주),0.95,active,
SH000083-R01,SH000083,KB생명보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,6,5,2025-11-30,글로벌펀드운용1,김규식,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000084-R01,SH000084,KB손해보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,9,9,2025-11-30,글로벌펀드운용3,이수현,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000084-R02,SH000084,KB손해보험,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,7,6,2025-11-30,"전략펀드운용1실,자산관리1파트1",이정원,,보험사,금융기관(대주),0.95,active,
SH000085-R01,SH000085,KB저축은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,수익자,2,1,2025-11-30,DC사업실,주현식,전문투자자,상호 저축은행 및 기타 저축기관,기관투자자(LP),0.95,active,
SH000086-R01,SH000086,KB증권,financing_partner,금융 파트너,lender,금융기관(대주),securities_company,증권사,lender_snapshot,대주,7,5,2025-11-30,투자솔루션그룹,이정연,,증권사,금융기관(대주),0.95,active,
SH000086-R02,SH000086,KB증권,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,securities_company,증권사,beneficiary_snapshot,수익자,5,5,2025-11-30,글로벌펀드운용3,석동주,전문투자자,증권사,기관투자자(LP),0.95,active,
SH000087-R01,SH000087,KB증권(A),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트1,이경훈,,,기관투자자(LP),0.8,active,
SH000088-R01,SH000088,KB캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,8,7,2025-11-30,IOTA TF,이길수,,여전사,금융기관(대주),0.95,active,
SH000088-R02,SH000088,KB캐피탈,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,리스사,beneficiary_snapshot,수익자,3,3,2025-11-30,글로벌펀드운용3,김규식,전문투자자,리스사,기관투자자(LP),0.95,active,
SH000089-R01,SH000089,KCC건설,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,2,,,권순일; 우형석,시공사,,,0.98,active,https://www.notion.so/33d8ced43c4780e9a1d6ee13009ab214
SH000090-R01,SH000090,KDB산업은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,8,8,2025-11-30,사모리츠파트,이길수,,은행,금융기관(대주),0.95,active,
SH000091-R01,SH000091,KDB산은캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,4,4,2025-11-30,자산관리2파트1,이경훈,,여전사,금융기관(대주),0.95,active,
SH000092-R01,SH000092,KDB생명보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,8,7,2025-11-30,글로벌펀드운용1,이수현,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000093-R01,SH000093,KDCIP 2호(Blind),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,투자솔루션그룹,이승철,,,기관투자자(LP),0.8,active,
SH000094-R01,SH000094,KDCIP(A종)(Blind),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,DC사업실,주현식,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000095-R01,SH000095,KG파트너스,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리3파트2,정승우,,,기관투자자(LP),0.8,active,
SH000096-R01,SH000096,KINX,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,operator,운영사,counterparty_seed,Operator,1,0,,,홍창의,Operator,,,0.98,active,https://www.notion.so/33d8ced43c4780619345f673aa594a95
