entity_key,entity_type,entity_id,display_title,display_subtitle,source_table,source_id,confidence,status,metadata_json
asset:ast_0011c54227b4,asset,ast_0011c54227b4,A112704001,A112704001 | verified,asset_master,ast_0011c54227b4,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""인천 가좌동 소재 개발자산 선매입""}"
asset:ast_004573bcb481,asset,ast_004573bcb481,A120119001,A120119001 | 경기도 안성시 원곡면 산하리500번지 외 168필지 | verified,asset_master,ast_004573bcb481,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""안성산하3지구물류센터개발사업""}"
asset:ast_0098d2fecd62,asset,ast_0098d2fecd62,A112785001,A112785001 | 서울시 종로구 평창동 153-3 | verified,asset_master,ast_0098d2fecd62,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""종로구 시니어주택 리모델링""}"
asset:ast_00d6ab2ffdec,asset,ast_00d6ab2ffdec,A120070001,A120070001 | verified,asset_master,ast_00d6ab2ffdec,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스10호(2종)의  수익증권""}"
asset:ast_00df26953973,asset,ast_00df26953973,A112150001,"A112150001 | 1551 Broadway New York, NY | verified",asset_master,ast_00df26953973,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""New York 1551 Broadway Mezzanine Loan""}"
asset:ast_01045c0cd92d,asset,ast_01045c0cd92d,AR00008002,AR00008002 | 서울시 중구 남학동 13-2외 1필지 | verified,asset_master,ast_01045c0cd92d,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스333호(디어스 명동)""}"
asset:ast_019336217588,asset,ast_019336217588,ast_019336217588,충청남도 천안시 동남구 동면 401-8 | auto_created,asset_master,ast_019336217588,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""행암에너지일호""}"
asset:ast_021767a7f029,asset,ast_021767a7f029,A112287001,A112287001 | 성내동 190-11 | auto_created,asset_master,ast_021767a7f029,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""강동 성내 역세권 청년주택""}"
asset:ast_022d4816897f,asset,ast_022d4816897f,A200030003,A200030003 | 서울특별시 영등포구 국제금융로 2길 32 | verified,asset_master,ast_022d4816897f,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""여의도 파이낸스타워""}"
asset:ast_023cb333482d,asset,ast_023cb333482d,AP00010001,"AP00010001 | 서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지 | verified",asset_master,ast_023cb333482d,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""성수동 복합시설 개발사업""}"
asset:ast_024953888c95,asset,ast_024953888c95,A200030001,A200030001 | 경기도 성남시 분당구 백현동 534 | verified,asset_master,ast_024953888c95,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""판교 테크원타워""}"
asset:ast_0264aa763175,asset,ast_0264aa763175,A112328001,A112328001 | 경기도 이천시 호법면 매곡리 118-2 | auto_created,asset_master,ast_0264aa763175,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""덕평CJ물류센터 (투자)""}"
asset:ast_02870a4cfd6e,asset,ast_02870a4cfd6e,A112140001,A112140001 | 서울특별시 중구 수표동 99 | verified,asset_master,ast_02870a4cfd6e,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""시그니쳐타워""}"
asset:ast_02e499cf476b,asset,ast_02e499cf476b,A120059001,A120059001 | 서울 서초구 반포동 64-1번지 일원 | verified,asset_master,ast_02e499cf476b,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출""}"
asset:ast_02f2fb35a743,asset,ast_02f2fb35a743,A20000604,A20000604 | auto_created,asset_master,ast_02f2fb35a743,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스글로벌세컨더리일반사모혼합자산투자신탁제1호""}"
asset:ast_03afde6453fc,asset,ast_03afde6453fc,A112025002,A112025002 | 경기도 성남시 분당구 야탑동 361-4 | auto_created,asset_master,ast_03afde6453fc,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""탑빌딩""}"
asset:ast_03b867e56a1e,asset,ast_03b867e56a1e,A112085001,A112085001 | 경기도 안양시 동안구 호계동 1039 | auto_created,asset_master,ast_03b867e56a1e,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""평촌G스퀘어""}"
asset:ast_03c3c2e1b0b2,asset,ast_03c3c2e1b0b2,A112011001,A112011001 | 울산광역시 남구 달동 1247-1 외 2필지 | verified,asset_master,ast_03c3c2e1b0b2,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""신라스테이울산""}"
asset:ast_03f61e21a973,asset,ast_03f61e21a973,A112606001,A112606001 | 경기도 여주시 가남읍 본두리 18-3 | verified,asset_master,ast_03f61e21a973,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""여주 본두리 물류센터""}"
asset:ast_042b9d125ed3,asset,ast_042b9d125ed3,A300018001,A300018001 | verified,asset_master,ast_042b9d125ed3,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""메자닌, 공모주, 이벤트 드리븐""}"
asset:ast_04878d0c997e,asset,ast_04878d0c997e,AR00015001,AR00015001 | 서울시 강남구 테헤란로 203(역삼동 679-4) | verified,asset_master,ast_04878d0c997e,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""서울인터내셔널타워(SI타워)""}"
asset:ast_04bd4d02a1f5,asset,ast_04bd4d02a1f5,ast_04bd4d02a1f5,전라남도 진도군 지산면 와우리 137-3 | auto_created,asset_master,ast_04bd4d02a1f5,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""케이앤씨벨에포크""}"
asset:ast_04ce3ef6593c,asset,ast_04ce3ef6593c,AP00012001,AP00012001 | 경기도 오산시 오산세교2지구 M1BL | verified,asset_master,ast_04ce3ef6593c,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""오산세교2지구 M-1BL 주상복합""}"
asset:ast_04fa217d3e90,asset,ast_04fa217d3e90,A300044001,A300044001 | verified,asset_master,ast_04fa217d3e90,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""메자닌, 공모주, 이벤트 드리븐, 스팩""}"
asset:ast_0527c87b54b5,asset,ast_0527c87b54b5,AP00029001,AP00029001 | 을지로3가 95-11 일원 | verified,asset_master,ast_0527c87b54b5,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""을지로3가 도시환경정비구역 제10지구 신축 오피스""}"
asset:ast_0546ff4ee9db,asset,ast_0546ff4ee9db,A112035003,"A112035003 | 810 7th Street, N.W., Washington D.C., U.S.A. | verified",asset_master,ast_0546ff4ee9db,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""OJP사옥(워싱턴)""}"
asset:ast_0555a6694264,asset,ast_0555a6694264,A120084001,A120084001 | verified,asset_master,ast_0555a6694264,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스제572호부동산일반사모투자회사(1종)""}"
asset:ast_05637427d30e,asset,ast_05637427d30e,A112245001,A112245001 | 경기도 이천시 백사면 조읍리 25 | verified,asset_master,ast_05637427d30e,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""도지물류센터""}"
asset:ast_0595e7f4dccc,asset,ast_0595e7f4dccc,A112584002,A112584002 | 경상북도 예천군 은풍면 부초리 산44 | verified,asset_master,ast_0595e7f4dccc,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""동서발전""}"
asset:ast_05a1704bed45,asset,ast_05a1704bed45,A112075001,A112075001 | 서울특별시 마포구 동교동 165-4 | verified,asset_master,ast_05a1704bed45,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""유림빌딩""}"
asset:ast_05fbe6b353fb,asset,ast_05fbe6b353fb,A112666003,A112666003 | 서울특별시 영등포구 여의도동 25-11 | verified,asset_master,ast_05fbe6b353fb,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""여의도 유수홀딩스부지 오피스텔 개발사업 PF대출""}"
asset:ast_064b41e30c94,asset,ast_064b41e30c94,A112802001,A112802001 | 경기도 고양시 덕양구 오금동 690번지 | verified,asset_master,ast_064b41e30c94,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스일반사모부동산투자신탁제439호""}"
asset:ast_0663f6f024ef,asset,ast_0663f6f024ef,ast_0663f6f024ef,경기도 연천군 중면 합수리 122 | auto_created,asset_master,ast_0663f6f024ef,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""에스지""}"
asset:ast_0713581af76f,asset,ast_0713581af76f,A120106001,A120106001 | 서울특별시 중구 청계천로 100 | verified,asset_master,ast_0713581af76f,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스 130호(모) 제1-1종 수익증권""}"
asset:ast_0766c7718345,asset,ast_0766c7718345,AP00002001,AP00002001 | 부산광역시 기장군 기장읍 일원 (동부산관광단지내) | verified,asset_master,ast_0766c7718345,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""동부산 테마파크 개발사업""}"
asset:ast_07a74d2ee7e4,asset,ast_07a74d2ee7e4,A112073001,"A112073001 | 2323 Ross Avenue, Dallas, Texas 75201 | verified",asset_master,ast_07a74d2ee7e4,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""Dallas KPMG Plaza Senior Loan""}"
asset:ast_07e0f0bb366d,asset,ast_07e0f0bb366d,A112025003,A112025003 | 서울특별시 강남구 논현동 70-6 | verified,asset_master,ast_07e0f0bb366d,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""트리스빌딩""}"
asset:ast_07e49a3487e7,asset,ast_07e49a3487e7,A112287001,A112287001 | 서울시 강동구 성내동 87-1번지 일원 | verified,asset_master,ast_07e49a3487e7,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""강동 성내 역세권 청년주택""}"
asset:ast_07f69f4d8b19,asset,ast_07f69f4d8b19,A112558001,A112558001 | verified,asset_master,ast_07f69f4d8b19,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""KKR Real Estate Partners Europe II""}"
asset:ast_0812bfa02848,asset,ast_0812bfa02848,A200013002,A200013002 | verified,asset_master,ast_0812bfa02848,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""StepStone Secondary Opportunities Fund V Offshore Holdings, L.P.  가 발행하는 지분증권""}"
asset:ast_081de2d9bdd9,asset,ast_081de2d9bdd9,AP00027001,AP00027001 | 서울시 강남구 수서동 197번지 일원 | verified,asset_master,ast_081de2d9bdd9,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""수서역환승센터복합개발사업""}"
asset:ast_088dd044de37,asset,ast_088dd044de37,A112306001,A112306001 | 온천동 180-14번지 복합시설 신축공사 | verified,asset_master,ast_088dd044de37,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""부산 온천동 복합시설 신축사업""}"
asset:ast_08c6f4e86f22,asset,ast_08c6f4e86f22,A112646001,A112646001 | 전라북도 군산시 비응도동 19 | verified,asset_master,ast_08c6f4e86f22,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""군산수상태양광 PF대출""}"
asset:ast_08feb99d7dd1,asset,ast_08feb99d7dd1,A112466016,A112466016 | 경상북도 의성군 금성면 하리 산72 | verified,asset_master,ast_08feb99d7dd1,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""맥스에너지금성태양광발전""}"
asset:ast_0920c9043185,asset,ast_0920c9043185,A112751001,A112751001 | 인천광역시 서구 석남동 224-8 | auto_created,asset_master,ast_0920c9043185,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""인천석남물류센터""}"
asset:ast_093042bc2e8e,asset,ast_093042bc2e8e,AP00004001,AP00004001 | 부산광역시 해운대구 우동 626-14번지 일원 | verified,asset_master,ast_093042bc2e8e,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""해운대 L7""}"
asset:ast_09cbe4380781,asset,ast_09cbe4380781,A112584046,"A112584046 | 충북 충주시 대소원면 완오리 1165, 1166, 1167(건물 위), 충주시 대소원면 완오리 1155(건물위), 충주시 대소원면 영평리 840 (건물 위) | verified",asset_master,ast_09cbe4380781,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""솔라팩토리19호""}"
asset:ast_09e5db3eee02,asset,ast_09e5db3eee02,A112080001,A112080001 | 울산광역시 남구 삼산동 1569-1 | verified,asset_master,ast_09e5db3eee02,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""업스퀘어""}"
asset:ast_0a0e2cc5bc0e,asset,ast_0a0e2cc5bc0e,A200034001,A200034001 | verified,asset_master,ast_0a0e2cc5bc0e,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""MRP Buyer, LLC에 대한 선순위 대출""}"
asset:ast_0aa438f94f1a,asset,ast_0aa438f94f1a,A120045006,A120045006 | verified,asset_master,ast_0aa438f94f1a,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""와이에이치파워2 주식""}"
asset:ast_0abb69999d40,asset,ast_0abb69999d40,A200013001,A200013001 | verified,asset_master,ast_0abb69999d40,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""StepStone Secondary Opportunities Fund V Offshore, L.P.""}"
asset:ast_0ae67887921d,asset,ast_0ae67887921d,A300074001,A300074001 | verified,asset_master,ast_0ae67887921d,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""메자닌, 공모주, 이벤트 드리븐""}"
asset:ast_0bab0f479396,asset,ast_0bab0f479396,A112669001,A112669001 | 경기도 김포시 장기동 2008-6 | verified,asset_master,ast_0bab0f479396,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""김포DC 개발사업""}"
asset:ast_0bb41d4e593f,asset,ast_0bb41d4e593f,A112303001,A112303001 | verified,asset_master,ast_0bb41d4e593f,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""GLP Japan Develoment Partners III""}"
asset:ast_0bbbe8c5910d,asset,ast_0bbbe8c5910d,A112584046,A112584046 | 충청북도 충주시 대소원면 완오리 1165 | auto_created,asset_master,ast_0bbbe8c5910d,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스일반사모투자신탁435호(태양광)""}"
asset:ast_0bed91ccb4ec,asset,ast_0bed91ccb4ec,A112318001,A112318001 | verified,asset_master,ast_0bed91ccb4ec,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""부실채권을 기초자산으로 하는 SPC의 사채""}"
asset:ast_0c50fdc60ef8,asset,ast_0c50fdc60ef8,AR00008003,AR00008003 | 서울시 마포구 서교동 460-25 일원 | verified,asset_master,ast_0c50fdc60ef8,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스333호(홍대 코리빙 복합시설)""}"
asset:ast_0c68bbfd7099,asset,ast_0c68bbfd7099,A112194002,A112194002 | 제주도 제주시 연동 261-23 | verified,asset_master,ast_0c68bbfd7099,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""제주 연동 오피스텔""}"
asset:ast_0d034e04e91f,asset,ast_0d034e04e91f,A112344002,A112344002 | 대전광역시 중구 문화동 1-17 | auto_created,asset_master,ast_0d034e04e91f,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""홈플러스 대전문화점 (투자)""}"
asset:ast_0d20df513bd5,asset,ast_0d20df513bd5,A190002001,A190002001 | verified,asset_master,ast_0d20df513bd5,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""분당야탑물류센터""}"
asset:ast_0d67a2c2d304,asset,ast_0d67a2c2d304,A112602002,A112602002 | verified,asset_master,ast_0d67a2c2d304,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""아이에이제십사차유동화전문 유한회사""}"
asset:ast_0d7b28ca87e1,asset,ast_0d7b28ca87e1,A112666005,A112666005 | 서울특별시 성동구 성수동2가 279 | verified,asset_master,ast_0d7b28ca87e1,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""성수동 오피스 개발사업 선순위 브릿지론""}"
asset:ast_0d9b6bc27220,asset,ast_0d9b6bc27220,A112174001,A112174001 | verified,asset_master,ast_0d9b6bc27220,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""Balbec InSolve Global Credit Fund III""}"
asset:ast_0db517682813,asset,ast_0db517682813,A112584026,A112584026 | 경상북도 봉화군 봉성면 외삼리 792 외 | verified,asset_master,ast_0db517682813,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""외삼2호""}"
asset:ast_0dba05706295,asset,ast_0dba05706295,A112536001,A112536001 | 경기도 성남시 창업로 17 | verified,asset_master,ast_0dba05706295,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""판교아이스퀘어E동""}"
asset:ast_0dc44d526fb4,asset,ast_0dc44d526fb4,A112071001,A112071001 | 서울특별시 종로구 종로2가 6 | verified,asset_master,ast_0dc44d526fb4,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""종로타워""}"
asset:ast_0e748b87e46f,asset,ast_0e748b87e46f,A112270001,A112270001 | 서울시 서초구 반포동 112-4 외 8필지 | verified,asset_master,ast_0e748b87e46f,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""반포이수화학본사사옥""}"
asset:ast_0e81972e2bec,asset,ast_0e81972e2bec,A112535001,A112535001 | 경기도 성남시 수정구 창업로 17 | verified,asset_master,ast_0e81972e2bec,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""판교아이스퀘어D동""}"
asset:ast_0e8530670140,asset,ast_0e8530670140,A112067001,"A112067001 | 105 Gun Beach Road, Tumon, Guam 96913 U.S.A | verified",asset_master,ast_0e8530670140,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""괌 웨스틴 호텔""}"
asset:ast_0eb50d2cf958,asset,ast_0eb50d2cf958,AR00008004,AR00008004 | 경기도 성남시 수정구 대왕판교로 815 | verified,asset_master,ast_0eb50d2cf958,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스411호(200호 재간접, 디어스 판교)""}"
asset:ast_0eebe3722ecd,asset,ast_0eebe3722ecd,A112012001,A112012001 | 서울특별시 강남구 대치동 1004 | auto_created,asset_master,ast_0eebe3722ecd,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""동일타워 (투자)""}"
asset:ast_0f622a720449,asset,ast_0f622a720449,A11279001,A11279001 | auto_created,asset_master,ast_0f622a720449,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""Partners Group Tactical Real Estate Fund, L.P.""}"
asset:ast_0fa1343c8192,asset,ast_0fa1343c8192,A112223024,A112223024 | 30190 Van Dyke Avenue | verified,asset_master,ast_0fa1343c8192,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""Courtyard Detroit Warren""}"
asset:ast_10445d29926b,asset,ast_10445d29926b,A112362005,A112362005 | 일본 도쿄도 23구 내 | verified,asset_master,ast_10445d29926b,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""PASEO 사사즈카""}"
asset:ast_1063cfdde684,asset,ast_1063cfdde684,A112586001,A112586001 | 경기도 성남시 분당구 수내동 22-2 | auto_created,asset_master,ast_1063cfdde684,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""후너스빌딩 (투자)""}"
asset:ast_10667fe678d4,asset,ast_10667fe678d4,A120084001,A120084001 | verified,asset_master,ast_10667fe678d4,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스제572호부동산일반사모투자회사(1종)""}"
asset:ast_109318d66df6,asset,ast_109318d66df6,A112642001,A112642001 | 경기도 화성시 장안면 석포리 147-12 | auto_created,asset_master,ast_109318d66df6,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""화성 석포리 물류센터""}"
asset:ast_10ad74d3885c,asset,ast_10ad74d3885c,AR00001001,"AR00001001 | 서울 성동구 용답동 231,231-1번지 | verified",asset_master,ast_10ad74d3885c,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""용답동 청년주택 개발사업""}"
asset:ast_112711a59b76,asset,ast_112711a59b76,A120045002,A120045002 | verified,asset_master,ast_112711a59b76,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""코어그린에너지 주식 및 대여금""}"
asset:ast_1139d23fa5d7,asset,ast_1139d23fa5d7,A200007001,A200007001 | verified,asset_master,ast_1139d23fa5d7,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""Pantheon Viking Co-Invest LP, NMP V""}"
asset:ast_115f3c3277d4,asset,ast_115f3c3277d4,A112025001,A112025001 | 경기도 성남시 분당구 수내동 6-3 | verified,asset_master,ast_115f3c3277d4,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""서영빌딩""}"
asset:ast_11888bd81598,asset,ast_11888bd81598,A112086001,A112086001 | 서울특별시 구로구 신도림동 337 | verified,asset_master,ast_11888bd81598,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""신도림핀포인트""}"
asset:ast_11919c561605,asset,ast_11919c561605,A112328001,A112328001 | 경기도 이천시 호법면 매곡리 118-2 | verified,asset_master,ast_11919c561605,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""덕평CJ물류센터""}"
asset:ast_119638464007,asset,ast_119638464007,A112584003,A112584003 | 충청북도 진천군 문백면 평산리 산 54 | verified,asset_master,ast_119638464007,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""진이엔지""}"
asset:ast_11eaa23e7e07,asset,ast_11eaa23e7e07,A120023001,A120023001 | 제주시 애월읍 상가리 17-6 번지 일원 | verified,asset_master,ast_11eaa23e7e07,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""애월 복합관광단지 개발""}"
asset:ast_12056ec44b17,asset,ast_12056ec44b17,A112081001,A112081001 | 경기도 성남시 분당구 야탑동 356 | verified,asset_master,ast_12056ec44b17,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""NC백화점(야탑)""}"
asset:ast_122d47e0ef63,asset,ast_122d47e0ef63,A112008001,A112008001 | 서울특별시 금천구 독산동 291-7 | verified,asset_master,ast_122d47e0ef63,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""홈플러스금천점""}"
asset:ast_12357627ab53,asset,ast_12357627ab53,AP00021001,AP00021001 | 서울시 강남구 청담동 129 | verified,asset_master,ast_12357627ab53,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""청담펜트하우스""}"
asset:ast_124d02c64658,asset,ast_124d02c64658,A190001001,A190001001 | 서울특별시 은평구 진관동 160 번지 일원 | verified,asset_master,ast_124d02c64658,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""은평 시니어리빙 복합시설 개발""}"
asset:ast_1267a3bda5d2,asset,ast_1267a3bda5d2,AR00008001,AR00008001 | 인천시 부평구 십정동 216번지 일원 | verified,asset_master,ast_1267a3bda5d2,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""이지스151호(더샵 부평)""}"
asset:ast_1273fe709763,asset,ast_1273fe709763,A112264001,A112264001 | 서울 종로구 익선동 138-6 | verified,asset_master,ast_1273fe709763,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""익선동 상업시설 개발""}"
asset:ast_1283cae9910d,asset,ast_1283cae9910d,A300040001,A300040001 | verified,asset_master,ast_1283cae9910d,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""국내 상장 리츠,  인프라 펀드,  주식, ETF""}"
asset:ast_12910bc887e1,asset,ast_12910bc887e1,A112466019,A112466019 | 전라북도 남원시 대산면 신계리 산429-98 | verified,asset_master,ast_12910bc887e1,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""성남제이씨에너지""}"
asset:ast_12a2b6420432,asset,ast_12a2b6420432,A120045005,A120045005 | verified,asset_master,ast_12a2b6420432,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""와이에이치파워1 주식""}"
asset:ast_1366fb10d2eb,asset,ast_1366fb10d2eb,A200023001,A200023001 | London EC2R 8EJ | verified,asset_master,ast_1366fb10d2eb,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""London Office One Poultry""}"
asset:ast_136a3a7abf72,asset,ast_136a3a7abf72,A112795001,A112795001 | verified,asset_master,ast_136a3a7abf72,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""StepStone Secondary Opportunities Fund V Offshore, L.P.""}"
asset:ast_13b334c7bf6b,asset,ast_13b334c7bf6b,A190001001,A190001001 | 서울특별시 은평구 진관동 160 번지 일원 | verified,asset_master,ast_13b334c7bf6b,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""은평 시니어리빙 복합시설 개발""}"
asset:ast_1413056b8256,asset,ast_1413056b8256,A112362002,A112362002 | 일본 도쿄도 23구 내 | verified,asset_master,ast_1413056b8256,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""GRAN PASEO 혼코마고메""}"
asset:ast_146d3e80165b,asset,ast_146d3e80165b,A112514001,"A112514001 | 서울특별시 영등포구 여의도동 15-3, 15-28 | verified",asset_master,ast_146d3e80165b,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""신동해빌딩, NICE2사옥""}"
asset:ast_14c10f336834,asset,ast_14c10f336834,A112362003,A112362003 | 일본 도쿄도 23구 내 | verified,asset_master,ast_14c10f336834,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""PASEO 신주쿠""}"
asset:ast_14eb09ddf188,asset,ast_14eb09ddf188,A112175001,A112175001 | 열우물로 90 | verified,asset_master,ast_14eb09ddf188,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""151호 수익증권(재간접)""}"
asset:ast_14f3dd9eb1f9,asset,ast_14f3dd9eb1f9,A112101001,A112101001 | 서울특별시 서초구 서초동 1501-1 | verified,asset_master,ast_14f3dd9eb1f9,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""마제스타시티타워1""}"
asset:ast_15237c00f653,asset,ast_15237c00f653,A112490001,A112490001 | 경기도 성남시 분당구 수내동 14 | verified,asset_master,ast_15237c00f653,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""롯데백화점분당점""}"
asset:ast_15470fbdefbf,asset,ast_15470fbdefbf,A112173001,A112173001 | verified,asset_master,ast_15470fbdefbf,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""GLP Europe Income/Development Partners I""}"
asset:ast_156c375e17dc,asset,ast_156c375e17dc,AR00013001,AR00013001 | 경기도 성남시 분당구 삼평동 615 | auto_created,asset_master,ast_156c375e17dc,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""삼성중공업판교R&D센터""}"
asset:ast_15f689589eb3,asset,ast_15f689589eb3,A112139001,A112139001 | 서울특별시 중구 수표동 99 | verified,asset_master,ast_15f689589eb3,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""시그니쳐타워""}"
asset:ast_162787785646,asset,ast_162787785646,A112521001,A112521001 | verified,asset_master,ast_162787785646,1.0,confirmed,"{""cleanup_action"": null, ""source_canonical_name"": ""Brookfield Super-Core Infrastructure Partners""}"
