issue_type,fund_id,exposure_id,source_table
beneficiary_without_asset_derivation,112715,105809,beneficiary_exposures
beneficiary_without_asset_derivation,112715,105810,beneficiary_exposures
beneficiary_without_asset_derivation,120031,105879,beneficiary_exposures
beneficiary_without_asset_derivation,120031,105880,beneficiary_exposures
beneficiary_without_asset_derivation,120031,105881,beneficiary_exposures
beneficiary_without_asset_derivation,120104,105945,beneficiary_exposures
beneficiary_without_asset_derivation,120104,105946,beneficiary_exposures
beneficiary_without_asset_derivation,120104,105947,beneficiary_exposures
beneficiary_without_asset_derivation,120104,105948,beneficiary_exposures
