asset_id,canonical_name,pnu,source_asset_id,source_kind,fill_fields,fill_count,new_site_area,new_scr,new_far,new_main_usage,new_structure,new_floors_up,new_parking,new_height,applied_fields,new_gross_floor_area,new_completion_date
ast_7f66d2a674c4,동일타워,1168010600110040000,ast_7f66d2a674c4,same_asset_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,5431.6,49.86,297.93,오피스,철근콘크리트구조,16,옥내 351 / 옥외 0,67.8,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_4e209ca0367c,판교아이스퀘어E동,4113111500103390000,ast_578a66328a1e,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,0.0,0.0,0.0,오피스복합,철근콘크리트구조,10,옥내 0 / 옥외 0,44.6,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_fb643944b2a8,B스퀘어,2623010400108630001,ast_f2e00117756f,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,3693.9,4.62,956.56,오피스,철골철근콘크리트구조,26,옥내 102 / 옥외 8,112.3,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_6b3f8d30ec34,"이지스411호(200호 재간접, 디어스 판교)",4113111500103210000,ast_c6d650564064,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,22591.5,49.800677,227.30261,업무시설,철골철근콘크리트구조,8,옥내 635 / 옥외 0,42.9,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_2901ee96b420,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,4111710200105930000,ast_9b294af79693,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,0.0,0.0,0.0,리테일,철근콘크리트구조,2,옥내 0 / 옥외 0,0.0,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",152.277,
ast_2c3a67886c92,롯데팩토리아울렛(인천),2811011800100760002,ast_44e362fded27,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,20486.0,6.7,183.84,리테일,철근콘크리트구조,6,옥내 625 / 옥외 7,44.65,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_9b4469f9065d,남동테크노타워 지식산업센터 개발사업 PF대출,2820011100106480001,ast_ed6a011723e2,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,5055.6,78.38,419.68,물류,프리케스트콘크리트구조,11,옥내 234 / 옥외 0,59.7,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",39881.1,
ast_09cbe4380781,솔라팩토리19호,4313033530111650000,ast_0bbbe8c5910d,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,0.0,0.0,0.0,공장,일반철골구조,1,옥내 0 / 옥외 0,8.8,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",660.0,
ast_09e5db3eee02,업스퀘어,3114010600115690001,ast_a422589fe744,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,7114.8,6.1,457.1,리테일,철골철근콘크리트구조,10,옥내 495 / 옥외 0,58.0,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_ba08839e7d49,부산송정물류센터,2644010900117150002,ast_afb26eedbbe3,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,0.0,0.0,0.0,제2종근린생활시설,철근콘크리트구조,3,옥내 0 / 옥외 99,13.14,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_82588f68640c,가로골목,1168010700105450018,ast_9a70bf0b0afd,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,725.6,59.42,200.0,제1종근린생활시설,철근콘크리트구조,5,옥내 0 / 옥외 1,22.9,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_82cde1ed5a30,잠실새내 오피스텔 신축사업,1171010100101830012,ast_56e6a7e4b54b,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,749.2,59.98,799.78,오피스,철근콘크리트구조,16,옥내 0 / 옥외 3,49.95,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",7628.0,
ast_c9cb9c4a7013,홈플러스 전주완산점,5211112000104950006,ast_765cc3a1898a,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,9245.0,5.32,141.93,리테일,철골철근콘크리트구조,7,옥내 754 / 옥외 0,38.5,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_c7f4cc2c568d,충북 청주시 서원구 잠두봉근린공원 공동주택 개발사업 PF 대출채권,4311210700200220000,ast_3a33a41d444e,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,0.0,0.0,0.0,제1종근린생활시설,철근콘크리트구조,1,옥내 0 / 옥외 0,4.25,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",65.39,
ast_7530c5363c92,동산물류센터,4150033025109770005,ast_5afa53495f87,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,54990.0,4.0,59.88,물류,프리케스트콘크리트구조,4,옥내 0 / 옥외 150,35.46,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_58653579359f,경산 쿠팡물류센터,4729025330109030000,ast_616c3d79da75,same_pnu_ledger,"scr,far,main_usage,structure,floors_up,parking,height",7,,69.88,298.23,물류센터,철근콘크리트구조,12,옥내 419 / 옥외 18,69.0,"scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_4e9c841b327e,와이플러스빌딩,1168010700105330003,ast_3e8fec277620,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,482.9,5.3,298.87,오피스,철근콘크리트구조,7,옥내 0 / 옥외 0,26.85,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_3394bcf0a0cd,"부산시 사상구 괘법동 오피스텔, 도시형생활주택 및 근린생활시설 신축사업",2653010400105640008,ast_b6574cf0dc13,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,1658.2,79.34,1174.82,주거,철근콘크리트구조,20,옥내 58 / 옥외 0,71.55,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",22920.8,
ast_7b6a0d5ee212,2001아울렛(안양),4117110100106270287,ast_d2b8095c4603,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,3799.0,68.7015,429.0682,리테일,철근콘크리트구조,7,옥내 127 / 옥외 6,35.6,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_7b6983c76267,켄싱턴 제주호텔 부동산담보신탁 1종 수익권,5013011900127850000,ast_e3779cfe5ab2,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,33002.0,24.85,59.85,호텔,철골철근콘크리트구조,4,옥내 0 / 옥외 269,19.61,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",31750.5,
ast_5fedae1c0415,송도 센토피아더샵 공동주택 및 근린생활시설 개발사업 PF Refinancing 대출채권,2818510600103080001,ast_701635aba4fc,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,0.0,0.0,0.0,주거,철근콘크리트구조,38,옥내 0 / 옥외 0,107.95,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",15887.3,
ast_bb50a5baa03a,평택아디다스물류센터,4122010600111750003,ast_2652e06dfeaa,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,63516.7,3.2,0.05,물류센터,철근콘크리트구조,1,옥내 0 / 옥외 143,4.5,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_79c9f274cd28,안성 홈플러스 중부허브 물류센터,4155038022109410000,ast_52adbb346181,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height,completion_date",9,0.0,4.03,0.0,물류,일반철골구조,1,옥내 0 / 옥외 0,8.3,"site_area,scr,far,main_usage,structure,floors_up,parking,height,completion_date,building_ledger_source,last_api_enriched_at,updated_at",,2012-10-05
ast_03f61e21a973,여주 본두리 물류센터,4167025032100180003,ast_3f3767149c5b,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,65249.0,39.7,90.4,물류,프리케스트콘크리트구조,4,옥내 0 / 옥외 421,44.5,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_a0c153e36050,서영빌딩,4113510200100060003,ast_19e5bba5f247,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,1233.5,79.82,884.28,오피스,철근콘크리트구조,12,옥내 111 / 옥외 11,55.2,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_d4faf53bb85a,평택아디다스물류센터,4122010600111750003,ast_2652e06dfeaa,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,63516.7,3.2,0.05,물류센터,철근콘크리트구조,1,옥내 0 / 옥외 143,4.5,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_97000349e062,원주AK,5113011000111230000,ast_58e37903d5ef,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,14047.0,44.21,208.14,리테일,철근콘크리트구조,7,옥내 921 / 옥외 0,36.23,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_863c34bc88b1,더피나클강남,1168010800101190000,ast_edd6f6c3e3e5,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,2986.9,6.1,999.89,오피스,철골철근콘크리트구조,20,옥내 181 / 옥외 0,85.7,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_859f99e97066,롯데마트(나주),4617010200111060002,ast_668935b47b6b,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,5481.4,74.44,108.87,판매시설,철근콘크리트구조,3,옥내 83 / 옥외 0,16.0,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_6bfb26e9f2e6,홈플러스동수원점,4111514100110450000,ast_f0700d6e9655,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,12151.0,78.81,257.65,리테일,철근콘크리트구조,6,옥내 830 / 옥외 0,31.63,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_3c6660ce41f1,홈플러스센텀시티점,2635010500114990000,ast_ecd738fc0c31,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,17289.8,70.11,186.26,리테일,철근콘크리트구조,5,옥내 1021 / 옥외 0,25.8,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_03c3c2e1b0b2,신라스테이울산,3114010500112470001,ast_74fc8d406c81,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,1304.5,59.59,1071.12,호텔,철근콘크리트구조,20,옥내 65 / 옥외 0,75.0,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_d36a3b06c819,홈플러스삼천포점,4824010800100580003,ast_93fedc1f0d0f,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,5565.4,6.6,161.35,리테일,철근콘크리트구조,6,옥내 222 / 옥외 0,29.34,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_612cef5b7905,홈플러스진주점,4817011900101810001,ast_282ed30bb789,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,7104.0,68.42,229.24,리테일,철골철근콘크리트구조,8,옥내 628 / 옥외 0,32.98,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_3610ec7fb906,홈플러스죽도점,4711311600100500001,ast_1f446ce9025d,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,5089.0,79.19,398.0,리테일,일반철골구조,6,옥내 205 / 옥외 82,25.7,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_115f3c3277d4,서영빌딩,4113510200100060003,ast_19e5bba5f247,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,1233.5,79.82,884.28,오피스,철근콘크리트구조,12,옥내 111 / 옥외 11,55.2,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_7418f76af537,탑빌딩,4113510700103610004,ast_03afde6453fc,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,1349.3,79.7747,559.4679,오피스,철근콘크리트구조,8,옥내 85 / 옥외 10,35.9,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_07e0f0bb366d,트리스빌딩,1168010800100700006,ast_a39455191564,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,2245.5,58.48,408.29,오피스,일반철골구조,13,옥내 27 / 옥외 0,54.9,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_bb2cc0b2b2e3,대구시티센터,2711012100100110001,ast_1c2b0c57e8b7,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,7615.5,45.16,508.11,호텔,일반철골구조,23,옥내 440 / 옥외 0,84.6,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_2d6772e4d2c7,신라스테이제주,5011013700102740016,ast_dd6e846e65f4,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,2631.5,7.3,538.28,호텔,철근콘크리트구조,11,옥내 82 / 옥외 4,44.85,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_c0ac2f0648ba,남악신도시 복합쇼핑몰,4684025622126220000,ast_e2fd03212beb,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,64922.66,5.2,72.48,판매시설,철근콘크리트구조,4,옥내 0 / 옥외 1010,21.62,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_f51cc97d21ec,신라스테이해운대,2635010500106290006,ast_39df6f35071a,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,2776.0,58.5663,781.5299,호텔,철골철근콘크리트구조,16,옥내 112 / 옥외 0,62.1,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_938f03c98067,롯데마트(대전대덕),3020014600108870000,ast_9e54163d0926,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,33140.3,49.77,165.48,리테일,철근콘크리트구조,5,옥내 689 / 옥외 144,25.7,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_8b9207d29b9d,롯데마트(제주),5011012200107080000,ast_8f63f7ec9170,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,4364.9,6.7,399.36,제2종근린생활시설,일반철골구조,6,옥내 173 / 옥외 0,32.14,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_fdb1842a936b,롯데마트(포항),4711111500104810001,ast_2599313d9083,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,9667.6,5.1,49.56,판매시설,일반철골구조,3,옥내 0 / 옥외 72,12.3,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_b257dd733dea,뉴코아아울렛(평촌),4117310400110390003,ast_223bae23bf93,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,5745.9,54.08,615.63,리테일,철근콘크리트구조,12,옥내 600 / 옥외 4,54.0,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",70154.7,
ast_40eb7f1348f6,뉴코아아울렛(일산),4128510500107970000,ast_c9b5f50bc992,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,5712.1,50.9,502.35,리테일,철근콘크리트구조,10,옥내 501 / 옥외 24,48.95,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",60148.0,
ast_cd4e754af9e0,평촌G스퀘어,4117310400110390000,ast_03b867e56a1e,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,13467.5,4.9,724.56276,리테일,철근콘크리트구조,28,옥내 1379 / 옥외 56,142.82,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_a36a0293fea2,하남미사우성르보아파크,4145010900110790000,ast_288840e4c692,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,3638.4,77.12,799.25,오피스,철근콘크리트구조,18,옥내 627 / 옥외 0,64.9,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",49689.0,
ast_a81bf18a93d4,스타필드(고양),4128111200103700000,ast_53a61027bef6,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,90999.9,12.86,0.0,리테일,일반철골구조,6,옥내 4218 / 옥외 0,27.7,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_3048a53624b2,홈플러스전주효자점,5211114000104310005,ast_db8fd17c8890,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,9703.0,5.4,102.3,리테일,일반철골구조,6,옥내 677 / 옥외 0,30.0,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_84c4e6c8e0bf,광명 역세권지구 복합시설 신축,4121010600105080004,ast_5eda17cd5cf3,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,2090.2,63.802028,699.88039,오피스,철근콘크리트구조,15,옥내 125 / 옥외 0,58.65,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",21739.2,
ast_aaf7f9cbe8b3,판교 알파돔시티 비즈니스호텔,4113511000105390000,ast_eb058774b3aa,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,2996.0,78.88,470.47,자동차관련시설,일반철골구조,7,옥내 752 / 옥외 0,23.813,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_a5a50c01a582,부평 더샵센트럴시티 공공지원민간임대주택,2823710200106300000,ast_b5b13984b5c2,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,161812.4,0.37,10.87,주거,철근콘크리트구조,48,옥내 0 / 옥외 0,142.84,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_7fe8561ccfd3,부산 수영구 광안동 98-1외 7필지 오피스텔 PF대출,2650010400100980001,ast_25e1a4cc6c6f,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,2126.9,79.96,1105.15,오피스,철근콘크리트구조,19,옥내 148 / 옥외 0,62.09,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",32799.3,
ast_251d0a3de508,고양시 화정동 아이씨티일산,4128112300111480006,ast_6e943e2850e9,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,1400.0,73.35,864.45,오피스,철근콘크리트구조,15,옥내 155 / 옥외 0,59.9,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",19707.0,
ast_0c68bbfd7099,제주 연동 오피스텔,5011013700102610023,ast_3ac68d303b60,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,1851.7,75.26,998.17,오피스,철근콘크리트구조,17,옥내 83 / 옥외 0,54.45,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",24248.4,
ast_c930b43436c8,인천 가좌동 오피스텔 선순위 PF대출채권,2826011200102120008,ast_f341642853ae,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,2170.8,60.46,442.04,오피스,철근콘크리트구조,10,옥내 133 / 옥외 0,38.1,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",14903.5,
ast_470c38b64eb9,애월 복합관광단지 개발,5011025331100170006,ast_8870b9567bcd,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,0.0,0.0,0.0,동물및식물관련시설,경량철골구조,1,옥내 0 / 옥외 0,3.0,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_33b7088ae1e9,아레나스영종,2811014800113280001,ast_b9718f8cb5fe,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,0.0,0.0,0.0,물류,경량철골구조,1,옥내 0 / 옥외 0,8.15,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_bec58069f5fb,동탄센터포인트몰,4159710200100960000,ast_75c6cda594b3,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,completion_date",10,0.0,4.8,0.0,리테일,철근콘크리트구조,6,옥내 663 / 옥외 0,29.2,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,completion_date,building_ledger_source,last_api_enriched_at,updated_at",142156.0,2010-09-03
ast_05637427d30e,도지물류센터,4150032028100250000,ast_6f4f44b4c3aa,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,0.0,0.0,0.0,물류,일반철골구조,2,옥내 30 / 옥외 174,8.45,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_6384991ee54c,잭니클라우스GC 단독주택부지 담보신탁 1순위 우선수익권 담보부대출,2818510600101170091,ast_bd308f82a818,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,459.7,29.77,48.9254,주거,철근콘크리트구조,2,옥내 3 / 옥외 0,11.37,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",454.21,
ast_b37459d7bd24,클럽디 속리산,4372034027106430003,ast_e6eadbaa08bd,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,8693.0,7.1,37.16,운동시설,철근콘크리트구조,2,옥내 0 / 옥외 213,13.81,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_66c76bd0edbb,파주 운정지구 오피스 개발사업,4148012200114330000,ast_8d2911b657d8,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,1995.8,69.69,699.93,오피스,철근콘크리트구조,23,옥내 133 / 옥외 0,89.3,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",22922.2,
ast_cc17ca0f4c91,타임테라스동탄,4159710200100960000,ast_75c6cda594b3,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,0.0,4.8,0.0,리테일,철근콘크리트구조,6,옥내 663 / 옥외 0,29.2,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
ast_afdaf8446aaa,수원 이비스 앰배서더 수원 호텔 후순위 담보대출,4111514100111320012,ast_90a7471e6e20,same_pnu_ledger,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height",9,3364.0,68.62,653.83,호텔,철근콘크리트구조,13,옥내 330 / 옥외 0,58.15,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",39950.8,
ast_62541f3646a0,"스카이박스1, 스카이박스2",2826011900115490004,ast_835e9f381ae3,same_pnu_ledger,"site_area,scr,far,main_usage,structure,floors_up,parking,height",8,15197.1,0.2,0.16,물류,철근콘크리트구조,1,옥내 55 / 옥외 33,3.4,"site_area,scr,far,main_usage,structure,floors_up,parking,height,building_ledger_source,last_api_enriched_at,updated_at",,
