asset_id,asset_code,canonical_name,proposed_physical_asset_name,proposed_non_physical_label,linked_fund_short_names,asset_type,asset_kind,review_status,has_address,has_pnu,cleanup_action,cleanup_reason
ast_808ae65372f4,AP00003001,오시리아타워레지던스,오시리아타워레지던스,,P오시생숙,주거,physical_asset,verified,N,N,keep_physical_name,real estate type or physical evidence exists
ast_470c38b64eb9,A120023001,애월 복합관광단지 개발,애월 복합관광단지 개발,,,오피스복합,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_a5d1e84522ed,A112117001,진해오션리조트 선순위 대출,진해오션리조트 선순위 대출,,118호,호텔,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_7f66d2a674c4,A112012001,동일타워,동일타워,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_66c76bd0edbb,A112277001,파주 운정지구 오피스 개발사업,파주 운정지구 오피스 개발사업,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ede5ff41c84e,A112251001,드웰동대문,드웰동대문,,,호텔,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_cf7655c37f5e,A112414001,일산CLC,일산CLC,,"336호, 336호(1종), 336호(2종), 336호(3종)",,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_d052165ba593,A112001001,NC백화점(강서),NC백화점(강서),,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_74aec6939fcf,A112197001,포포인츠바이쉐라톤조선서울명동,포포인츠바이쉐라톤조선서울명동,,코어1호,호텔,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_4e209ca0367c,A112536001,판교아이스퀘어E동,판교아이스퀘어E동,,,오피스복합,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_fb643944b2a8,A112649001,B스퀘어,B스퀘어,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_33b7088ae1e9,A112235001,아레나스영종,아레나스영종,,,물류센터,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_e6eadbaa08bd,A112279001,클럽디 속리산,클럽디 속리산,,"232호, 232호(1종), 232호(2종), 232호(3종)",,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_da18f033a8bc,A120107001,이지스 130호(모) 제2-1종 수익증권,이지스 130호(모) 제2-1종 수익증권,,,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_31da440b4288,A112365001,CGV대학로,CGV대학로,,"299호, 299호(A)",리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_62cb735c467e,A112559001,판교아이스퀘어C1블럭상업및숙박시설,판교아이스퀘어C1블럭상업및숙박시설,,,오피스복합,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_79be067b7ddd,A112252001,강남구 역삼동 오피스텔 및 근린생활시설 신축사업,강남구 역삼동 오피스텔 및 근린생활시설 신축사업,,,오피스복합,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ea83005ce057,A112559001,판교아이스퀘어C1블럭상업및숙박시설,판교아이스퀘어C1블럭상업및숙박시설,,415호,오피스복합,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_40c746673d87,A200030002,시그니처타워,시그니처타워,,,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_c174f71f733d,A112311001,목동 트라팰리스 스퀘어,목동 트라팰리스 스퀘어,,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_d5c833a503e2,A112593002,영보빌딩2,영보빌딩2,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_d6fa4da10a91,,다산1,다산1,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ebebc7b1bdf8,,동서발전,동서발전,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ebcc58ed50e7,,진이엔지,진이엔지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_8073fc1f9032,,현대산업쏠라5호,현대산업쏠라5호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_85c4284120a0,,케이앤스틸테크놀로지,케이앤스틸테크놀로지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_fe5c7328b922,,리에너지,리에너지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_b8463cf0d2c3,,지우태양광,지우태양광,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_0663f6f024ef,,에스지,에스지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_04bd4d02a1f5,,케이앤씨벨에포크,케이앤씨벨에포크,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_f0250cd0a593,,케이에이치테크단북1호,케이에이치테크단북1호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_b487a63c00bc,A112404001,신라스테이(제주),신라스테이(제주),,,호텔,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_e4545b0356db,,윈즈에너지,윈즈에너지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_8be0e8a3b047,,소망,소망,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_4116c5d4131d,,봉산햇빛,봉산햇빛,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_019336217588,,행암에너지일호,행암에너지일호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_e9cf3bb06021,,도원에너지,도원에너지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_9526a04cfdf6,,솔빛에너지,솔빛에너지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_1fa2fdab17e6,,지티씨솔라13호,지티씨솔라13호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_9fce646527d1,,강구16호,강구16호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_42424e07828d,,외삼1호,외삼1호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_55528b4074b3,,외삼2호,외삼2호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_89172a057e86,,솔라트리1호,솔라트리1호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_2050b844c69c,,김송하,김송하,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_d568c3621c14,,에스이피브,에스이피브,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_915527e80f33,,케이앤씨헤르메스,케이앤씨헤르메스,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ab8634f252b3,,모두에너지,모두에너지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_bf82c8889090,,솔라팩토리10호,솔라팩토리10호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_bdf2b065aa67,,알이씨에너지,알이씨에너지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_b3322591803f,,알이엔네트웍스,알이엔네트웍스,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_f0f81ea28332,,어량리,어량리,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_842871707662,,와이알에너지,와이알에너지,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_8e5fda3d061a,A112421001,OPUS459(구. 백암빌딩),OPUS459(구. 백암빌딩),,"353호, 353호(1종), 353호(2-A종), 353호(2-B종)",오피스복합,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_b11095ea4292,,케이앤씨그린북,케이앤씨그린북,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_538e594239c1,,디앤피상주,디앤피상주,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_397055de0844,,적화솔라,적화솔라,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_f52fee9f8517,,솔라시너지햇빛1호,솔라시너지햇빛1호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_30821b7cbbab,,이인메가태양광,이인메가태양광,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_f3cb5064d76b,A112556003,네오밸류한남PFV의 제3종 종류주식,네오밸류한남PFV의 제3종 종류주식,,,오피스복합,physical_asset,verified,Y,Y,review_financial_name_with_physical_evidence,"physical evidence exists, but name contains loan/security terms"
ast_b3f61c8578bc,A112223000,Courtyard by Marriott Portfolio Senior Mezzanine Loan,Courtyard by Marriott Portfolio,,,호텔,physical_asset,verified,Y,N,strip_instrument_terms,"physical evidence exists, but name contains loan/security terms"
ast_9de000745f5e,A112223001,US Courtyard by Marriott Portfolio Mezzanine A Loan,US Courtyard by Marriott Portfolio Mezzanine A Loan,,206호,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_e2de71b1eff9,A112223002,Courtyard Fremont,Courtyard Fremont,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_b48f4cef1665,A112223003,Courtyard San Francisco Airport,Courtyard San Francisco Airport,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_f88aa498d1f1,A112223004,Courtyard Valley Forge King of Prussia,Courtyard Valley Forge King of Prussia,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_9111b48bf63d,A112223005,Courtyard Executive Park,Courtyard Executive Park,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_3c18a81268d7,A112223017,Courtyard Costa Mesa South Coast,Courtyard Costa Mesa South Coast,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_a43bd38945be,A112223018,Courtyard Phoenix Airport,Courtyard Phoenix Airport,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_302a423013bf,A112223019,Courtyard Pleasanton,Courtyard Pleasanton,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_ec6dcc378dcf,A112234001,(주)페트로코너지 발행 지분증권 및 투자대상회사(이지스페트로코너지(주))에 대한 대출채권,(주)페트로코너지 발행 지분증권 및 투자대상회사(이지스페트로코너지(주))에 대한 대출채권,,217호,,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_6221d5b4dfe9,A112223025,Courtyard Tarrytown Greenburgh,Courtyard Tarrytown Greenburgh,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_d7ac46c9c051,,솔라팩토리22호,솔라팩토리22호,,435호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_b31d2e0680ae,,참빛솔라 태양광발전소,참빛솔라 태양광발전소,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_7190747891b3,,최강일 태양광발전소,최강일 태양광발전소,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_8811b74d45af,,신명솔라 태양광발전소,신명솔라 태양광발전소,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_44d286211fa7,,성리태양광발전소,성리태양광발전소,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_cb763ed28220,A112461001,삼성월드타워아파트,삼성월드타워아파트,,,주거,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ff7588a79671,,엠아이파워,엠아이파워,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_e951a12e306d,,해량에너지,해량에너지,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_f9a2aff9f0fc,,시온솔라,시온솔라,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_2680fd8ec249,,의령1호,의령1호,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_790533b0da44,A112003001,"NH농협생명빌딩 서관(구, 임광빌딩 본관)","NH농협생명빌딩 서관(구, 임광빌딩 본관)",,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_2c3a67886c92,A112054003,롯데팩토리아울렛(인천),롯데팩토리아울렛(인천),,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_65a77996a9ee,A112223026,Courtyard by Marriott,Courtyard by Marriott,,,호텔,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_29346a8cb5b3,,나눔과사랑,나눔과사랑,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_6b4d336a4622,,건화솔라,건화솔라,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_7bb76c255a79,A112258001,신정동 근린생활시설,신정동 근린생활시설,,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_19c7f152ec57,,투태모에너지3호,투태모에너지3호,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_6d6a311a894b,,비취정보기술,비취정보기술,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_222f559296b4,,은하수솔라,은하수솔라,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_a84cff7133f8,,화성솔라,화성솔라,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_628e6a71f779,,누리,누리,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_763ddcf74f9c,,평화와번영,평화와번영,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_7bee65577fd7,,미래화희망,미래화희망,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ccfeb37ef968,,디앤피입암리1호,디앤피입암리1호,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_e96ccf31559a,,한려,한려,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_75b0e5442e9f,,해담은삼척1호,해담은삼척1호,,392호,특별자산,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_253ab07291de,,에이블로지스물류센터,에이블로지스물류센터,,404호,물류,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_6447958fda73,A112517001,티맥스수내타워,티맥스수내타워,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_d03e122e0d2d,,전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채,,"전환사채/공모주/RCPS/상장리츠 · 코스닥벤처1호, 멀티인컴1호, 멀티인컴1호(A) 외 36","코스닥벤처1호, 멀티인컴1호, 멀티인컴1호(A), 멀티인컴1호(C), 멀티인컴1호(C-i), 멀티인컴1호(C-g), 멀티인컴2호, 멀티인컴3호, 하이일드공모주1호, 하이일드공모주1호(A), 하이일드공모주1호(C), 하이일드공모주1호(C-i), 멀티인컴4호, 멀티드래곤1호, 인컴플러스2호, 인컴플러스3호, K본드알파2호, 하이일드2호, 하이일드2호(A), 하이일드2호(C1), 하이일드2호(C2), 셀렉K리츠목표달성형, 블루ON1호, 멀티드래곤2호, 코스닥벤처2호, 그린ON2호, 멀티드래곤4호, BDC1호, 멀티드래곤5호, 그린ON3호, 멀티플러스2호, 블랙ON1호, K-프런티어1호, 레포플러스1호, 코스닥벤처3호, 하이일드공모주3호, 그린ON4호, 멀티드래곤6호, 블루ON2호",지분증권,physical_asset,auto_created,Y,Y,suppress_non_physical_name,asset kind/type is non-physical financial/security exposure
ast_ba2f0f5d53f3,,홈플러스 인천인하점,홈플러스 인천인하점,,302호,리테일,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_288a4f9c263b,,홈플러스 전주완산점,홈플러스 전주완산점,,302호,리테일,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_d71e828b5656,,Pantheon Viking Co-Invest LP | NMP V | PGSF VII | PSD III,,펀드지분 · 세컨더리1호,세컨더리1호,,fund_interest,needs_review,N,N,suppress_non_physical_name,asset kind/type is non-physical financial/security exposure
ast_904ac8d066fb,,전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채,,"전환사채/공모주/RCPS/상장리츠 · 코스닥벤처1호, 멀티인컴1호, 멀티인컴1호(A) 외 35","코스닥벤처1호, 멀티인컴1호, 멀티인컴1호(A), 멀티인컴1호(C), 멀티인컴1호(C-i), 멀티인컴1호(C-g), 멀티인컴3호, 하이일드공모주1호, 하이일드공모주1호(A), 하이일드공모주1호(C), 하이일드공모주1호(C-i), 멀티인컴4호, 멀티드래곤1호, 인컴플러스2호, 인컴플러스3호, K본드알파2호, 하이일드2호, 하이일드2호(A), 하이일드2호(C1), 하이일드2호(C2), 셀렉K리츠목표달성형, 블루ON1호, 멀티드래곤2호, 코스닥벤처2호, 그린ON2호, 멀티드래곤4호, BDC1호, 멀티드래곤5호, 그린ON3호, 멀티플러스2호, 블랙ON1호, K-프런티어1호, 레포플러스1호, 코스닥벤처3호, 하이일드공모주3호, 그린ON4호, 멀티드래곤6호, 블루ON2호",,fund_interest,needs_review,N,N,suppress_non_physical_name,asset kind/type is non-physical financial/security exposure
ast_35fef6fb5746,,상장리츠 | 공모주 | AA+ 회사채,,공모주/상장리츠/회사채 · 멀티인컴1호,멀티인컴1호,,fund_interest,needs_review,N,N,suppress_non_physical_name,asset kind/type is non-physical financial/security exposure
ast_f6bf24a152c3,,Pantheon Viking Co-Invest LP | NMP V | PGSF VII | PSD III,,펀드지분 · 세컨더리1호,세컨더리1호,,fund_interest,needs_review,N,N,suppress_non_physical_name,asset kind/type is non-physical financial/security exposure
ast_b4128c33bb53,A112295001,New York 564 6th Avenue Mezzanine Loan,New York 564 6th Avenue Mezzanine Loan,,266호,,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_0bb41d4e593f,A112303001,GLP Japan Develoment Partners III,GLP Japan Develoment Partners III,,274호,물류센터,physical_asset,verified,N,N,keep_physical_name,real estate type or physical evidence exists
ast_66c280969512,,이지스151호(더샵 부평),,비실물자산 · R레지던스,R레지던스,,fund_interest,needs_review,N,N,suppress_non_physical_name,asset kind/type is non-physical financial/security exposure
ast_e055ba2f7430,,이지스200호(디어스 판교),,비실물자산 · R레지던스,R레지던스,,fund_interest,needs_review,N,N,suppress_non_physical_name,asset kind/type is non-physical financial/security exposure
ast_9f24f6c24f75,,"이지스411호(200호 재간접, 디어스 판교)",,비실물자산 · R레지던스,R레지던스,,fund_interest,needs_review,N,N,suppress_non_physical_name,asset kind/type is non-physical financial/security exposure
ast_4ed0982904a0,A112611002,구리 수택동 오피스텔 사업부지,구리 수택동 오피스텔 사업부지,,,주거,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_08c6f4e86f22,A112646001,군산수상태양광 PF대출,군산수상태양광 PF대출,,솔라일반사모5호,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_2901ee96b420,A112296001,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,광교 아이파크 주상복합 내 판매시설 선순위 담보,,,리테일,physical_asset,verified,Y,Y,strip_instrument_terms,"physical evidence exists, but name contains loan/security terms"
ast_6bfb26e9f2e6,A112008002,홈플러스동수원점,홈플러스동수원점,,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_bb2cc0b2b2e3,A112033001,대구시티센터,대구시티센터,,,오피스복합,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ccd25e3078c5,A112527003,에이블로지스물류센터,에이블로지스물류센터,,,물류센터,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_e658d751f1bd,A200030001,판교 테크원타워,판교 테크원타워,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_0d034e04e91f,A112344002,홈플러스 대전문화점 (투자),홈플러스 대전문화점 (투자),,302호,,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_8a013a44ba44,A112333001,Dallas Office One AT&T Plaza,Dallas Office One AT&T Plaza,,288호,오피스,physical_asset,verified,Y,N,keep_physical_name,real estate type or physical evidence exists
ast_d2b153d30e56,A112687001,㈜동방 보유 유엔씨티㈜ 대출채권 매입,㈜동방 보유 유엔씨티㈜ 대출채권 매입,,,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_541ce8b9c351,A112306001,부산 온천동 복합시설 신축사업,부산 온천동 복합시설 신축사업,,285호,,physical_asset,auto_created,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_612cef5b7905,A112018002,홈플러스진주점,홈플러스진주점,,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_a726e9da31e0,A112310001,제주올레리조트,제주올레리조트,,,호텔,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_65fb39722de4,AP00031001,구리시 수택동 주거용 오피스텔,구리시 수택동 주거용 오피스텔,,,주거,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_29998629e2b9,A112356001,Essen TA2 Mezzanine Loan,Essen TA2,,311호,오피스,physical_asset,verified,Y,N,strip_instrument_terms,"physical evidence exists, but name contains loan/security terms"
ast_82a02139e4fd,A112249001,동삭센토피아 지역주택조합 아파트,동삭센토피아 지역주택조합 아파트,,231호,주거,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_e2910b24e5e7,A112456001,원효로3가 공공지원민간임대주택,원효로3가 공공지원민간임대주택,,"370호, 370호(A), 370호(C)",주거,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_75abb17c6fb9,A112466018,지동쏠라에너지태양광발전,지동쏠라에너지태양광발전,,377호,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_df3703ad7418,A112466033,제이피에너지,제이피에너지,,377호,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_7b6e6d2a39c2,A112547001,완장리 물류센터,완장리 물류센터,,"403호, 403호(1종), 403호(2종), 403호(3종)",물류센터,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_dd8a51e02785,A112584014,소망,소망,,435호,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_09cbe4380781,A112584046,솔라팩토리19호,솔라팩토리19호,,,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_97eee497ab45,A112114001,PFV_Lotus (지분증권),PFV_Lotus (지분증권),,120호,호텔복합,physical_asset,verified,Y,Y,review_financial_name_with_physical_evidence,"physical evidence exists, but name contains loan/security terms"
ast_791b962e0c10,A112217001,삼일빌딩,삼일빌딩,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_b79d97794e21,A112024001,트윈트리타워,트윈트리타워,,"25호, 25호(2종)",오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_99bb7e6dd0fa,A112029001,노스게이트빌딩,노스게이트빌딩,,28호,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_15f689589eb3,A112139001,시그니쳐타워,시그니쳐타워,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_74207a7495b3,A112195001,페어필드 메리어트 서울 메자닌 대출,페어필드 메리어트 서울 메자닌 대출,,,호텔,physical_asset,verified,Y,Y,review_financial_name_with_physical_evidence,"physical evidence exists, but name contains loan/security terms"
ast_50f5141fc4b8,A112268001,트레블로지명동시티홀호텔,트레블로지명동시티홀호텔,,,호텔,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_fe11209bb01f,A112351001,ISF모1-2호(타임워크명동),ISF모1-2호(타임워크명동),,,오피스복합,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_fd6bb3b0a59c,A112053001,영등포역 오피스텔 개발사업,영등포역 오피스텔 개발사업,,,주거,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_b67c10418036,A112052001,우덕빌딩,우덕빌딩,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_562a1580ea14,A112504009,의령1호,의령1호,,392호,,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_4b461cc661b2,A112002001,포도몰,포도몰,,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_526e7318eac3,A112013001,SKT구로사옥,SKT구로사옥,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_764edeb2506b,A112055001,씨티플라자,씨티플라자,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_4c0d7e5f8a03,A112270001,반포이수화학본사사옥,반포이수화학본사사옥,,,오피스,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_09e5db3eee02,A112080001,업스퀘어,업스퀘어,,,오피스복합,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_ba08839e7d49,A112109001,부산송정물류센터,부산송정물류센터,,,물류센터,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_82588f68640c,A112153001,가로골목,가로골목,,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_82cde1ed5a30,A112298001,잠실새내 오피스텔 신축사업,잠실새내 오피스텔 신축사업,,,주거,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
ast_c9cb9c4a7013,A112344003,홈플러스 전주완산점,홈플러스 전주완산점,,,리테일,physical_asset,verified,Y,Y,keep_physical_name,real estate type or physical evidence exists
