domain,severity,issue_type,asset_id,asset_code,field,source_column,db_column,source_value,db_value,difference,db_api_enrichment_status,db_building_ledger_source,recommendation,provenance_bucket
asset_master,review,asset_field_change_candidate,ast_25e1a4cc6c6f,A112163001,site_area,토지면적(㎡),site_area,,2127,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_25e1a4cc6c6f,A112163001,parking,주차대수,parking,,옥내 148 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6943582c5ffa,A112165001,site_area,토지면적(㎡),site_area,,496,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_ed6a011723e2,A112184001,gross_floor_area,연면적(m²),gross_floor_area,,39881,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_ed6a011723e2,A112184001,site_area,토지면적(㎡),site_area,,5056,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_ed6a011723e2,A112184001,parking,주차대수,parking,,옥내 234 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3e8fec277620,A112185001,site_area,토지면적(㎡),site_area,,483,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3e8fec277620,A112185001,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6e943e2850e9,A112194001,gross_floor_area,연면적(m²),gross_floor_area,,19707,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6e943e2850e9,A112194001,site_area,토지면적(㎡),site_area,,1400,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6e943e2850e9,A112194001,parking,주차대수,parking,,옥내 155 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3ac68d303b60,A112194002,gross_floor_area,연면적(m²),gross_floor_area,,24248,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3ac68d303b60,A112194002,site_area,토지면적(㎡),site_area,,1852,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3ac68d303b60,A112194002,parking,주차대수,parking,,옥내 83 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_74207a7495b3,A112195001,gross_floor_area,연면적(m²),gross_floor_area,,32055,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_74207a7495b3,A112195001,site_area,토지면적(㎡),site_area,,2525,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_74207a7495b3,A112195001,completion_date,준공(예정)일,completion_date,,2017-12-29,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_74207a7495b3,A112195001,parking,주차대수,parking,,옥내 305 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_95bd0edf061a,A112196001,gross_floor_area,연면적(m²),gross_floor_area,,28603,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_95bd0edf061a,A112196001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_74aec6939fcf,A112197001,site_area,토지면적(㎡),site_area,,1546,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_74aec6939fcf,A112197001,parking,주차대수,parking,,옥내 20 / 옥외 1,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_86b73cdb75eb,A112205001,site_area,토지면적(㎡),site_area,,2982,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_86b73cdb75eb,A112205001,parking,주차대수,parking,,옥내 168 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b3db1f189553,A112209001,site_area,토지면적(㎡),site_area,,18490,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b3db1f189553,A112209001,parking,주차대수,parking,,옥내 889 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_f341642853ae,A112213001,gross_floor_area,연면적(m²),gross_floor_area,,14904,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_f341642853ae,A112213001,site_area,토지면적(㎡),site_area,,2171,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_f341642853ae,A112213001,completion_date,준공(예정)일,completion_date,,2020-03-13,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_f341642853ae,A112213001,parking,주차대수,parking,,옥내 133 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_791b962e0c10,A112217001,site_area,토지면적(㎡),site_area,,1877,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_791b962e0c10,A112217001,completion_date,준공(예정)일,completion_date,,1970-06-05,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_791b962e0c10,A112217001,parking,주차대수,parking,,옥내 50 / 옥외 2,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_e2de71b1eff9,A112223002,parking,주차대수,parking,175,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b48f4cef1665,A112223003,parking,주차대수,parking,187,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_f06831738e17,A112223004,parking,주차대수,parking,182,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d0789172de8b,A112223005,parking,주차대수,parking,172,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8e5fe1b9981e,A112223006,parking,주차대수,parking,172,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_db4799e88a26,A112223007,parking,주차대수,parking,180,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_1fd14a31b02a,A112223008,parking,주차대수,parking,172,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_dcc6905b8a09,A112223009,parking,주차대수,parking,132,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6fad3e601ab5,A112223010,parking,주차대수,parking,171,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_e534a7538cd4,A112223011,parking,주차대수,parking,169,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_36148ade77b4,A112223012,parking,주차대수,parking,169,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_e2bbe7ecc53c,A112223013,parking,주차대수,parking,160,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_177a1b236451,A112223014,parking,주차대수,parking,173,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_cef2499eacaa,A112223015,parking,주차대수,parking,147,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_7b9428967d1a,A112223016,parking,주차대수,parking,145,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3c18a81268d7,A112223017,parking,주차대수,parking,145,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_a43bd38945be,A112223018,parking,주차대수,parking,145,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_302a423013bf,A112223019,parking,주차대수,parking,201,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_37a066e39a75,A112223020,parking,주차대수,parking,175,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d4fbfceea801,A112223021,parking,주차대수,parking,156,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_78c438a9c9a1,A112223022,parking,주차대수,parking,163,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_fabfecf59328,A112223023,parking,주차대수,parking,166,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_0fa1343c8192,A112223024,parking,주차대수,parking,160,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_95fb4c52cddc,A112223025,parking,주차대수,parking,150,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_c36e38cae9e1,A112223028,parking,주차대수,parking,151,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_9375f251bf8a,A112223029,parking,주차대수,parking,178,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_94cd6c685a31,A112223030,parking,주차대수,parking,188,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_e3779cfe5ab2,A112226001,gross_floor_area,연면적(m²),gross_floor_area,,31750,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_e3779cfe5ab2,A112226001,site_area,토지면적(㎡),site_area,,33002,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_e3779cfe5ab2,A112226001,completion_date,준공(예정)일,completion_date,,2014-03-17,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_e3779cfe5ab2,A112226001,parking,주차대수,parking,,옥내 0 / 옥외 269,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_eedc59c97695,A112229001,gross_floor_area,연면적(m²),gross_floor_area,,1167,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_eedc59c97695,A112229001,site_area,토지면적(㎡),site_area,,321,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_eedc59c97695,A112229001,completion_date,준공(예정)일,completion_date,,2003-03-31,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_eedc59c97695,A112229001,parking,주차대수,parking,,옥내 0 / 옥외 8,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b9718f8cb5fe,A112235001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b9718f8cb5fe,A112235001,completion_date,준공(예정)일,completion_date,,2021-01-22,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b9718f8cb5fe,A112235001,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8645e842633c,A112237001,site_area,토지면적(㎡),site_area,,3176,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8645e842633c,A112237001,parking,주차대수,parking,,옥내 291 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_1a8c0ab8b13b,A112237002,site_area,토지면적(㎡),site_area,,4240,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_1a8c0ab8b13b,A112237002,completion_date,준공(예정)일,completion_date,,1975-10-20,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_1a8c0ab8b13b,A112237002,parking,주차대수,parking,,옥내 98 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_bec58069f5fb,A112237003,gross_floor_area,연면적(m²),gross_floor_area,,142156,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_bec58069f5fb,A112237003,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_bec58069f5fb,A112237003,completion_date,준공(예정)일,completion_date,,2010-09-03,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_bec58069f5fb,A112237003,parking,주차대수,parking,,옥내 663 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6f4f44b4c3aa,A112245001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6f4f44b4c3aa,A112245001,parking,주차대수,parking,,옥내 30 / 옥외 174,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_ede5ff41c84e,A112251001,site_area,토지면적(㎡),site_area,,968,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_ede5ff41c84e,A112251001,parking,주차대수,parking,,옥내 39 / 옥외 1,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_79be067b7ddd,A112252001,gross_floor_area,연면적(m²),gross_floor_area,,12986,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_79be067b7ddd,A112252001,site_area,토지면적(㎡),site_area,,1074,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_79be067b7ddd,A112252001,completion_date,준공(예정)일,completion_date,,2021-04-23,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_79be067b7ddd,A112252001,parking,주차대수,parking,,옥내 185 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b6574cf0dc13,A112252002,gross_floor_area,연면적(m²),gross_floor_area,,22921,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b6574cf0dc13,A112252002,site_area,토지면적(㎡),site_area,,1658,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b6574cf0dc13,A112252002,completion_date,준공(예정)일,completion_date,,2021-01-25,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b6574cf0dc13,A112252002,parking,주차대수,parking,,옥내 58 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_bd308f82a818,A112255001,gross_floor_area,연면적(m²),gross_floor_area,,454,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_bd308f82a818,A112255001,site_area,토지면적(㎡),site_area,,460,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_bd308f82a818,A112255001,completion_date,준공(예정)일,completion_date,,2024-10-22,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_bd308f82a818,A112255001,parking,주차대수,parking,,옥내 3 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_7bb76c255a79,A112258001,gross_floor_area,연면적(m²),gross_floor_area,,6102,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_7bb76c255a79,A112258001,site_area,토지면적(㎡),site_area,,1238,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_7bb76c255a79,A112258001,completion_date,준공(예정)일,completion_date,,2019-12-30,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_7bb76c255a79,A112258001,parking,주차대수,parking,,옥내 44 / 옥외 4,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_dc0316795e8e,A112268001,site_area,토지면적(㎡),site_area,,742,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_0e748b87e46f,A112270001,site_area,토지면적(㎡),site_area,,2155,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_0e748b87e46f,A112270001,completion_date,준공(예정)일,completion_date,,1993-07-29,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_0e748b87e46f,A112270001,parking,주차대수,parking,,옥내 68 / 옥외 12,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3b3e44da06d7,A112276001,gross_floor_area,연면적(m²),gross_floor_area,,516,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3b3e44da06d7,A112276001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8d2911b657d8,A112277001,gross_floor_area,연면적(m²),gross_floor_area,,22922,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8d2911b657d8,A112277001,site_area,토지면적(㎡),site_area,,1996,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8d2911b657d8,A112277001,completion_date,준공(예정)일,completion_date,,2021-01-08,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8d2911b657d8,A112277001,parking,주차대수,parking,,옥내 133 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b37459d7bd24,A112279001,site_area,토지면적(㎡),site_area,,8693,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b37459d7bd24,A112279001,completion_date,준공(예정)일,completion_date,,2013-09-02,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
