domain,severity,issue_type,asset_id,asset_code,field,source_column,db_column,source_value,db_value,difference,db_api_enrichment_status,db_building_ledger_source,recommendation,provenance_bucket
asset_master,review,asset_field_change_candidate,ast_b37459d7bd24,A112279001,parking,주차대수,parking,,옥내 0 / 옥외 213,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_021767a7f029,A112287001,gross_floor_area,연면적(m²),gross_floor_area,,191,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_021767a7f029,A112287001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_021767a7f029,A112287001,completion_date,준공(예정)일,completion_date,,1974-12-23,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_021767a7f029,A112287001,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_75c6cda594b3,A112290001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_75c6cda594b3,A112290001,parking,주차대수,parking,,옥내 663 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_762c9fa6b134,A112292001,site_area,토지면적(㎡),site_area,,2155,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_762c9fa6b134,A112292001,completion_date,준공(예정)일,completion_date,,1993-07-29,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_762c9fa6b134,A112292001,parking,주차대수,parking,,옥내 68 / 옥외 12,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_90a7471e6e20,A112294001,gross_floor_area,연면적(m²),gross_floor_area,,39951,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_90a7471e6e20,A112294001,site_area,토지면적(㎡),site_area,,3364,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_90a7471e6e20,A112294001,completion_date,준공(예정)일,completion_date,,1995-08-30,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_90a7471e6e20,A112294001,parking,주차대수,parking,,옥내 330 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_9b294af79693,A112296001,gross_floor_area,연면적(m²),gross_floor_area,,152,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_9b294af79693,A112296001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_9b294af79693,A112296001,completion_date,준공(예정)일,completion_date,,2018-09-28,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_9b294af79693,A112296001,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_56e6a7e4b54b,A112298001,gross_floor_area,연면적(m²),gross_floor_area,,7628,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_56e6a7e4b54b,A112298001,site_area,토지면적(㎡),site_area,,749,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_56e6a7e4b54b,A112298001,parking,주차대수,parking,,옥내 0 / 옥외 3,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_835e9f381ae3,A112299001,site_area,토지면적(㎡),site_area,,15197,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_835e9f381ae3,A112299001,parking,주차대수,parking,,옥내 55 / 옥외 33,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_fcd940175c17,A112305001,site_area,토지면적(㎡),site_area,,1493,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_fcd940175c17,A112305001,parking,주차대수,parking,,옥내 120 / 옥외 6,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_088dd044de37,A112306001,gross_floor_area,연면적(m²),gross_floor_area,,34731,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_088dd044de37,A112306001,site_area,토지면적(㎡),site_area,,2543,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_088dd044de37,A112306001,parking,주차대수,parking,,옥내 172 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_f5e665f7cf35,A112310001,site_area,토지면적(㎡),site_area,,0,,pending,building_cache.json,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_f5e665f7cf35,A112310001,parking,주차대수,parking,,옥내 0 / 옥외 0,,pending,building_cache.json,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_755dc2078b8b,A112311001,site_area,토지면적(㎡),site_area,,8531,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_755dc2078b8b,A112311001,parking,주차대수,parking,,옥내 1039 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d2b291b01082,A112314001,gross_floor_area,연면적(m²),gross_floor_area,,1605,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d2b291b01082,A112314001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d2b291b01082,A112314001,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_4f5ea25eb396,A112322001,site_area,토지면적(㎡),site_area,,728,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_4f5ea25eb396,A112322001,parking,주차대수,parking,,옥내 0 / 옥외 2,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_0264aa763175,A112328001,site_area,토지면적(㎡),site_area,,25327,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_0264aa763175,A112328001,completion_date,준공(예정)일,completion_date,,2006-08-09,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_0264aa763175,A112328001,parking,주차대수,parking,,옥내 0 / 옥외 133,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_77132a62be4b,A112338000,parking,주차대수,parking,355,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_a8ad83130e72,A112344002,site_area,토지면적(㎡),site_area,,11078,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_a8ad83130e72,A112344002,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_765cc3a1898a,A112344003,site_area,토지면적(㎡),site_area,,9245,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_765cc3a1898a,A112344003,parking,주차대수,parking,,옥내 754 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_7cfadd3adb65,A112350001,site_area,토지면적(㎡),site_area,,4240,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_7cfadd3adb65,A112350001,parking,주차대수,parking,,옥내 98 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_fe11209bb01f,A112351001,site_area,토지면적(㎡),site_area,,4240,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_fe11209bb01f,A112351001,completion_date,준공(예정)일,completion_date,,1975-10-20,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_fe11209bb01f,A112351001,parking,주차대수,parking,,옥내 98 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_31da440b4288,A112365001,site_area,토지면적(㎡),site_area,,902,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_31da440b4288,A112365001,parking,주차대수,parking,,옥내 48 / 옥외 1,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_84125d66e5f0,A112368001,site_area,토지면적(㎡),site_area,,1393,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_84125d66e5f0,A112368001,completion_date,준공(예정)일,completion_date,,2024-10-31,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_84125d66e5f0,A112368001,parking,주차대수,parking,,옥내 108 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_701635aba4fc,A112373001,gross_floor_area,연면적(m²),gross_floor_area,,15887,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_701635aba4fc,A112373001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_701635aba4fc,A112373001,completion_date,준공(예정)일,completion_date,,2020-07-13,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_701635aba4fc,A112373001,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_ea8e897db9a1,A112375001,site_area,토지면적(㎡),site_area,,674,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_ea8e897db9a1,A112375001,parking,주차대수,parking,,옥내 24 / 옥외 1,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3a33a41d444e,A112387001,gross_floor_area,연면적(m²),gross_floor_area,,65,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3a33a41d444e,A112387001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3a33a41d444e,A112387001,completion_date,준공(예정)일,completion_date,,2020-07-30,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3a33a41d444e,A112387001,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_a36fb8af4acf,A112393001,site_area,토지면적(㎡),site_area,,7942,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_a36fb8af4acf,A112393001,completion_date,준공(예정)일,completion_date,,1978-08-10,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_a36fb8af4acf,A112393001,parking,주차대수,parking,,옥내 225 / 옥외 90,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6be590f974c1,A112396001,site_area,토지면적(㎡),site_area,,3622,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_6be590f974c1,A112396001,parking,주차대수,parking,,옥내 101 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b487a63c00bc,A112404001,gross_floor_area,연면적(m²),gross_floor_area,,19994,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b487a63c00bc,A112404001,site_area,토지면적(㎡),site_area,,2632,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b487a63c00bc,A112404001,completion_date,준공(예정)일,completion_date,,2014-12-23,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_b487a63c00bc,A112404001,parking,주차대수,parking,,옥내 82 / 옥외 4,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_740742dbd00f,A112414001,site_area,토지면적(㎡),site_area,,5707,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_740742dbd00f,A112414001,completion_date,준공(예정)일,completion_date,,2019-11-29,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_740742dbd00f,A112414001,parking,주차대수,parking,,옥내 581 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8e5fda3d061a,A112421001,site_area,토지면적(㎡),site_area,,2000,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_8e5fda3d061a,A112421001,parking,주차대수,parking,,옥내 68 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d3ff3c41d7cb,A112442001,site_area,토지면적(㎡),site_area,,6638,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d3ff3c41d7cb,A112442001,parking,주차대수,parking,,옥내 177 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_eb73897d66c4,A112445002,site_area,토지면적(㎡),site_area,,903,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_eb73897d66c4,A112445002,parking,주차대수,parking,,옥내 39 / 옥외 2,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_878300cda6ad,A112445003,site_area,토지면적(㎡),site_area,,648,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_878300cda6ad,A112445003,parking,주차대수,parking,,옥내 14 / 옥외 1,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_1a20ea59c075,A112450001,gross_floor_area,연면적(m²),gross_floor_area,,46428,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_1a20ea59c075,A112450001,site_area,토지면적(㎡),site_area,,2954,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_1a20ea59c075,A112450001,completion_date,준공(예정)일,completion_date,,2026-03-31,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_1a20ea59c075,A112450001,parking,주차대수,parking,,옥내 269 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_cb763ed28220,A112461001,site_area,토지면적(㎡),site_area,,1232,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_cb763ed28220,A112461001,completion_date,준공(예정)일,completion_date,,1997-09-22,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_cb763ed28220,A112461001,parking,주차대수,parking,,옥내 26 / 옥외 22,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_a8f90f516d21,A112475001,site_area,토지면적(㎡),site_area,,6480,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_a8f90f516d21,A112475001,parking,주차대수,parking,,옥내 373 / 옥외 4,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_af02aac59036,A112490001,site_area,토지면적(㎡),site_area,,10623,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_af02aac59036,A112490001,parking,주차대수,parking,,옥내 764 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3d2e2d559411,A112493001,site_area,토지면적(㎡),site_area,,4006,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3d2e2d559411,A112493001,completion_date,준공(예정)일,completion_date,,1986-10-15,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_3d2e2d559411,A112493001,parking,주차대수,parking,,옥내 131 / 옥외 10,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_5827261360b4,A112499001,site_area,토지면적(㎡),site_area,,1587,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_5827261360b4,A112499001,parking,주차대수,parking,,옥내 81 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_2652e06dfeaa,A112500002,site_area,토지면적(㎡),site_area,,63517,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_2652e06dfeaa,A112500002,parking,주차대수,parking,,옥내 0 / 옥외 143,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d5a492f670ed,A112500003,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d5a492f670ed,A112500003,completion_date,준공(예정)일,completion_date,,2012-10-05,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_d5a492f670ed,A112500003,parking,주차대수,parking,,옥내 0 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_222407c92192,A112504005,gross_floor_area,연면적(m²),gross_floor_area,,135,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
asset_master,review,asset_field_change_candidate,ast_222407c92192,A112504005,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.,api_sensitive_do_not_overwrite_without_review
