relationship_status,asset_name,fund_name,project_name,asset_address,fund_asset_name,asset_kind,asset_type,fund_status,project_status,missing_parts,asset_id,fund_id,project_id,fund_short_name,fund_sector,project_type,fund_relation_type,project_relation_type,fund_exposure_role,fund_directness,fund_relation_confidence,project_relation_confidence,fund_lookup_status,project_lookup_status,project_lookup_source,fund_relation_source_table,fund_relation_source_id,project_relation_source_table,project_relation_source_id,asset_review_status,asset_source_confidence
missing_one_or_more_names,Brussels Office Brederode,이지스유럽코어일반사모부동산투자신탁제89호,,"Rue Brederode 13, 1000 Bruxelles, Belgium","Hamburg Office Fleet II, Brussels Office Brederode, Barcelona Office Fontanella, Prague Office Praga Studios, Paris Office Louis David",physical_asset,오피스복합,운용,,project_name,ast_2f6ea0226f48,112093,,89호,복합(오피스),,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,57965,,,verified,0.94
missing_one_or_more_names,"메자닌, 이벤트 드리븐, 공모주, 스팩",,,,,physical_asset,,,,fund_name; project_name,ast_2f76d32aed7a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,경산 쿠팡물류센터,,,경상북도 경산시 진량읍 문천리 903번지 (경산4일반산업단지내지원시설부지),,physical_asset,물류센터,,,fund_name; project_name,ast_2fd5f7d4daa1,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,용산라이프PFV(보통주),,,서울용산구  청파로125 (한강로2가15-2) 일원,,physical_asset,오피스,,,fund_name; project_name,ast_2fd6370e9280,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Hines European Property Partners,,,,,physical_asset,,,,fund_name; project_name,ast_2fec603a4a04,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,여의도 파이낸스타워,,,서울특별시 영등포구 국제금융로 2길 32,,physical_asset,,,,fund_name; project_name,ast_30057bd3458e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,여주쿠팡물류센터,,,경기도 여주시 점봉동 204-3,,physical_asset,,,,fund_name; project_name,ast_30141631f2e1,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Pleasanton,,,5059 Hopyard Road,,physical_asset,호텔,,,fund_name; project_name,ast_302a423013bf,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,홈플러스전주효자점,,,전라북도 전주시 완산구 효자동1가 431-5 외 14필지,,physical_asset,리테일,,,fund_name; project_name,ast_3048a53624b2,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,씨티플라자,,,서울특별시 영등포구 여의도동 여의도동 25,,physical_asset,오피스,,,fund_name; project_name,ast_30a89c098710,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,엠아이에너지태양광발전소,이지스일반사모투자신탁377호,,충청북도 괴산군 감물면 구월리 산31-3,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_30ea47766ea3,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58268,,,verified,0.94
missing_one_or_more_names,안성산하3지구물류센터개발사업,,,경기도 안성시 원곡면 산하리500번지 외 168필지,,physical_asset,,,,fund_name; project_name,ast_31591298f257,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,해담은삼척1호,이지스일반사모투자신탁392호(태양광),,"강원도 삼척시 하장면 장전리 138, 139","참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_3165eca06342,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58353,,,verified,0.94
missing_one_or_more_names,Spring Creek Towers,주식회사 이지스글로벌레지던스위탁관리부동산투자회사,,"1255 Granville Payne Ave, Brooklyn, NY","Spring Creek Towers, Chicago Student Housing Illini Tower",physical_asset,,운용,,project_name,ast_31b606a68614,R00010,,R글로벌레지던스,주거,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58762,,,verified,0.94
missing_one_or_more_names,CGV대학로,,,서울시 종로구 대명길28,,physical_asset,리테일,,,fund_name; project_name,ast_31da440b4288,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,동부산 테마파크 개발사업,,,부산광역시 기장군 기장읍 일원 (동부산관광단지내),,physical_asset,오피스복합,,,fund_name; project_name,ast_3294b7419653,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,부산 메디컬빌딩,,,,,physical_asset,리테일복합,,,fund_name; project_name,ast_32afdcee5368,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,㈜동방 보유 유엔씨티㈜ 대출채권 매입,,,울산광역시 남구 신항로716번길 1(황성동),,physical_asset,,,,fund_name; project_name,ast_32b8e4125074,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,대전 둔산파이낸스빌딩,,,대전광역시 서구 둔산동 1413,,physical_asset,오피스,,,fund_name; project_name,ast_3378eefd074e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"부산시 사상구 괘법동 오피스텔, 도시형생활주택 및 근린생활시설 신축사업",,,부산시 사상구 괘법동 564-8번지,,physical_asset,오피스복합,,,fund_name; project_name,ast_3394bcf0a0cd,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,아레나스영종,,,인천광역시 중구 운북동 1328-1,,physical_asset,물류센터,,,fund_name; project_name,ast_33b7088ae1e9,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,New York Office 85 Tenth Avenue Senior Loan,,,"85 10th Avenue, New York,NY, USA (NY10001)",,physical_asset,오피스,,,fund_name; project_name,ast_33e54322817d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,국내 채권형 ETF,,,,,physical_asset,,,,fund_name; project_name,ast_344729614f8e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스전문투자형사모부동산투자신탁제404호,이지스전문투자형사모부동산투자신탁제404호,,경기도 이천시 대월면 도리리 3-2,"동산물류센터, 부국물류센터, 에이블로지스물류센터",physical_asset,물류센터,운용,,project_name,ast_349f44ccfd1f,112527,,404호,물류,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,58368,,,auto_created,0.98
missing_one_or_more_names,국내 채권형 ETF,,,,,physical_asset,,,,fund_name; project_name,ast_34abd4a0e354,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Helios Sidecar II L.P.의 수익증권,,,,,physical_asset,,,,fund_name; project_name,ast_34f6c712284a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),,진량읍 신상리 1186-7,"다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_357127c88355,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,58443,,,auto_created,0.98
missing_one_or_more_names,동산물류센터,,,경기도 이천시 호법면 매곡리 977-5외 6필지,,physical_asset,물류센터,,,fund_name; project_name,ast_35c0d3505765,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,청라동 오피스텔 분양사업,,,인천광역시 서구 청라동 6-7,,physical_asset,주거,,,fund_name; project_name,ast_35ecf256fe62,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,PASEO 사사즈카,,,일본 도쿄도 23구 내,,physical_asset,,,,fund_name; project_name,ast_3604f654fa0f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,홈플러스죽도점,,,경상북도 포항시 북구 죽도동 50-1,,physical_asset,리테일,,,fund_name; project_name,ast_3610ec7fb906,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Memphis East/Park Avenue,,,6015 Park Avenue,,physical_asset,호텔,,,fund_name; project_name,ast_36148ade77b4,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,PGSF VII,,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_3659980079c3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,뉴코아아울렛(일산),,,경기도 고양시 일산동구 마두동 797,,physical_asset,리테일,,,fund_name; project_name,ast_366f9df25803,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,울산KTX역 오피스텔 사업부지,이지스하우징플랫폼일반사모부동산투자신탁제1호(운용),,울산광역시 울주군 삼남읍 교동리 1682-1번지,"효제동 오피스텔 사업부지, 구리 수택동 오피스텔 사업부지, 울산KTX역 오피스텔 사업부지",physical_asset,주거,운용,,project_name,ast_37199617fe59,112611,,하우징플랫폼 1호,지분증권,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58485,,,verified,0.94
missing_one_or_more_names,Bridge Debt Strategies V Green Bridge LP,,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_3770bb0a2344,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"BBB+ 이하 채권, 공모주, 스팩, ETF, 이벤트 드리븐, 레포",,,,,physical_asset,,,,fund_name; project_name,ast_3790cde01d6c,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Sacramento Rancho Cordova,,,10683 White Rock Road,,physical_asset,호텔,,,fund_name; project_name,ast_37a066e39a75,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Hines European Property Partners,,,,,physical_asset,,,,fund_name; project_name,ast_381df0a46484,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Unico Core Plus Partners,,,,,physical_asset,,,,fund_name; project_name,ast_391dd76fd3b8,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"ARDIAN Infrastructure Fund VI S.C.S., SICAV-RAIF",,,,,physical_asset,,,,fund_name; project_name,ast_3970a929aade,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스부동산투자신탁187호,이지스부동산투자신탁187호,,제주특별자치도 제주시 연동 261-23,"고양시 화정동 아이씨티일산, 제주 연동 오피스텔",physical_asset,,청산,,project_name,ast_3ac68d303b60,112194,,187호,주거,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,58059,,,auto_created,0.98
missing_one_or_more_names,여의도 신한금융투자타워,,,여의대로70,,physical_asset,오피스,,,fund_name; project_name,ast_3b3b6275cb37,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"세운 6-3-1,2구역 도시환경정비사업 개발사업 중순위 PF대출채권 및 토지신탁 우선수익권을 기초자산으로 ?",,,서울시 중구 을지로4가 261-4외,,physical_asset,주거,,,fund_name; project_name,ast_3b3e44da06d7,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,천안성성7지구공동주택,,,충남 천안시 서북구 성성동 366-3번지 일원,,physical_asset,주거,,,fund_name; project_name,ast_3c022176b9c4,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Costa Mesa South Coast,,,3002 S. Harbor Boulevard,,physical_asset,호텔,,,fund_name; project_name,ast_3c18a81268d7,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,호니파워,이지스일반사모투자신탁377호,,"강원도 삼척시 도계읍 전두리 166,167","환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_3c2f16286fc7,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58287,,,verified,0.94
missing_one_or_more_names,글로벌 리츠,,,,,physical_asset,,,,fund_name; project_name,ast_3c45f673637a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,홈플러스센텀시티점,,,부산광역시 해운대구 우동 1499,,physical_asset,리테일,,,fund_name; project_name,ast_3c6660ce41f1,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"미국상장BDC, 공모주 집합투자증권, ETF, 채권, 국내 MMF",,,,,physical_asset,,,,fund_name; project_name,ast_3c691076eae5,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,두산타워(재간접),,,서울특별시 중구 을지로 6가 18-12 외 1필지,,physical_asset,오피스복합,,,fund_name; project_name,ast_3d2e2d559411,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,와이에이치파워2 주식,,,,,physical_asset,,,,fund_name; project_name,ast_3d612b21dda3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,오토웨이타워,,,서울특별시 강남구 대치동 948,,physical_asset,오피스,,,fund_name; project_name,ast_3e4a7ba7841a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,두산빌딩,,,서울시 강남구 언주로 726(논현동),,physical_asset,오피스,,,fund_name; project_name,ast_3e6ab9503501,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스333호(디어스 명동),,,서울시 중구 남학동 13-2외 1필지,,physical_asset,,,,fund_name; project_name,ast_3ea6cef0a8e3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,미래화희망,,,전라남도 고흥군 도화면 봉룡리 산221-1,,physical_asset,,,,fund_name; project_name,ast_3ebb4583bf7d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"메자닌, 공모주, 스팩, 이벤트 드리븐",,,,,physical_asset,,,,fund_name; project_name,ast_3f8a65592274,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Brookfield Super-Core Infrastructure Partners,,,,,physical_asset,,,,fund_name; project_name,ast_3fc53b50b636,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Cosmo Gracia Ryogoku,이지스글로벌일반사모부동산투자신탁176호,,"1-1-2 Ishihara, Sumida-ku, Tokyo","Sun Crest Kameari, Cosmo Gracia Ryogoku, Reglus Ootorii Airport West",physical_asset,주거,청산,,project_name,ast_3fe7501ac3ff,112188,,176호,주거,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58051,,,verified,0.94
missing_one_or_more_names,솔빛에너지,이지스일반사모투자신탁435호(태양광),,"경상남도 함안군 군북면 장지리 659, 유현리 1365 일원","다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_401a2a614838,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58429,,,verified,0.94
missing_one_or_more_names,Nabuurs Portfolio,이지스글로벌일반사모부동산투자신탁260호(재간접형),,네덜란드,"Townsend Europe Logistics Venture II Korea Feeder, Venlo, Kuhn Portfolio, Nabuurs Portfolio",physical_asset,물류센터,운용,,project_name,ast_409a7de0ff61,112347,,260호,물류,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58186,,,verified,0.94
missing_one_or_more_names,시그니처타워,,,서울특별시 중구 청계천로 100,,physical_asset,,,,fund_name; project_name,ast_40c746673d87,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Bell 본사(몬트리올),이지스글로벌사모부동산투자신탁37-1호,,"1 Carrefour Alexander-Graham-Bell. Montreal, Canada","Sanofi 본사(파리), Bell 본사(몬트리올), OJP사옥(워싱턴)",physical_asset,오피스,운용,,project_name,ast_40cc5cccfb6c,112035,,37-1호,오피스,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,57908,,,verified,0.94
missing_one_or_more_names,평화와번영,,,강원도 평창군 평창읍 고길리 86-1,,physical_asset,,,,fund_name; project_name,ast_40e6cfd14713,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,뉴코아아울렛(일산),,,경기도 고양시 일산동구 마두동 797,,physical_asset,리테일,,,fund_name; project_name,ast_40eb7f1348f6,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,서리풀개발사업,,,서울시 서초구 서초동 1005-1 외,,physical_asset,오피스복합,,,fund_name; project_name,ast_41455c9fd7e7,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,건화솔라,이지스일반사모투자신탁392호(태양광),,경남 의령군 대의면 천곡리 산50,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_419a8602469e,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58340,,,verified,0.94
missing_one_or_more_names,글로벌 리츠,연기금글로벌리츠일반사모부동산투자신탁1호(리츠-재간접),,,글로벌 리츠,physical_asset,,운용,,project_name,ast_428853fb1dec,112664,,연기금글로벌리츠1호,지분증권,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58518,,,verified,0.94
missing_one_or_more_names,안녕인사동,,,서울특별시 종로구 관훈동 155-2 외 4필지,,physical_asset,오피스복합,,,fund_name; project_name,ast_42a97e89a9a5,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,디에스PFV 2종 종류주 및 주주대여,,,,,physical_asset,주거복합,,,fund_name; project_name,ast_42cb4269408f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,신라모노그램 강릉 복합숙박시설,,,강원도 강릉시 송정동 259 일원,,physical_asset,호텔,,,fund_name; project_name,ast_43a233492c49,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"상장리츠 발행 채권, 국내 주식, 공모주, 스팩, ETF",,,,,physical_asset,,,,fund_name; project_name,ast_445bfca846fe,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,맥스에너지하리태양광발전,이지스일반사모투자신탁377호,,경상북도 의성군 하리면 하리 산72,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_44fa365fae5f,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58273,,,verified,0.94
missing_one_or_more_names,NMP V,,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_451fd8930022,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,괌 소재 종합병원(GRMC)에 대한 선순위 대출,,,"133 Route 3, Dededo, County, Guam 96912",,physical_asset,,,,fund_name; project_name,ast_4635019d1baf,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,동대문구 용두동 오피스텔 PF대출채권,,,서울특별시 동대문구 용두동 144-31번지 일원,,physical_asset,주거,,,fund_name; project_name,ast_46fa23347ee4,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,애월 복합관광단지 개발,,,제주시 애월읍 상가리 17-6 번지 일원,,physical_asset,오피스복합,,,fund_name; project_name,ast_470c38b64eb9,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스유에이치 주식 및 대여금,,,,,physical_asset,,,,fund_name; project_name,ast_47369fe0367d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,The-K호텔서울 부지 재개발사업,,,서울시 서초구 양재동 202외 3 필지,,physical_asset,오피스복합,,,fund_name; project_name,ast_475081c32f39,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,예지안빛에너지,이지스일반사모투자신탁377호,,"경상북도 의성군 비안면 장춘리 산88, 산89, 산88-2","환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_47c9c0222e55,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58263,,,verified,0.94
missing_one_or_more_names,서울로타워,,,서울특별시 중구 퇴계로18,,physical_asset,오피스,,,fund_name; project_name,ast_47cfb7af7038,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,호수빌딩,,,대구광역시 중구 동인동2가 50-3,,physical_asset,오피스,,,fund_name; project_name,ast_47df51a6036d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,ARDIAN Infrastructure Fund VI,,,,,physical_asset,,,,fund_name; project_name,ast_484614a2c1b3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,PASEO 시모키타자와,,,일본 도쿄도 23구 내,,physical_asset,,,,fund_name; project_name,ast_485346cd7578,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,돈의문3구역 게이트타워,,,서울시 종로구 평동 222번지 일대,,physical_asset,오피스,,,fund_name; project_name,ast_493f723e41a1,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,검단 오피스텔 개발,,,"인천광역시 서구 원당동 3203-104, 105",,physical_asset,주거,,,fund_name; project_name,ast_4993a29b4a10,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
