relationship_status,asset_name,fund_name,project_name,asset_address,fund_asset_name,asset_kind,asset_type,fund_status,project_status,missing_parts,asset_id,fund_id,project_id,fund_short_name,fund_sector,project_type,fund_relation_type,project_relation_type,fund_exposure_role,fund_directness,fund_relation_confidence,project_relation_confidence,fund_lookup_status,project_lookup_status,project_lookup_source,fund_relation_source_table,fund_relation_source_id,project_relation_source_table,project_relation_source_id,asset_review_status,asset_source_confidence
missing_one_or_more_names,은평 시니어레지던스,,,은평구 진관동 208-10 일원,,physical_asset,오피스복합,,,fund_name; project_name,ast_94dd7f193182,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,화성솔라,,,전북 남원시 보절면사촌리 산18-4,,physical_asset,,,,fund_name; project_name,ast_950c70c5b87f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스경산물류제1호일반사모부동산투자회사의 1종 종류주식,,,,,physical_asset,물류센터,,,fund_name; project_name,ast_95374ce1a930,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,New York 787 Seventh Avenue Mezzanine Loan,,,"787 Seventh Avenue (51st & 52nd Street), NY",,physical_asset,오피스,,,fund_name; project_name,ast_953c098ae44b,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,라마다서울호텔 담보대출,,,서울특별시 강남구 삼성동 112-5,,physical_asset,호텔,,,fund_name; project_name,ast_95bd0edf061a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Tarrytown Greenburgh,,,475 White Plains Road,,physical_asset,호텔,,,fund_name; project_name,ast_95fb4c52cddc,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"AA+ 이상 채권, 공모주, 스팩",,,,,physical_asset,,,,fund_name; project_name,ast_9672f00925b5,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,(주)페트로코너지 발행 지분증권 및 투자대상회사(이지스페트로코너지(주))에 대한,,,"경남 양산시 상북면 효충2길13(페트로콕증기생산시설), 경기 시흥시 서울대학로 59-5 배곧가압장(연료전지",,physical_asset,,,,fund_name; project_name,ast_96aea8917bf5,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"메자닌, 이벤트 드리븐, 공모주, ETF, 채권",,,,,physical_asset,,,,fund_name; project_name,ast_96ba37c659ef,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,원주AK,,,강원도 원주시 단계동 1123,,physical_asset,리테일,,,fund_name; project_name,ast_97000349e062,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,롯데마트(제주),,,제주시 노형동 708,,physical_asset,리테일,,,fund_name; project_name,ast_97346b281c40,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,하이파킹 대여금,,,,,physical_asset,,,,fund_name; project_name,ast_974048441032,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,수송스퀘어,,,서울특별시 종로구 수송동 83-1,,physical_asset,오피스,,,fund_name; project_name,ast_97638ebe48e2,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,알이씨에너지,이지스일반사모투자신탁435호(태양광),,"경기도 가평군 설악면 천안리 21-2, 21, 19-1, 19-10, 19-11","다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_97b4c5674171,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58444,,,verified,0.94
missing_one_or_more_names,PFV_Lotus (지분증권),,,서울특별시 종로구 관훈동 155-2 외 4필지,,physical_asset,호텔복합,,,fund_name; project_name,ast_97eee497ab45,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,지엘가산메트로 주식회사,,,서울특별시 금천구 가산동 60-29,,physical_asset,데이터센터,,,fund_name; project_name,ast_9855c32af978,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,부림빌딩,,,"서울특별시 중구 을지로 1가 42, 을지로1가 71-9번지",,physical_asset,오피스,,,fund_name; project_name,ast_992b226b8a43,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"StepStone Secondary Opportunities Fund V Offshore, L.P.",,,,,physical_asset,,,,fund_name; project_name,ast_993ee19a2b04,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,안성 당목리 995번지 외 44개필지 물류센터 개발사업,,,경기도 안성시 당목리 995번지 일원,,physical_asset,물류센터,,,fund_name; project_name,ast_99b034f39db3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,노스게이트빌딩,,,서울특별시 종로구 적선동 66,,physical_asset,오피스,,,fund_name; project_name,ast_99bb7e6dd0fa,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,영보빌딩1,,,"서울시 강남구 삼성동 168-1, 168-2",,physical_asset,오피스,,,fund_name; project_name,ast_9a12d0c2189f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,솔라팜2호,이지스일반사모투자신탁377호,,경상북도 의성군 장춘리 산88 외2필지,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_9a719e7b4ca2,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58271,,,verified,0.94
missing_one_or_more_names,Brookfield Strategic Real Estate Partners V,,,,,physical_asset,,,,fund_name; project_name,ast_9aa66d591848,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Chauncey Square,,,미국 인디애나州 Purdue  University 인근,,physical_asset,,,,fund_name; project_name,ast_9ab31b323659,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,OJP사옥(워싱턴) 대출,이지스글로벌사모부동산투자신탁37-2호,,"810 7th Street, N.W., Washington D.C., U.S.A.","Sanofi 본사(파리) 대출, Bell 본사(몬트리올) 대출, OJP사옥(워싱턴) 대출",physical_asset,오피스,운용,,project_name,ast_9af08cf90d71,112036,,37-2호,오피스,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,57912,,,verified,0.94
missing_one_or_more_names,누리,이지스일반사모투자신탁392호(태양광),,강원도 삼척시 원덕읍 임원리 산255,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_9b387d397c17,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58346,,,verified,0.94
missing_one_or_more_names,남동테크노타워 지식산업센터 개발사업 PF대출,,,인천광역시 남동구 고잔동 648-1,,physical_asset,오피스,,,fund_name; project_name,ast_9b4469f9065d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Nuveen UK Enhanced Debt Fund,,,7개 포트폴리오,,physical_asset,오피스복합,,,fund_name; project_name,ast_9b78a5e73c6b,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,글로벌 리츠,이지스글로벌리츠섹터포커스SMA일반사모부동산투자신탁1호,,,글로벌 리츠,physical_asset,,운용,,project_name,ast_9bf678a7d2ae,112411,,리츠섹터SMA1호,지분증권,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58230,,,verified,0.94
missing_one_or_more_names,Venlo,이지스글로벌일반사모부동산투자신탁260호(재간접형),,네덜란드,"Townsend Europe Logistics Venture II Korea Feeder, Venlo, Kuhn Portfolio, Nabuurs Portfolio",physical_asset,물류센터,운용,,project_name,ast_9c32381fc123,112347,,260호,물류,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58184,,,verified,0.94
missing_one_or_more_names,국내 리츠,,,,,physical_asset,,,,fund_name; project_name,ast_9d78f7be9afb,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,글로벌 리츠,이지스투자풀부동산일반사모부동산투자신탁11호,,,글로벌 리츠,physical_asset,,운용,,project_name,ast_9dae37d9ddc4,112626,,투자풀11호,지분증권,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58494,,,verified,0.94
missing_one_or_more_names,펨코제17호기업구조조정부동산투자회사의 주식,,,서울특별시 구로구 경인로 662(신도림동 692),,physical_asset,오피스복합,,,fund_name; project_name,ast_9ecfbd60d856,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Miami Courvoisier Center Senior Loan,,,"501 Brickell Key Drive, Miami, Florida 33131",,physical_asset,오피스,,,fund_name; project_name,ast_9fa9d0943be6,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,씨티센터타워,,,서울특별시 중구 저동2가 24-1,,physical_asset,오피스,,,fund_name; project_name,ast_9fb48d4d8ce0,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Brookfield Super-Core Infrastructure Partners Partnership L.P.,,,,,physical_asset,,,,fund_name; project_name,ast_9ff3ad09710f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,서영빌딩,,,경기도 성남시 분당구 수내동 6-3,,physical_asset,오피스,,,fund_name; project_name,ast_a0c153e36050,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Clarion Gables Multifamily Fund,,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_a151fc2d6f8f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"AbryAdvanced Securities Fund III CV-A, L.P.",,,,,physical_asset,,,,fund_name; project_name,ast_a236bc9437e2,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"공모주, 스팩",,,,,physical_asset,,,,fund_name; project_name,ast_a3403c93d165,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,하남미사우성르보아파크,,,경기도 하남시 망월동 1079,,physical_asset,주거,,,fund_name; project_name,ast_a36a0293fea2,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,남산스퀘어,,,서울시 중구 퇴계로 173 (충무로3가 60-1),,physical_asset,오피스,,,fund_name; project_name,ast_a36fb8af4acf,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,트리스빌딩 (투자),이지스 KORIF 사모부동산투자신탁 22호,,서울특별시 강남구 논현동 70-6,"서영빌딩, 탑빌딩, 트리스빌딩, 호수빌딩",physical_asset,,청산,,project_name,ast_a39455191564,112025,,22호,오피스,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,57898,,,auto_created,0.98
missing_one_or_more_names,Courtyard Phoenix Airport,,,2621 South 47th Street,,physical_asset,호텔,,,fund_name; project_name,ast_a43bd38945be,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,밀레니엄힐튼호텔,,,서울특별시 중구 소월로 50,,physical_asset,오피스복합,,,fund_name; project_name,ast_a4549cd85c41,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,옥스포드,,,전라남도 고흥군 도화면 봉룡리 산221-1,,physical_asset,,,,fund_name; project_name,ast_a459af6de7b3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,부평 더샵센트럴시티 공공지원민간임대주택,,,인천광역시 부평구 열우물로 90,,physical_asset,주거,,,fund_name; project_name,ast_a5a50c01a582,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,정동빌딩,,,서울특별시 중구 정동 15-5,,physical_asset,오피스,,,fund_name; project_name,ast_a60a75cb3e01,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스기회추구일반사모부동산모투자신탁제2-1호,,,이지스 330호 (OPUS407/舊뉴욕제과빌딩),physical_asset,오피스복합,운용,,project_name,ast_a60db5e30056,112379,,기회추구 2-1호,지분증권,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58209,,,verified,0.94
missing_one_or_more_names,이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스일반사모부동산투자신탁제330호(F1종),,,,physical_asset,오피스복합,운용,,project_name,ast_a60db5e30056,120105,,제330호(F1종),복합(리테일),,inferred_underlying_asset,,direct_owner,inferred_direct,0.95,,resolved,no_project_link,no_project_link,funds,120105,,,verified,0.94
missing_one_or_more_names,아이에이제십육차유동화전문 유한회사,,,,,physical_asset,특별자산,,,fund_name; project_name,ast_a67100590140,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,안성 당목리 995번지 외 44개필지 물류센터 개발사업,,,경기도 안성시 당목리 995번지 일원,,physical_asset,물류센터,,,fund_name; project_name,ast_a6782d520cea,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,제이에스금계태양광발전,이지스일반사모투자신탁377호,,경상북도 상주시 공성면 금계리 662번지,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_a6d6041ea653,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58275,,,verified,0.94
missing_one_or_more_names,제주올레리조트,,,제주시 애월읍 부룡수길 33외 13필지,,physical_asset,호텔,,,fund_name; project_name,ast_a726e9da31e0,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스경산로지스1호(보통주),,,,,physical_asset,물류센터,,,fund_name; project_name,ast_a732f4857c2e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) 공동투자",,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_a74111b9d3ac,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,스타필드(고양),,,경기도 고양시 덕양구 동산동 370,,physical_asset,리테일,,,fund_name; project_name,ast_a81bf18a93d4,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Bell 본사(몬트리올) (대출),,,"1 Carrefour Alexander-Graham-Bell. Montreal, Canada",,physical_asset,오피스,,,fund_name; project_name,ast_a838dff2176d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,남산그린빌딩,,,서울특별시 중구 남대문로5가 267,,physical_asset,오피스,,,fund_name; project_name,ast_a87124d2b233,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,홈플러스 대전문화점,,,대전광역시 중구 문화동 1-17,,physical_asset,리테일,,,fund_name; project_name,ast_a8ad83130e72,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Hines European Property Partners,,,,,physical_asset,,,,fund_name; project_name,ast_a8c972e8e90e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,펨코제17호기업구조조정부동산투자회사의 주식,,,서울특별시 구로구 경인로 662(신도림동 692),,physical_asset,오피스복합,,,fund_name; project_name,ast_a8d37cc1f751,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,CJ제일제당센터,,,서울특별시 중구 동호로 330,,physical_asset,오피스,,,fund_name; project_name,ast_a8f90f516d21,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,안산 초지동 데이터센터,,,경기도 안산시 초지동 624-3,,physical_asset,데이터센터,,,fund_name; project_name,ast_a90871f38856,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,삼부빌딩 개발사업,,,중구 남창동 9-1 외 4필지,,physical_asset,오피스,,,fund_name; project_name,ast_a9239e56b790,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스 468-2호 수익증권,,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_a9606b58f51e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,서울시티타워,,,서울특별시 중구 후암로 110(남대문로5가),,physical_asset,오피스,,,fund_name; project_name,ast_a98062ccc3a8,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,안성홈플러스물류센터,,,경기도 안성시 원곡면 칠곡리 941번지,,physical_asset,물류센터,,,fund_name; project_name,ast_a9ed8293cd98,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,용산라이프PFV 대여금,,,서울특별시용산구청파로125 (한강로2가15-2),,physical_asset,오피스,,,fund_name; project_name,ast_aa235517fdc1,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,디앤피옥연,이지스일반사모투자신탁377호,,경북 의성군 비안면 옥연길 677-1,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_aab359e1cf01,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58282,,,verified,0.94
missing_one_or_more_names,판교 알파돔시티 비즈니스호텔,,,경기도 성남시 분당구 백현동 539,,physical_asset,호텔,,,fund_name; project_name,ast_aaf7f9cbe8b3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,양산 유산동 물류센터,,,경남 양산시 유산동 509 외 2필지,,physical_asset,물류센터,,,fund_name; project_name,ast_ab4857d97964,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,용산라이프PFV(보통주),,,서울용산구  청파로125 (한강로2가15-2) 일원,,physical_asset,오피스,,,fund_name; project_name,ast_ab7f584e6f30,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,ETF,,,,,physical_asset,,,,fund_name; project_name,ast_ab996f8ae3c9,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,케이앤씨헤르메스,이지스일반사모투자신탁435호(태양광),,"전라북도 남원시 대강면 송대리 3-7, 3-9, 3-13, 3-19, 보절면 괴양리 45-17, 4-19","다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_abdd62503393,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58440,,,verified,0.94
missing_one_or_more_names,New York 510 East 14th Mezzanine Loan,이지스글로벌일반사모부동산투자신탁308호,,"510 East 14th Streeet, NY","New York 555 10 Avenue, New York 510 East 14th Mezzanine Loan",physical_asset,주거,운용,,project_name,ast_ac51c5236199,112374,,308호,주거,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58204,,,verified,0.94
missing_one_or_more_names,글로벌 상장 인프라 증권,,,,,physical_asset,,,,fund_name; project_name,ast_ac65d3bb465d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스제542호부동산일반사모투자회사(제1종),,,,,physical_asset,주거,,,fund_name; project_name,ast_ac86e3c795d0,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,전환사채,이지스 코스닥벤처 일반사모투자신탁 제1호,,,"비상장 상환전환우선주, 전환사채, 공모주",physical_asset,,청산,,project_name,ast_ac998c897426,112709,,코스닥벤처1호,기타,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58567,,,verified,0.94
missing_one_or_more_names,Nuveen C-PACE Lending Fund III,,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_aca39ce05f05,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"AA- 이상 채권,  메자닌, 리츠IPO, 국내 상장 리츠, 공모주, 스팩",,,,,physical_asset,,,,fund_name; project_name,ast_ada848d413b9,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이천YM물류센터,,,경기도 이천시 대월면 초지리 273-1,,physical_asset,,,,fund_name; project_name,ast_ae0f1f82c083,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"Helix Buyer, LLC에 대한 선순위 대출",,,,,physical_asset,,,,fund_name; project_name,ast_ae8448d99472,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,바른빌딩,,,서울특별시 강남구 대치동 945-27,,physical_asset,오피스,,,fund_name; project_name,ast_af5f71776ae0,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,적화솔라,이지스일반사모투자신탁435호(태양광),,충남 부여군 장암면 지토리 산26번지,"다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_af81a8c4e0a3,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58452,,,verified,0.94
missing_one_or_more_names,Campegine,이지스글로벌일반사모부동산투자신탁335호,,"Emilia-Romagna (Bologna), Parma, Italy","San Mauro Torinese, Carugate, Verona, Tori Di Quartesolo, Campegine, Camplogalliano, Bologna Interporto",physical_asset,물류센터,청산,,project_name,ast_afa982be63cc,112401,,335호,물류,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58221,,,verified,0.94
missing_one_or_more_names,수원 이비스 앰배서더 수원 호텔 후순위 담보대출,,,경기도 수원시 팔달구 인계동 1132-12,,physical_asset,호텔,,,fund_name; project_name,ast_afdaf8446aaa,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,후너스빌딩,,,경기도 성남시 분당구 수내동 22-2,,physical_asset,오피스,,,fund_name; project_name,ast_b03e4a6447f9,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
