asset_id,current_asset_name,asset_name_action,proposed_asset_name,linked_fund_ids,pnu,x_code,y_code,modified_address,fund_code,short_name,fund_name,investment_asset_type,seq,excel_asset_name,asset_category,city,district,address,operation_status,domestic_overseas,fund_class
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4180037026101220000,127.053403053374,38.1678164523042,경기도 연천군 중면 합수리 122,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,8,에스지,특별자산,경기도,연천군,경기도 연천군 중면 합수리 122,운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4690035030101370003,126.145784395077,34.4273962344761,전라남도 진도군 지산면 와우리 137-3,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,9,케이앤씨벨에포크,특별자산,전라남도,진도군,"전라남도 진도군 지산면 와우리 137-3, 140-1",운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4790041024103560000,128.321153420258,36.5046457796687,경상북도 예천군 풍양면 흥천리 356,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,10,케이에이치테크단북1호,특별자산,경상북도,예천군,"경상북도 예천군 풍양면 홍천리 356, 357, 390",운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4721011000103460000,128.626195302659,36.8736398842617,경상북도 영주시 조와동 346,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,11,미션,특별자산,경상북도,영주시,경상북도 영주시 조와동 346 일원,운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4721011000103460000,128.626195302659,36.8736398842617,경상북도 영주시 조와동 346,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,12,윈즈에너지,특별자산,경상북도,영주시,경상북도 영주시 조와동 346 일원,운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4721011000103460000,128.626195302659,36.8736398842617,경상북도 영주시 조와동 346,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,13,이큐에너지,특별자산,경상북도,영주시,경상북도 영주시 조와동 346 일원,운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4477041025200790001,126.581342387506,36.1688014842476,충청남도 서천군 서면 원두리 산79-1,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,14,소망,특별자산,충청남도,서천군,"충청남도 서천군 서면 원두리 산79-1, 80",운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4477041025200790001,126.581342387506,36.1688014842476,충청남도 서천군 서면 원두리 산79-1,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,15,청수,특별자산,충청남도,서천군,"충청남도 서천군 서면 원두리 산79-1, 80",운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,5178025630201660000,127.312215136116,38.2394423378619,강원특별자치도 철원군 갈말읍 동막리 산166,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,16,봉산햇빛,특별자산,강원도,철원군,강원도 철원군 갈말읍 동막리 산166,운용,국내,Fund
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),split_or_drawer_list,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,112584,4413137000104010008,127.349987101045,36.8097902273754,충청남도 천안시 동남구 동면 401-8,112584,435호,이지스일반사모투자신탁435호(태양광),특별자산,17,행암에너지일호,특별자산,충청남도,천안시,충청남도 천안시 동남구 동면 행암리 401-8 외,운용,국내,Fund
