asset_id,canonical_name,review_status,source_confidence,match_reason,source_row_count,fund_ids,address_text,pnu,asset_code,latitude,longitude,site_area,gross_floor_area,main_usage,structure
ast_eb6dfd75233b,울산케이티엑스센트럴포레 주식회사,auto_created,0.94,same_asset_code,1,P00034,울산광역시 울주군 삼남읍 교동리 1682-1,,AP00034001,35.5544763329287,129.135414190167,,120656.0,주거,
ast_d4da0b74e017,해운대센트럴PFV,auto_created,0.94,same_asset_code,1,P00035,부산광역시 해운대구 중동 256-5,,AP00035001,35.1695431749013,129.172356621818,,16486.0,주거,
ast_10ad74d3885c,이지스엠에프용답위탁관리부동산투자회사,auto_created,0.94,same_asset_code,1,R00001,서울특별시 성동구 용답동 231,,AR00001001,37.560627357669,127.063532207307,,97570.0,주거,
ast_45b2d66f02a6,주식회사 이지스용산청년주택위탁관리부동산투자회사,auto_created,0.94,same_asset_code,1,R00004,서울특별시 용산구 원효로3가 1-159,,AR00004001,37.5358895141202,126.957067441113,,99754.5,주거,
ast_ee8fd3272e9f,이지스데이터센터위탁관리부동산투자회사 주식회사,auto_created,0.94,same_asset_code,1,R00006,야탑동 343-1,,AR00006002,37.413521277,127.124501255,,,데이터센터,
ast_31b606a68614,주식회사 이지스글로벌레지던스위탁관리부동산투자회사,auto_created,0.94,same_asset_code,1,R00010,"1255 Granville Payne Ave, Brooklyn, NY",,AR00010001,,,,556137.0,주거,
ast_7f15b2995cda,주식회사타임워크웨스트기업구조조정부동산투자회사,auto_created,0.94,same_asset_code,1,R00014,신도림동 692,,AR00014001,37.508134461,126.888206228,,,오피스,
ast_b2fa1e20d812,용산전자상가 특별계획구역8 개발사업,auto_created,0.94,same_asset_code,1,P00039,서울특별시 용산구 한강로2가 15-2,,P00039001,37.5339125585088,126.965671508104,,14747.68,리테일,철근콘크리트구조
ast_498605d11e47,"용답동 231, 231-1 공동주택 및 근린생활시설",auto_created,0.94,same_asset_code,1,R00016,서울특별시 성동구 용답동 231,,R00016001,37.560627357669,127.063532207307,3.0,97558.0,오피스,
ast_ab2388583a01,이지스엔지제28호사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112029,서울특별시 종로구 적선동 66,1111010700100660000,A112029001,37.5751758160478,126.973971536204,4234.9,34313.0,오피스,일반철골구조
ast_e0ceeeeea66d,이지스일반사모부동산투자신탁61호,auto_created,0.98,same_pnu,1,112059,서울특별시 종로구 수송동 83-1,1111012400100830001,A112059001,37.5741468845465,126.981326327837,5275.0,50313.0,오피스,철근콘크리트구조
ast_0abd1bb4f14d,이지스사모부동산투자신탁24호,auto_created,0.98,same_pnu,1,112028,서울특별시 종로구 수송동 156,1111012400101560000,A112028001,37.5727056051729,126.981110920995,2890.2,34747.2,호텔,철근콘크리트구조
ast_6d034b8b4615,트윈트리타워,auto_created,0.98,same_pnu,3,"112024, 112530, 112531",서울특별시 종로구 중학동 14,1111012500100140000,A112024001,37.5754327198305,126.979710457626,0.0,55785.3,오피스,철근콘크리트구조
ast_05030615115a,이지스전문투자형사모부동산투자신탁79호,auto_created,0.98,same_pnu,1,112064,서울특별시 종로구 관훈동 38,1111012800100380000,A112064001,37.5742647218634,126.984897381144,1503.2,4535.98,제2종근린생활시설,철근콘크리트구조
ast_65084c8903f7,이지스일반사모부동산투자신탁120호,auto_created,0.98,same_pnu,3,"112114, 112115, P00007",서울특별시 종로구 관훈동 155-2,1111012800101550002,A112115001,37.5745609052271,126.983792055334,5853.22,45284.0,호텔,철골철근콘크리트구조
ast_ffba45893a90,이지스전문투자형사모부동산투자신탁178호,auto_created,0.98,same_pnu,1,112217,서울특별시 종로구 관철동 10-2,1111013500100100002,A112217001,37.5685960116053,126.987170722428,1877.4,40836.7,오피스,철골철근콘크리트구조
ast_1021ffe84641,이지스제81호사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112071,서울특별시 종로구 종로2가 6,1111016400100010032,A112071001,37.5704597344363,126.983850229396,0.0,60600.6,오피스,철골철근콘크리트구조
ast_0ec4e04d51cb,CGV대학로,auto_created,0.98,same_pnu,2,"112365, 112366",명륜2가 41-9,1111017100100410009,A112365001,37.583456744,126.999838625,901.8,5153.53,리테일,철근콘크리트구조
ast_298f08960644,종로구 시니어주택 리모델링,auto_created,0.98,same_pnu,4,"112786, 112787, 112788, 112789",서울특별시 종로구 평창동 153-3,1111018300101530003,A112785001,37.6072678993231,126.970790194155,4268.0,16102.0,기타(노유자),철근콘크리트구조
ast_a6a9c6ac830f,이지스일반사모부동산투자신탁제390호,auto_created,0.98,same_pnu,1,112493,서울특별시 중구 을지로2가 6,1114010400101920011,A112493001,37.5664364917745,126.983546501444,1130.9,122587.0,오피스,철골철근콘크리트구조
ast_f9f67ace698d,시그니쳐타워,auto_created,0.98,same_pnu,4,"112128, 112139, 112140, 112141",서울특별시 중구 수표동 99,1114011000100990000,A112140001,37.5675231547481,126.988495073243,6937.6,99997.1,오피스,철골철근콘크리트구조
ast_0b1f522541ea,남대문칠일피에프브이주식회사,auto_created,0.98,same_pnu,1,P00016,서울특별시 중구 남창동 9-1,1114011200100090001,AP00016001,37.5596589252731,126.978951295958,0.0,27945.0,오피스,철근콘크리트구조
ast_1e14027b3dd6,이지스일반사모부동산투자신탁제247호,auto_created,0.98,same_pnu,1,112268,북창동 17-1,1114011300100170001,A112268001,37.563066781,126.978078499,741.5,5758.45,호텔,철근콘크리트구조
ast_1c2682afd836,남산그린빌딩,auto_created,0.98,same_pnu,3,"112015, 112016, 112794",서울특별시 중구 남대문로5가 267,1114011800102670000,A112015001,37.5564180051823,126.976053006264,6107.1,58668.3,오피스,일반철골구조
ast_c1a666d471cf,와이디427피에프브이 주식회사,auto_created,0.98,same_pnu,1,P00030,남대문로5가 395,1114011800103950000,AP00030001,37.555468504,126.975599968,18760.1,82856.5,오피스복합,철근콘크리트구조
ast_0d7acd82f21d,와이디816피에프브이 주식회사,auto_created,0.98,same_pnu,1,P00037,남대문로5가 537,1114011800105370000,AP00037001,37.556295031,126.974862554,3964.89,41139.6,오피스,철근콘크리트구조
ast_8d08ba7fb345,서울시티타워,auto_created,0.98,same_pnu,7,"112690, 112691, 112692, 112694, 112695, 112696, 112697",남대문로5가 581,1114011800105810000,A112690001,37.554319218,126.974056911,3828.4,60011.1,오피스,철골철근콘크리트구조
ast_f27b3f22481d,이지스제104호전문투자형사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112096,서울특별시 중구 남대문로5가 827,1114011800108270000,A112096001,37.5538794762656,126.975789512057,5346.1,41598.1,오피스,철골철근콘크리트구조
ast_f7a4274b7b95,타임워크명동,auto_created,0.98,same_pnu,3,"112237, 112350, 112351",서울특별시 중구 명동1가 59-5,1114012600100590005,A112350001,37.5641673894965,126.983019790201,4240.42,37285.9,오피스,철골철근콘크리트구조
ast_7c6e1150891a,이지스일반사모부동산투자신탁7호,auto_created,0.98,same_pnu,1,112006,서울특별시 중구 명동2가 83-5,1114012700100830005,A112006001,37.5634132530821,126.982889617801,3305.8,23834.0,리테일,철근콘크리트구조
ast_081e3e97bfc0,서울로타워,auto_created,0.98,same_pnu,3,"112237, 112546, P00037",남산동1가 5-2,1114012800100050002,A112546001,37.560421228,126.985029599,0.0,27897.5,오피스,일반목구조
ast_65e587cdb88a,이지스제333호일반사모부동산투자신탁(운용),auto_created,0.98,same_pnu,2,"112510, R00008",서울특별시 중구 남학동 13-2,1114014000100130002,A112510001,37.5608390054111,126.991277986505,651.1,5464.0,호텔,철골철근콘크리트구조
ast_1b564b775426,이지스리빙개발투자1의3호일반사모부동산모투자회사,auto_created,0.98,same_pnu,1,112630,서울특별시 중구 광희동2가 238-1,1114014600102380001,A112445003,37.5641365485198,127.008720254959,647.73,5697.0,호텔,철근콘크리트구조
ast_00af0efeae81,CJ제일제당센터,auto_created,0.98,same_pnu,3,"112475, 112476, 112477",쌍림동 292,1114014700102920000,A112475001,37.564009128,127.003293395,6479.8,80385.3,오피스,철골철근콘크리트구조
ast_f612ab2bc96b,이든센트럴PFV,auto_created,0.98,same_pnu,1,P00032,서울특별시 중구 을지로2가 1-1,1114015000103140000,AP00032001,37.5662383080792,126.983253795851,0.0,30060.7,오피스,블록구조
ast_7b6bab007ab5,"세운 6-3-1,2구역 도시환경정비사업 개발사업 중순위 PF대출채권 및 토지신탁 우선수익권을 기초자산으로 ?",auto_created,0.98,same_pnu,1,112276,서울특별시 중구 을지로3가 261-4,1114015500102610004,A112276001,37.5657533467533,126.994446629682,0.0,516.2,주거,일반목구조
ast_f91a0e6d09c4,이지스일반사모부동산투자신탁제412호,auto_created,0.98,same_pnu,1,112551,서울특별시 중구 충무로3가 43,1114015800100300004,A112551001,37.5625755531273,126.992605614275,0.0,16651.0,오피스,철골철근콘크리트구조
ast_66b67ef0d466,남산스퀘어,auto_created,0.98,same_pnu,3,"112393, 112394, 112395",충무로3가 60-1,1114015800100600001,A112393001,37.56182408,126.991058511,7942.5,75252.5,업무시설,일반철골구조
ast_f4515d7fbee4,이지스사모부동산투자신탁26호,auto_created,0.98,same_pnu,1,112045,서울특별시 중구 저동2가 24-1,1114016100100240001,A112045001,37.5644458681787,126.990363974024,2334.9,37266.4,오피스,철근콘크리트구조
ast_b3e2c7493abd,포포인츠바이쉐라톤조선서울명동,auto_created,0.98,same_pnu,3,"112128, 112197, 112198",저동2가 89,1114016100100890000,A112197001,37.565554365,126.989413698,1546.0,21548.7,호텔,철근콘크리트구조
ast_f9b98820d94e,태평로빌딩,auto_created,0.98,same_pnu,4,"112104, 112400, 120026, R00011",서울특별시 중구 서소문동 111,1114016600101110000,A112104001,37.5629345471314,126.975714116906,2893.4,40001.8,오피스,철골철근콘크리트구조
ast_bdc48caf7a58,이지스일반사모부동산투자신탁42호(운용),auto_created,0.98,same_pnu,1,112039,서울특별시 중구 정동 15-5,1114016700100150005,A112039001,37.5674960634874,126.971036652671,1270.59,39343.1,오피스,철근콘크리트구조
ast_0b4e104eabf3,이지스전문투자형사모부동산투자신탁86호,auto_created,0.98,same_pnu,1,112078,서울특별시 중구 순화동 66,1114016800100660000,A112078001,37.5610742713585,126.972259461074,1828.4,21772.5,오피스,철골철근콘크리트구조
ast_1cedcac681ee,이지스일반사모부동산투자신탁567호,auto_created,0.98,same_pnu,1,120074,한강로2가 15-2,1117012500100150002,A120074001,37.533959594,126.966023329,10340.5,14747.7,오피스,철근콘크리트구조
ast_494a0b927a0f,이지스전문투자형사모투자신탁124호,auto_created,0.98,same_pnu,1,112118,서울특별시 용산구 한강로2가 191,1117012500101910000,A112118001,37.5282290161001,126.967891171455,11703.4,105492.0,제2종근린생활시설,일반철골구조
ast_aac5427c01f4,이지스한남일반사모부동산투자신탁제418호,auto_created,0.98,same_pnu,3,112556,서울특별시 용산구 한남동 736-9,1117013100107360009,A112556003,37.5346084574803,126.997909774991,1270.8,7319.6,오피스,철골철근콘크리트구조
ast_e67e35a668d5,이지스부동산일반사모투자회사제550호,auto_created,0.98,same_pnu,1,190008,서울특별시 용산구 갈월동 1-1,1117013300101990003,A190008001,37.5498296767843,126.972778322183,1402.1,1496.01,리테일,철근콘크리트구조
ast_a95df9eb606a,이지스리테일부동산투자신탁194호,auto_created,0.98,same_pnu,1,112205,서울특별시 광진구 자양동 9-4,1121510500100090004,A112205001,37.5397879024759,127.066934414239,2982.5,13068.1,제2종근린생활시설,철골철근콘크리트구조
ast_0e1977c24f8f,이지스부동산투자신탁145호,auto_created,0.98,same_pnu,1,112154,서울특별시 광진구 화양동 116-2,1121510700101160002,A112154002,37.5475975905032,127.070901997033,906.0,8543.66,주거,철근콘크리트구조
ast_6b441332704f,이지스리빙개발투자1의2호일반사모부동산모투자회사,auto_created,0.98,same_pnu,1,112557,서울특별시 동대문구 신설동 98-24,1123010100100980024,A112445002,37.5762165490784,127.026063675578,902.8,11588.9,호텔,철골철근콘크리트구조
ast_a24bfb7f05c2,동대문구 용두동 오피스텔 PF대출채권,auto_created,0.98,same_pnu,1,112529,서울특별시 동대문구 용두동 144-31,1123010200101440031,A112529001,37.5784139319232,127.031931986224,1048.63,11034.7,오피스,철근콘크리트구조
ast_4f15de89cf7a,이지스센츄리온제238호전문투자형사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112251,휘경동 319-12,1123010900103190012,A112251001,37.589550962,127.056832917,968.0,1352.7,숙박시설,철근콘크리트구조
ast_db15cef3f4f1,"NH농협생명빌딩 동관(구, 임광빌딩 신관)",auto_created,0.98,same_pnu,1,112003,서울특별시 서대문구 미근동 257,1141010400102570000,A112003002,37.562748456665,126.968548217024,2310.0,29547.3,오피스,철골철근콘크리트구조
ast_5864d2607555,"NH농협생명빌딩 서관(구, 임광빌딩 본관)",auto_created,0.98,same_pnu,1,112003,서울특별시 서대문구 미근동 267,1141010400102670000,A112003001,37.5623657232981,126.968734883497,3728.7,34608.2,제1종근린생활시설,철근콘크리트구조
ast_a1773033ed68,이지스부동산론일반사모부동산투자신탁제1호,auto_created,0.98,same_pnu,1,112666,서울특별시 서대문구 충정로2가 67-70,1141010400103320000,A112666001,37.5651928411495,126.961391128506,1931.5,30133.2,업무시설,철골철근콘크리트구조
ast_82ad52798bf4,KORNER 136,auto_created,0.98,same_pnu,3,"112368, 112369, 112370",서울특별시 마포구 서교동 354-1,1144012000103540001,A112368001,37.5548572163088,126.92169792981,1393.4,5408.0,오피스,철골철근콘크리트구조
ast_b8957ff7eafe,이지스일반사모부동산투자신탁제331호(운용),auto_created,0.98,same_pnu,2,"112396, R00008",서울특별시 마포구 서교동 460-25,1144012000104600025,AR00008003,37.5562417887527,126.916827412918,3622.1,17606.6,호텔,철근콘크리트구조
ast_cb780b5fc99f,이지스일반사모부동산투자신탁85호,auto_created,0.98,same_pnu,1,112075,서울특별시 마포구 동교동 165-4,1144012100101650004,A112075001,37.5565120479123,126.924085162129,799.3,4338.47,리테일,철근콘크리트구조
ast_dafdb23ee054,이지스전문투자형사모부동산투자신탁242호,auto_created,0.98,same_pnu,1,112258,서울특별시 양천구 신정동 329-10,1147010100103290010,A112258001,37.5189514702369,126.870525882734,1238.3,6102.25,제1종근린생활시설,철근콘크리트구조
ast_388548fb40a5,이지스리테일부동산투자신탁287호,auto_created,0.98,same_pnu,1,112311,서울특별시 양천구 목동 962,1147010200109620000,A112311001,37.5259733847941,126.870374833343,8531.1,24701.1,주거,철근콘크리트구조
ast_4c0cb008edcc,이지스전문투자형사모부동산투자신탁1호,auto_created,0.98,same_pnu,1,112001,서울특별시 강서구 등촌동 689,1150010200106890000,A112001001,37.5600877291704,126.840398466906,11213.6,110027.0,리테일,일반철골구조
ast_ecc118b65b9e,원그로브(마곡CP4 복합개발사업),auto_created,0.98,same_pnu,4,"112589, 112590, 112591, P00018",서울특별시 강서구 마곡동 769,1150010500107690000,A112589001,37.5613834809681,126.824808236559,39052.6,463204.0,오피스,철골철근콘크리트구조
ast_d748899847d0,이지스제90호전문투자형사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112086,서울특별시 구로구 신도림동 337,1153010100103370000,A112086001,37.5094186484077,126.887752654102,16529.0,25454.0,오피스,철근콘크리트구조
ast_fbb5abbeb546,펨코제17호기업구조조정부동산투자회사의 주식,auto_created,0.98,same_pnu,3,"112680, 112681, 112683",신도림동 692,1153010100106920000,A112680001,37.508134461,126.888206228,25756.8,116587.0,오피스복합,철골철근콘크리트구조
ast_34ff5704553e,G밸리비즈플라자,auto_created,0.98,same_pnu,4,"112017, 112479, 112480, 112481",서울특별시 구로구 구로동 188-25,1153010200101880025,A112017001,37.4848654064446,126.89634254489,12339.0,99337.9,오피스,철근콘크리트구조
ast_30d64bd20ac8,이지스KORIF사모부동산모투자신탁18-2호,auto_created,0.98,same_pnu,1,112014,서울특별시 구로구 구로동 1258,1153010200112580000,A112013001,37.5009489898148,126.874678419041,0.0,59596.4,리테일,철근콘크리트구조
ast_ade3b07f62ce,이지스일반사모부동산투자신탁156호,auto_created,0.98,same_pnu,1,112160,서울특별시 금천구 가산동 60-29,1154510100100600029,A112160001,37.4757133087236,126.887882337494,8247.0,69012.3,물류,철골철근콘크리트구조
ast_292b217edb37,홈플러스금천점,auto_created,0.98,same_pnu,2,"112008, 112702",서울특별시 금천구 독산동 291-7,1154510200102910007,A112008001,37.4689098518843,126.896941825063,15996.5,59421.6,리테일,철골철근콘크리트구조
ast_edebae8dd9a4,페어필드 메리어트 서울 메자닌 대출,auto_created,0.98,same_pnu,3,"112053, 112195, 112699",영등포동1가 143-3,1156010200101430003,A112699001,37.517018295,126.909321892,2524.8,32054.8,호텔,철근콘크리트구조
ast_c9fa185e54af,서울시 영등포 1-3 재정비촉진지구 도시환경정비사업,auto_created,0.98,same_pnu,1,112229,영등포동7가 29-55,1156010800100290055,A112229001,37.522941316,126.909136043,321.0,1166.68,교육연구시설,일반철골구조
ast_f9d3bfa981d3,이지스제400호부동산일반사모투자회사,auto_created,0.98,same_pnu,1,112700,여의도동 23-2,1156011000100230002,A112700001,37.524839089,126.924184875,4765.0,69974.4,오피스,철근콘크리트구조
ast_5a2f7e7de588,오투타워,auto_created,0.98,same_pnu,2,"112237, 112238",서울특별시 영등포구 여의도동 23-6,1156011000100230006,A112237001,37.5234013996711,126.92345548522,3176.0,43835.3,오피스,철근콘크리트구조
ast_5415be68b895,이지스일반사모부동산투자신탁59호,auto_created,0.98,same_pnu,1,112055,서울특별시 영등포구 여의도동 25,1156011000100250000,A112055001,37.524077334151,126.926023745924,1388.0,14861.5,오피스,철근콘크리트구조
ast_bf4c8b88162d,홈플러스영등포점,auto_created,0.98,same_pnu,2,"112008, 112702",서울특별시 영등포구 문래동3가 55-3,1156012100100550003,A112008004,37.5181793961526,126.895909650533,17190.1,66142.2,리테일,철근콘크리트구조
ast_9882566370ea,피에스KORIF사모부동산투자신탁8호,auto_created,0.98,same_pnu,1,112002,서울특별시 관악구 신림동 1641-2,1162010200116410002,A112002001,37.4838471968948,126.930186092404,2873.8,37758.8,리테일,철골철근콘크리트구조
ast_8e171a86dd72,The-K호텔서울 부지 재개발사업,auto_created,0.98,same_pnu,1,190009,서울특별시 서초구 양재동 202,1165010200102020000,A190009001,37.466726447809,127.032666012317,104618.3,98820.8,문화및집회시설,일반철골구조
ast_49c80f909a10,반포이수화학본사사옥,auto_created,0.98,same_pnu,4,"112270, 112271, 112272, 112292",서울특별시 서초구 반포동 112-4,1165010700101120004,A112270001,37.4980900724202,126.993679055551,2155.0,12184.1,오피스,철근콘크리트구조
ast_59c516db52af,OPUS459(구. 백암빌딩),auto_created,0.98,same_pnu,4,"112421, 112422, 112423, 112424",서울특별시 서초구 서초동 1303-34,1165010800113030034,A112421001,37.5031021280481,127.024422676264,2000.0,27052.8,오피스,철골철근콘크리트구조
ast_ffdc4b68ae22,OPUS407,auto_created,0.98,same_pnu,4,"112375, 112376, 112377, 112378",서울특별시 서초구 서초동 1318-1,1165010800113180001,A112375001,37.4989862330624,127.026591027893,673.7,6353.3,제1종근린생활시설,철골철근콘크리트구조
ast_5642a1753971,강남구 역삼동 오피스텔 및 근린생활시설 신축사업,auto_created,0.98,same_pnu,1,112252,서울특별시 강남구 역삼동 605-17,1168010100106050017,A112252001,37.5066974374472,127.032782384035,1074.0,12986.2,오피스,철근콘크리트구조
ast_41eea664ba67,센터필드,auto_created,0.98,same_pnu,5,"112209, 112210, 112211, 112212, 112241",서울특별시 강남구 역삼동 676,1168010100106760000,A112209001,37.5031706018767,127.041491481751,18489.7,239188.0,오피스,철골철근콘크리트구조
ast_8c20507451c1,서울인터내셔널타워(SI타워),auto_created,0.98,same_pnu,2,"120094, R00015",역삼동 679-4,1168010100106790004,AR00015001,37.501610831,127.037716435,3587.2,66202.4,오피스,철골철근콘크리트구조
ast_75dbb04833c2,선릉위워크타워,auto_created,0.98,same_pnu,2,"112499, 112500",역삼동 706,1168010100107060000,A112499001,37.502491702,127.043563097,1586.6,19646.0,오피스,철골철근콘크리트구조
ast_6570582962a1,이지스부동산론일반사모부동산투자신탁제1호,auto_created,0.98,same_pnu,1,112666,역삼동 706-1,1168010100107060001,A112666004,37.502482868,127.043952364,2132.4,34460.7,업무시설,철골철근콘크리트구조
ast_2a7e5a297683,역삼AP타워,auto_created,0.98,same_pnu,3,"112561, 112562, 112563",역삼동 719-1,1168010100107190001,A112561001,37.501500385,127.040414401,1452.0,14457.6,업무시설,철골철근콘크리트구조
ast_018e4ec1c5ce,더강남832PFV의 지분증권 및 대출채권,auto_created,0.98,same_pnu,2,"112052, 112450",서울특별시 강남구 역삼동 832-2,1168010100108320002,A112052001,37.4926914132066,127.030659320846,2954.5,24515.0,오피스,철근콘크리트구조
ast_cb4bea954c3e,청담펜트하우스 PFV,auto_created,0.98,same_pnu,1,P00021,서울특별시 강남구 청담동 129,1168010400101290000,AP00021001,37.5260429363184,127.054225708232,2588.3,20623.6,주거,철골철근콘크리트합성구조
ast_aa15d8376b64,이지스제371호전문투자형사모부동산투자회사(운용),auto_created,0.98,same_pnu,1,112461,서울특별시 강남구 삼성동 3-1,1168010500100030001,A112461001,37.5174147257174,127.044101400866,1232.3,1232.3,주거,철근콘크리트구조
ast_9ebb82a3752a,이지스전문투자형사모부동산투자신탁184호,auto_created,0.98,same_pnu,1,112196,서울특별시 강남구 삼성동 112-5,1168010500101120005,A112196001,37.5102953151715,127.045338790846,0.0,28602.8,호텔,철근콘크리트구조
ast_d85caac38985,이지스일반사모부동산투자신탁279호,auto_created,0.98,same_pnu,1,112305,서울특별시 강남구 삼성동 154-8,1168010500101540008,A112305001,37.5098835983429,127.057517938075,1492.7,9401.74,오피스,철골철근콘크리트구조
ast_6719a0928bcf,V플렉스,auto_created,0.98,same_pnu,3,"112128, 112144, 112146",서울특별시 강남구 삼성동 157-27,1168010500101570027,A112144001,37.5075219504191,127.056749625323,1691.4,26839.1,오피스,철골철근콘크리트구조
ast_1d190ac3793a,캐나다 물류중개업체 인수 관련 국내 SPC 대출채권,auto_created,0.98,same_pnu,1,112708,삼성동 159,1168010500101590000,A112708001,37.51023309,127.058596939,0.0,107933.0,업무시설,철골철근콘크리트구조
ast_1756dd921c4c,이지스코어오피스공모부동산투자신탁제117호,auto_created,0.98,same_pnu,1,112110,서울특별시 강남구 대치동 945-27,1168010600109450027,A112110001,37.5074671703469,127.061283376296,915.3,11349.6,오피스,철골철근콘크리트구조
ast_61e554ab263a,이지스사모부동산투자신탁35호,auto_created,0.98,same_pnu,1,112038,서울특별시 강남구 대치동 948,1168010600109480000,A112038001,37.5061935305982,127.063728035157,8267.1,47721.2,오피스,철골철근콘크리트구조
ast_0eebe3722ecd,이지스KORIF사모부동산투자신탁16호,auto_created,0.98,same_pnu,1,112012,서울특별시 강남구 대치동 1004,1168010600110040000,A112012001,37.5070703266535,127.066936103562,5431.6,43798.6,오피스,철근콘크리트구조
ast_3e8fec277620,이지스전문투자형사모부동산투자신탁144호(운용),auto_created,0.98,same_pnu,1,112185,서울특별시 강남구 신사동 533-3,1168010700105330003,A112185001,37.5221787451402,127.022430544855,482.9,1838.66,오피스,철근콘크리트구조
ast_4f5ea25eb396,이지스일반사모부동산투자신탁제291호,auto_created,0.98,same_pnu,1,112322,서울특별시 강남구 신사동 543,1168010700105430000,A112322001,37.5201806890901,127.023946529811,728.2,2404.65,제2종근린생활시설,철근콘크리트구조
ast_9a70bf0b0afd,가로골목,auto_created,0.98,same_pnu,3,"112153, 112792, 112793",서울특별시 강남구 신사동 545-18,1168010700105450018,A112153001,37.5204244504764,127.023286401923,725.6,2346.77,제1종근린생활시설,철근콘크리트구조
ast_a39455191564,이지스 KORIF 사모부동산투자신탁 22호,auto_created,0.98,same_pnu,1,112025,서울특별시 강남구 논현동 70-6,1168010800100700006,A112025003,37.5196297916596,127.034047150685,2245.5,13000.1,오피스,일반철골구조
ast_31a8b3ea9c30,두산빌딩,auto_created,0.98,same_pnu,2,"112524, 112525",논현동 105-7,1168010800101050007,A112524001,37.519381899,127.035197464,3757.0,31877.8,오피스,철골철근콘크리트구조
ast_edd6f6c3e3e5,이지스전문투자형사모부동산투자신탁6호,auto_created,0.98,same_pnu,1,112005,서울특별시 강남구 논현동 119,1168010800101190000,A112005001,37.5174929279988,127.040655964645,2986.9,44410.5,오피스,철골철근콘크리트구조
ast_56e6a7e4b54b,이지스부동산투자신탁280호,auto_created,0.98,same_pnu,1,112298,서울특별시 송파구 잠실동 183-12,1171010100101830012,A112298001,37.5109294236459,127.083643638518,749.2,7628.0,오피스,철근콘크리트구조
ast_f2e00117756f,B스퀘어,auto_created,0.98,same_pnu,4,"112649, 112650, 112651, 112652",범천동 863-1,2623010400108630001,A112649001,35.149715457,129.058779481,3693.9,14581.8,오피스,철골철근콘크리트구조
ast_541ce8b9c351,이지스전문투자형사모투자신탁285호,auto_created,0.98,same_pnu,1,112306,부산광역시 동래구 온천동 180-14,2626010800101800014,A112306001,35.2181113387091,129.082588143232,2543.0,34730.9,오피스,철근콘크리트구조
ast_39df6f35071a,신라스테이해운대,auto_created,0.98,same_pnu,3,"112048, 112677, 112678",부산광역시 해운대구 우동 629-6,2635010500106290006,A112048001,35.159763310997,129.158728364903,2776.0,29620.6,호텔,철골철근콘크리트구조
ast_ecd738fc0c31,홈플러스센텀시티점,auto_created,0.98,same_pnu,2,"112008, 112702",부산광역시 해운대구 우동 1499,2635010500114990000,A112008003,35.1708980356299,129.133752556126,17289.8,59650.9,리테일,철근콘크리트구조
ast_6fbb0d555e87,이지스일반사모투자신탁435호(태양광),auto_created,0.98,same_pnu,1,112584,대저1동 1619,2644010100116190000,A112584020,35.209673248,128.954717074,0.0,189.0,판매시설,철근콘크리트구조
ast_afb26eedbbe3,이지스제114호전문투자형사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112109,부산광역시 강서구 송정동 1715-2,2644010900117150002,A112109001,35.0850630397063,128.840948002681,0.0,24387.9,제2종근린생활시설,철근콘크리트구조
ast_25e1a4cc6c6f,부산 수영구 광안동 98-1외 7필지 오피스텔 PF대출,auto_created,0.98,same_pnu,1,112163,부산광역시 수영구 광안동 98-1,2650010400100980001,A112163001,35.1649670714848,129.115156918974,2126.9,32799.3,오피스,철근콘크리트구조
ast_b6574cf0dc13,"부산시 사상구 괘법동 오피스텔, 도시형생활주택 및 근린생활시설 신축사업",auto_created,0.98,same_pnu,1,112252,부산광역시 사상구 괘법동 564-8,2653010400105640008,A112252002,35.161922930757,128.982295559015,1658.2,22920.8,주거,철근콘크리트구조
ast_1c2b0c57e8b7,이지스티디에이치제32호사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112033,대구광역시 중구 문화동 11-1,2711012100100110001,A112033001,35.8709645189052,128.597706863321,7615.5,86892.5,호텔,일반철골구조
ast_44e362fded27,이지스리테일제55호사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112054,인천광역시 중구 항동7가 76-2,2811011800100760002,A112054003,37.4480138692455,126.622194743796,20486.0,49778.2,리테일,철근콘크리트구조
ast_b9718f8cb5fe,아레나스영종,auto_created,0.98,same_pnu,3,"112235, 112320, 112323",인천광역시 중구 운북동 1328-1,2811014800113280001,A112235001,37.510660397356,126.497846754351,0.0,186038.0,물류,경량철골구조
ast_bd308f82a818,잭니클라우스GC 단독주택부지 담보신탁 1순위 우선수익권 담보부대출,auto_created,0.98,same_pnu,1,112255,인천광역시 연수구 송도동 117-91,2818510600101170091,A112255001,37.3803712229872,126.626001940722,459.7,454.21,주거,철근콘크리트구조
ast_701635aba4fc,송도 센토피아더샵 공동주택 및 근린생활시설 개발사업 PF Refinancing 대출채권,auto_created,0.98,same_pnu,1,112373,인천광역시 연수구 송도동 308-1,2818510600103080001,A112373001,37.4120749239746,126.612069865029,0.0,15887.3,주거,철근콘크리트구조
