asset_id,canonical_name,review_status,source_confidence,match_reason,source_row_count,fund_ids,address_text,pnu,asset_code,latitude,longitude,site_area,gross_floor_area,main_usage,structure
ast_5a8751925824,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,충청북도 진천군 문백면 계산리 359-1,,A112584037,36.7903365306719,127.400320696402,,,특별자산,
ast_fa5c29f90c9f,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,충청북도 진천군 문백면 계산리 359-1,,A112584038,36.7903365306719,127.400320696402,,,특별자산,
ast_71e2c09c8e7e,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,충청북도 진천군 문백면 계산리 359-1,,A112584039,36.7903365306719,127.400320696402,,,특별자산,
ast_77ede44aa23a,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,충청남도 논산시 은진면 용산리 296,,A112584040,36.1581878121978,127.12039037846,,,특별자산,
ast_60fde6988245,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,경상북도 상주시 화동면 어산리 524-1,,A112584041,36.3956121690495,128.003694326089,,,특별자산,
ast_af81a8c4e0a3,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,충청남도 부여군 장암면 지토리 산 26,,A112584042,36.2120171634691,126.921282150808,,,특별자산,
ast_ebcbfb2a0ea5,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,충청남도 보령시 천북면 신죽리 645-11,,A112584043,36.486638116384,126.578829306093,,,특별자산,
ast_4a41b5cdfb00,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,충청남도 공주시 이인면 오룡리 산 2-32,,A112584044,36.4145424469331,127.074308309811,,,특별자산,
ast_88157f8599f7,이지스일반사모투자신탁435호(태양광),auto_created,0.94,same_asset_code,1,112584,경북 김천시 어모면 남신리 213번지,,A112584045,,,,,특별자산,
ast_1a8c028a5e37,NY Brooklyn MF SpringCreek Tower,auto_created,0.94,same_asset_code,1,112585,,,A112585001,,,,,주거,
ast_cb59978f02bf,이지스K-리츠일반사모부동산투자신탁,auto_created,0.94,same_asset_code,1,112587,,,A112587001,,,,,기타,
ast_c7abc1f4627e,Toronto The One Senior Loan (Standby Facility),auto_created,0.94,same_asset_code,1,112588,"One Bloor St. West, Toronto, Ontario",,A112588001,,,,65837.4,오피스복합,
ast_4a2315b88c84,이지스리츠포트폴리오일반사모부동산투자신탁제2호,auto_created,0.94,same_asset_code,1,112596,,,A112596001,,,,,기타,
ast_d19b7e4dea84,East Alaxandria Multifamily The Foundry,auto_created,0.94,same_asset_code,2,"112598, 112599","2470 Madeville Ln, Alexandria, VA 22314",,A112598001,,,,,주거,
ast_a497abe03a47,Atlanta Data Center PwC,auto_created,0.94,same_asset_code,1,112600,"2480 Rock House Road, Lithia Springs, GA, USA",,A112600001,,,,,데이터센터,
ast_51d42aef8752,이지스NPL일반사모부동산투자신탁제3호,auto_created,0.94,same_asset_code,1,112602,,,A112602001,,,,,특별자산,
ast_0d67a2c2d304,이지스NPL일반사모부동산투자신탁제3호,auto_created,0.94,same_asset_code,1,112602,,,A112602002,,,,,특별자산,
ast_b24257eace32,이지스NPL일반사모부동산투자신탁제3호,auto_created,0.94,same_asset_code,1,112602,,,A112602003,,,,,특별자산,
ast_5592bb858cba,이지스NPL일반사모부동산투자신탁제3호,auto_created,0.94,same_asset_code,1,112602,,,A112602004,,,,,특별자산,
ast_6c274653ed0b,고양삼송데이터센터,auto_created,0.94,same_asset_code,3,"112608, 112804, 112805",경기도 고양시 덕양구 오금동 690,,A112608001,37.6655089809801,126.921217901707,,78290.1,데이터센터,
ast_2ab8e79a6c7d,이지스하우징플랫폼일반사모부동산투자신탁제1호(운용),auto_created,0.94,same_asset_code,1,112611,서울특별시 종로구 효제동 24-3,,A112611001,37.5744791202083,127.001685173663,,3247.5,주거,
ast_37199617fe59,이지스하우징플랫폼일반사모부동산투자신탁제1호(운용),auto_created,0.94,same_asset_code,1,112611,울산광역시 울주군 삼남읍 교동리 1682-1,,A112611003,35.5544763329287,129.135414190167,,5957.4,주거,
ast_cd9937cc8678,와이디427피에프브이 주식회사,auto_created,0.94,same_asset_code,4,"112614, 112706, 112707, 120016",남대문로5가 395,,A112614001,37.555468504,126.975599968,,,오피스,
ast_386a43afd1af,이지스일반사모투자신탁446호,auto_created,0.94,same_asset_code,1,112616,"서울시 서초구 서초동 1454-1, 2",,A112616001,,,,1676.9,주거,
ast_334dab757ff6,이지스글로벌일반사모부동산투자신탁447호(재간접형),auto_created,0.94,same_asset_code,1,112617,,,A112617001,,,,,오피스복합,
ast_e8ad3281d39e,Enlink project patton,auto_created,0.94,same_asset_code,1,112618,,,A112618001,,,,,특별자산,
ast_d21464a17e8c,Hines US Property Partners,auto_created,0.94,same_asset_code,7,"112621, 112622, 112625, 112659, 112660, 112685, 112686",,,A112621001,,,,,오피스복합,
ast_9dae37d9ddc4,이지스투자풀부동산일반사모부동산투자신탁11호,auto_created,0.94,same_asset_code,1,112626,,,A112626001,,,,,기타,
ast_8485bd818e1d,이지스리츠플랫폼일반사모부동산투자신탁,auto_created,0.94,same_asset_code,1,112629,,,A112629001,,,,,기타,
ast_508cc8fee1ee,세운5구역PFV(주) 지분,auto_created,0.94,same_asset_code,2,"112641, 112661",서울특별시 중구 산림동 190-3,,A112641001,37.5678706441565,126.995781621114,,,오피스,
ast_71e4c2f1e642,ARES Special Opportunities Fund,auto_created,0.94,same_asset_code,1,112645,,,A112645001,,,,,오피스복합,
ast_08c6f4e86f22,이지스솔라일반사모투자신탁제5호,auto_created,0.94,same_asset_code,1,112646,전북특별자치도 군산시 비응도동 19,,A112646001,35.9554451154159,126.526000849654,,,특별자산,
ast_576c45603803,이지스ESG일반사모투자신탁제1호,auto_created,0.94,same_asset_code,1,112647,,,A112647001,,,,,특별자산,
ast_3ad28593fd5f,Brookfield UK Gas Distribution Sidecar (SGN),auto_created,0.94,same_asset_code,1,112648,,,A112648001,,,,,오피스복합,
ast_ca6affbba270,디에스PFV 2종 종류주 및 주주대여,auto_created,0.94,same_asset_code,3,"112653, 112654, 112655",,,A112653001,,,,,주거,
ast_f58dae267b1b,이지스이익참여형메자닌일반사모부동산모투자신탁제1-4호,auto_created,0.94,same_asset_code,1,112656,서울특별시 중구 을지로1가 71-9,,A112656001,37.5665235371075,126.980140493025,,27778.5,오피스,
ast_92af696ba01e,Chicago Student Housing Illini Tower,auto_created,0.94,same_asset_code,2,"112657, R00010","409E Chalmers St, Champaign, IL",,A112657001,,,,,주거,
ast_e0d705ed16ed,Clarion Gables Multifamily Fund,auto_created,0.94,same_asset_code,1,112658,,,A112658001,,,,,오피스복합,
ast_2e084a75011d,TPG Real Estate Partners IV,auto_created,0.94,same_asset_code,1,112662,,,A112662001,,,,,오피스복합,
ast_92f36c01f427,DWS Four Columns Junior Capital Fund Ⅵ,auto_created,0.94,same_asset_code,1,112663,,,A112663001,,,,,오피스복합,
ast_428853fb1dec,연기금글로벌리츠일반사모부동산투자신탁1호(리츠-재간접),auto_created,0.94,same_asset_code,1,112664,,,A112664001,,,,,기타,
ast_b1bc52e1340b,Erfurt Amazon Robotics Fulfillment Center Senior Mezzanine Loan,auto_created,0.94,same_asset_code,1,112665,"Joseph-Meyer-Straße 5, 99195 Erfurt, Germany",,A112665001,,,,,물류,
ast_55e5920ab1cd,이지스부동산론일반사모부동산투자신탁제1호,auto_created,0.94,same_asset_code,1,112666,서울특별시 영등포구 당산동5가 9-9,,A112666002,37.5344235416442,126.898718584498,,83917.1,오피스,
ast_05fbe6b353fb,여의도 유수홀딩스부지 오피스텔 개발사업 PF대출,auto_created,0.94,same_asset_code,1,112666,서울특별시 영등포구 여의도동 25-11,,A112666003,37.5235296055244,126.925431894321,,85398.3,주거,
ast_0d7b28ca87e1,성수동 오피스 개발사업 선순위 브릿지론,auto_created,0.94,same_asset_code,1,112666,서울특별시 성동구 성수동2가 279,,A112666005,37.5463034778237,127.062198113599,,36218.7,오피스,
ast_9ea926bd721a,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,auto_created,0.94,same_asset_code,2,"112667, 112668",,,A112667001,,,,,오피스복합,
ast_0bab0f479396,김포DC 개발사업,auto_created,0.94,same_asset_code,4,"112669, 112670, 112671, 120019",경기도 김포시 장기동 2008-6,,A112669001,37.6410154162202,126.685053277786,,47734.9,데이터센터,
ast_431f0dbd0f1f,이지스제472호일반사모부동산투자회사의 지분증권 (재간접),auto_created,0.94,same_asset_code,3,"112672, 112673, 112674",,,A112672001,,,,,데이터센터,
ast_c73013f20dc6,이지스랜드플랫폼일반사모부동산투자신탁제1-1호,auto_created,0.94,same_asset_code,1,112679,,,A112679001,,,,,오피스,
ast_e3a8955cec50,이지스일반사모부동산투자신탁제468-2호(2종)의 수익증권,auto_created,0.94,same_asset_code,1,112682,,,A112682001,,,,,오피스,
ast_fdc6a46958de,이지스일반사모부동산투자신탁제463-1호(운용),auto_created,0.94,same_asset_code,1,112693,,,A112693001,,,,,오피스,
ast_6620a797dae4,이지스제475호부동산일반사모투자회사,auto_created,0.94,same_asset_code,1,112704,인천광역시 서구 가좌동 585-1,,A112704001,37.4873230944974,126.665423811152,,,데이터센터,
ast_b826792d7e17,이지스 코스닥벤처 일반사모투자신탁 제1호,auto_created,0.94,same_asset_code,1,112709,,,A112709001,,,,,기타,
ast_ac998c897426,이지스 코스닥벤처 일반사모투자신탁 제1호,auto_created,0.94,same_asset_code,1,112709,,,A112709002,,,,,기타,
ast_4d1430b5f175,공모주,auto_created,0.94,same_asset_code,2,"112709, 112710",,,A112709003,,,,,기타,
ast_f230c76d6975,이지스 멀티인컴 일반사모투자신탁 제1호(운용),auto_created,0.94,same_asset_code,1,112710,,,A112710001,,,,,기타,
ast_4ffe4ac306f2,이지스 멀티인컴 일반사모투자신탁 제1호(운용),auto_created,0.94,same_asset_code,1,112710,,,A112710003,,,,,기타,
ast_1bf3c754cc2c,LA Wilshire Grand Center Senior Loan,auto_created,0.94,same_asset_code,2,"112523, 112718","900 Wilshire Boulevard, Los Angeles, California",,A112718001,,,10941.1,187027.0,오피스,
ast_930b2bd97924,이지스해운대일반사모부동산투자신탁제1호,auto_created,0.94,same_asset_code,1,112719,부산광역시 해운대구 중동 256-5,,A112719001,35.1695431749013,129.172356621818,,16486.0,주거,
ast_f78917a3690c,Apollo European Principal Finance Fund IV,auto_created,0.94,same_asset_code,1,112739,,,A11273901,,,,,오피스복합,
ast_3a760d38807f,이지스 멀티인컴 일반사모투자신탁 제2호(운용),auto_created,0.94,same_asset_code,1,112740,,,A112740001,,,,,기타,
ast_62dfd826ce2e,"공모주, 공모주 재간접 수익증권, 전단채 등",auto_created,0.94,same_asset_code,1,112744,,,A112744001,,,,,기타,
ast_512881449c97,이지스안산부동산일반사모모투자회사,auto_created,0.94,same_asset_code,1,112748,경기도 안산시 단원구 초지동 624-3,,A112748001,37.3036655492242,126.801340097528,,,데이터센터,
ast_2ee9ca3d2082,글로벌주식,auto_created,0.94,same_asset_code,5,"112756, 112757, 112758, 112759, 112760",,,A112756001,,,,,기타,
ast_3201a934e6fd,이지스일반사모부동산투자신탁제508호(운용),auto_created,0.94,same_asset_code,1,112774,,,A112774001,,,,,특별자산,
ast_cad3ca04538a,이지스 멀티플러스 일반사모투자신탁 제1호,auto_created,0.94,same_asset_code,1,112782,,,A112782001,,,,,기타,
ast_0f622a720449,"Partners Group Tactical Real Estate Fund, L.P.",auto_created,0.94,same_asset_code,1,112790,,,A11279001,,,,,기타,
ast_3f19dc443d1d,"StepStone Secondary Opportunities Fund V Offshore, L.P.",auto_created,0.94,same_asset_code,3,"112795, 200012, 200013",,,A11279501,,,,,기타,
ast_9e6791cd4061,성내동 개발부지 담보대출(브릿지론),auto_created,0.94,same_asset_code,3,"112798, 112799, 112800",서울특별시 강동구 성내동 19-1,,A112798001,37.5365185283887,127.129002233997,,,주거,
ast_bd9afab36d26,이지스플랫폼케이디씨아이피2부동산일반사모투자회사,auto_created,0.94,same_asset_code,1,112802,경기도 고양시 덕양구 오금동 690,,A112802001,37.6655089809801,126.921217901707,,,데이터센터,
ast_4ae20e9370ca,이지스아디안유럽인프라일반사모혼합자산투자신탁제494호(재간접),auto_created,0.94,same_asset_code,1,112803,,,A11280301,,,,,오피스복합,
ast_6c15b114075c,용산더프라임,auto_created,0.94,same_asset_code,3,"120008, 120009, 120010",서울특별시 용산구 원효로1가 121-90,,A12000801,37.5386664485631,126.968973435096,,88.39,제1종근린생활시설,벽돌구조
ast_db8623f6f559,이지스일반사모투자신탁534호,auto_created,0.94,same_asset_code,1,120017,,,A120017001,,,,,특별자산,
ast_726cfaffb03f,이지스랜드플랫폼일반사모부동산투자신탁제1-2호,auto_created,0.94,same_asset_code,1,120018,경기도 고양시 일산동구 문봉동 16-21,,A120018001,37.6994876879521,126.834795689501,,48404.0,주거,
ast_38527bcff111,이지스 성수PF재구조화 일반사모부동산투자신탁(운용),auto_created,0.94,same_asset_code,1,120037,서울특별시 성동구 성수동2가 268-2,,A120037001,37.5400947390122,127.05910603422,,,오피스,
ast_8574787ff3ec,성수 빅트라이앵글B/L(이지스성수PF재구조화 2종 수익증권),auto_created,0.94,same_asset_code,1,120038,서울특별시 성동구 성수동2가 268-2,,A120038001,37.5400947390122,127.05910603422,2247.0,21422.2,오피스,
ast_4e15ca971054,"부실 및 부실우려 PF사업장 대출채권, 대출, 지분 등에 투자하는 모집합투자기구(모자형 블라인드 펀드)",auto_created,0.94,same_asset_code,1,120039,,,A120039001,,,,,특별자산,
ast_b0956b6f4029,이지스산업단지환경개선일반사모부동산투자신탁제1호,auto_created,0.94,same_asset_code,1,120044,,,A12004401,,,,24522.0,주거,
ast_2d9d0a468e18,이지스코어에너지인프라일반사모투자신탁제1호,auto_created,0.94,same_asset_code,1,120045,,,A120045001,,,,,특별자산,
ast_112711a59b76,이지스코어에너지인프라일반사모투자신탁제1호,auto_created,0.94,same_asset_code,1,120045,,,A120045002,,,,,특별자산,
ast_667927af8983,이지스유에이치 주식 및 대여금,auto_created,0.94,same_asset_code,2,"120045, 120048",,,A120045003,,,,,특별자산,
ast_b37ed37a3540,유에이치파워 대여금,auto_created,0.94,same_asset_code,2,"120045, 120048",,,A120045004,,,,,특별자산,
ast_12a2b6420432,이지스코어에너지인프라일반사모투자신탁제1호,auto_created,0.94,same_asset_code,1,120045,,,A120045005,,,,,특별자산,
ast_0aa438f94f1a,이지스코어에너지인프라일반사모투자신탁제1호,auto_created,0.94,same_asset_code,1,120045,,,A120045006,,,,,특별자산,
ast_cb72bc41c781,이지스코어에너지인프라일반사모투자신탁제1호,auto_created,0.94,same_asset_code,1,120045,,,A120045007,,,,,특별자산,
ast_70826a89921c,이지스코어에너지인프라일반사모투자신탁제1호,auto_created,0.94,same_asset_code,1,120045,,,A120045008,,,,,특별자산,
ast_8463e9312b39,이지스 코어에너지인프라 1호 수익증권,auto_created,0.94,same_asset_code,2,"120046, 120047",,,A120046001,,,,,특별자산,
ast_71252a1db077,수서 역세권B1-3BL B/L(이지스수서PF재구조화 2종 수익증권),auto_created,0.94,same_asset_code,1,120049,서울특별시 강남구 자곡동 198,,A120049001,37.4808879133092,127.106115873992,2997.0,41249.7,오피스,
ast_53985b2bb7f9,수서역세권 공공주택지구 B1-3BL 개발사업 브릿지대출,auto_created,0.94,same_asset_code,1,120050,서울특별시 강남구 수서동 187,,A120050001,37.4846656060457,127.106907614329,,,주거,
ast_e53c191931b7,이지스한국모빌리티일반사모투자신탁제1호,auto_created,0.94,same_asset_code,1,120053,,,A120053001,,,,,특별자산,
ast_fa4bc636d98d,"금융기관 등이 보유하는 담보부 부실 대출재권, 기타 부실징후자산 및 기업관련 대출 채권 등(블라인드)",auto_created,0.94,same_asset_code,1,120056,,,A120056001,,,,,특별자산,
ast_92f8a9036c31,이지스NPL일반사모부동산투자신탁제4호,auto_created,0.94,same_asset_code,1,120056,,,A120056002,,,,,특별자산,
ast_720898f0f98d,이지스NPL일반사모부동산투자신탁제4호,auto_created,0.94,same_asset_code,1,120056,,,A120056003,,,,,특별자산,
ast_d148de771db5,세원이앤씨(주)의 담보부 신주인수권부 사채,auto_created,0.94,same_asset_code,1,120057,,,A120057001,,,,,특별자산,
ast_02e499cf476b,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,auto_created,0.94,same_asset_code,2,"120059, 120060",서울특별시 서초구 반포동 64-1,,A120059001,37.5007954958528,127.001698792206,9293.5,,주거,
ast_cd234848887e,위례Senior Living 개발사업,auto_created,0.94,same_asset_code,7,"120062, 120064, 120065, 120066, 120067, 120068, 120069",서울특별시 송파구 거여동 573-1,,A120062,37.4909684236978,127.155348089778,10136.0,,오피스복합,
ast_6df0b80f71d4,이지스제555호부동산일반사모투자회사,auto_created,0.94,same_asset_code,1,120070,,,A120070001,,,,,오피스,
ast_30efc1e2c218,이지스경산물류제1호일반사모부동산투자회사의 1종 종류주식,auto_created,0.94,same_asset_code,1,120076,경상북도 경산시 진량읍 문천리 903,,A120076001,35.8737058361886,128.841410657044,,,물류,
ast_9c85ee271a7f,이지스경산로지스일반사모부동산투자신탁제1-1호(운용),auto_created,0.94,same_asset_code,1,120081,경상북도 경산시 진량읍 문천리 903,,A120081001,35.8737058361886,128.841410657044,,,물류,
ast_0555a6694264,이지스산업단지환경개선일반사모부동산투자신탁제2호,auto_created,0.94,same_asset_code,1,120084,,,A120084001,,,,,데이터센터,
ast_bd54043679c9,"재생에너지 플랫폼회사(""HoldCo"")에 대한 지분 및 주주대여금",auto_created,0.94,same_asset_code,1,120091,,,A120091001,,,,,특별자산,
ast_5804290d6389,이지스용산PF재구조화일반사모부동산투자신탁제1호,auto_created,0.94,same_asset_code,1,120099,서울특별시용산구청파로125 (한강로2가15-2),,A120099001,,,,,오피스,
ast_b4ff0851baae,이지스국내PF재구조화일반사모부동산모투자신탁제1-3호,auto_created,0.94,same_asset_code,1,120102,,,A120102,,,,,오피스,
ast_13b334c7bf6b,이지스일반사모부동산모투자회사제517호,auto_created,0.94,same_asset_code,1,190001,서울특별시 은평구 진관동 208-8,,A190001001,37.6338531687758,126.931166905084,,,오피스복합,
ast_34e35d0dff33,이지스부동산일반사모투자회사제543호,auto_created,0.94,same_asset_code,1,190002,경기도 성남시 분당구 야탑동 403,,A19000201,37.4148816506813,127.11873273896,,70405.93,물류,철골철근콘크리트구조
ast_37df20b9e30d,가산 임대형기숙사개발사업,auto_created,0.94,same_asset_code,3,"190005, 190006, 190007",서울특별시 금천구 가산동 319-18,,A190005001,37.4695253453008,126.885801302328,,24522.0,주거,
ast_deef81e70ae6,이지스제560호부동산일반사모투자회사,auto_created,0.94,same_asset_code,1,190013,경기도 포천시 가산면 정교리 272-1,,A190013001,37.811634369994,127.181813215994,24217.0,53927.3,물류,
ast_7b9ae18fb951,이지스제572호부동산일반사모투자회사(운용),auto_created,0.94,same_asset_code,1,190014,부산광역시 강서구 송정동 1711-4,,A190014001,35.0859792610353,128.841242047229,6596.9,42055.2,데이터센터,
ast_d139acda1f42,이지스제574호부동산일반사모투자회사(운용),auto_created,0.94,same_asset_code,1,190017,경기도하남시풍산동590-4번지,,A190017001,,,2563.6,,데이터센터,
ast_5e6893cec720,Hines European Property Partners,auto_created,0.94,same_asset_code,2,"200001, 200002",,,A20000101,,,,,기타,
ast_9e287de54a5c,Pantheon PGSF VII,auto_created,0.94,same_asset_code,2,"200004, 200005",,,A20000401,,,,,오피스복합,
ast_1c98656c9aa6,Pantheon Viking Co-Invest LP,auto_created,0.94,same_asset_code,2,"200006, 200007",,,A20000601,,,,,오피스복합,
ast_917d85fb6b02,NMP V,auto_created,0.94,same_asset_code,2,"200006, 200007",,,A20000602,,,,,오피스복합,
ast_dc11f9b4f515,이지스글로벌세컨더리일반사모혼합자산투자신탁제1호,auto_created,0.94,same_asset_code,1,200006,,,A20000603,,,,,오피스복합,
ast_02f2fb35a743,이지스글로벌세컨더리일반사모혼합자산투자신탁제1호,auto_created,0.94,same_asset_code,1,200006,,,A20000604,,,,,오피스복합,
ast_beb45fea6c85,Toronto The One Super-senior Loan (Receivership Funding),auto_created,0.94,same_asset_code,1,200008,"One Bloor St. West, Toronto, Ontario",,A20000801,,,,65837.4,기타,
ast_468704b8269a,Bridge Debt Strategies V Green Bridge LP,auto_created,0.94,same_asset_code,1,200009,,,A20000901,,,,,오피스복합,
ast_28fa6c0336df,Blackstone Real Estate Debt Strategies V,auto_created,0.94,same_asset_code,1,200010,,,A200010001,,,,,오피스복합,
ast_dd63895bac49,Starwood European Real Estate Debt Finance II (SEREDF II,auto_created,0.94,same_asset_code,1,200011,,,A20001101,,,,,오피스복합,
ast_864ff5655978,TIKEHAU Capital이운용하는TIKEHAU Direct Lending 6L의수익증권,auto_created,0.94,same_asset_code,1,200014,,,A200014001,,,,,오피스복합,
ast_8fe5e8aa8a5f,"ARDIAN Infrastructure Fund VI S.C.S., SICAV-RAIF",auto_created,0.94,same_asset_code,2,"200016, 200024",,,A200016001,,,,,특별자산,
ast_d5b7969befe3,London Canon Bridge House Senior Loan,auto_created,0.94,same_asset_code,1,200017,"Cannon Bridge House, 25 Dowgate Hill, London, EC4R 2YA, UK",,A200017001,,,,,주거,
ast_27e81b9a9e70,"Golub Capital Partners International 11, L.P.",auto_created,0.94,same_asset_code,1,200018,,,A200018001,,,,,특별자산,
ast_91459997fbb8,"CollerCredit Secondaries - Opportunities Fund II-B, L.P.",auto_created,0.94,same_asset_code,1,200019,,,A200019001,,,,,특별자산,
ast_5b15a4c23cb4,SB Holding AB 그룹의 MidCo에 대한 중순위 대출,auto_created,0.94,same_asset_code,1,200020,,,A200020001,,,,,특별자산,
ast_4d35344df3a2,Abry Advanced Securities Fund III CV-A,auto_created,0.94,same_asset_code,1,200021,,,A200021001,,,,,특별자산,
ast_867da725ab6d,Brookfield Super-Core Infrastructure Partners Partnership L.P.,auto_created,0.94,same_asset_code,1,200022,,,A200022001,,,,,특별자산,
ast_1366fb10d2eb,London Office One Poultry,auto_created,0.94,same_asset_code,1,200023,London EC2R 8EJ,,A200023001,,,,16948.7,오피스,
ast_5c3c9c2755cf,AEW Partners Real Estate Fund X,auto_created,0.94,same_asset_code,1,200025,,,A200025001,,,,,오피스복합,
ast_4ce1803146bf,Brookfield Strategic Real Estate Partners V,auto_created,0.94,same_asset_code,1,200026,,,A200026001,,,,,특별자산,
ast_4e0ba511036c,EQT Infrastructure VI (No.1) EUR SCSp,auto_created,0.94,same_asset_code,1,200027,,,A200027001,,,,,오피스복합,
ast_4273abf1dd9d,미국 뉴욕 맨하탄 소재 오피스 자산 “285 Madison Avenue”의 선순위 담보대출,auto_created,0.94,same_asset_code,1,200028,"285 Madison Avenue, New York, NY 10017",,A200028001,,,,,오피스,
ast_8c1cc2a2dfa8,PMBK가 운용하는 APAC Sustainable Infrastructure Fund LP의 수익증권,auto_created,0.94,same_asset_code,1,200029,,,A200029001,,,,,특별자산,
ast_c8a0466da702,Coller Capital이 운용하는 크레딧 세컨더리 관련 SMA의 집합투자증권,auto_created,0.94,same_asset_code,1,200031,,,A200031001,,,,,특별자산,
ast_931a2e2ed032,Partners Group Private Loan SICAV-SIF,auto_created,0.94,same_asset_code,1,200033,,,A200033001,,,,,특별자산,
ast_0a0e2cc5bc0e,"MRP Buyer, LLC에 대한 선순위 대출",auto_created,0.94,same_asset_code,1,200034,,,A200034001,,,,,특별자산,
ast_a48eb6e898c0,Nuveen C-PACE Lending Fund III,auto_created,0.94,same_asset_code,1,200035,,,A200035001,,,,,오피스복합,
ast_cbf922113fc6,판교 제2테크노밸리 C1 C2블록 I-Square 개발,auto_created,0.94,same_asset_code,1,P00001,경기도 판교 제2테크노밸리 C1 C2블록,,AP00001001,,,,,오피스복합,
ast_0766c7718345,동부산 테마파크 개발사업,auto_created,0.94,same_asset_code,1,P00002,부산광역시 기장군 기장읍 일원 (동부산관광단지내),,AP00002001,,,,71074.0,오피스복합,
ast_808ae65372f4,오시리아타워레지던스PFV,auto_created,0.94,same_asset_code,1,P00003,기장읍 시랑리 736,,AP00003001,35.188692083,129.215212006,,,주거,
ast_6d51cde27e33,해운대626피에프브이 주식회사,auto_created,0.94,same_asset_code,1,P00004,부산광역시 해운대구 우동 626-14번지 일원,,AP00004001,,,,,호텔,
ast_a5ca6d81dcd9,서리풀개발사업,auto_created,0.94,same_asset_code,1,P00005,서울시 서초구 서초동 1005-1 외,,AP00005001,,,,91597.1,오피스복합,
ast_b04e9cb1a044,세운5구역 개발사업,auto_created,0.94,same_asset_code,1,P00006,서울특별시 중구 산림동 190-3,,AP00006001,37.5678706441565,126.995781621114,,6865.0,오피스,
ast_a6bdd852cbf7,부천소사 공동주택,auto_created,0.94,same_asset_code,1,P00008,경기도 부천시 소사구 소사본동 134,,AP00008001,37.4789912501366,126.801210465643,,,주거,
ast_dfa1348ddd15,효제동 오피스텔 개발사업,auto_created,0.94,same_asset_code,1,P00009,서울특별시 종로구 효제동 315-1,,AP00009001,37.5719558324457,127.001778808164,,1484.0,주거,
ast_fa825d8bd449,성수동 복합시설 개발사업,auto_created,0.94,same_asset_code,1,P00010,"서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지",,AP00010001,,,,21150.3,오피스,
ast_04ce3ef6593c,오산세교2지구 M-1BL 주상복합,auto_created,0.94,same_asset_code,1,P00012,경기도 오산시 오산세교2지구 M1BL,,AP00012001,,,,209732.0,오피스복합,
ast_d9f820e5df21,안성성은물류피에프브이 주식회사,auto_created,0.94,same_asset_code,1,P00014,경기도 안성시 원곡면 성은리 319-1,,AP00014001,,,,116845.0,물류센터,
ast_4f18f7d89d7d,청라아트프로젝트금융투자 주식회사,auto_created,0.94,same_asset_code,1,P00015,인천광역시 서구 청라동 6-7,,AP00015001,37.5517402489751,126.619444538305,,135268.0,주거,
ast_5e78208b8107,상봉IRD피에프브이 주식회사,auto_created,0.94,same_asset_code,1,P00019,중랑구 상봉동 109-28 외,,AP00019001,,,,50352.0,주거,
ast_7ab6aebd7878,검단아트에스피씨 주식회사,auto_created,0.94,same_asset_code,1,P00020,"인천광역시 서구 원당동 3203-104, 105",,AP00020001,,,,,주거,
ast_473b1c633c1b,효제동 주거용 오피스텔,auto_created,0.94,same_asset_code,1,P00022,서울특별시 종로구 효제동 21-3,,AP00022001,37.5749648866918,127.001986488863,,31057.0,주거,
ast_2afd5e4b541f,안산시 고잔동 오피스텔 및 근린생활시설,auto_created,0.94,same_asset_code,1,P00024,경기도 안산시 단원구 고잔동 542-1,,AP00024001,37.3169443779556,126.841750810388,,,주거,
ast_9b0de0a4a118,성수동2가오피스,auto_created,0.94,same_asset_code,2,"P00026, P00036",서울특별시 성동구 성수동2가 269-208,,AP00026001,37.5402896708952,127.060773644396,,29368.2,오피스,
ast_cd2c32700ef7,주식회사 수서역환승센터복합개발,auto_created,0.94,same_asset_code,1,P00027,서울특별시 강남구 수서동 197,,AP00027001,37.4831955230617,127.105746554918,,516079.0,오피스,
ast_f5307db6bfad,제주화북상업지역 주상복합용지 C1블럭 주상복합시설,auto_created,0.94,same_asset_code,1,P00028,,,AP00028001,,,,146278.0,주거,
ast_5d4460265c4e,을지로3가 도시환경정비구역 제10지구 신축 오피스,auto_created,0.94,same_asset_code,1,P00029,서울특별시 중구 을지로3가 95-11,,AP00029001,37.5669334147399,126.991086072355,,,오피스,
ast_7dc6f67bfd0a,은평진관동피에프브이 주식회사,auto_created,0.94,same_asset_code,1,P00033,서울특별시 은평구 진관동 208-10,,AP00033001,37.6336590160995,126.930799855583,,47745.6,오피스복합,
