relationship_status,asset_name,fund_name,project_name,asset_address,fund_asset_name,asset_kind,asset_type,fund_status,project_status,missing_parts,asset_id,fund_id,project_id,fund_short_name,fund_sector,project_type,fund_relation_type,project_relation_type,fund_exposure_role,fund_directness,fund_relation_confidence,project_relation_confidence,fund_lookup_status,project_lookup_status,project_lookup_source,fund_relation_source_table,fund_relation_source_id,project_relation_source_table,project_relation_source_id,asset_review_status,asset_source_confidence,current_asset_name,proposed_asset_name,asset_name_resolution_status,asset_name_action,is_fund_or_vehicle_fallback_asset,direct_fund_asset_candidates,same_fund_underlying_candidates,fund_asset_field_candidates,project_name_candidates,alias_name_candidates,drawer_behavior_hint
missing_one_or_more_names,이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스일반사모부동산투자신탁제330호(F1종),,,,physical_asset,오피스복합,운용,,project_name,ast_a60db5e30056,120105,,제330호(F1종),복합(리테일),,inferred_underlying_asset,,direct_owner,inferred_direct,0.95,,resolved,no_project_link,no_project_link,funds,120105,,,verified,0.94,이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스 330호 (OPUS407/舊뉴욕제과빌딩),current_asset_name_ok,keep,false,이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스 330호 (OPUS407 | 舊뉴욕제과빌딩),,이지스 330호 (OPUS407/舊뉴욕제과빌딩) | 뉴욕제과(OPUS407),asset_click_opens_fund_list
missing_one_or_more_names,아이에이제십육차유동화전문 유한회사,,,,,physical_asset,특별자산,,,fund_name; project_name,ast_a67100590140,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,아이에이제십육차유동화전문 유한회사,아이에이제십육차유동화전문 유한회사,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,안성 당목리 995번지 외 44개필지 물류센터 개발사업,,,경기도 안성시 당목리 995번지 일원,,physical_asset,물류센터,,,fund_name; project_name,ast_a6782d520cea,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,안성 당목리 995번지 외 44개필지 물류센터 개발사업,안성 당목리 995번지 외 44개필지 물류센터 개발사업,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-1호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,설정 후,,ast_a69271e859b5,112026,project_notion_3258ced4-3c47-81b2-89c6-e9d9b93edac3,20-1호,복합(오피스),Project,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,projects,fund_assets,57900,projects,project_notion_3258ced4-3c47-81b2-89c6-e9d9b93edac3,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-1호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112026,112030,20-1호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57900,projects,112030,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-1호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112026,112032,20-1호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57900,projects,112032,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-1호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112026,112026,20-1호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57900,projects,112026,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-2호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,설정 후,,ast_a69271e859b5,112030,project_notion_3258ced4-3c47-81b2-89c6-e9d9b93edac3,20-2호,복합(오피스),Project,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,projects,fund_assets,57903,projects,project_notion_3258ced4-3c47-81b2-89c6-e9d9b93edac3,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-2호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112030,112030,20-2호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57903,projects,112030,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-2호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112030,112032,20-2호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57903,projects,112032,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-2호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112030,112026,20-2호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57903,projects,112026,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-3호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,설정 후,,ast_a69271e859b5,112032,project_notion_3258ced4-3c47-81b2-89c6-e9d9b93edac3,20-3호,복합(오피스),Project,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,projects,fund_assets,57904,projects,project_notion_3258ced4-3c47-81b2-89c6-e9d9b93edac3,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-3호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112032,112030,20-3호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57904,projects,112030,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-3호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112032,112032,20-3호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57904,projects,112032,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,PartnersGroup Real Estate Secondary 2013,이지스해외간접RES사모부동산투자신탁제20-3호,PartnersGroup Real Estate Secondary 2013,,PartnersGroup Real Estate Secondary 2013,physical_asset,오피스복합,운용,,,ast_a69271e859b5,112032,112026,20-3호,복합(오피스),,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57904,projects,112026,verified,0.94,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,current_asset_name_ok,keep,false,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,PartnersGroup Real Estate Secondary 2013,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,부천소사 공동주택,부천소사PFV,부천 소사 공동주택 개발사업,경기도 부천시 소사본동 134,부천소사 공동주택,physical_asset,주거,운용,설정 후,,ast_a6bdd852cbf7,P00008,project_notion_3258ced4-3c47-814d-8058-c37ab0260495,P부천소사,주거,Project,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,projects,fund_assets,58721,projects,project_notion_3258ced4-3c47-814d-8058-c37ab0260495,verified,0.94,부천소사 공동주택,부천소사 공동주택,current_asset_name_ok,keep,false,부천소사 공동주택,부천소사 공동주택,부천소사 공동주택,부천 소사 공동주택 개발사업 | 부천소사 공동주택,부천소사 공동주택 | 부천 소사 공동주택 개발사업,asset_click_opens_project_list
asset_fund_project_connected,부천소사 공동주택,부천소사PFV,부천 소사 공동주택 개발사업,경기도 부천시 소사본동 134,부천소사 공동주택,physical_asset,주거,운용,시작 전,,ast_a6bdd852cbf7,P00008,project_notion_3268ced4-3c47-81df-8cdc-ed488ef17136,P부천소사,주거,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,projects,fund_assets,58721,projects,project_notion_3268ced4-3c47-81df-8cdc-ed488ef17136,verified,0.94,부천소사 공동주택,부천소사 공동주택,current_asset_name_ok,keep,false,부천소사 공동주택,부천소사 공동주택,부천소사 공동주택,부천 소사 공동주택 개발사업 | 부천소사 공동주택,부천소사 공동주택 | 부천 소사 공동주택 개발사업,asset_click_opens_project_list
asset_fund_project_connected,부천소사 공동주택,부천소사PFV,부천 소사 공동주택 개발사업,경기도 부천시 소사본동 134,부천소사 공동주택,physical_asset,주거,운용,,,ast_a6bdd852cbf7,P00008,P00008,P부천소사,주거,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58721,projects,P00008,verified,0.94,부천소사 공동주택,부천소사 공동주택,current_asset_name_ok,keep,false,부천소사 공동주택,부천소사 공동주택,부천소사 공동주택,부천 소사 공동주택 개발사업 | 부천소사 공동주택,부천소사 공동주택 | 부천 소사 공동주택 개발사업,asset_click_opens_project_list
missing_one_or_more_names,제이에스금계태양광발전,이지스일반사모투자신탁377호,,경상북도 상주시 공성면 금계리 662번지,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_a6d6041ea653,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58275,,,verified,0.94,제이에스금계태양광발전,제이에스금계태양광발전,current_asset_name_ok,keep,false,제이에스금계태양광발전,엠아이에너지태양광발전소 | 맥스에너지금성태양광발전 | 예지안빛에너지 | 환성3호태양광발전소 | 환성2호태양광발전소 | 솔라팜2호 | 맥스에너지하리태양광발전 | 천리에너지2호태양광발전소 | 하늘별빛에너지태양광발전소 | 한국쏠라알피에스태양광발전소 | 삼산태양광발전소 | 해누리7호태양광발전소 | 솔라팜1호 | 지동쏠라에너지태양광발전 | 일순에너지 | 스카이에너지 | 에이스쏠라 | 디앤피영천신기 | 성남제이씨에너지 | 선그린에너지 | 디앤피옥연 | 제이에스금계태양광발전 | 아인에너지 | 제이피에너지 | 에스디일호 | 호니파워 | 케이앤씨솔라리아 | 케이앤씨해바라기 | 에스플래닛삼십사호 | 장춘3호태양광발전소,환성2호태양광발전소 | 환성3호태양광발전소 | 예지안빛에너지 | 장춘3호태양광발전소 | 하늘별빛에너지태양광발전소 | 해누리7호태양광발전소 | 천리에너지2호태양광발전소 | 엠아이에너지태양광발전소 | 한국쏠라알피에스태양광발전소 | 솔라팜1호 | 솔라팜2호 | 삼산태양광발전소 | 맥스에너지하리태양광발전 | 맥스에너지금성태양광발전 | 제이에스금계태양광발전 | 지동쏠라에너지태양광발전 | 성남제이씨에너지 | 선그린에너지 | 일순에너지 | 스카이에너지 | 에이스쏠라 | 디앤피옥연 | 디앤피영천신기 | 케이앤씨해바라기 | 케이앤씨솔라리아 | 호니파워 | 에스디일호 | 에스플래닛삼십사호 | 아인에너지 | 제이피에너지,,"제이에스금계태양광발전 | 환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",entity_click_opens_detail
asset_fund_project_connected,이지스모 43호,이지스사모부동산자투자신탁43-1호,이지스모 43호,이지스모 43호,이지스모 43호,physical_asset,호텔,청산,,,ast_a71132d3cc09,112043,112043,43-1호,호텔,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57918,projects,112043,verified,0.94,이지스모 43호,이지스모 43호,current_asset_name_ok,keep,false,이지스모 43호,이지스모 43호,이지스모 43호,이지스모 43호,이지스모 43호,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,이지스모 43호,이지스사모부동산자투자신탁43-1호,이지스모 43호,이지스모 43호,이지스모 43호,physical_asset,호텔,청산,,,ast_a71132d3cc09,112043,112044,43-1호,호텔,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57918,projects,112044,verified,0.94,이지스모 43호,이지스모 43호,current_asset_name_ok,keep,false,이지스모 43호,이지스모 43호,이지스모 43호,이지스모 43호,이지스모 43호,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,이지스모 43호,이지스사모부동산자투자신탁43-2호,이지스모 43호,이지스모 43호,이지스모 43호,physical_asset,호텔,청산,,,ast_a71132d3cc09,112044,112043,43-2호,호텔,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57919,projects,112043,verified,0.94,이지스모 43호,이지스모 43호,current_asset_name_ok,keep,false,이지스모 43호,이지스모 43호,이지스모 43호,이지스모 43호,이지스모 43호,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,이지스모 43호,이지스사모부동산자투자신탁43-2호,이지스모 43호,이지스모 43호,이지스모 43호,physical_asset,호텔,청산,,,ast_a71132d3cc09,112044,112044,43-2호,호텔,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57919,projects,112044,verified,0.94,이지스모 43호,이지스모 43호,current_asset_name_ok,keep,false,이지스모 43호,이지스모 43호,이지스모 43호,이지스모 43호,이지스모 43호,entity_click_opens_asset_fund_project_picker
missing_one_or_more_names,제주올레리조트,,,제주시 애월읍 부룡수길 33외 13필지,,physical_asset,호텔,,,fund_name; project_name,ast_a726e9da31e0,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,제주올레리조트,제주올레리조트,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,이지스경산로지스1호(보통주),,,,,physical_asset,물류센터,,,fund_name; project_name,ast_a732f4857c2e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,이지스경산로지스1호(보통주),이지스경산로지스1호(보통주),current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,"이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) 공동투자",,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_a74111b9d3ac,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,"이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) 공동투자","이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) 공동투자",current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
asset_fund_project_connected,Nuveen Global Real Estate Debt Partners Fund III (UK),이지스영국일반사모부동산투자신탁414호(재간접형),Nuveen Global Real Estate Debt Partners Fund III (UK),,Nuveen Global Real Estate Debt Partners Fund III (UK),physical_asset,,운용,설정 후,,ast_a809ac0199e2,112568,project_notion_3258ced4-3c47-8112-a022-e02096b475c3,414호,기타,Project,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,projects,fund_assets,58402,projects,project_notion_3258ced4-3c47-8112-a022-e02096b475c3,verified,0.94,Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),current_asset_name_ok,keep,false,Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),asset_click_opens_project_list
asset_fund_project_connected,Nuveen Global Real Estate Debt Partners Fund III (UK),이지스영국일반사모부동산투자신탁414호(재간접형),Nuveen Global Real Estate Debt Partners Fund III (UK),,Nuveen Global Real Estate Debt Partners Fund III (UK),physical_asset,,운용,시작 전,,ast_a809ac0199e2,112568,project_notion_3268ced4-3c47-819a-828e-c2b0d84b9a29,414호,기타,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,projects,fund_assets,58402,projects,project_notion_3268ced4-3c47-819a-828e-c2b0d84b9a29,verified,0.94,Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),current_asset_name_ok,keep,false,Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),asset_click_opens_project_list
asset_fund_project_connected,Nuveen Global Real Estate Debt Partners Fund III (UK),이지스영국일반사모부동산투자신탁414호(재간접형),Nuveen Global Real Estate Debt Partners Fund III (UK),,Nuveen Global Real Estate Debt Partners Fund III (UK),physical_asset,,운용,,,ast_a809ac0199e2,112568,112568,414호,기타,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58402,projects,112568,verified,0.94,Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),current_asset_name_ok,keep,false,Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),Nuveen Global Real Estate Debt Partners Fund III (UK),asset_click_opens_project_list
missing_one_or_more_names,스타필드(고양),,,경기도 고양시 덕양구 동산동 370,,physical_asset,리테일,,,fund_name; project_name,ast_a81bf18a93d4,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,스타필드(고양),스타필드(고양),current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,Bell 본사(몬트리올) (대출),,,"1 Carrefour Alexander-Graham-Bell. Montreal, Canada",,physical_asset,오피스,,,fund_name; project_name,ast_a838dff2176d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,Bell 본사(몬트리올) (대출),Bell 본사(몬트리올) (대출),current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
asset_fund_project_connected,CBRE IM European Logistics Partners Fund,이지스해외간접ELP사모부동산투자신탁제40호,CBRE IM European Logistics Partners Fund,,CBRE IM European Logistics Partners Fund,physical_asset,물류센터,청산,,,ast_a86fcdf7e228,112041,112041,40호,물류,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57916,projects,112041,verified,0.94,CBRE IM European Logistics Partners Fund,CBRE IM European Logistics Partners Fund,current_asset_name_ok,keep,false,CBRE IM European Logistics Partners Fund,CBRE IM European Logistics Partners Fund,CBRE IM European Logistics Partners Fund,CBRE IM European Logistics Partners Fund,CBRE IM European Logistics Partners Fund,entity_click_opens_detail
missing_one_or_more_names,남산그린빌딩,,,서울특별시 중구 남대문로5가 267,,physical_asset,오피스,,,fund_name; project_name,ast_a87124d2b233,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,남산그린빌딩,남산그린빌딩,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,홈플러스 대전문화점,,,대전광역시 중구 문화동 1-17,,physical_asset,리테일,,,fund_name; project_name,ast_a8ad83130e72,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,홈플러스 대전문화점,홈플러스 대전문화점,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,Hines European Property Partners,,,,,physical_asset,,,,fund_name; project_name,ast_a8c972e8e90e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,Hines European Property Partners,Hines European Property Partners,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,펨코제17호기업구조조정부동산투자회사의 주식,,,서울특별시 구로구 경인로 662(신도림동 692),,physical_asset,오피스복합,,,fund_name; project_name,ast_a8d37cc1f751,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,펨코제17호기업구조조정부동산투자회사의 주식,펨코제17호기업구조조정부동산투자회사의 주식,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,CJ제일제당센터,,,서울특별시 중구 동호로 330,,physical_asset,오피스,,,fund_name; project_name,ast_a8f90f516d21,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,CJ제일제당센터,CJ제일제당센터,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,안산 초지동 데이터센터,,,경기도 안산시 초지동 624-3,,physical_asset,데이터센터,,,fund_name; project_name,ast_a90871f38856,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,안산 초지동 데이터센터,안산 초지동 데이터센터,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,삼부빌딩 개발사업,,,중구 남창동 9-1 외 4필지,,physical_asset,오피스,,,fund_name; project_name,ast_a9239e56b790,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,삼부빌딩 개발사업,삼부빌딩 개발사업,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,이지스 468-2호 수익증권,,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_a9606b58f51e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,이지스 468-2호 수익증권,이지스 468-2호 수익증권,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,서울시티타워,,,서울특별시 중구 후암로 110(남대문로5가),,physical_asset,오피스,,,fund_name; project_name,ast_a98062ccc3a8,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,서울시티타워,서울시티타워,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
