asset_id,canonical_name,asset_type,address_text,current_pnu,match_status,proposed_pnu,matched_address,matched_category,match_score,match_reasons,longitude,latitude,updated_rows
ast_82a02139e4fd,동삭센토피아 지역주택조합 아파트,주거,경기도 평택시 동삭동 342번지 일원,,safe,4122011900103420000,경기도 평택시 동삭동 342,parcel,12,token:경기도;token:평택시;token:동삭동;lot:342,127.09539021720572,37.021030070484024,1
ast_79be067b7ddd,강남구 역삼동 오피스텔 및 근린생활시설 신축사업,오피스복합,"서울시 강남구 역삼동 605-17, 605-27번지",,safe,1168010100106050017,서울특별시 강남구 역삼동 605-17,parcel,10,token:강남구;token:역삼동;lot:605-17,127.03278238403455,37.50669747515126,1
ast_6384991ee54c,잭니클라우스GC 단독주택부지 담보신탁 1순위 우선수익권 담보부대출,주거,인천광역시 연수구 송도동 117-91외,,safe,2818510600101170091,인천광역시 연수구 송도동 117-91,parcel,12,token:인천광역시;token:연수구;token:송도동;lot:117-91,126.62600194072243,37.38037126055611,1
ast_50f5141fc4b8,트레블로지명동시티홀호텔,호텔,서울특별시 중구 세종대로16길 22(북창동 17-1외 2필지),,safe,1114011300100170001,북창동 17-1,road,7,token:북창동;lot:17-1,126.97807849949422,37.563066818669355,1
ast_4c0d7e5f8a03,반포이수화학본사사옥,오피스,서울시 서초구 반포동 112-4 외 8필지,,safe,1165010700101120004,서울특별시 서초구 반포동 112-4,parcel,10,token:서초구;token:반포동;lot:112-4,126.9936790555514,37.498090110115086,1
ast_3b3e44da06d7,"세운 6-3-1,2구역 도시환경정비사업 개발사업 중순위 PF대출채권 및 토지신탁 우선수익권을 기초자산으로 ?",주거,서울시 중구 을지로4가 261-4외,,safe,1114015500102610004,서울특별시 중구 을지로3가 261-4,parcel,8,token:중구;lot:261-4,126.99444662968222,37.56575338451984,1
ast_66c76bd0edbb,파주 운정지구 오피스 개발사업,오피스,경기도 파주시 와동동 1433번지,,safe,4148012200114330000,경기도 파주시 와동동 1433,parcel,12,token:경기도;token:파주시;token:와동동;lot:1433,126.76131089591016,37.727725817920195,1
ast_cc17ca0f4c91,타임테라스동탄,리테일,경기도 화성시 반송동 96/98번지,,safe,4159710200100960000,경기도 화성시 동탄구 반송동 96,parcel,12,token:경기도;token:화성시;token:반송동;lot:96,127.06888415853673,37.20497699459012,1
ast_762c9fa6b134,반포 이수화학 본사 사옥(재간접),오피스,서울시 서초구 반포동 112-4 외 8필지,,safe,1165010700101120004,서울특별시 서초구 반포동 112-4,parcel,10,token:서초구;token:반포동;lot:112-4,126.9936790555514,37.498090110115086,1
ast_afdaf8446aaa,수원 이비스 앰배서더 수원 호텔 후순위 담보대출,호텔,경기도 수원시 팔달구 인계동 1132-12,,safe,4111514100111320012,경기도 수원시 팔달구 인계동 1132-12,parcel,14,token:경기도;token:수원시;token:팔달구;token:인계동;lot:1132-12,127.031348877688,37.25917952464346,1
ast_82cde1ed5a30,잠실새내 오피스텔 신축사업,주거,서울 송파구 잠실동 183-12외 2필지,,safe,1171010100101830012,서울특별시 송파구 잠실동 183-12,parcel,12,token:서울;token:송파구;token:잠실동;lot:183-12,127.08364363851828,37.51092946135449,1
ast_62541f3646a0,"스카이박스1, 스카이박스2",물류센터,인천광역시 서구 오류동 1549-4 외 1필지,,safe,2826011900115490004,인천광역시 서구 오류동 1549-4,parcel,12,token:인천광역시;token:서구;token:오류동;lot:1549-4,126.60312274563114,37.56364700117452,1
ast_fcd940175c17,금강타워3,오피스복합,서울시 강남구 삼성동 154-8 외 1필지,,safe,1168010500101540008,서울특별시 강남구 삼성동 154-8,parcel,10,token:강남구;token:삼성동;lot:154-8,127.05751793807539,37.50988363605038,1
ast_088dd044de37,부산 온천동 복합시설 신축사업,주거,온천동 180-14번지 복합시설 신축공사,,safe,2626010800101800014,부산광역시 동래구 온천동 180-14,parcel,8,token:온천동;lot:180-14,129.08264015867434,35.21806372944341,1
ast_6b047e815c5e,해운대구 재송동 한진 CY부지 공동주택 등 개발사업 선순위 BrLoan 담보대출,주거,부산시 해운대구 재송동 856-1번지 일원,,safe,2635010400108560001,부산광역시 해운대구 재송동 856-1,parcel,10,token:해운대구;token:재송동;lot:856-1,129.11969023933733,35.18718849358266,1
ast_446647af6ed1,세운5구역PFV,오피스,"서울시 중구 산림동 190-3번지 일원 (세운지구 5-1, 5-3구역)",,safe,1114015700101900003,서울특별시 중구 산림동 190-3,parcel,10,token:중구;token:산림동;lot:190-3,126.99578162111413,37.56787068192537,1
ast_769515754a68,피겨앤그라운드,리테일,서울시 강남구 신사동 543,,safe,1168010700105430000,서울특별시 강남구 신사동 543,parcel,10,token:강남구;token:신사동;lot:543,127.02394652981145,37.52018072680848,1
ast_11919c561605,덕평CJ물류센터,물류센터,경기도 이천시 호법면 매곡리 118-2,,safe,4150033025101180002,경기도 이천시 호법면 매곡리 118-2,parcel,14,token:경기도;token:이천시;token:호법면;token:매곡리;lot:118-2,127.37429531445012,37.215039382996665,1
ast_a8ad83130e72,홈플러스 대전문화점,리테일,대전광역시 중구 문화동 1-17,,safe,3014011600100010017,대전광역시 중구 문화동 1-17,parcel,12,token:대전광역시;token:중구;token:문화동;lot:1-17,127.40766314145166,36.32037550223196,1
ast_c9cb9c4a7013,홈플러스 전주완산점,리테일,전라북도 전주시 중노송동 495-6,,safe,5211112000104950006,전북특별자치도 전주시 완산구 중노송동 495-6,parcel,10,token:전주시;token:중노송동;lot:495-6,127.15006986200183,35.82356148283237,1
ast_7cfadd3adb65,타임워크명동,오피스복합,서울특별시 중구 명동1가 59-5외 8필지,,safe,1114012600100590005,서울특별시 중구 명동1가 59-5,parcel,12,token:서울특별시;token:중구;token:명동1가;lot:1,126.98301979020073,37.564167427261395,1
ast_fe11209bb01f,ISF모1-2호(타임워크명동),오피스복합,서울시 중구 명동1가 59-5외 8필지,,safe,1114012600100590005,서울특별시 중구 명동1가 59-5,parcel,10,token:중구;token:명동1가;lot:1,126.98301979020073,37.564167427261395,1
ast_84125d66e5f0,KORNER 136,리테일,"서울시 마포구 서교동 354-1, 3, 22번지",,safe,1144012000103540001,서울특별시 마포구 서교동 354-1,parcel,10,token:마포구;token:서교동;lot:354-1,126.92169792980981,37.55485725406388,1
ast_617613cdf1a8,역삼동 개발사업,오피스,강남구 역삼동 831-19 일원,,safe,1168010100108310019,서울특별시 강남구 역삼동 831-19,parcel,10,token:강남구;token:역삼동;lot:831-19,127.03013246574264,37.49380188191982,1
ast_ea8e897db9a1,OPUS407,오피스복합,서울특별시 서초구 서초동 1318-1,,safe,1165010800113180001,서울특별시 서초구 서초동 1318-1,parcel,12,token:서울특별시;token:서초구;token:서초동;lot:1318-1,127.02659102789255,37.49898627075828,1
ast_c7f4cc2c568d,충북 청주시 서원구 잠두봉근린공원 공동주택 개발사업 PF 대출채권,주거,충청북도 청주시 서원구 수곡동 산22번지 일원,,safe,4311210700200220000,충청북도 청주시 서원구 수곡동 산 22,parcel,14,token:충청북도;token:청주시;token:서원구;token:수곡동;lot:산22,127.48242742292992,36.61410276749384,1
ast_a36fb8af4acf,남산스퀘어,오피스,서울시 중구 퇴계로 173 (충무로3가 60-1),,safe,1114015800100600001,충무로3가 60-1,road,7,token:충무로3가;lot:3,126.99105851133638,37.56182411740767,1
ast_8e5fda3d061a,OPUS459(구. 백암빌딩),오피스복합,서울특별시 서초구 서초동 1303-34,,safe,1165010800113030034,서울특별시 서초구 서초동 1303-34,parcel,12,token:서울특별시;token:서초구;token:서초동;lot:1303-34,127.02442267626417,37.50310216574829,1
ast_d3ff3c41d7cb,하남데이터센터,데이터센터,"경기도 하남시 풍산동 607-2,3",,safe,4145011000106070002,경기도 하남시 풍산동 607-2,parcel,12,token:경기도;token:하남시;token:풍산동;lot:607-2,127.19493447674468,37.551314005595124,1
ast_64855a473d9f,맹그로브 신촌,오피스복합,서울특별시 마포구 노고산동 56-68 외,,safe,1144011000100560068,서울특별시 마포구 노고산동 56-68,parcel,12,token:서울특별시;token:마포구;token:노고산동;lot:56-68,126.93367665942435,37.554071041984244,1
ast_eb73897d66c4,맹그로브 신설,호텔,서울특별시 동대문구 신설동 98-24,,safe,1123010100100980024,서울특별시 동대문구 신설동 98-24,parcel,12,token:서울특별시;token:동대문구;token:신설동;lot:98-24,127.0260636755784,37.57621658685602,1
ast_878300cda6ad,맹그로브 동대문,호텔,서울특별시 중구 광희동2가 238-1,,safe,1114014600102380001,서울특별시 중구 광희동2가 238-1,parcel,12,token:서울특별시;token:중구;token:광희동2가;lot:2,127.00872025495914,37.56413658628468,1
ast_e60d36b43a64,해운대 센텀 한진CY부지 Bridge Loan 선순위 담보대출 투자,주거,부산광역시 해운대구 재송동 856-1,,safe,2635010400108560001,부산광역시 해운대구 재송동 856-1,parcel,12,token:부산광역시;token:해운대구;token:재송동;lot:856-1,129.11969023933733,35.18718849358266,1
ast_e2910b24e5e7,원효로3가 공공지원민간임대주택,주거,서울특별시 용산구 원효로3가 1-159번지 외 3필지,,safe,1117011700100010159,서울특별시 용산구 원효로3가 1-159,parcel,12,token:서울특별시;token:용산구;token:원효로3가;lot:3,126.9570674411126,37.53588955185519,1
ast_cb763ed28220,삼성월드타워아파트,주거,서울특별시 강남구 삼성동 3-1,,safe,1168010500100030001,서울특별시 강남구 삼성동 3-1,parcel,12,token:서울특별시;token:강남구;token:삼성동;lot:3-1,127.04410140086569,37.51741476343287,1
ast_a56330cfa5d8,환성2호태양광발전소,,충청남도 서산시 지곡면 환성리 777-90,,safe,4421034028107770090,충청남도 서산시 지곡면 환성리 777-90,parcel,14,token:충청남도;token:서산시;token:지곡면;token:환성리;lot:777-90,126.42589549755243,36.92157627295215,1
ast_e93b7e7a9f50,환성3호태양광발전소,,충청남도 서산시 지곡면 환성리 777-90,,safe,4421034028107770090,충청남도 서산시 지곡면 환성리 777-90,parcel,14,token:충청남도;token:서산시;token:지곡면;token:환성리;lot:777-90,126.42589549755243,36.92157627295215,1
ast_47c9c0222e55,예지안빛에너지,,"경상북도 의성군 비안면 장춘리 산88, 산89, 산88-2",,safe,4773039048200880000,경상북도 의성군 비안면 장춘리 산 88,parcel,14,token:경상북도;token:의성군;token:비안면;token:장춘리;lot:산88,128.49695230313174,36.30660894806492,1
ast_d4676b749cd2,해누리7호태양광발전소,,경상북도 의성군 장춘리 산88 외2필지,,safe,4773039048200880000,경상북도 의성군 비안면 장춘리 산 88,parcel,14,token:경상북도;token:의성군;token:장춘리;token:산;lot:산88,128.49695230313174,36.30660894806492,1
ast_fc9106a89950,천리에너지2호태양광발전소,,충청북도 충주시 엄정면 율능리 853 외 3필지,,safe,4313042022108530000,충청북도 충주시 엄정면 율능리 853,parcel,14,token:충청북도;token:충주시;token:엄정면;token:율능리;lot:853,127.894080644815,37.07601612247713,1
ast_30ea47766ea3,엠아이에너지태양광발전소,,충청북도 괴산군 감물면 구월리 산31-3,,safe,4376031024200310003,충청북도 괴산군 감물면 구월리 산 31-3,parcel,14,token:충청북도;token:괴산군;token:감물면;token:구월리;lot:산31-3,127.90965014285517,36.85970804828798,1
ast_26e82856c0dc,솔라팜1호,,경상북도 의성군 장춘리 산88 외2필지,,safe,4773039048200880000,경상북도 의성군 비안면 장춘리 산 88,parcel,14,token:경상북도;token:의성군;token:장춘리;token:산;lot:산88,128.49695230313174,36.30660894806492,1
ast_9a719e7b4ca2,솔라팜2호,,경상북도 의성군 장춘리 산88 외2필지,,safe,4773039048200880000,경상북도 의성군 비안면 장춘리 산 88,parcel,14,token:경상북도;token:의성군;token:장춘리;token:산;lot:산88,128.49695230313174,36.30660894806492,1
ast_08feb99d7dd1,맥스에너지금성태양광발전,,경상북도 의성군 금성면 하리 산72,,safe,4773037042200720000,경상북도 의성군 금성면 하리 산 72,parcel,14,token:경상북도;token:의성군;token:금성면;token:하리;lot:산72,128.67309811007348,36.29676667919078,1
ast_a6d6041ea653,제이에스금계태양광발전,,경상북도 상주시 공성면 금계리 662번지,,safe,4725035022106620000,경상북도 상주시 공성면 금계리 662,parcel,14,token:경상북도;token:상주시;token:공성면;token:금계리;lot:662,128.07458313984577,36.29114755443001,1
ast_75abb17c6fb9,지동쏠라에너지태양광발전,,강원도 평창군 평창읍 지동리 320,,safe,5176025030103200000,강원특별자치도 평창군 평창읍 지동리 320,parcel,12,token:평창군;token:평창읍;token:지동리;lot:320,128.46912502750067,37.41911536776705,1
ast_6e21f7f90ac5,일순에너지,,충청남도 금산군 남일면 신정리 122-1,,safe,4471035026101220001,충청남도 금산군 남일면 신정리 122-1,parcel,14,token:충청남도;token:금산군;token:남일면;token:신정리;lot:122-1,127.51871293266593,36.01902870859132,1
ast_782f84536edf,에이스쏠라,,경상북도 영주시 조와동 133,,safe,4721011000101330000,경상북도 영주시 조와동 133,parcel,12,token:경상북도;token:영주시;token:조와동;lot:133,128.64608751316325,36.868787521489,1
ast_ff97a1f2dae8,디앤피영천신기,,경북 영천시 신기동 산 14외,,safe,4723012900200140000,경상북도 영천시 신기동 산 14,parcel,12,token:영천시;token:신기동;token:산;lot:산14,128.95423902896516,36.01520636109517,1
ast_d19640044285,케이앤씨해바라기,,경북 의성군 비안면 옥연리 676-2,,safe,4773039037106760002,경상북도 의성군 비안면 옥연리 676-2,parcel,12,token:의성군;token:비안면;token:옥연리;lot:676-2,128.47247763115195,36.3258252225896,1
ast_3c2f16286fc7,호니파워,,"강원도 삼척시 도계읍 전두리 166,167",,safe,5123025033101660000,강원특별자치도 삼척시 도계읍 전두리 166,parcel,12,token:삼척시;token:도계읍;token:전두리;lot:166,129.03008112488163,37.238375051380906,1
ast_b0af734b18b2,에스디일호,,"강원도 삼척시 도계읍 전두리 166,167, 172",,safe,5123025033101660000,강원특별자치도 삼척시 도계읍 전두리 166,parcel,12,token:삼척시;token:도계읍;token:전두리;lot:166,129.03008112488163,37.238375051380906,1
ast_879736673d32,에스플래닛삼십사호,,"강원도 삼척시 도계읍 전두리 166,167",,safe,5123025033101660000,강원특별자치도 삼척시 도계읍 전두리 166,parcel,12,token:삼척시;token:도계읍;token:전두리;lot:166,129.03008112488163,37.238375051380906,1
ast_f111ae69e480,아인에너지,,강원도 삼척시 도계읍 전두리 172,,safe,5123025033101720000,강원특별자치도 삼척시 도계읍 전두리 172,parcel,12,token:삼척시;token:도계읍;token:전두리;lot:172,129.028550036924,37.23898255091193,1
ast_df3703ad7418,제이피에너지,,경상북도 안동시 임동면 중평리 산 13-11,,safe,4717040021200130011,경상북도 안동시 임동면 중평리 산 13-11,parcel,14,token:경상북도;token:안동시;token:임동면;token:중평리;lot:산13-11,128.92607671189285,36.57573978505418,1
ast_eb5a157872a8,효제아트PFV(주식 및 주주대여),주거,"서울시 종로구 효제동 315-1, 6",,safe,1111016200103150001,서울특별시 종로구 효제동 315-1,parcel,10,token:종로구;token:효제동;lot:315-1,127.00177880816358,37.57195587021886,1
ast_15237c00f653,롯데백화점분당점,오피스복합,경기도 성남시 분당구 수내동 14,,safe,4113510200100140000,경기도 성남시 분당구 수내동 14,parcel,14,token:경기도;token:성남시;token:분당구;token:수내동;lot:14,127.11429440991813,37.378460948234384,1
ast_3d2e2d559411,두산타워(재간접),오피스복합,서울특별시 중구 을지로 6가 18-12 외 1필지,,safe,1114010500100060000,서울특별시 중구 을지로2가 6,parcel,12,token:서울특별시;token:중구;token:을지로;lot:6,126.98354650144432,37.56643652954178,1
ast_92dea7abe14c,신명솔라 태양광발전소,,강원도 횡성군 횡성읍 송전리 34,,safe,5173025026100340000,강원특별자치도 횡성군 횡성읍 송전리 34,parcel,12,token:횡성군;token:횡성읍;token:송전리;lot:34,128.02571221451552,37.533899015498164,1
ast_1aa61ea72a74,성리태양광발전소,,경상남도 합천군 대병면 성리 산 117,,safe,4889045029201170000,경상남도 합천군 대병면 성리 산 117,parcel,14,token:경상남도;token:합천군;token:대병면;token:성리;lot:산117,128.0658260150749,35.52454209453444,1
ast_b934e85074e0,엠아이파워,,경북 청도군 풍각면 월봉리 산 10번지,,safe,4782032042200100000,경상북도 청도군 풍각면 월봉리 산 10,parcel,12,token:청도군;token:풍각면;token:월봉리;lot:산10,128.59726755467267,35.61793267660509,1
ast_562a1580ea14,의령1호,,경상남도 의령군 화정면 상일리 산95,,safe,4872034025200950000,경상남도 의령군 화정면 상일리 산 95,parcel,14,token:경상남도;token:의령군;token:화정면;token:상일리;lot:산95,128.2231954640659,35.26527984485635,1
ast_d7d1561008f1,의령2호,,경상남도 의령군 화정면 상일리 산95,,safe,4872034025200950000,경상남도 의령군 화정면 상일리 산 95,parcel,14,token:경상남도;token:의령군;token:화정면;token:상일리;lot:산95,128.2231954640659,35.26527984485635,1
ast_c2fde5e671a6,의령3호,,경상남도 의령군 화정면 상일리 산95,,safe,4872034025200950000,경상남도 의령군 화정면 상일리 산 95,parcel,14,token:경상남도;token:의령군;token:화정면;token:상일리;lot:산95,128.2231954640659,35.26527984485635,1
ast_f39c0da608b1,나눔과사랑,,충청남도 부여군 임천면 점리 산9-1(45-3),,safe,4476041028200090001,충청남도 부여군 임천면 점리 산 9-1,parcel,14,token:충청남도;token:부여군;token:임천면;token:점리;lot:산9-1,126.90068009698382,36.21768773000352,1
ast_419a8602469e,건화솔라,,경남 의령군 대의면 천곡리 산50,,safe,4872033029200500000,경상남도 의령군 대의면 천곡리 산 50,parcel,12,token:의령군;token:대의면;token:천곡리;lot:산50,128.13145723869047,35.344238550677574,1
ast_d0ca1e8f80e8,임원,,강원도 삼척시 원덕읍 임원리 산255,,safe,5123025322202550000,강원특별자치도 삼척시 원덕읍 임원리 산 255,parcel,12,token:삼척시;token:원덕읍;token:임원리;lot:산255,129.33214794091384,37.251548819731966,1
ast_9b387d397c17,누리,,강원도 삼척시 원덕읍 임원리 산255,,safe,5123025322202550000,강원특별자치도 삼척시 원덕읍 임원리 산 255,parcel,12,token:삼척시;token:원덕읍;token:임원리;lot:산255,129.33214794091384,37.251548819731966,1
ast_211db1826682,평화와번영,,강원도 평창군 평창읍 고길리 86-1,,safe,5176025029100860001,강원특별자치도 평창군 평창읍 고길리 86-1,parcel,12,token:평창군;token:평창읍;token:고길리;lot:86-1,128.45277242087764,37.41427392378483,1
ast_dd450e43e303,디앤피입암리1호,,"경상북도 의성군 옥산면 입암리 28, 29번지",,safe,4773033038100280000,경상북도 의성군 옥산면 입암리 28,parcel,14,token:경상북도;token:의성군;token:옥산면;token:입암리;lot:28,128.8406539744521,36.39581142001096,1
ast_dd6d598a7920,한려,,"경남 남해군 창선면 서대리 산112, 112-1, 112-2",,safe,4884039026201120000,경상남도 남해군 창선면 서대리 산 112,parcel,12,token:남해군;token:창선면;token:서대리;lot:산112,127.99127264158295,34.875471269331904,1
ast_3165eca06342,해담은삼척1호,,"강원도 삼척시 하장면 장전리 138, 139",,safe,5123032025101380000,강원특별자치도 삼척시 하장면 장전리 138,parcel,12,token:삼척시;token:하장면;token:장전리;lot:138,128.91719286203534,37.355564103691506,1
ast_f5dcfbca1b48,디어스 명동,호텔,"서울 중구 남학동 13-2,14-2",,safe,1114014000100130002,서울특별시 중구 남학동 13-2,parcel,12,token:서울;token:중구;token:남학동;lot:13-2,126.99127075109793,37.56079878212885,1
ast_146d3e80165b,"신동해빌딩, NICE2사옥",주거,"서울특별시 영등포구 여의도동 15-3, 15-28",,safe,1156011000100150003,서울특별시 영등포구 여의도동 15-3,parcel,12,token:서울특별시;token:영등포구;token:여의도동;lot:15-3,126.91934137150355,37.52902329914359,1
ast_6447958fda73,티맥스수내타워,오피스,경기도 성남시 분당구 수내동 6-4,,safe,4113510200100060004,경기도 성남시 분당구 수내동 6-4,parcel,14,token:경기도;token:성남시;token:분당구;token:수내동;lot:6-4,127.11676692218455,37.379236820737745,1
ast_d67f522a279c,안성 당목리 물류 개발사업,물류센터,"경기도 안성시
죽산면 당목리
995-46번지 일원",,safe,4155040029109950046,경기도 안성시 죽산면 당목리 995-46,parcel,14,token:경기도;token:안성시;token:죽산면;token:당목리;lot:995-46,127.41577871949829,37.03642856179657,1
ast_7530c5363c92,동산물류센터,물류센터,경기도 이천시 호법면 매곡리 977-5외 6필지,,safe,4150033025109770005,경기도 이천시 호법면 매곡리 977-5,parcel,14,token:경기도;token:이천시;token:호법면;token:매곡리;lot:977-5,127.3754780547796,37.190261278605064,1
ast_ecfb9566d436,부국물류센터,물류센터,경기도 이천시 대월면 도리리 3-2 외 1필지,,safe,4150035029100030002,경기도 이천시 대월면 도리리 3-2,parcel,14,token:경기도;token:이천시;token:대월면;token:도리리;lot:3-2,127.49375551117004,37.21026374014664,1
ast_ccd25e3078c5,에이블로지스물류센터,물류센터,경기도 용인시 처인구 백암면 백봉리 767-13외 1필지,,safe,4146135023107670013,경기도 용인시 처인구 백암면 백봉리 767-13,parcel,14,token:경기도;token:용인시;token:처인구;token:백암면;lot:767-13,127.38908789652714,37.15106097803783,1
ast_91b68c7952e3,청라 오피스텔,주거,"인천광역시 서구
청라동 6-7, 6-8번지",,safe,2826012200100060007,인천광역시 서구 청라동 6-7,parcel,12,token:인천광역시;token:서구;token:청라동;lot:6-7,126.61944453830492,37.55174028672687,1
ast_46fa23347ee4,동대문구 용두동 오피스텔 PF대출채권,주거,서울특별시 동대문구 용두동 144-31번지 일원,,safe,1123010200101440031,서울특별시 동대문구 용두동 144-31,parcel,12,token:서울특별시;token:동대문구;token:용두동;lot:144-31,127.03193198622446,37.57841396970318,1
ast_7b6e6d2a39c2,완장리 물류센터,물류센터,경기도 용인시 처인구 남사읍 완장리 산100번지 일원,,safe,4146125931201000000,경기도 용인시 처인구 남사읍 완장리 산 100,parcel,14,token:경기도;token:용인시;token:처인구;token:남사읍;lot:산100,127.1773942851344,37.178913305279046,1
ast_f8c612d01935,티마크호텔명동,오피스,서울 중구 충무로3가 43,,safe,1114015800100430000,서울특별시 중구 충무로3가 43,parcel,12,token:서울;token:중구;token:충무로3가;lot:3,126.99260561427533,37.56257559089051,1
ast_bf0627d6fee0,네오밸류한남PFV의 제2종 종류주식,오피스복합,서울시 용산구 한남동 736-9 외 2필지,,safe,1117013100107360009,서울특별시 용산구 한남동 736-9,parcel,10,token:용산구;token:한남동;lot:736-9,126.99790977499076,37.53460849521397,1
ast_f3cb5064d76b,네오밸류한남PFV의 제3종 종류주식,오피스복합,서울시 용산구 한남동 736-9 외 2필지,,safe,1117013100107360009,서울특별시 용산구 한남동 736-9,parcel,10,token:용산구;token:한남동;lot:736-9,126.99790977499076,37.53460849521397,1
ast_7a29ef0974d5,이지스354호 수익증권,데이터센터,"경기도 하남시  풍산동 607-2,3",,safe,4145011000106070002,경기도 하남시 풍산동 607-2,parcel,12,token:경기도;token:하남시;token:풍산동;lot:607-2,127.19493447674468,37.551314005595124,1
ast_119638464007,진이엔지,,충청북도 진천군 문백면 평산리 산 54,,safe,4375033025200540000,충청북도 진천군 문백면 평산리 산 54,parcel,14,token:충청북도;token:진천군;token:문백면;token:평산리;lot:산54,127.47746208343568,36.80241101065761,1
ast_7b19a096c506,현대산업쏠라5호,,"경북 의성군 옥산면 입암리 7,9,10",,safe,4773033038100070000,경상북도 의성군 옥산면 입암리 7,parcel,12,token:의성군;token:옥산면;token:입암리;lot:7,128.84314757261672,36.39588168332041,1
ast_71ccb419b102,리에너지,,경북 상주시 사벌국면 용담리 산42-1,,safe,4725032526200420001,경상북도 상주시 사벌국면 용담리 산 42-1,parcel,12,token:상주시;token:사벌국면;token:용담리;lot:산42-1,128.21824615032253,36.48635538133408,1
ast_5ffda8a73763,지우태양광,,"경상남도 산청군 산청읍 내수리 산49-1, 산51-4",,safe,4886025029200490001,경상남도 산청군 산청읍 내수리 산 49-1,parcel,14,token:경상남도;token:산청군;token:산청읍;token:내수리;lot:산49-1,127.91585028140304,35.43341852461886,1
ast_dfe3a3dedda0,에스지,,경기도 연천군 중면 합수리 122,,safe,4180037026101220000,경기도 연천군 중면 합수리 122,parcel,14,token:경기도;token:연천군;token:중면;token:합수리;lot:122,127.05340283562934,38.16781677992576,1
ast_49a86c456d87,케이앤씨벨에포크,,"전라남도 진도군 지산면 와우리 137-3, 140-1",,safe,4690035030101370003,전라남도 진도군 지산면 와우리 137-3,parcel,14,token:전라남도;token:진도군;token:지산면;token:와우리;lot:137-3,126.14578421229645,34.42739692083895,1
ast_62b8dcc42c6b,미션,,경상북도 영주시 조와동 346 일원,,safe,4721011000103460000,경상북도 영주시 조와동 346,parcel,12,token:경상북도;token:영주시;token:조와동;lot:346,128.6261952230854,36.873640365846036,1
ast_cbe24d6ebb07,윈즈에너지,,경상북도 영주시 조와동 346 일원,,safe,4721011000103460000,경상북도 영주시 조와동 346,parcel,12,token:경상북도;token:영주시;token:조와동;lot:346,128.6261952230854,36.873640365846036,1
ast_7672f8ce7f37,이큐에너지,,경상북도 영주시 조와동 346 일원,,safe,4721011000103460000,경상북도 영주시 조와동 346,parcel,12,token:경상북도;token:영주시;token:조와동;lot:346,128.6261952230854,36.873640365846036,1
ast_dd8a51e02785,소망,,"충청남도 서천군 서면 원두리 산79-1, 80",,safe,4477041025200790001,충청남도 서천군 서면 원두리 산 79-1,parcel,14,token:충청남도;token:서천군;token:서면;token:원두리;lot:산79-1,126.58134247557315,36.16880203985384,1
ast_1a611af09927,청수,,"충청남도 서천군 서면 원두리 산79-1, 80",,safe,4477041025200790001,충청남도 서천군 서면 원두리 산 79-1,parcel,14,token:충청남도;token:서천군;token:서면;token:원두리;lot:산79-1,126.58134247557315,36.16880203985384,1
ast_b5b2968544d4,봉산햇빛,,강원도 철원군 갈말읍 동막리 산166,,safe,5178025630201660001,강원특별자치도 철원군 갈말읍 동막리 산 166-1,parcel,8,token:철원군;token:갈말읍;token:동막리,127.31221517260187,38.239442696978195,1
ast_fc066c8daedb,행암에너지일호,,충청남도 천안시 동남구 동면 행암리 401-8 외,,safe,4413137026104010008,충청남도 천안시 동남구 동면 행암리 401-8,parcel,14,token:충청남도;token:천안시;token:동남구;token:동면;lot:401-8,127.34998685109976,36.80979068210651,1
ast_cb14a8027ca3,도원에너지,,경상남도 하동군 양보면 감당리 산85-1,,safe,4885038023200850001,경상남도 하동군 양보면 감당리 산 85-1,parcel,14,token:경상남도;token:하동군;token:양보면;token:감당리;lot:산85-1,127.82953436791024,35.082590588221734,1
ast_401a2a614838,솔빛에너지,,"경상남도 함안군 군북면 장지리 659, 유현리 1365 일원",,safe,4873032030106590000,경상남도 함안군 군북면 장지리 659,parcel,14,token:경상남도;token:함안군;token:군북면;token:장지리;lot:659,128.33550030293006,35.299077011920616,1
ast_7e82a79ae501,에이치엠솔라1,,"강원도 원주시 문막읍 반계리 2255-2, 2255-3",,safe,5113025029122550002,강원특별자치도 원주시 문막읍 반계리 2255-2,parcel,12,token:원주시;token:문막읍;token:반계리;lot:2255-2,127.79869918727447,37.2977863340131,1
ast_b4b61550017e,이에스에이치12,,전남 광양시 광양읍 세풍리 2224,,safe,4623025034122240000,전라남도 광양시 광양읍 세풍리 2224,parcel,12,token:광양시;token:광양읍;token:세풍리;lot:2224,127.59639715501493,34.89661875622599,1
ast_f0b3bee2e7f8,지티씨솔라13호,,"강원도 화천군 사내면 용담리 602, 603, 604, 605",,safe,5179034024106020000,강원특별자치도 화천군 사내면 용담리 602,parcel,12,token:화천군;token:사내면;token:용담리;lot:602,127.53747386662738,38.0836903595802,1
ast_ecbd3dcd5c8a,강구16호,,경북 안동시 길안면 현하리 1115-19,,safe,4717039033111150019,경상북도 안동시 길안면 현하리 1115-19,parcel,12,token:안동시;token:길안면;token:현하리;lot:1115-19,128.84242966640824,36.428576979692075,1
ast_d1b08df14213,외삼1호,,경상북도 봉화군 봉성면 외삼리 793 외,,safe,4792032023107930000,경상북도 봉화군 봉성면 외삼리 793,parcel,14,token:경상북도;token:봉화군;token:봉성면;token:외삼리;lot:793,128.78366983407705,36.889241619576175,1
