merge_action,risk_level,merge_reason,target_tables,asset_id,current_asset_name,db_asset_master_name,accepted_asset_name,asset_name_action,asset_semantics_hint,adoption_source,recommended_db_action,safe_to_update_existing_asset_master,linked_fund_ids,source_fund_code,source_fund_name,source_seq,source_asset_category,source_investment_asset_type,proposed_address,db_address_text,address_compare,proposed_pnu,db_pnu,pnu_compare,proposed_longitude,db_longitude,longitude_compare,proposed_latitude,db_latitude,latitude_compare,has_proposed_location,has_current_asset_master_location,has_current_ledger_for_asset,has_current_ledger_for_proposed_pnu,has_any_ledger_for_proposed_pnu,needs_asset_master_location_update,needs_building_ledger_fetch_by_pnu,fund_assets_id,fund_assets_pnu,fund_assets_address,fund_assets_longitude,fund_assets_latitude,fund_assets_has_building_ledger_metadata
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),최강일 태양광발전소,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),2,특별자산,특별자산,강원특별자치도 영월군 상동읍 구래리 194-1,남양동 330-3,different,5175025322101940001,5123012000103300003,different,128.809392088464,129.1683588,different,37.1681105159263,37.443710839,different,True,True,True,False,False,True,True,58329,,강원도 영월군 상동읍 수래리 194-1,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),신명솔라 태양광발전소,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),3,특별자산,특별자산,강원특별자치도 횡성군 횡성읍 송전리 34,남양동 330-3,different,5173025026100340000,5123012000103300003,different,128.025712241798,129.1683588,different,37.5338985915933,37.443710839,different,True,True,True,False,False,True,True,58330,,강원특별자치도 횡성군 횡성읍 송전리 34,128.025712214516,37.5338989777653,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),성리태양광발전소,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),4,특별자산,특별자산,경상남도 합천군 대병면 성리 산117,남양동 330-3,different,4889045029201170000,5123012000103300003,different,128.065825733894,129.1683588,different,35.5245413825355,37.443710839,different,True,True,True,False,False,True,True,58331,,경상남도 합천군 대병면 성리 산 117,128.065825689792,35.5245419484486,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),새금풍력태양광발전소,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),5,특별자산,특별자산,강원특별자치도 삼척시 남양동 산33,남양동 330-3,different,5123012000200330000,5123012000103300003,different,129.160670927536,129.1683588,different,37.4214368258761,37.443710839,different,True,True,True,False,False,True,True,58332,5123012000103300003,남양동 330-3,129.1683588,37.443710839,True
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),엠아이파워,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),6,특별자산,특별자산,경상북도 청도군 풍각면 월봉리 산10,남양동 330-3,different,4782032042200100000,5123012000103300003,different,128.59726791787,129.1683588,different,35.6179321225591,37.443710839,different,True,True,True,False,False,True,True,58333,,경상북도 청도군 풍각면 월봉리 산 10,128.597267554672,35.6179326411082,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),해량에너지,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),7,특별자산,특별자산,충청남도 보령시 천북면 장은리 214-8,남양동 330-3,different,4418033024102140008,5123012000103300003,different,126.515408681817,129.1683588,different,36.4986638137305,37.443710839,different,True,True,True,False,False,True,True,58334,,충청남도 보령시 천북면 장은리 산157-1,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),시온솔라,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),8,특별자산,특별자산,경상북도 영천시 북안면 효리 620-1,남양동 330-3,different,4723039029106200001,5123012000103300003,different,129.015031905496,129.1683588,different,35.8695000816468,37.443710839,different,True,True,True,False,False,True,True,58335,,경북 영천시 북안면 효리 산82-1,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),의령1호,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),9,특별자산,특별자산,경상남도 의령군 화정면 상일리 산95,남양동 330-3,different,4872034025200950000,5123012000103300003,different,128.223195801619,129.1683588,different,35.265279257668,37.443710839,different,True,True,True,False,False,True,True,58336,,경상남도 의령군 화정면 상일리 산 95,128.223195464066,35.265279809812,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),의령2호,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),10,특별자산,특별자산,경상남도 의령군 화정면 상일리 산95,남양동 330-3,different,4872034025200950000,5123012000103300003,different,128.223195801619,129.1683588,different,35.265279257668,37.443710839,different,True,True,True,False,False,True,True,58337,,경상남도 의령군 화정면 상일리 산 95,128.223195464066,35.265279809812,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),의령3호,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),11,특별자산,특별자산,경상남도 의령군 화정면 상일리 산95,남양동 330-3,different,4872034025200950000,5123012000103300003,different,128.223195801619,129.1683588,different,35.265279257668,37.443710839,different,True,True,True,False,False,True,True,58338,,경상남도 의령군 화정면 상일리 산 95,128.223195464066,35.265279809812,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),나눔과사랑,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),12,특별자산,특별자산,충청남도 부여군 임천면 점리 산9-1,남양동 330-3,different,4476041028200090001,5123012000103300003,different,126.90072110725,129.1683588,different,36.2177407029393,37.443710839,different,True,True,True,False,False,True,True,58339,,충청남도 부여군 임천면 점리 산 9-1,126.900720890488,36.2177411790282,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),건화솔라,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),13,특별자산,특별자산,경상남도 의령군 대의면 천곡리 산50,남양동 330-3,different,4872033029200500000,5123012000103300003,different,128.131457567959,129.1683588,different,35.344237969546,37.443710839,different,True,True,True,False,False,True,True,58340,,경상남도 의령군 대의면 천곡리 산 50,128.13145723869,35.3442385155307,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),투태모에너지3호,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),14,특별자산,특별자산,대구광역시 군위군 소보면 도산리 1181-3,남양동 330-3,different,4772031043111810003,5123012000103300003,different,128.436538919863,129.1683588,different,36.2431564038821,37.443710839,different,True,True,True,False,False,True,True,58341,,경상북도 군위군 소보면 도산리 산 89-5,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),비취정보기술,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),15,특별자산,특별자산,강원특별자치도 양양군 현남면 정자리 126-10,남양동 330-3,different,5183034025101260010,5123012000103300003,different,128.727835679814,129.1683588,different,37.9684883476199,37.443710839,different,True,True,True,False,False,True,True,58342,,강원특별자치도 양양군 현남면 정자리 1,128.740250467831,37.9688068158425,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),은하수솔라,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),16,특별자산,특별자산,전라북도 남원시 보절면 사촌리 산18-3,남양동 330-3,different,4519040028200180003,5123012000103300003,different,127.42236657571,129.1683588,different,35.5489353202139,37.443710839,different,True,True,True,False,False,True,True,58343,,전라북도 남원시 보절면 사촌리 산18-3,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),화성솔라,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),17,특별자산,특별자산,전라북도 남원시 보절면 사촌리 산18-4,남양동 330-3,different,4519040028200180004,5123012000103300003,different,127.422323488923,129.1683588,different,35.5483029912614,37.443710839,different,True,True,True,False,False,True,True,58344,,전북 남원시 보절면사촌리 산18-4,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),임원,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),18,특별자산,특별자산,강원특별자치도 삼척시 원덕읍 임원리 산255,남양동 330-3,different,5123025322202550000,5123012000103300003,different,129.332148077714,129.1683588,different,37.2515483713529,37.443710839,different,True,True,True,False,False,True,True,58345,,강원특별자치도 삼척시 원덕읍 임원리 산 255,129.332147940911,37.2515487823118,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),누리,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),19,특별자산,특별자산,강원특별자치도 삼척시 원덕읍 임원리 산255,남양동 330-3,different,5123025322202550000,5123012000103300003,different,129.332148077714,129.1683588,different,37.2515483713529,37.443710839,different,True,True,True,False,False,True,True,58346,,강원특별자치도 삼척시 원덕읍 임원리 산 255,129.332147940911,37.2515487823118,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),평화와번영,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),20,특별자산,특별자산,강원특별자치도 평창군 평창읍 고길리 86-1,남양동 330-3,different,5176025029100860001,5123012000103300003,different,128.452772762552,129.1683588,different,37.4142735271132,37.443710839,different,True,True,True,False,False,True,True,58347,,강원특별자치도 평창군 평창읍 고길리 86-1,128.452772420877,37.41427388618,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),옥스포드,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),21,특별자산,특별자산,전라남도 고흥군 도화면 봉룡리 산222,남양동 330-3,different,4677034029202220000,5123012000103300003,different,127.330067128426,129.1683588,different,34.5278911859503,37.443710839,different,True,True,True,False,False,True,True,58348,,전라남도 고흥군 도화면 봉룡리 산221-1,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),미래화희망,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),22,특별자산,특별자산,전라남도 고흥군 도화면 봉룡리 산222,남양동 330-3,different,4677034029202220000,5123012000103300003,different,127.330067128426,129.1683588,different,34.5278911859503,37.443710839,different,True,True,True,False,False,True,True,58349,,전라남도 고흥군 도화면 봉룡리 산221-1,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),해바라기,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),23,특별자산,특별자산,전라남도 고흥군 도화면 봉룡리 산222,남양동 330-3,different,4677034029202220000,5123012000103300003,different,127.330067128426,129.1683588,different,34.5278911859503,37.443710839,different,True,True,True,False,False,True,True,58350,,전라남도 고흥군 도화면 봉룡리 산221-1,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),디앤피입암리1호,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),24,특별자산,특별자산,경상북도 의성군 옥산면 입암리 28,남양동 330-3,different,4773033038100280000,5123012000103300003,different,128.840654073495,129.1683588,different,36.3958108977935,37.443710839,different,True,True,True,False,False,True,True,58351,,경상북도 의성군 옥산면 입암리 28,128.840653974451,36.3958113835598,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),한려,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),25,특별자산,특별자산,경상남도 남해군 창선면 서대리 77-2,남양동 330-3,different,4884039026100770002,5123012000103300003,different,127.991455015405,129.1683588,different,34.874958707049,37.443710839,different,True,True,True,False,False,True,True,58352,,경상남도 남해군 창선면 서대리 산 112,127.991272641583,34.8754712348023,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_222407c92192,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),해담은삼척1호,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112504,112504,이지스일반사모투자신탁392호(태양광),26,특별자산,특별자산,강원특별자치도 삼척시 하장면 장전리 138,남양동 330-3,different,5123032025101380000,5123012000103300003,different,128.91719296485,129.1683588,different,37.3555636643981,37.443710839,different,True,True,True,False,False,True,True,58353,,강원특별자치도 삼척시 하장면 장전리 138,128.917192862034,37.3555640661522,False
hold_name_only_no_location,hold,adopted name has no location candidate,search_alias_or_asset_name,ast_30efc1e2c218,이지스경산물류제1호일반사모부동산투자회사의 1종 종류주식,이지스경산물류제1호일반사모부동산투자회사의 1종 종류주식,이지스경산물류제1호일반사모부동산투자회사의 1종 종류주식,manual_review,,worklist_proposed_name_unmatched,adopt_name_only_pending_location,False,120076 | 120077,,,,,,,,no_proposed_value,,,no_proposed_value,,128.841410657044,no_proposed_value,,35.8737058361886,no_proposed_value,False,False,False,False,False,False,False,,,,,,False
link_existing_underlying_asset_by_pnu,medium,same pnu exists elsewhere in DB; prefer linking/merging existing asset before creating,"asset_master, asset_fund_links, fund_assets",ast_349f44ccfd1f,이지스전문투자형사모부동산투자신탁제404호,이지스전문투자형사모부동산투자신탁제404호,동산물류센터,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112527,112527,이지스전문투자형사모부동산투자신탁제404호,1,물류,물류,경기도 이천시 호법면 매곡리 977-5,경기도 이천시 대월면 도리리 3-2,different,4150033025109770005,4150035029100030002,different,127.37547830455,127.49375551117,different,37.1902608592665,37.2102637027627,different,True,True,True,False,True,True,True,58367,4150033025109770005,경기도 이천시 호법면 매곡리 977-5,127.37547805478,37.1902612412431,True
link_existing_underlying_asset_same_asset_pnu,review,candidate pnu already exists for same asset_id; create/link relationship only after review,"asset_fund_links, fund_assets",ast_349f44ccfd1f,이지스전문투자형사모부동산투자신탁제404호,이지스전문투자형사모부동산투자신탁제404호,부국물류센터,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112527,112527,이지스전문투자형사모부동산투자신탁제404호,2,물류,물류,경기도 이천시 대월면 도리리 3-2,경기도 이천시 대월면 도리리 3-2,same,4150035029100030002,4150035029100030002,same,127.493755771142,127.49375551117,same,37.2102633230507,37.2102637027627,same,True,True,True,True,True,False,False,58368,4150035029100030002,경기도 이천시 대월면 도리리 3-2,127.49375551117,37.2102637027627,True
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_349f44ccfd1f,이지스전문투자형사모부동산투자신탁제404호,이지스전문투자형사모부동산투자신탁제404호,에이블로지스물류센터,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112527,112527,이지스전문투자형사모부동산투자신탁제404호,3,물류,물류,경기도 용인시 처인구 백암면 767-13,경기도 이천시 대월면 도리리 3-2,different,4146135000107670013,4150035029100030002,different,127.389087869929,127.49375551117,different,37.1510605177943,37.2102637027627,different,True,True,True,False,False,True,True,58369,4146135023107670013,경기도 용인시 처인구 백암면 백봉리 767-13,127.389087896527,37.151060940719,True
update_asset_name_only,low,safe existing asset name update but no address/pnu/xy candidate,asset_master,ast_34e35d0dff33,이지스부동산일반사모투자회사제543호,이지스부동산일반사모투자회사제543호,분당야탑물류센터,update_asset_name,,worklist_proposed_name_unmatched,update_name_only_pending_location,True,190002 | 190003 | 190004,,,,,,,경기도 성남시 분당구 야탑동 403,no_proposed_value,,,no_proposed_value,,127.11873273896,no_proposed_value,,37.4148816506813,no_proposed_value,False,False,False,False,False,False,False,,,,,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),다산1,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),1,특별자산,특별자산,전라남도 해남군 해남읍 복평리 995-7,진량읍 신상리 1186-7,different,4682025037109950007,4729025321111860007,different,126.538161600153,128.831477243,different,34.5652004185649,35.876417663,different,True,True,True,False,False,True,True,58411,,전라남도 해남군 해남읍 복평리 995-7,126.538161665367,34.5652010866154,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),동서발전,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),2,특별자산,특별자산,경상북도 예천군 은풍면 부초리 산44,진량읍 신상리 1186-7,different,4790043029200440000,4729025321111860007,different,128.450495775082,128.831477243,different,36.7285805664103,35.876417663,different,True,True,True,False,False,True,True,58412,,경상북도 예천군 은풍면 부초리 산 44-1,128.450495709425,36.7285810242574,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),진이엔지,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),3,특별자산,특별자산,충청북도 진천군 문백면 평산리 산54,진량읍 신상리 1186-7,different,4375033025200540000,4729025321111860007,different,127.477462066664,128.831477243,different,36.8024105189189,35.876417663,different,True,True,True,False,False,True,True,58413,,충청북도 진천군 문백면 평산리 산 54,127.477462083436,36.8024109737305,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),현대산업쏠라5호,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),4,특별자산,특별자산,경상북도 의성군 옥산면 입암리 9,진량읍 신상리 1186-7,different,4773033038100090000,4729025321111860007,different,128.842909332077,128.831477243,different,36.3958762237176,35.876417663,different,True,True,True,False,False,True,True,58414,,경상북도 의성군 옥산면 입암리 7,128.843147572616,36.3958816468692,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),케이앤스틸테크놀로지,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),5,특별자산,특별자산,경상북도 상주시 내서면 노류리 572-2,진량읍 신상리 1186-7,different,4725037029105720002,4729025321111860007,different,128.020691220829,128.831477243,different,36.3645499179998,35.876417663,different,True,True,True,False,False,True,True,58415,,"경상북도 상주시 내서면 노류리 산141-1, 572-1, 모서면 대포리 산20-5",,,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),리에너지,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),6,특별자산,특별자산,경상북도 상주시 사벌국면 용담리 산42-1,진량읍 신상리 1186-7,different,4725032526200420001,4729025321111860007,different,128.218246198146,128.831477243,different,36.4863548646006,35.876417663,different,True,True,True,False,False,True,True,58416,,경상북도 상주시 사벌국면 용담리 산 42-1,128.218246150322,36.4863553447739,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),지우태양광,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),7,특별자산,특별자산,경상남도 산청군 산청읍 내수리 산49-1,진량읍 신상리 1186-7,different,4886025029200490001,4729025321111860007,different,127.915850592278,128.831477243,different,35.4334179495002,35.876417663,different,True,True,True,False,False,True,True,58417,,경상남도 산청군 산청읍 내수리 산 49-1,127.915850281403,35.4334184893568,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),에스지,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),8,특별자산,특별자산,경기도 연천군 중면 합수리 122,진량읍 신상리 1186-7,different,4180037026101220000,4729025321111860007,different,127.053403053374,128.831477243,different,38.1678164523042,35.876417663,different,True,True,True,False,False,True,True,58418,,경기도 연천군 중면 합수리 122,127.053402835629,38.1678167415454,False
create_underlying_asset_then_fetch_ledger,medium,multi-underlying candidate with new pnu; create asset then fetch/insert ledger,"asset_master, asset_fund_links, asset_building_ledger, fund_assets",ast_357127c88355,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),케이앤씨벨에포크,split_or_drawer_list,,domestic_excel_fund_code_match,create_or_link_underlying_asset_with_location,False,112584,112584,이지스일반사모투자신탁435호(태양광),9,특별자산,특별자산,전라남도 진도군 지산면 와우리 137-3,진량읍 신상리 1186-7,different,4690035030101370003,4729025321111860007,different,126.145784395077,128.831477243,different,34.4273962344761,35.876417663,different,True,True,True,False,False,True,True,58419,,전라남도 진도군 지산면 와우리 137-3,126.145784212296,34.4273968869183,False
