entity_type,entity_id,token_type,search_text,search_key,display_text,related_asset_id,related_fund_id,related_project_id,result_behavior,source
asset,ast_0011c54227b4,asset_name,인천 가좌동 소재 개발자산 선매입,인천가좌동소재개발자산선매입,인천 가좌동 소재 개발자산 선매입,ast_0011c54227b4,,,open_asset_drawer,project_name_cleanup_basis.final_asset_name
project_context,ast_0011c54227b4:,project_or_business_label,인천 가좌동 소재 개발자산 선매입,인천가좌동소재개발자산선매입,인천 가좌동 소재 개발자산 선매입,ast_0011c54227b4,,,open_context_drawer,derived.available_name
asset,ast_004573bcb481,asset_name,안성산하3지구물류센터개발사업,안성산하3지구물류센터개발사업,안성산하3지구물류센터개발사업,ast_004573bcb481,,,open_asset_drawer,project_name_cleanup_basis.final_asset_name
project_context,ast_004573bcb481:,project_or_business_label,안성산하3지구물류센터개발사업,안성산하3지구물류센터개발사업,안성산하3지구물류센터개발사업,ast_004573bcb481,,,open_context_drawer,derived.available_name
address,ast_004573bcb481,address_region,경기도,경기도,안성산하3지구물류센터개발사업 · 경기도 안성시 원곡면 산하리500번지 외 168필지,ast_004573bcb481,,,open_asset_drawer,asset_address.region_token
address,ast_004573bcb481,address_region,안성시,안성시,안성산하3지구물류센터개발사업 · 경기도 안성시 원곡면 산하리500번지 외 168필지,ast_004573bcb481,,,open_asset_drawer,asset_address.region_token
address,ast_004573bcb481,address_region,원곡면,원곡면,안성산하3지구물류센터개발사업 · 경기도 안성시 원곡면 산하리500번지 외 168필지,ast_004573bcb481,,,open_asset_drawer,asset_address.region_token
address,ast_004573bcb481,address_region,산하리500번지,산하리500번지,안성산하3지구물류센터개발사업 · 경기도 안성시 원곡면 산하리500번지 외 168필지,ast_004573bcb481,,,open_asset_drawer,asset_address.region_token
address,ast_004573bcb481,address_region,경기도 안성시,경기도안성시,안성산하3지구물류센터개발사업 · 경기도 안성시 원곡면 산하리500번지 외 168필지,ast_004573bcb481,,,open_asset_drawer,asset_address.region_token
asset,ast_0098d2fecd62,asset_name,종로구 시니어주택 리모델링,종로구시니어주택리모델링,종로구 시니어주택 리모델링,ast_0098d2fecd62,,,open_asset_drawer,project_name_cleanup_basis.final_asset_name
project_context,ast_0098d2fecd62:,project_or_business_label,종로구 시니어주택 리모델링,종로구시니어주택리모델링,종로구 시니어주택 리모델링,ast_0098d2fecd62,,,open_context_drawer,derived.available_name
address,ast_0098d2fecd62,address_region,서울시,서울시,종로구 시니어주택 리모델링 · 서울시 종로구 평창동 153-3,ast_0098d2fecd62,,,open_asset_drawer,asset_address.region_token
address,ast_0098d2fecd62,address_region,종로구,종로구,종로구 시니어주택 리모델링 · 서울시 종로구 평창동 153-3,ast_0098d2fecd62,,,open_asset_drawer,asset_address.region_token
address,ast_0098d2fecd62,address_region,평창동,평창동,종로구 시니어주택 리모델링 · 서울시 종로구 평창동 153-3,ast_0098d2fecd62,,,open_asset_drawer,asset_address.region_token
address,ast_0098d2fecd62,address_region,153-3,1533,종로구 시니어주택 리모델링 · 서울시 종로구 평창동 153-3,ast_0098d2fecd62,,,open_asset_drawer,asset_address.region_token
address,ast_0098d2fecd62,address_region,서울시 종로구,서울시종로구,종로구 시니어주택 리모델링 · 서울시 종로구 평창동 153-3,ast_0098d2fecd62,,,open_asset_drawer,asset_address.region_token
asset,ast_00d6ab2ffdec,asset_name,이지스10호(2종)의  수익증권,이지스10호의수익증권,이지스10호(2종)의  수익증권,ast_00d6ab2ffdec,,,open_asset_drawer,project_name_cleanup_basis.final_asset_name
project_context,ast_00d6ab2ffdec:,project_or_business_label,이지스10호(2종)의  수익증권,이지스10호의수익증권,이지스10호(2종)의  수익증권,ast_00d6ab2ffdec,,,open_context_drawer,derived.available_name
asset,ast_00df26953973,asset_name,New York 1551 Broadway Mezzanine Loan,newyork1551broadwaymezzanineloan,New York 1551 Broadway Mezzanine Loan,ast_00df26953973,112150,112150,open_asset_drawer,project_name_cleanup_basis.final_asset_name
fund,112150,fund_name,이지스글로벌일반사모부동산투자신탁141호,이지스글로벌일반사모부동산투자신탁141호,이지스글로벌일반사모부동산투자신탁141호,ast_00df26953973,112150,112150,open_fund_drawer,funds.fund_name
fund,112150,fund_short_name,141호,141호,이지스글로벌일반사모부동산투자신탁141호,ast_00df26953973,112150,112150,open_fund_drawer,funds.short_name
project_context,112150,project_or_business_label,New York 1551 Broadway Mezzanine Loan,newyork1551broadwaymezzanineloan,New York 1551 Broadway Mezzanine Loan,ast_00df26953973,112150,112150,open_context_drawer,funds.project_mission_name
address,ast_00df26953973,address_region,1551,1551,"New York 1551 Broadway Mezzanine Loan · 1551 Broadway New York, NY",ast_00df26953973,112150,112150,open_asset_drawer,asset_address.region_token
address,ast_00df26953973,address_region,Broadway,broadway,"New York 1551 Broadway Mezzanine Loan · 1551 Broadway New York, NY",ast_00df26953973,112150,112150,open_asset_drawer,asset_address.region_token
address,ast_00df26953973,address_region,New,new,"New York 1551 Broadway Mezzanine Loan · 1551 Broadway New York, NY",ast_00df26953973,112150,112150,open_asset_drawer,asset_address.region_token
address,ast_00df26953973,address_region,York,york,"New York 1551 Broadway Mezzanine Loan · 1551 Broadway New York, NY",ast_00df26953973,112150,112150,open_asset_drawer,asset_address.region_token
address,ast_00df26953973,address_region,1551 Broadway,1551broadway,"New York 1551 Broadway Mezzanine Loan · 1551 Broadway New York, NY",ast_00df26953973,112150,112150,open_asset_drawer,asset_address.region_token
asset,ast_01045c0cd92d,asset_name,이지스333호(디어스 명동),이지스333호,이지스333호(디어스 명동),ast_01045c0cd92d,,,open_asset_drawer,project_name_cleanup_basis.final_asset_name
project_context,ast_01045c0cd92d:,project_or_business_label,이지스333호(디어스 명동),이지스333호,이지스333호(디어스 명동),ast_01045c0cd92d,,,open_context_drawer,derived.available_name
address,ast_01045c0cd92d,address_region,서울시,서울시,이지스333호(디어스 명동) · 서울시 중구 남학동 13-2외 1필지,ast_01045c0cd92d,,,open_asset_drawer,asset_address.region_token
address,ast_01045c0cd92d,address_region,중구,중구,이지스333호(디어스 명동) · 서울시 중구 남학동 13-2외 1필지,ast_01045c0cd92d,,,open_asset_drawer,asset_address.region_token
address,ast_01045c0cd92d,address_region,남학동,남학동,이지스333호(디어스 명동) · 서울시 중구 남학동 13-2외 1필지,ast_01045c0cd92d,,,open_asset_drawer,asset_address.region_token
address,ast_01045c0cd92d,address_region,13-2외,132외,이지스333호(디어스 명동) · 서울시 중구 남학동 13-2외 1필지,ast_01045c0cd92d,,,open_asset_drawer,asset_address.region_token
address,ast_01045c0cd92d,address_region,서울시 중구,서울시중구,이지스333호(디어스 명동) · 서울시 중구 남학동 13-2외 1필지,ast_01045c0cd92d,,,open_asset_drawer,asset_address.region_token
asset,ast_021767a7f029,asset_name,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,120011,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,project_name_cleanup_basis.final_asset_name
fund,120011,fund_name,이지스전문투자형사모부동산투자신탁263호 3종,이지스전문투자형사모부동산투자신탁263호3종,이지스전문투자형사모부동산투자신탁263호 3종,ast_021767a7f029,120011,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.fund_name
fund,120011,fund_short_name,263호(3종),263호,이지스전문투자형사모부동산투자신탁263호 3종,ast_021767a7f029,120011,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.short_name
project,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,120011,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_project_drawer,actual_projects.project_name
address,ast_021767a7f029,address_region,성내동,성내동,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,120011,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,190-11,19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,120011,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,성내동 190-11,성내동19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,120011,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
project_context,112287,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,120011,112287,open_context_drawer,funds.project_mission_name
project_context,112288,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,120011,112288,open_context_drawer,funds.project_mission_name
project_context,112289,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,120011,112289,open_context_drawer,funds.project_mission_name
project_context,120011,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,120011,120011,open_context_drawer,funds.project_mission_name
project_context,R00012,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,120011,R00012,open_context_drawer,funds.project_mission_name
asset,ast_021767a7f029,asset_name,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,R00012,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,project_name_cleanup_basis.final_asset_name
fund,R00012,fund_name,이지스청년주택제1호위탁관리부동산투자회사,이지스청년주택제1호위탁관리부동산투자회사,이지스청년주택제1호위탁관리부동산투자회사,ast_021767a7f029,R00012,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.fund_name
fund,R00012,fund_short_name,R청년주택1호,r청년주택1호,이지스청년주택제1호위탁관리부동산투자회사,ast_021767a7f029,R00012,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.short_name
project,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,R00012,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_project_drawer,actual_projects.project_name
address,ast_021767a7f029,address_region,성내동,성내동,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,R00012,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,190-11,19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,R00012,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,성내동 190-11,성내동19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,R00012,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
project_context,112287,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,R00012,112287,open_context_drawer,funds.project_mission_name
project_context,112288,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,R00012,112288,open_context_drawer,funds.project_mission_name
project_context,112289,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,R00012,112289,open_context_drawer,funds.project_mission_name
project_context,120011,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,R00012,120011,open_context_drawer,funds.project_mission_name
project_context,R00012,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,R00012,R00012,open_context_drawer,funds.project_mission_name
asset,ast_021767a7f029,asset_name,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112287,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,project_name_cleanup_basis.final_asset_name
fund,112287,fund_name,이지스전문투자형사모투자신탁263호,이지스전문투자형사모투자신탁263호,이지스전문투자형사모투자신탁263호,ast_021767a7f029,112287,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.fund_name
fund,112287,fund_short_name,263호(운용),263호,이지스전문투자형사모투자신탁263호,ast_021767a7f029,112287,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.short_name
project,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112287,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_project_drawer,actual_projects.project_name
address,ast_021767a7f029,address_region,성내동,성내동,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112287,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,190-11,19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112287,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,성내동 190-11,성내동19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112287,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
project_context,112287,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112287,112287,open_context_drawer,funds.project_mission_name
project_context,112288,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112287,112288,open_context_drawer,funds.project_mission_name
project_context,112289,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112287,112289,open_context_drawer,funds.project_mission_name
project_context,120011,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112287,120011,open_context_drawer,funds.project_mission_name
project_context,R00012,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112287,R00012,open_context_drawer,funds.project_mission_name
asset,ast_021767a7f029,asset_name,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112288,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,project_name_cleanup_basis.final_asset_name
fund,112288,fund_name,이지스전문투자형사모부동산투자신탁263호 1종,이지스전문투자형사모부동산투자신탁263호1종,이지스전문투자형사모부동산투자신탁263호 1종,ast_021767a7f029,112288,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.fund_name
fund,112288,fund_short_name,263호(1종),263호,이지스전문투자형사모부동산투자신탁263호 1종,ast_021767a7f029,112288,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.short_name
project,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112288,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_project_drawer,actual_projects.project_name
address,ast_021767a7f029,address_region,성내동,성내동,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112288,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,190-11,19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112288,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,성내동 190-11,성내동19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112288,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
project_context,112287,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112288,112287,open_context_drawer,funds.project_mission_name
project_context,112288,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112288,112288,open_context_drawer,funds.project_mission_name
project_context,112289,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112288,112289,open_context_drawer,funds.project_mission_name
project_context,120011,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112288,120011,open_context_drawer,funds.project_mission_name
project_context,R00012,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112288,R00012,open_context_drawer,funds.project_mission_name
asset,ast_021767a7f029,asset_name,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112289,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,project_name_cleanup_basis.final_asset_name
fund,112289,fund_name,이지스전문투자형사모부동산투자신탁263호 2종,이지스전문투자형사모부동산투자신탁263호2종,이지스전문투자형사모부동산투자신탁263호 2종,ast_021767a7f029,112289,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.fund_name
fund,112289,fund_short_name,263호(2종),263호,이지스전문투자형사모부동산투자신탁263호 2종,ast_021767a7f029,112289,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_fund_drawer,funds.short_name
project,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112289,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_project_drawer,actual_projects.project_name
address,ast_021767a7f029,address_region,성내동,성내동,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112289,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,190-11,19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112289,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
address,ast_021767a7f029,address_region,성내동 190-11,성내동19011,강동 성내 역세권 청년주택 · 성내동 190-11,ast_021767a7f029,112289,project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,open_asset_drawer,asset_address.region_token
project_context,112287,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112289,112287,open_context_drawer,funds.project_mission_name
project_context,112288,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112289,112288,open_context_drawer,funds.project_mission_name
project_context,112289,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112289,112289,open_context_drawer,funds.project_mission_name
project_context,120011,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112289,120011,open_context_drawer,funds.project_mission_name
project_context,R00012,project_or_business_label,강동 성내 역세권 청년주택,강동성내역세권청년주택,강동 성내 역세권 청년주택,ast_021767a7f029,112289,R00012,open_context_drawer,funds.project_mission_name
asset,ast_022d4816897f,asset_name,여의도 파이낸스타워,여의도파이낸스타워,여의도 파이낸스타워,ast_022d4816897f,,,open_asset_drawer,project_name_cleanup_basis.final_asset_name
project_context,ast_022d4816897f:,project_or_business_label,여의도 파이낸스타워,여의도파이낸스타워,여의도 파이낸스타워,ast_022d4816897f,,,open_context_drawer,derived.available_name
address,ast_022d4816897f,address_region,서울특별시,서울특별시,여의도 파이낸스타워 · 서울특별시 영등포구 국제금융로 2길 32,ast_022d4816897f,,,open_asset_drawer,asset_address.region_token
address,ast_022d4816897f,address_region,영등포구,영등포구,여의도 파이낸스타워 · 서울특별시 영등포구 국제금융로 2길 32,ast_022d4816897f,,,open_asset_drawer,asset_address.region_token
address,ast_022d4816897f,address_region,국제금융로,국제금융로,여의도 파이낸스타워 · 서울특별시 영등포구 국제금융로 2길 32,ast_022d4816897f,,,open_asset_drawer,asset_address.region_token
address,ast_022d4816897f,address_region,2길,2길,여의도 파이낸스타워 · 서울특별시 영등포구 국제금융로 2길 32,ast_022d4816897f,,,open_asset_drawer,asset_address.region_token
address,ast_022d4816897f,address_region,서울특별시 영등포구,서울특별시영등포구,여의도 파이낸스타워 · 서울특별시 영등포구 국제금융로 2길 32,ast_022d4816897f,,,open_asset_drawer,asset_address.region_token
asset,ast_023cb333482d,asset_name,성수동 복합시설 개발사업,성수동복합시설개발사업,성수동 복합시설 개발사업,ast_023cb333482d,,,open_asset_drawer,project_name_cleanup_basis.final_asset_name
project_context,ast_023cb333482d:,project_or_business_label,성수동 복합시설 개발사업,성수동복합시설개발사업,성수동 복합시설 개발사업,ast_023cb333482d,,,open_context_drawer,derived.available_name
address,ast_023cb333482d,address_region,서울특별시,서울특별시,"성수동 복합시설 개발사업 · 서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지",ast_023cb333482d,,,open_asset_drawer,asset_address.region_token
address,ast_023cb333482d,address_region,성동구,성동구,"성수동 복합시설 개발사업 · 서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지",ast_023cb333482d,,,open_asset_drawer,asset_address.region_token
address,ast_023cb333482d,address_region,성수동2가,성수동2가,"성수동 복합시설 개발사업 · 서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지",ast_023cb333482d,,,open_asset_drawer,asset_address.region_token
address,ast_023cb333482d,address_region,314-10,31410,"성수동 복합시설 개발사업 · 서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지",ast_023cb333482d,,,open_asset_drawer,asset_address.region_token
address,ast_023cb333482d,address_region,서울특별시 성동구,서울특별시성동구,"성수동 복합시설 개발사업 · 서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지",ast_023cb333482d,,,open_asset_drawer,asset_address.region_token
asset,ast_024953888c95,asset_name,판교 테크원타워,판교테크원타워,판교 테크원타워,ast_024953888c95,,,open_asset_drawer,project_name_cleanup_basis.final_asset_name
project_context,ast_024953888c95:,project_or_business_label,판교 테크원타워,판교테크원타워,판교 테크원타워,ast_024953888c95,,,open_context_drawer,derived.available_name
address,ast_024953888c95,address_region,경기도,경기도,판교 테크원타워 · 경기도 성남시 분당구 백현동 534,ast_024953888c95,,,open_asset_drawer,asset_address.region_token
address,ast_024953888c95,address_region,성남시,성남시,판교 테크원타워 · 경기도 성남시 분당구 백현동 534,ast_024953888c95,,,open_asset_drawer,asset_address.region_token
address,ast_024953888c95,address_region,분당구,분당구,판교 테크원타워 · 경기도 성남시 분당구 백현동 534,ast_024953888c95,,,open_asset_drawer,asset_address.region_token
address,ast_024953888c95,address_region,백현동,백현동,판교 테크원타워 · 경기도 성남시 분당구 백현동 534,ast_024953888c95,,,open_asset_drawer,asset_address.region_token
address,ast_024953888c95,address_region,경기도 성남시,경기도성남시,판교 테크원타워 · 경기도 성남시 분당구 백현동 534,ast_024953888c95,,,open_asset_drawer,asset_address.region_token
asset,ast_0264aa763175,asset_name,덕평CJ물류센터 (투자),덕평cj물류센터,덕평CJ물류센터 (투자),ast_0264aa763175,112328,112328,open_asset_drawer,project_name_cleanup_basis.final_asset_name
fund,112328,fund_name,이지스전문투자형사모부동산투자신탁286호(운용),이지스전문투자형사모부동산투자신탁286호,이지스전문투자형사모부동산투자신탁286호(운용),ast_0264aa763175,112328,112328,open_fund_drawer,funds.fund_name
fund,112328,fund_short_name,286호,286호,이지스전문투자형사모부동산투자신탁286호(운용),ast_0264aa763175,112328,112328,open_fund_drawer,funds.short_name
project_context,112328,project_or_business_label,덕평CJ물류센터,덕평cj물류센터,덕평CJ물류센터,ast_0264aa763175,112328,112328,open_context_drawer,funds.project_mission_name
address,ast_0264aa763175,address_region,경기도,경기도,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112328,112328,open_asset_drawer,asset_address.region_token
address,ast_0264aa763175,address_region,이천시,이천시,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112328,112328,open_asset_drawer,asset_address.region_token
address,ast_0264aa763175,address_region,호법면,호법면,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112328,112328,open_asset_drawer,asset_address.region_token
address,ast_0264aa763175,address_region,매곡리,매곡리,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112328,112328,open_asset_drawer,asset_address.region_token
address,ast_0264aa763175,address_region,경기도 이천시,경기도이천시,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112328,112328,open_asset_drawer,asset_address.region_token
project_context,112329,project_or_business_label,덕평CJ물류센터,덕평cj물류센터,덕평CJ물류센터,ast_0264aa763175,112328,112329,open_context_drawer,funds.project_mission_name
project_context,112330,project_or_business_label,덕평CJ물류센터,덕평cj물류센터,덕평CJ물류센터,ast_0264aa763175,112328,112330,open_context_drawer,funds.project_mission_name
asset,ast_0264aa763175,asset_name,덕평CJ물류센터 (투자),덕평cj물류센터,덕평CJ물류센터 (투자),ast_0264aa763175,112329,112328,open_asset_drawer,project_name_cleanup_basis.final_asset_name
fund,112329,fund_name,이지스전문투자형사모부동산투자신탁286호(1종),이지스전문투자형사모부동산투자신탁286호,이지스전문투자형사모부동산투자신탁286호(1종),ast_0264aa763175,112329,112328,open_fund_drawer,funds.fund_name
fund,112329,fund_short_name,286호(1종),286호,이지스전문투자형사모부동산투자신탁286호(1종),ast_0264aa763175,112329,112328,open_fund_drawer,funds.short_name
project_context,112328,project_or_business_label,덕평CJ물류센터,덕평cj물류센터,덕평CJ물류센터,ast_0264aa763175,112329,112328,open_context_drawer,funds.project_mission_name
address,ast_0264aa763175,address_region,경기도,경기도,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112329,112328,open_asset_drawer,asset_address.region_token
address,ast_0264aa763175,address_region,이천시,이천시,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112329,112328,open_asset_drawer,asset_address.region_token
address,ast_0264aa763175,address_region,호법면,호법면,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112329,112328,open_asset_drawer,asset_address.region_token
address,ast_0264aa763175,address_region,매곡리,매곡리,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112329,112328,open_asset_drawer,asset_address.region_token
address,ast_0264aa763175,address_region,경기도 이천시,경기도이천시,덕평CJ물류센터 (투자) · 경기도 이천시 호법면 매곡리 118-2,ast_0264aa763175,112329,112328,open_asset_drawer,asset_address.region_token
project_context,112329,project_or_business_label,덕평CJ물류센터,덕평cj물류센터,덕평CJ물류센터,ast_0264aa763175,112329,112329,open_context_drawer,funds.project_mission_name
