issue_type,asset_id,asset_name,fund_id,current_fund_name,proposed_fund_name,project_id,current_project_name,proposed_project_display_name,proposed_project_display_source,project_id_is_actual_project,project_id_is_fund_id_pseudo,flags,relationship_status,missing_parts,project_lookup_source,fund_relation_source_table,project_relation_source_table
project_name,ast_ecd738fc0c31,홈플러스센텀시티점,112702,이지스일반사모부동산투자신탁13호(2종),이지스일반사모부동산투자신탁13호(2종),,,,,false,false,project_missing_no_id,missing_one_or_more_names,project_name,no_project_link,fund_assets,
fund_name,ast_ecfb9566d436,부국물류센터,,,,,,,,false,false,fund_missing_no_id,missing_one_or_more_names,fund_name; project_name,no_project_link,,
project_name,ast_ecfb9566d436,부국물류센터,,,,,,,,false,false,project_missing_no_id,missing_one_or_more_names,fund_name; project_name,no_project_link,,
fund_name,ast_ed3ecf35259b,수서 역세권B1-3BL B/L(이지스수서PF재구조화 2종 수익증권),,,,,,,,false,false,fund_missing_no_id,missing_one_or_more_names,fund_name; project_name,no_project_link,,
project_name,ast_ed3ecf35259b,수서 역세권B1-3BL B/L(이지스수서PF재구조화 2종 수익증권),,,,,,,,false,false,project_missing_no_id,missing_one_or_more_names,fund_name; project_name,no_project_link,,
project_name,ast_ed6a011723e2,남동테크노타워 지식산업센터 개발사업 PF,112184,이지스전문투자형사모부동산투자신탁182호,이지스전문투자형사모부동산투자신탁182호,112184,남동테크노타워 지식산업센터 개발사업 PF대출,남동테크노타워 지식산업센터 개발사업 PF대출,funds.project_mission_name,false,true,project_id_is_fund_id_pseudo_project,asset_fund_project_connected,,asset_project_links.metadata,fund_assets,projects
project_name,ast_edd6f6c3e3e5,더피나클강남 (투자),112005,이지스전문투자형사모부동산투자신탁6호,이지스전문투자형사모부동산투자신탁6호,112005,더피나클강남,더피나클강남,funds.project_mission_name,false,true,project_id_is_fund_id_pseudo_project,asset_fund_project_connected,,asset_project_links.metadata,fund_assets,projects
project_name,ast_edd6f6c3e3e5,더피나클강남 (투자),112005,이지스전문투자형사모부동산투자신탁6호,이지스전문투자형사모부동산투자신탁6호,200036,"미국 Delaware 소재 ROCKWOOD LSF III, LP (역외펀드)의 수익증권","미국 Delaware 소재 ROCKWOOD LSF III, LP (역외펀드)의 수익증권",funds.project_mission_name,false,true,project_id_is_fund_id_pseudo_project;project_name_vehicle_like,asset_fund_project_connected,,asset_project_links.metadata,fund_assets,projects
project_name,ast_edd6f6c3e3e5,더피나클강남 (투자),112005,이지스전문투자형사모부동산투자신탁6호,이지스전문투자형사모부동산투자신탁6호,200037,"Helix Buyer, LLC에 대한 선순위 대출","Helix Buyer, LLC에 대한 선순위 대출",funds.project_mission_name,false,true,project_id_is_fund_id_pseudo_project,asset_fund_project_connected,,asset_project_links.metadata,fund_assets,projects
project_name,ast_edd6f6c3e3e5,더피나클강남 (투자),112060,이지스KORIF66호,이지스KORIF66호,112005,더피나클강남,더피나클강남,funds.project_mission_name,false,true,project_id_is_fund_id_pseudo_project,asset_fund_project_connected,,asset_project_links.metadata,funds,projects
