asset_id,current_asset_name,proposed_asset_name,asset_name_resolution_status,asset_name_action,is_fund_or_vehicle_fallback_asset,direct_fund_asset_candidates,same_fund_underlying_candidates,fund_asset_field_candidates,project_name_candidates,alias_name_candidates,direct_fund_asset_details_json,linked_fund_ids,linked_project_ids,linked_fund_count,linked_project_count,drawer_behavior_hint
ast_18332a11a1f7,이지스제542호부동산일반사모투자회사(제1종),이지스제542호부동산일반사모투자회사(제1종),current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_19343fe25554,이지스 코어에너지인프라 1호 수익증권,이지스 코어에너지인프라 1호 수익증권,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_199ba4e0626d,"MRP Buyer, LLC에 대한 선순위 대출","MRP Buyer, LLC에 대한 선순위 대출",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_19dc673946e8,"AA- 이상 채권,  메자닌, 리츠IPO, 국내 상장 리츠, 공모주, 스팩","AA- 이상 채권,  메자닌, 리츠IPO, 국내 상장 리츠, 공모주, 스팩",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_19e5bba5f247,서영빌딩 (투자),서영빌딩 (투자),current_asset_name_ok,keep,false,서영빌딩,호수빌딩 | 트리스빌딩 | 서영빌딩 | 탑빌딩,서영빌딩 | 탑빌딩 | 트리스빌딩 | 호수빌딩,,"서영빌딩 | 서영빌딩, 탑빌딩, 트리스빌딩, 호수빌딩","[{""name"":""서영빌딩"",""address"":""경기도 성남시 분당구 수내동 6-3"",""type"":""""}]",112025,,1,0,entity_click_opens_detail
ast_1a20ea59c075,더강남832PFV의 지분증권 및 대출채권,더강남832PFV의 지분증권 및 대출채권,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1a611af09927,청수,청수,current_asset_name_ok,keep,false,,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,다산1 | 동서발전 | 진이엔지 | 현대산업쏠라5호 | 케이앤스틸테크놀로지 | 리에너지 | 지우태양광 | 에스지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 윈즈에너지 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 솔빛에너지 | 에스와이솔라 | 에이치엠솔라1 | 이에스에이치12 | 지티씨솔라13호 | 강구16호 | 외삼1호 | 외삼2호 | 솔라트리1호 | 김송하 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 솔라팩토리10호 | 씨에스에너텍 | 알이씨에너지 | 알이엔네트웍스 | 어량리 | 비케이솔라 | 와이알에너지 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 적화솔라 | 솔라시너지햇빛1호 | 이인메가태양광 | 솔라팩토리22호 | 솔라팩토리19호,,"다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",[],112584,,1,0,entity_click_opens_detail
ast_1a6da4237f05,ARDIAN ASF IX Infrastructure SWF,ARDIAN ASF IX Infrastructure SWF,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1a7bbfa76876,Bristol Logistics Amazon,Bristol Logistics Amazon,current_asset_name_ok,keep,false,Bristol Logistics Amazon,Paris Logistics Amazon | Barcelona Logistics Amazon | Bristol Logistics Amazon,Paris Logistics Amazon | Bristol Logistics Amazon | Barcelona Logistics Amazon,,"Bristol Logistics Amazon | Paris Logistics Amazon , Bristol Logistics Amazon , Barcelona Logistics Amazon | Paris Logistics Amazon , Barcelona Logistics Amazon , Bristol Logistics Amazon","[{""name"":""Bristol Logistics Amazon"",""address"":""Unit 4, Central Park, Central Avenue, Severn Beach, Bristol, UK"",""type"":""물류센터""},{""name"":""Bristol Logistics Amazon"",""address"":""Unit 4, Central Park, Central Avenue, Severn Beach, Bristol, UK"",""type"":""물류센터""}]",112324 | 112325,,2,0,asset_click_opens_fund_list
ast_1a7e1fbe1ed6,남양주 다산진건지구 오피스텔,남양주 다산진건지구 오피스텔,current_asset_name_ok,keep,false,남양주 다산진건지구 오피스텔,남양주 다산진건지구 오피스텔,남양주 다산진건지구 오피스텔,남양주 다산진건지구 오피스텔,남양주 다산진건지구 오피스텔,"[{""name"":""남양주 다산진건지구 오피스텔"",""address"":""경기도 남양주 다산진건지구상업3 5-1, 5-2블럭"",""type"":""""}]",112190,112190,1,1,entity_click_opens_detail
ast_1a8c028a5e37,NY Brooklyn MF SpringCreek Tower,NY Brooklyn MF SpringCreek Tower,current_asset_name_ok,keep,false,NY Brooklyn MF SpringCreek Tower,NY Brooklyn MF SpringCreek Tower,NY Brooklyn MF SpringCreek Tower,NY Brooklyn MF SpringCreek Tower,NY Brooklyn MF SpringCreek Tower,"[{""name"":""NY Brooklyn MF SpringCreek Tower"",""address"":"""",""type"":""""}]",112585,112585 | project_notion_3258ced4-3c47-810e-a1aa-fd3ef4e7a20d,1,2,asset_click_opens_project_list
ast_1a8c0ab8b13b,SK명동빌딩,SK명동빌딩,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1aa61ea72a74,성리태양광발전소,성리태양광발전소,current_asset_name_ok,keep,false,성리태양광발전소,새금풍력태양광발전소 | 신명솔라 태양광발전소 | 최강일 태양광발전소 | 참빛솔라 태양광발전소 | 성리태양광발전소 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 비취정보기술 | 해량에너지 | 시온솔라 | 투태모에너지3호 | 엠아이파워 | 평화와번영 | 디앤피입암리1호 | 해담은삼척1호 | 은하수솔라 | 화성솔라 | 옥스포드 | 미래화희망 | 해바라기,참빛솔라 태양광발전소 | 최강일 태양광발전소 | 신명솔라 태양광발전소 | 성리태양광발전소 | 새금풍력태양광발전소 | 엠아이파워 | 해량에너지 | 시온솔라 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 투태모에너지3호 | 비취정보기술 | 은하수솔라 | 화성솔라 | 평화와번영 | 옥스포드 | 미래화희망 | 해바라기 | 디앤피입암리1호 | 해담은삼척1호,,"성리태양광발전소 | 참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호","[{""name"":""성리태양광발전소"",""address"":""경상남도 합천군 대병면 성리 산 117"",""type"":""""}]",112504,,1,0,entity_click_opens_detail
ast_1b09ced3f5a7,호수빌딩,호수빌딩,current_asset_name_ok,keep,false,호수빌딩,호수빌딩 | 트리스빌딩 | 서영빌딩 | 탑빌딩,서영빌딩 | 탑빌딩 | 트리스빌딩 | 호수빌딩 | 이지스기회추구2-1호 (330호 | OPUS407 | 舊뉴욕제과빌딩) | 이지스기회추구2-2호(353호 | OPUS459 | 舊백암빌딩) | 舊백암빌딩) 공동투자,"기회추구2호 | 서영빌딩, 탑빌딩, 트리스빌딩, 호수빌딩 | 이지스기회추구2-1호 (330호, OPUS407/舊뉴욕제과빌딩), 이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) | 이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) 공동투자","호수빌딩 | 서영빌딩, 탑빌딩, 트리스빌딩, 호수빌딩 | 이지스기회추구2-1호 (330호, OPUS407/舊뉴욕제과빌딩), 이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) | 기회추구2호 | 이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) 공동투자","[{""name"":""호수빌딩"",""address"":""대구광역시 중구 동인동2가 50-3"",""type"":""""}]",112025 | 112380 | 112471,112025 | 112380 | 112471 | project_notion_3258ced4-3c47-810b-833d-ea07904bffaf,3,4,entity_click_opens_asset_fund_project_picker
ast_1b445b832a9b,Jersey City 65 Bay Street B-Note Loan,Jersey City 65 Bay Street B-Note Loan,current_asset_name_ok,keep,false,Jersey City 65 Bay Street B-Note Loan,Jersey City 65 Bay Street B-Note Loan,Jersey City 65 Bay Street B-Note Loan,Jersey City 65 Bay Street B-Note Loan,Jersey City 65 Bay Street B-Note Loan,"[{""name"":""Jersey City 65 Bay Street B-Note Loan"",""address"":""65 Bay Street, Jersey City, NJ"",""type"":""주거""}]",112183,112183 | project_notion_3258ced4-3c47-817d-b777-eecaedc343f0,1,2,asset_click_opens_project_list
ast_1ba78b46e989,채권,채권,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1bf3c754cc2c,LA Wilshire Grand Center Senior Loan,LA Wilshire Grand Center Senior Loan,current_asset_name_ok,keep,false,LA Wilshire Grand Center Senior Loan,LA Wilshire Grand Center Senior Loan,LA Wilshire Grand Center Senior Loan,LA Wilshire Grand Center Senior Loan,LA Wilshire Grand Center Senior Loan,"[{""name"":""LA Wilshire Grand Center Senior Loan"",""address"":""900 Wilshire Boulevard, Los Angeles, California"",""type"":""""},{""name"":""LA Wilshire Grand Center Senior Loan"",""address"":""900 Wilshire Boulevard, Los Angeles, California"",""type"":""""}]",112523 | 112718,112523 | 112718,2,2,entity_click_opens_asset_fund_project_picker
ast_1c2b0c57e8b7,대구시티센터 (투자),대구시티센터 (투자),current_asset_name_ok,keep,false,대구시티센터,대구시티센터,대구시티센터,,대구시티센터 | DCC,"[{""name"":""대구시티센터"",""address"":""대구광역시 중구 문화동 11-1"",""type"":""오피스복합""}]",112033,,1,0,entity_click_opens_detail
ast_1c98656c9aa6,Pantheon Viking Co-Invest LP,Pantheon Viking Co-Invest LP,current_asset_name_ok,keep,false,Pantheon Viking Co-Invest LP,Pantheon Viking Co-Invest LP | NMP V | PGSF VII | PSD III,Pantheon Viking Co-Invest LP | NMP V | PGSF VII | PSD III,"글로벌세컨더리2호 | Pantheon Viking Co-Invest LP, NMP V, PGSF VII, PSD III | Pantheon Viking Co-Invest LP, NMP V | 글로벌세컨더리1호","Pantheon Viking Co-Invest LP | Pantheon Viking Co-Invest LP, NMP V, PGSF VII, PSD III | Pantheon Viking Co-Invest LP, NMP V","[{""name"":""Pantheon Viking Co-Invest LP"",""address"":"""",""type"":""오피스복합""},{""name"":""Pantheon Viking Co-Invest LP"",""address"":"""",""type"":""오피스복합""}]",200006 | 200007,200006 | 200007 | project_notion_3258ced4-3c47-812b-b4a3-d3091d0020b1 | project_notion_3258ced4-3c47-81aa-8a38-eca933a0ef3a | project_notion_3258ced4-3c47-81d9-bd6b-cf85190615ef | project_notion_3258ced4-3c47-81f8-a64b-f9120a3bcba5 | project_notion_3268ced4-3c47-8127-89d8-c7b8a4e189f0 | project_notion_3268ced4-3c47-81e3-9702-c2a1a96d0bca,2,8,entity_click_opens_asset_fund_project_picker
ast_1ce55ba1b6ee,CBRE IM European Logistics Partners Fund,CBRE IM European Logistics Partners Fund,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1daf77258172,천안성성7지구공동주택,천안성성7지구공동주택,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1db4b67ee880,"공모주, 스팩","공모주, 스팩",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1e2221e5e270,솔라팩토리10호,솔라팩토리10호,current_asset_name_ok,keep,false,솔라팩토리10호,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,다산1 | 동서발전 | 진이엔지 | 현대산업쏠라5호 | 케이앤스틸테크놀로지 | 리에너지 | 지우태양광 | 에스지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 윈즈에너지 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 솔빛에너지 | 에스와이솔라 | 에이치엠솔라1 | 이에스에이치12 | 지티씨솔라13호 | 강구16호 | 외삼1호 | 외삼2호 | 솔라트리1호 | 김송하 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 솔라팩토리10호 | 씨에스에너텍 | 알이씨에너지 | 알이엔네트웍스 | 어량리 | 비케이솔라 | 와이알에너지 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 적화솔라 | 솔라시너지햇빛1호 | 이인메가태양광 | 솔라팩토리22호 | 솔라팩토리19호,,"솔라팩토리10호 | 다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호","[{""name"":""솔라팩토리10호"",""address"":""경기도 포천시 자작동 595"",""type"":""""}]",112584,,1,0,entity_click_opens_detail
ast_1e36ef9dd9b2,"국내 상장 리츠, 상장 인프라펀드, 채권형 펀드","국내 상장 리츠, 상장 인프라펀드, 채권형 펀드",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1e6db3434a24,위례Senior Living 개발사업,위례Senior Living 개발사업,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1eb3221796bb,이지스333호(홍대 코리빙 복합시설),이지스333호(홍대 코리빙 복합시설),current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1f096e28a63c,오산세교2지구 M-1BL 주상복합,오산세교2지구 M-1BL 주상복합,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1f446ce9025d,홈플러스죽도점 (투자),홈플러스죽도점 (투자),current_asset_name_ok,keep,false,홈플러스죽도점,홈플러스삼천포점 | 홈플러스진주점 | 홈플러스죽도점,홈플러스삼천포점 | 홈플러스진주점 | 홈플러스죽도점,"홈플러스 3개소 | 홈플러스 전주효자 | 홈플러스삼천포점, 홈플러스진주점, 홈플러스죽도점","홈플러스죽도점 | 홈플러스 3개소 / 홈플러스 전주효자 | 홈플러스삼천포점, 홈플러스진주점, 홈플러스죽도점","[{""name"":""홈플러스죽도점"",""address"":""경상북도 포항시 북구 죽도동 50-1"",""type"":""리테일""}]",112018 | 112225 | 112567 | 200003 | R00002,112018 | project_notion_3258ced4-3c47-8104-93cb-e17d0756539b | project_notion_3258ced4-3c47-819a-a6ab-d0752c7e7cd0 | project_notion_3268ced4-3c47-813e-bcba-d8bcadf734f6 | project_notion_3268ced4-3c47-81c4-8060-e206573a8da5,5,5,entity_click_opens_asset_fund_project_picker
ast_1f6899d52522,효제동 주거용 오피스텔,효제동 주거용 오피스텔,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1f7b90e8b01b,옥스포드,옥스포드,current_asset_name_ok,keep,false,옥스포드,새금풍력태양광발전소 | 신명솔라 태양광발전소 | 최강일 태양광발전소 | 참빛솔라 태양광발전소 | 성리태양광발전소 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 비취정보기술 | 해량에너지 | 시온솔라 | 투태모에너지3호 | 엠아이파워 | 평화와번영 | 디앤피입암리1호 | 해담은삼척1호 | 은하수솔라 | 화성솔라 | 옥스포드 | 미래화희망 | 해바라기,참빛솔라 태양광발전소 | 최강일 태양광발전소 | 신명솔라 태양광발전소 | 성리태양광발전소 | 새금풍력태양광발전소 | 엠아이파워 | 해량에너지 | 시온솔라 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 투태모에너지3호 | 비취정보기술 | 은하수솔라 | 화성솔라 | 평화와번영 | 옥스포드 | 미래화희망 | 해바라기 | 디앤피입암리1호 | 해담은삼척1호,,"옥스포드 | 참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호","[{""name"":""옥스포드"",""address"":""전라남도 고흥군 도화면 봉룡리 산221-1"",""type"":""""}]",112504,,1,0,entity_click_opens_detail
ast_1f99948b6e40,괌 소재 종합병원(GRMC)에 대한 선순위,괌 소재 종합병원(GRMC)에 대한 선순위,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1fd14a31b02a,Courtyard Miami Airport West Doral,Courtyard Miami Airport West Doral,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_20262366f9d0,Washington D.C. Office Midtown Center,Washington D.C. Office Midtown Center,current_asset_name_ok,keep,false,Washington D.C. Office Midtown Center,Washington D.C. Office Midtown Center,Washington D.C. Office Midtown Center,Washington D.C. Office Midtown Center,Washington D.C. Office Midtown Center,"[{""name"":""Washington D.C. Office Midtown Center"",""address"":""1100 15th Street, NW Washington, D.C."",""type"":""""},{""name"":""Washington D.C. Office Midtown Center"",""address"":""1100 15th Street, NW Washington, D.C."",""type"":""""}]",112540 | 112541,112540 | 112541 | project_notion_3258ced4-3c47-81cd-b2ae-c5a87f617f2b,2,3,entity_click_opens_asset_fund_project_picker
ast_204fd0903755,"국내 상장 리츠, 신주인수권증서, 공모주","국내 상장 리츠, 신주인수권증서, 공모주",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_20f01c104a7a,종로타워,종로타워,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_211d00ab23dd,해바라기,해바라기,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_211db1826682,평화와번영,평화와번영,current_asset_name_ok,keep,false,평화와번영,새금풍력태양광발전소 | 신명솔라 태양광발전소 | 최강일 태양광발전소 | 참빛솔라 태양광발전소 | 성리태양광발전소 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 비취정보기술 | 해량에너지 | 시온솔라 | 투태모에너지3호 | 엠아이파워 | 평화와번영 | 디앤피입암리1호 | 해담은삼척1호 | 은하수솔라 | 화성솔라 | 옥스포드 | 미래화희망 | 해바라기,참빛솔라 태양광발전소 | 최강일 태양광발전소 | 신명솔라 태양광발전소 | 성리태양광발전소 | 새금풍력태양광발전소 | 엠아이파워 | 해량에너지 | 시온솔라 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 투태모에너지3호 | 비취정보기술 | 은하수솔라 | 화성솔라 | 평화와번영 | 옥스포드 | 미래화희망 | 해바라기 | 디앤피입암리1호 | 해담은삼척1호,,"평화와번영 | 참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호","[{""name"":""평화와번영"",""address"":""강원특별자치도 평창군 평창읍 고길리 86-1"",""type"":""""}]",112504,,1,0,entity_click_opens_detail
ast_2135120fef32,공주시 웅진동 공동주택,공주시 웅진동 공동주택,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_21ccb7c9f7bd,G밸리비즈플라자,G밸리비즈플라자,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_222407c92192,이지스일반사모투자신탁392호(태양광),새금풍력태양광발전소 | 신명솔라 태양광발전소 | 최강일 태양광발전소 | 참빛솔라 태양광발전소 | 성리태양광발전소 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 비취정보기술 | 해량에너지 | 시온솔라 | 투태모에너지3호 | 엠아이파워 | 평화와번영 | 디앤피입암리1호 | 해담은삼척1호 | 은하수솔라 | 화성솔라 | 옥스포드 | 미래화희망 | 해바라기,review_multi_underlying_split,split_or_drawer_list,true,새금풍력태양광발전소,새금풍력태양광발전소 | 신명솔라 태양광발전소 | 최강일 태양광발전소 | 참빛솔라 태양광발전소 | 성리태양광발전소 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 비취정보기술 | 해량에너지 | 시온솔라 | 투태모에너지3호 | 엠아이파워 | 평화와번영 | 디앤피입암리1호 | 해담은삼척1호 | 은하수솔라 | 화성솔라 | 옥스포드 | 미래화희망 | 해바라기,참빛솔라 태양광발전소 | 최강일 태양광발전소 | 신명솔라 태양광발전소 | 성리태양광발전소 | 새금풍력태양광발전소 | 엠아이파워 | 해량에너지 | 시온솔라 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 투태모에너지3호 | 비취정보기술 | 은하수솔라 | 화성솔라 | 평화와번영 | 옥스포드 | 미래화희망 | 해바라기 | 디앤피입암리1호 | 해담은삼척1호,,"새금풍력태양광발전소 | 참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호","[{""name"":""새금풍력태양광발전소"",""address"":""남양동 330-3"",""type"":""""}]",112504,,1,0,fund_click_opens_underlying_asset_list
ast_223406583df1,The-K호텔서울 부지 재개발사업,The-K호텔서울 부지 재개발사업,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_2235d1489ae1,부천카스퀘어,부천카스퀘어,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_223bae23bf93,뉴코아아울렛(평촌),뉴코아아울렛(평촌),current_asset_name_ok,keep,false,뉴코아아울렛(평촌),뉴코아아울렛(평촌) | NC백화점(야탑),NC백화점(야탑) | 뉴코아아울렛(평촌),,"뉴코아아울렛(평촌) | NC백화점(야탑), 뉴코아아울렛(평촌), 뉴코아아울렛(일산)","[{""name"":""뉴코아아울렛(평촌)"",""address"":""경기도 안양시 동안구 호계동 1039-3"",""type"":""""},{""name"":""뉴코아아울렛(평촌)"",""address"":""경기도 안양시 동안구 호계동 1039-3"",""type"":""""}]",112081 | 112155,,2,0,asset_click_opens_fund_list
ast_225077ef8c95,Las Vegas Cosmopolitan Hotel Mezzanine C Loan,Las Vegas Cosmopolitan Hotel Mezzanine C Loan,current_asset_name_ok,keep,false,Las Vegas Cosmopolitan Hotel Mezzanine C Loan,Las Vegas Cosmopolitan Hotel Mezzanine C Loan,Las Vegas Cosmopolitan Hotel Mezzanine C Loan,Las Vegas Cosmopolitan Hotel Mezzanine C Loan,Las Vegas Cosmopolitan Hotel Mezzanine C Loan,"[{""name"":""Las Vegas Cosmopolitan Hotel Mezzanine C Loan"",""address"":""3708 Las Vegas Blvd, Las Vegas, NV 89109"",""type"":""""}]",112164,112164,1,1,entity_click_opens_detail
ast_22796a68985d,"채권, 메자닌, 국내 주식, ETF, 상장 리츠, 공모주, 이벤트 드리븐","채권, 메자닌, 국내 주식, ETF, 상장 리츠, 공모주, 이벤트 드리븐",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_22f2b5989936,Nuveen Real Estate U.S. Cities Multifamily Fund,Nuveen Real Estate U.S. Cities Multifamily Fund,current_asset_name_ok,keep,false,Nuveen Real Estate U.S. Cities Multifamily Fund,Nuveen Real Estate U.S. Cities Multifamily Fund,Nuveen Real Estate U.S. Cities Multifamily Fund,Nuveen Real Estate U.S. Cities Multifamily Fund,Nuveen Real Estate U.S. Cities Multifamily Fund,"[{""name"":""Nuveen Real Estate U.S. Cities Multifamily Fund"",""address"":"""",""type"":""주거""}]",112408,112408 | project_notion_3258ced4-3c47-8107-8ec5-cbecaf705a8d | project_notion_3268ced4-3c47-8192-b83d-c0ae97a27553,1,3,asset_click_opens_project_list
ast_22ffb98ad420,"해외 주식, 채권, 공모주, 스팩, ETF, 선물, 단기금융상품","해외 주식, 채권, 공모주, 스팩, ETF, 선물, 단기금융상품",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_230b908af3f7,프랑스 Orange Telecome 오피스,프랑스 Orange Telecome 오피스,current_asset_name_ok,keep,false,프랑스 Orange Telecome 오피스,프랑스 Orange Telecome 오피스,프랑스 Orange Telecome 오피스,프랑스 Orange Telecome 오피스,프랑스 Orange Telecome 오피스,"[{""name"":""프랑스 Orange Telecome 오피스"",""address"":""59 avenue Vladimir Ilitch Lénine, ARCEUIL"",""type"":""""}]",112046 | 112224,112046,2,1,asset_click_opens_fund_list
