asset_id,current_asset_name,proposed_asset_name,asset_name_resolution_status,asset_name_action,is_fund_or_vehicle_fallback_asset,direct_fund_asset_candidates,same_fund_underlying_candidates,fund_asset_field_candidates,project_name_candidates,alias_name_candidates,direct_fund_asset_details_json,linked_fund_ids,linked_project_ids,linked_fund_count,linked_project_count,drawer_behavior_hint
ast_0011c54227b4,인천 가좌동 소재 개발자산 선매입,인천 가좌동 소재 개발자산 선매입,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_004573bcb481,안성산하3지구물류센터개발사업,안성산하3지구물류센터개발사업,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0098d2fecd62,종로구 시니어주택 리모델링,종로구 시니어주택 리모델링,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_00d6ab2ffdec,이지스10호(2종)의  수익증권,이지스10호(2종)의  수익증권,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_00df26953973,New York 1551 Broadway Mezzanine Loan,New York 1551 Broadway Mezzanine Loan,current_asset_name_ok,keep,false,New York 1551 Broadway Mezzanine Loan,New York 1551 Broadway Mezzanine Loan,New York 1551 Broadway Mezzanine Loan,New York 1551 Broadway Mezzanine Loan,New York 1551 Broadway Mezzanine Loan,"[{""name"":""New York 1551 Broadway Mezzanine Loan"",""address"":""1551 Broadway New York, NY"",""type"":""""}]",112150,112150,1,1,entity_click_opens_detail
ast_01045c0cd92d,이지스333호(디어스 명동),이지스333호(디어스 명동),current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_021767a7f029,강동 성내 역세권 청년주택,강동 성내 역세권 청년주택,current_asset_name_ok,keep,false,강동 성내 역세권 청년주택,강동 성내 역세권 청년주택,강동 성내 역세권 청년주택,강동 성내 역세권 청년주택,강동 성내 역세권 청년주택,"[{""name"":""강동 성내 역세권 청년주택"",""address"":""성내동 190-11"",""type"":""""},{""name"":""강동 성내 역세권 청년주택"",""address"":""성내동 190-11"",""type"":""""},{""name"":""강동 성내 역세권 청년주택"",""address"":""성내동 190-11"",""type"":""""}]",112287 | 112288 | 112289 | 120011 | R00012,112287 | 112288 | 112289 | 120011 | R00012 | project_notion_3258ced4-3c47-81af-bbdf-cc83ee3a30ba,5,6,entity_click_opens_asset_fund_project_picker
ast_022d4816897f,여의도 파이낸스타워,여의도 파이낸스타워,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_023cb333482d,성수동 복합시설 개발사업,성수동 복합시설 개발사업,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_024953888c95,판교 테크원타워,판교 테크원타워,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0264aa763175,덕평CJ물류센터 (투자),덕평CJ물류센터 (투자),current_asset_name_ok,keep,false,덕평CJ물류센터,덕평CJ물류센터,덕평CJ물류센터,덕평CJ물류센터,덕평CJ물류센터,"[{""name"":""덕평CJ물류센터"",""address"":""경기도 이천시 호법면 매곡리 118-2"",""type"":""""}]",112328 | 112329 | 112330,112328 | 112329 | 112330,3,3,entity_click_opens_asset_fund_project_picker
ast_02870a4cfd6e,시그니쳐타워,시그니쳐타워,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_02e499cf476b,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,current_asset_name_ok,keep,false,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,반포 스페셜시츄에이션 | 서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출 | 반포 스페셜시츄에이션,"[{""name"":""서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출"",""address"":""서울특별시 서초구 반포동 64-1"",""type"":""""},{""name"":""서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출"",""address"":""서울특별시 서초구 반포동 64-1"",""type"":""""}]",120059 | 120060,120059 | 120060 | project_notion_3258ced4-3c47-81c6-aa6d-fd1918557d0c | project_notion_3268ced4-3c47-81eb-b5a0-c02b7f306052,2,4,entity_click_opens_asset_fund_project_picker
ast_02f2fb35a743,이지스글로벌세컨더리일반사모혼합자산투자신탁제1호,Pantheon Viking Co-Invest LP | NMP V | PGSF VII | PSD III,review_multi_underlying_split,split_or_drawer_list,true,PSD III,Pantheon Viking Co-Invest LP | NMP V | PGSF VII | PSD III,Pantheon Viking Co-Invest LP | NMP V | PGSF VII | PSD III,,"PSD III | Pantheon Viking Co-Invest LP, NMP V, PGSF VII, PSD III","[{""name"":""PSD III"",""address"":"""",""type"":""오피스복합""}]",200006,,1,0,fund_click_opens_underlying_asset_list
ast_03afde6453fc,탑빌딩,탑빌딩,current_asset_name_ok,keep,false,탑빌딩,탑빌딩 | 호수빌딩 | 트리스빌딩 | 서영빌딩,탑빌딩 | 서영빌딩 | 트리스빌딩 | 호수빌딩,,"탑빌딩 | 서영빌딩, 탑빌딩, 트리스빌딩, 호수빌딩","[{""name"":""탑빌딩"",""address"":""경기도 성남시 분당구 야탑동 361-4"",""type"":""오피스""},{""name"":""탑빌딩"",""address"":""경기도 성남시 분당구 야탑동 361-4"",""type"":""오피스""}]",112025 | 112597,,2,0,asset_click_opens_fund_list
ast_03b867e56a1e,평촌G스퀘어,평촌G스퀘어,current_asset_name_ok,keep,false,평촌G스퀘어,평촌G스퀘어,평촌G스퀘어,평촌 G스퀘어,평촌G스퀘어,"[{""name"":""평촌G스퀘어"",""address"":""경기도 안양시 동안구 호계동 1039"",""type"":""리테일""},{""name"":""평촌G스퀘어"",""address"":""경기도 안양시 동안구 호계동 1039"",""type"":""리테일""},{""name"":""평촌G스퀘어"",""address"":""경기도 안양시 동안구 호계동 1039"",""type"":""리테일""}]",112085 | 112089 | 112090,112085 | 112089 | 112090 | project_notion_3258ced4-3c47-8189-8e94-ec28b1f3cf28 | project_notion_3268ced4-3c47-815e-a4e5-c8bff77f2023,3,5,entity_click_opens_asset_fund_project_picker
ast_03c3c2e1b0b2,신라스테이울산,신라스테이울산,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_03f61e21a973,여주 본두리 물류센터,여주 본두리 물류센터,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_042b9d125ed3,"메자닌, 공모주, 이벤트 드리븐","메자닌, 공모주, 이벤트 드리븐",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_04878d0c997e,서울인터내셔널타워(SI타워),서울인터내셔널타워(SI타워),current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_04ce3ef6593c,오산세교2지구 M-1BL 주상복합,오산세교2지구 M-1BL 주상복합,current_asset_name_ok,keep,false,오산세교2지구 M-1BL 주상복합,오산세교2지구 M-1BL 주상복합,오산세교2지구 M-1BL 주상복합,오산세교 주상복합 개발사업 | 오산세교2지구 M-1BL 주상복합,오산세교2지구 M-1BL 주상복합 | 오산세교 주상복합 개발사업,"[{""name"":""오산세교2지구 M-1BL 주상복합"",""address"":""경기도 오산시 오산세교2지구 M1BL"",""type"":""오피스복합""}]",P00012,P00012 | project_notion_3258ced4-3c47-81dc-9709-fa150a62a94b | project_notion_3268ced4-3c47-81a2-bc74-d2f1e81e5190,1,3,asset_click_opens_project_list
ast_04fa217d3e90,"메자닌, 공모주, 이벤트 드리븐, 스팩","메자닌, 공모주, 이벤트 드리븐, 스팩",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0527c87b54b5,을지로3가 도시환경정비구역 제10지구 신축 오피스,을지로3가 도시환경정비구역 제10지구 신축 오피스,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0546ff4ee9db,OJP사옥(워싱턴),OJP사옥(워싱턴),current_asset_name_ok,keep,false,OJP사옥(워싱턴),Sanofi 본사(파리) | OJP사옥(워싱턴) | Bell 본사(몬트리올),Sanofi 본사(파리) | Bell 본사(몬트리올) | OJP사옥(워싱턴),,"OJP사옥(워싱턴) | Sanofi 본사(파리), Bell 본사(몬트리올), OJP사옥(워싱턴)","[{""name"":""OJP사옥(워싱턴)"",""address"":""810 7th Street, N.W., Washington D.C., U.S.A."",""type"":""오피스""}]",112035,,1,0,entity_click_opens_detail
ast_0555a6694264,이지스제572호부동산일반사모투자회사(1종),이지스제572호부동산일반사모투자회사(1종),review_single_vehicle_or_security_candidate,manual_review,true,이지스제572호부동산일반사모투자회사(1종),이지스제572호부동산일반사모투자회사(1종),이지스제572호부동산일반사모투자회사(1종),산업단지환경개선펀드 2호 | 이지스제572호부동산일반사모투자회사(1종),이지스제572호부동산일반사모투자회사(1종) | 산업단지환경개선펀드 2호,"[{""name"":""이지스제572호부동산일반사모투자회사(1종)"",""address"":"""",""type"":""""}]",120084 | 190015 | 190016,120084 | project_notion_3258ced4-3c47-81a6-8956-da51f389ec09,3,2,entity_click_opens_asset_fund_project_picker
ast_05637427d30e,도지물류센터,도지물류센터,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0595e7f4dccc,동서발전,동서발전,current_asset_name_ok,keep,false,동서발전,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,다산1 | 동서발전 | 진이엔지 | 현대산업쏠라5호 | 케이앤스틸테크놀로지 | 리에너지 | 지우태양광 | 에스지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 윈즈에너지 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 솔빛에너지 | 에스와이솔라 | 에이치엠솔라1 | 이에스에이치12 | 지티씨솔라13호 | 강구16호 | 외삼1호 | 외삼2호 | 솔라트리1호 | 김송하 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 솔라팩토리10호 | 씨에스에너텍 | 알이씨에너지 | 알이엔네트웍스 | 어량리 | 비케이솔라 | 와이알에너지 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 적화솔라 | 솔라시너지햇빛1호 | 이인메가태양광 | 솔라팩토리22호 | 솔라팩토리19호,,"동서발전 | 다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호","[{""name"":""동서발전"",""address"":""경상북도 예천군 은풍면 부초리 산 44-1"",""type"":""""}]",112584,,1,0,entity_click_opens_detail
ast_05a1704bed45,유림빌딩,유림빌딩,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_05fbe6b353fb,여의도 유수홀딩스부지 오피스텔 개발사업 PF대출,여의도 유수홀딩스부지 오피스텔 개발사업 PF대출,current_asset_name_ok,keep,false,여의도 유수홀딩스부지 오피스텔 개발사업 PF대출,성수동 오피스 개발사업 선순위 브릿지론 | 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출 | 웨스트게이트타워 선순위 담보대출 | 당산 지식산업센터 개발사업 PF대출 | 카이트타워 선순위 담보대출,웨스트게이트타워 선순위 담보대출 | 당산 지식산업센터 개발사업 PF대출 | 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출 | 카이트타워 선순위 담보대출 | 성수동 오피스 개발사업 선순위 브릿지론,,"여의도 유수홀딩스부지 오피스텔 개발사업 PF대출 | 부동산론 1호 | 웨스트게이트타워 선순위 담보대출, 당산 지식산업센터 개발사업 PF대출, 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출, 카이트타워 선순위 담보대출, 성수동 오피스 개발사업 선순위 브릿지론","[{""name"":""여의도 유수홀딩스부지 오피스텔 개발사업 PF대출"",""address"":""서울특별시 영등포구 여의도동 25-11"",""type"":""""}]",112666,,1,0,entity_click_opens_detail
ast_064b41e30c94,이지스일반사모부동산투자신탁제439호,이지스일반사모부동산투자신탁제439호,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0713581af76f,이지스 130호(모) 제1-1종 수익증권,이지스 130호(모) 제1-1종 수익증권,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0766c7718345,동부산 테마파크 개발사업,동부산 테마파크 개발사업,current_asset_name_ok,keep,false,동부산 테마파크 개발사업,동부산 테마파크 개발사업,동부산 테마파크 개발사업,동부산 테마파크 개발사업,동부산 테마파크 개발사업,"[{""name"":""동부산 테마파크 개발사업"",""address"":""부산광역시 기장군 기장읍 일원 (동부산관광단지내)"",""type"":""오피스복합""}]",P00002,P00002 | project_notion_3258ced4-3c47-81dc-a91b-efd55adef7d8 | project_notion_3268ced4-3c47-81db-9a2a-fdb39614cb7b,1,3,asset_click_opens_project_list
ast_07a74d2ee7e4,Dallas KPMG Plaza Senior Loan,Dallas KPMG Plaza Senior Loan,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_07e0f0bb366d,트리스빌딩,트리스빌딩,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_07e49a3487e7,강동 성내 역세권 청년주택,강동 성내 역세권 청년주택,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_07f69f4d8b19,KKR Real Estate Partners Europe II,KKR Real Estate Partners Europe II,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0812bfa02848,"StepStone Secondary Opportunities Fund V Offshore Holdings, L.P.  가 발행하는 지분증권","StepStone Secondary Opportunities Fund V Offshore Holdings, L.P.  가 발행하는 지분증권",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_081de2d9bdd9,수서역환승센터복합개발사업,수서역환승센터복합개발사업,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_088dd044de37,부산 온천동 복합시설 신축사업,부산 온천동 복합시설 신축사업,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_08c6f4e86f22,군산수상태양광 PF대출,군산수상태양광 PF대출,current_asset_name_ok,keep,false,군산수상태양광 PF대출,군산수상태양광 PF대출,군산수상태양광 PF대출,군산수상태양광 PF대출,군산수상태양광 PF대출,"[{""name"":""군산수상태양광 PF대출"",""address"":""전북특별자치도 군산시 비응도동 19"",""type"":""""}]",112646,112646,1,1,entity_click_opens_detail
ast_08feb99d7dd1,맥스에너지금성태양광발전,맥스에너지금성태양광발전,current_asset_name_ok,keep,false,맥스에너지금성태양광발전,엠아이에너지태양광발전소 | 맥스에너지금성태양광발전 | 예지안빛에너지 | 환성3호태양광발전소 | 환성2호태양광발전소 | 솔라팜2호 | 맥스에너지하리태양광발전 | 천리에너지2호태양광발전소 | 하늘별빛에너지태양광발전소 | 한국쏠라알피에스태양광발전소 | 삼산태양광발전소 | 해누리7호태양광발전소 | 솔라팜1호 | 지동쏠라에너지태양광발전 | 일순에너지 | 스카이에너지 | 에이스쏠라 | 디앤피영천신기 | 성남제이씨에너지 | 선그린에너지 | 디앤피옥연 | 제이에스금계태양광발전 | 아인에너지 | 제이피에너지 | 에스디일호 | 호니파워 | 케이앤씨솔라리아 | 케이앤씨해바라기 | 에스플래닛삼십사호 | 장춘3호태양광발전소,환성2호태양광발전소 | 환성3호태양광발전소 | 예지안빛에너지 | 장춘3호태양광발전소 | 하늘별빛에너지태양광발전소 | 해누리7호태양광발전소 | 천리에너지2호태양광발전소 | 엠아이에너지태양광발전소 | 한국쏠라알피에스태양광발전소 | 솔라팜1호 | 솔라팜2호 | 삼산태양광발전소 | 맥스에너지하리태양광발전 | 맥스에너지금성태양광발전 | 제이에스금계태양광발전 | 지동쏠라에너지태양광발전 | 성남제이씨에너지 | 선그린에너지 | 일순에너지 | 스카이에너지 | 에이스쏠라 | 디앤피옥연 | 디앤피영천신기 | 케이앤씨해바라기 | 케이앤씨솔라리아 | 호니파워 | 에스디일호 | 에스플래닛삼십사호 | 아인에너지 | 제이피에너지,,"맥스에너지금성태양광발전 | 환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지","[{""name"":""맥스에너지금성태양광발전"",""address"":""경상북도 의성군 금성면 하리 산 72"",""type"":""""}]",112466,,1,0,entity_click_opens_detail
ast_0920c9043185,인천석남물류센터,인천석남물류센터,current_asset_name_ok,keep,false,인천석남물류센터,인천석남물류센터 | 안성홈플러스물류센터 | 평택아디다스물류센터 | 선릉위워크타워,인천석남물류센터 | 선릉위워크타워 | 평택아디다스물류센터 | 안성홈플러스물류센터,인천 석남 물류센터 | 장기지분형 1호,"인천석남물류센터 | 인컴앤그로스 2호 | 선릉위워크타워, 평택아디다스물류센터, 안성홈플러스물류센터, 인천석남물류센터","[{""name"":""인천석남물류센터"",""address"":""인천광역시 서구 석남동 224-8"",""type"":""물류센터""},{""name"":""인천석남물류센터"",""address"":""인천광역시 서구 석남동 224-8"",""type"":""물류센터""},{""name"":""인천석남물류센터"",""address"":""인천광역시 서구 석남동 224-8"",""type"":""""},{""name"":""인천석남물류센터"",""address"":""인천광역시 서구 석남동 224-8"",""type"":""물류센터""}]",112500 | 112717 | 112721 | 112749 | 112750 | 112751 | 120028 | 120029 | 120030,112717 | 112721 | 112749 | 112750 | 112751 | 120028 | 120029 | 120030 | project_notion_3258ced4-3c47-8166-8841-e0de7316e354 | project_notion_3258ced4-3c47-8191-95e3-fb016380a726 | project_notion_3268ced4-3c47-8175-ac2a-f97421459f44,9,11,entity_click_opens_asset_fund_project_picker
ast_093042bc2e8e,해운대 L7,해운대 L7,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_09cbe4380781,솔라팩토리19호,솔라팩토리19호,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_09e5db3eee02,업스퀘어,업스퀘어,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0a0e2cc5bc0e,"MRP Buyer, LLC에 대한 선순위 대출","MRP Buyer, LLC에 대한 선순위 대출",current_asset_name_ok,keep,false,"MRP Buyer, LLC에 대한 선순위 대출","MRP Buyer, LLC에 대한 선순위 대출",MRP Buyer | LLC에 대한 선순위 대출,"MRP Buyer, LLC에 대한 선순위 대출","MRP Buyer, LLC에 대한 선순위 대출","[{""name"":""MRP Buyer, LLC에 대한 선순위 대출"",""address"":"""",""type"":""""}]",200034,200034,1,1,entity_click_opens_detail
ast_0aa438f94f1a,와이에이치파워2 주식,와이에이치파워2 주식,current_asset_name_ok,keep,false,와이에이치파워2 주식,한림그린에너지 주식 및 대여금 | 코어그린에너지 주식 및 대여금 | 이지스유에이치 주식 및 대여금 | 유에이치파워 대여금 | 와이에이치파워3 주식 | 와이에이치파워4 주식 | 와이에이치파워1 주식 | 와이에이치파워2 주식,한림그린에너지 주식 및 대여금 | 코어그린에너지 주식 및 대여금 | 이지스유에이치 주식 및 대여금 | 유에이치파워 대여금 | 와이에이치파워1 주식 | 와이에이치파워2 주식 | 와이에이치파워3 주식 | 와이에이치파워4 주식,,"와이에이치파워2 주식 | 한림그린에너지 주식 및 대여금, 코어그린에너지 주식 및 대여금, 이지스유에이치 주식 및 대여금, 유에이치파워 대여금, 와이에이치파워1 주식, 와이에이치파워2 주식, 와이에이치파워3 주식, 와이에이치파워4 주식","[{""name"":""와이에이치파워2 주식"",""address"":"""",""type"":""""}]",120045,,1,0,entity_click_opens_detail
ast_0abb69999d40,"StepStone Secondary Opportunities Fund V Offshore, L.P.","StepStone Secondary Opportunities Fund V Offshore, L.P.",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0ae67887921d,"메자닌, 공모주, 이벤트 드리븐","메자닌, 공모주, 이벤트 드리븐",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0bab0f479396,김포DC 개발사업,김포DC 개발사업,current_asset_name_ok,keep,false,김포DC 개발사업,김포DC 개발사업,김포DC 개발사업,김포 데이터센터 개발사업 | 김포DC 개발사업,김포DC 개발사업 | 김포 데이터센터 개발사업,"[{""name"":""김포DC 개발사업"",""address"":""경기도 김포시 장기동 2008-6"",""type"":""데이터센터""},{""name"":""김포DC 개발사업"",""address"":""경기도 김포시 장기동 2008-6"",""type"":""데이터센터""},{""name"":""김포DC 개발사업"",""address"":""경기도 김포시 장기동 2008-6"",""type"":""데이터센터""},{""name"":""김포DC 개발사업"",""address"":""경기도 김포시 장기동 2008-6"",""type"":""데이터센터""}]",112669 | 112670 | 112671 | 120019,112669 | 112670 | 112671 | 120019 | project_notion_3258ced4-3c47-81d8-b179-d43fa8bbe452 | project_notion_3268ced4-3c47-81c0-b357-fae2bc9b20e6,4,6,entity_click_opens_asset_fund_project_picker
ast_0bb41d4e593f,GLP Japan Develoment Partners III,GLP Japan Develoment Partners III,current_asset_name_ok,keep,false,GLP Japan Develoment Partners III,GLP Japan Develoment Partners III,GLP Japan Develoment Partners III,GLP Japan Develoment Partners III,GLP Japan Develoment Partners III,"[{""name"":""GLP Japan Develoment Partners III"",""address"":"""",""type"":""물류센터""}]",112303,112303 | project_notion_3258ced4-3c47-81cc-ad60-cf4af43ad902,1,2,asset_click_opens_project_list
ast_0bbbe8c5910d,이지스일반사모투자신탁435호(태양광),진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,review_multi_underlying_split,split_or_drawer_list,true,솔라팩토리19호,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,다산1 | 동서발전 | 진이엔지 | 현대산업쏠라5호 | 케이앤스틸테크놀로지 | 리에너지 | 지우태양광 | 에스지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 윈즈에너지 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 솔빛에너지 | 에스와이솔라 | 에이치엠솔라1 | 이에스에이치12 | 지티씨솔라13호 | 강구16호 | 외삼1호 | 외삼2호 | 솔라트리1호 | 김송하 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 솔라팩토리10호 | 씨에스에너텍 | 알이씨에너지 | 알이엔네트웍스 | 어량리 | 비케이솔라 | 와이알에너지 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 적화솔라 | 솔라시너지햇빛1호 | 이인메가태양광 | 솔라팩토리22호 | 솔라팩토리19호,,"솔라팩토리19호 | 다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호","[{""name"":""솔라팩토리19호"",""address"":""충청북도 충주시 대소원면 완오리 1165"",""type"":""""}]",112584,,1,0,fund_click_opens_underlying_asset_list
