fund_id,short_name,fund_name,vehicle_type,holding_type,fund_form,multi_class_type,aum_inclusion_flag,status,aggregate_asset_names,aggregate_beneficiary_names,aggregate_lender_names,source_row_number,row_hash
112657,458호,이지스USCore일반사모부동산투자신탁458호,Fund,일반펀드,일반펀드,일반,Y,운용,Chicago Student Housing Illini Tower,"근영농산, 삼성증권",,645,5a4c3fee7f4d0644cb004292d7dfee27ec98fc2e240771f91040ecc6073fc8ad
112658,455호,이지스미국일반사모부동산투자신탁455호(재간접형),Fund,일반펀드,일반펀드,일반,Y,운용,Clarion Gables Multifamily Fund,농업협동조합중앙회,,646,597a9258d74a42f3e9e0b8b0ada31d2c88a4d641837c02987f95d2cbb5ad1a2c
112659,466-1호,이지스미국일반사모부동산투자신탁466-1호,Fund,일반펀드,일반펀드,일반,Y,운용,Hines US Property Partners,"삼성증권, 코리안리재보험",,647,56368eb52ec88dce6e6b60beaaa76751d238215a421746b05bc7f0ac64f364d0
112660,466-2호,이지스미국일반사모부동산투자신탁466-2호,Fund,일반펀드,일반펀드,일반,Y,운용,Hines US Property Partners,"삼성증권, 코리안리재보험",,648,01e6dc55db2d4f24ccfc032236286aa699b7603ff76741e01b52a5a9e3cd0697
112661,462호,이지스일반사모부동산투자신탁제462호,Fund,일반펀드,일반펀드,일반,Y,운용,세운5구역PFV(주) 지분,"신한투자증권, 지에스건설",,649,0026522d4985e0809ea7ff4abc58be981cd42dfb63c8b14341cde708e846958a
112662,457호,이지스글로벌일반사모부동산투자신탁457호(재간접형),Fund,일반펀드,일반펀드,일반,Y,운용,TPG Real Estate Partners IV,한국교직원공제회,,650,07c8cde4ddc5de172b26b5899da7e40b73d345bd6cca61178b55226ff92d944a
112663,464호,이지스디더블유에스북미중순위크레딧일반사모투자신탁464호,Fund,일반펀드,일반펀드,일반,Y,운용,DWS Four Columns Junior Capital Fund Ⅵ,"신한캐피탈, 케이비손해보험",,651,965c4a4fd04d632ef86c0fdf4e168fa6dfa610f16818ebe33c2437cc4dbee81a
112664,연기금글로벌리츠1호,연기금글로벌리츠일반사모부동산투자신탁1호(리츠-재간접),Fund,일반펀드,일반펀드,일반,Y,운용,글로벌 리츠,삼성자산운용OCIO,,652,35711fa12e97e6deb4b10cbbf1f57be6a04a96fe7d39922c94b12d4241424b9d
112665,461호,이지스글로벌일반사모부동산투자신탁461호,Fund,일반펀드,일반펀드,일반,Y,운용,Erfurt Amazon Robotics Fulfillment Center Senior Mezzanine Loan,"메리츠캐피탈, 메리츠화재, 에이아이에스독일제일차주식회사(메리츠증권)",,653,5368f9cafbf6af5080188ac0647a8b25e4d18f322618cd3394181afa8f77ee57
112666,부동산론 1호,이지스부동산론일반사모부동산투자신탁제1호,Fund,일반펀드,일반펀드,일반,Y,운용,"웨스트게이트타워 선순위 담보대출, 당산 지식산업센터 개발사업 PF대출, 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출, 카이트타워 선순위 담보대출, 성수동 오피스 개발사업 선순위 브릿지론","고용노동부 임금채권보장기금, 교정공제회, 농업협동조합중앙회, 이지스자산운용",,654,310dc7b28ec238a008597b885dddd3fb5360e0ac706ba19842c9a4d6d6fcaabd
112667,465호,이지스에이치에스비씨영국선순위크레딧일반사모투자신탁465호,Fund,일반펀드,일반펀드,일반,Y,운용,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,"케이비라이프생명보험(구 푸르덴셜생명보험), 케이비손해보험",,655,fa29c2f363c1fe79e20c93f7ace383fe1aefca90f69f03bd05e18e8a3d2ad795
112668,465-1호,이지스에이치에스비씨영국선순위크레딧일반사모투자신탁465-1호,Fund,일반펀드,일반펀드,일반,Y,운용,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,"HSBC자산운용, 국민은행",,656,68de6394b3dcc5c59e0b6e6b5a8ad82390d3a808e0784ada5956743705e06abc
112669,472호,이지스제472호일반사모부동산투자회사(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,김포DC 개발사업,비공개,"KDB산은캐피탈, NH농협캐피탈, 애큐온저축은행, 엔에이치투자증권, 현대캐피탈",657,cda0d4e023ef5cd85dcaa4c19a4190e180291df4302a4fefec44c20b070f0649
112670,472호(1종),이지스제472호일반사모부동산투자회사(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,김포DC 개발사업,이지스일반사모부동산투자신탁제473호,,658,da8db1e4807bc00d855712eb6a3e1ef9128eab7f010296811d6444561406ee3e
112671,472호(보통주),이지스제472호일반사모부동산투자회사(보통주),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,김포DC 개발사업,"개인투자자들, 엔에이치투자증권, 이지스일반사모부동산투자신탁제508호, 이지스자산운용",,659,604e21d219ca4007771a112289672383114e5074cd065baabffeb334aec63e47
112672,473호,이지스일반사모부동산투자신탁제473호(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,이지스제472호일반사모부동산투자회사의 지분증권 (재간접),"신한캐피탈, 아시아에프앤아이, 엔에이치투자증권, 이지스일반사모부동산투자신탁제508호, 이지스자산운용, 케이비저축은행, 한화저축은행",,660,de792abf81d47c895206356a69e265286adaceaa399ead078b893f5e91e6c92d
112673,473호(1종),이지스일반사모부동산투자신탁제473호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,이지스제472호일반사모부동산투자회사의 지분증권 (재간접),"엔에이치투자증권, 케이비저축은행, 한화저축은행",,661,12f88d8e178271a88fbc066b92122124a9a25094976f55da5f8f76215e519b99
112674,473호(2종),이지스일반사모부동산투자신탁제473호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,이지스제472호일반사모부동산투자회사의 지분증권 (재간접),"신한캐피탈, 아시아에프앤아이, 엔에이치투자증권, 이지스일반사모부동산투자신탁제508호, 이지스자산운용",,662,29dd5d822e27d01529267301d67dfa8cbd3f2f815b9bfee297e262f2bdb4b513
112675,468-1호(A),이지스일반사모부동산투자신탁제468-1호(Class A),Fund,,해당없음,,N,미설정,,,,663,27bd1a15248648b8eb08176cdeb1c0d03341e935ac08b40e58041fc8e3efbe5e
112676,468-1호(C-I),이지스일반사모부동산투자신탁제468-1호(Class C-I),Fund,,해당없음,,N,미설정,,,,664,26bbaf0f7c43d8a6aed436fda7543f561c34316479d4c5d830846efb9ce643b7
112677,47호(1종),이지스사모부동산투자신탁47호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,미설정,신라스테이해운대,,,665,47143ccbc51feb0571774d7b83eee5dd7b17a760b8debe1ebb15a9d4bebb81f4
112678,47호(2종),이지스일반사모부동산투자신탁47호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,신라스테이해운대,"엔에이치투자증권, 이지스리얼에셋일반사모부동산투자신탁제1호",,666,8b363e790c3614e4c74939436bb5b962c462f5892238374b7c8ddccf1b37c598
112679,랜드플랫폼 1-1호,이지스랜드플랫폼일반사모부동산투자신탁제1-1호,Fund,일반펀드,일반펀드,일반,Y,운용,이지스 468-2호 수익증권,,,667,b5e70adae52276590f8ec4c472ac658cdc54ac64303928ed83f6c305500ef37a
112680,468-2호(1종),이지스일반사모부동산투자신탁제468-2호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,펨코제17호기업구조조정부동산투자회사의 주식,이지스랜드플랫폼일반사모부동산투자신탁제1-1호(Blind),,668,901e98709c522612cf827b902805d2d3d689af51cffcbd4c225df7e8255f0035
112681,468-2호(2종),이지스일반사모부동산투자신탁제468-2호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,펨코제17호기업구조조정부동산투자회사의 주식,"이지스일반사모부동산투자신탁제468-1호, 이지스자산운용",,669,f3590b876b2706350e3568bec3c558810c1b9b344fbecd4730cc5459ebe76ec8
112682,468-1호,이지스일반사모부동산투자신탁제468-1호,Fund,일반펀드,일반펀드,일반,Y,운용,이지스일반사모부동산투자신탁제468-2호(2종)의 수익증권,"DNSC, 삼성증권, 삼한교역상사, 에셀유한회사, 이지스자산운용, 케이티에스테이트",,670,16f0dc4e0917c9529b82f6d3fa6359ea5fbaca4b54e9045ca8b8745b3fd051c6
112683,468-2호,이지스일반사모부동산투자신탁제468-2호(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,펨코제17호기업구조조정부동산투자회사의 주식,"이지스랜드플랫폼일반사모부동산투자신탁제1-1호(Blind), 이지스일반사모부동산투자신탁제468-1호, 이지스자산운용",,671,d86648ba6568b62bb30fd42b25523e64f61188194105a3edaad5b77d048ab496
112684,348-3호,이지스글로벌코어인프라일반사모특별자산투자신탁 348-3호,Fund,일반펀드,일반펀드,일반,Y,운용,Brookfield Super-Core Infrastructure Partners,"삼성화재, 한화투자증권",,672,c6d2efb4eedc8256da08c9b70c0d779520374c9ff2dcfac2e42610456cbc5b58
112685,469-1호,이지스미국일반사모부동산투자신탁469-1호,Fund,일반펀드,일반펀드,일반,Y,운용,Hines US Property Partners,"마스턴투자운용, 에이비엘생명보험",,673,ba696c71c0f6e954884c5c1e9a55007524706b8031d78ae132a2f89aa0f9bea8
112686,469-2호,이지스미국일반사모부동산투자신탁469-2호,Fund,일반펀드,일반펀드,일반,Y,운용,Hines US Property Partners,"마스턴투자운용, 에이비엘생명보험",,674,bb977d0cc2034ac26bbd622efda275c3aa53b5959297560a10d6c32ab949b1f8
112687,울산신항인프라,이지스울산신항인프라일반사모투자신탁(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,㈜동방 보유 유엔씨티㈜ 대출채권 매입,"부산은행, 한국해양진흥공사",,675,c6cc772e1475e6faa2c7380623b839a4247d618f8d6aad0a80d6ee58cbce8299
112688,울산신항인프라(1종),이지스울산신항인프라일반사모투자신탁(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,㈜동방 보유 유엔씨티㈜ 대출채권 매입,한국해양진흥공사,,676,fb6b3183262aebad74c8e750b7c9f48810850142fc8d31a4043aa127da40b87b
112689,울산신항인프라(2종),이지스울산신항인프라일반사모투자신탁(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,㈜동방 보유 유엔씨티㈜ 대출채권 매입,부산은행,,677,574557d01737ba0a202cafc6ab8bda24a8307d7093ca83ca83ba3b71c90b332b
112690,463호,이지스제463호부동산일반사모투자회사(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,서울시티타워,"NUBIRA PTE. LTD., Pinnacle Eagle Ltd.","국민은행, 삼성SRA1호, 수협은행, 아이엠뱅크, 중국은행",678,bf1d8f760d7dc67b49382d3ac5cdc9c13760fc514f3bdf428c92a9b24dd09468
112691,463호(1종),이지스제463호부동산일반사모투자회사(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,서울시티타워,이지스일반사모부동산투자신탁제463-1호,,679,8b346c29f118ba7833d21a639375ad553a638d375ae64e93e0c0a18817684e29
112692,463호(보통주),이지스제463호부동산일반사모투자회사(보통주),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,서울시티타워,NUBIRA PTE. LTD.,,680,c42cba6959ccd1e5eb3eb4a4bf3e03dc0abeb9b20e2ce4b154de9b5e1b8abdde
112693,463-1호,이지스일반사모부동산투자신탁제463-1호(운용),Fund,모펀드,수익차등(운용),수익차등,Y,청산,이지스제463호부동산일반사모투자회사 주식,"Pinnacle Eagle Ltd., 삼성화재",,681,bc231d8078b45909e5e0166c6004960afc64925a02be8883f4a37323d10ffaee
112694,463-1호(1종),이지스일반사모부동산투자신탁제463-1호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,이지스제463호부동산일반사모투자회사,삼성화재,,682,d8e682c5185d31837acdec624e671e10cd473d5d4c10f82bec5f429bb47a01b9
112695,463-1호(2종),이지스일반사모부동산투자신탁제463-1호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,이지스제463호부동산일반사모투자회사,Pinnacle Eagle Ltd.,,683,fc4798f812516042dd0a23edff6b0b9495a82c0efbe0882b7a9054701b30f145
112696,463호(A종),이지스제463호부동산일반사모투자회사(A종),Fund,자펀드,수익차등(수익권),수익차등,Y,미설정,서울시티타워,,,684,5b49c557b1f525487d915429ed5725d939ae4dd85f961ad628d83e6daf7b6f3f
112697,463-1호(A종),이지스일반사모부동산투자신탁제463-1호(A종),Fund,자펀드,수익차등(수익권),수익차등,Y,미설정,이지스제463호부동산일반사모투자회사,,,685,f76f8c6466a7c8de1bdfac29954f1c21d3faef084542c3921666c0043f0b462e
112699,471호,이지스일반사모투자신탁제471호,Fund,일반펀드,일반펀드,일반,Y,청산,페어필드 메리어트 서울,새마을금고중앙회,,686,4014c5d3f20dcdd7dd3b09465e0584eaf08c2168dffb2c7a9e05386142ec61ab
