asset_id,canonical_name,pnu,status,missing_fields,fill_fields,item_count,selected_mgm_bldrgst_pk,new_floors_down,new_elevators,applied,new_completion_date,new_site_area,new_scr,new_far,new_main_usage,new_structure,new_floors_up,new_parking,new_height,new_gross_floor_area
ast_95bd0edf061a,라마다서울호텔 담보대출,1168010500101120005,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1024110856,3,9,True,,0.0,0.0,0.0,숙박시설,철근콘크리트구조,12,,40.4,28602.84
ast_86b73cdb75eb,건대몰오브K,1121510500100090004,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10061100240089,3,4,True,,2982.5,59.95,198.17,제2종근린생활시설,철골철근콘크리트구조,4,옥내 168 / 옥외 0,33.6,
ast_b3db1f189553,센터필드,1168010100106760000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100296843,7,55,True,,18489.7,37.28,880.92,업무시설,철골철근콘크리트구조,36,옥내 889 / 옥외 0,158.9,
ast_470c38b64eb9,애월 복합관광단지 개발,5011025331100170006,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,12761100230874,0,,True,,,,,,,,,,
ast_ede5ff41c84e,드웰동대문,1123010900103190012,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100718608,2,2,True,,968.0,40.43,377.06,숙박시설,철근콘크리트구조,10,옥내 39 / 옥외 1,33.55,
ast_33b7088ae1e9,아레나스영종,2811014800113280001,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",7,10541100261609,0,12,True,2021-01-22,,,,,,,,,
ast_bec58069f5fb,동탄센터포인트몰,4159710200100960000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,11241100269101,4,7,True,,,,,,,,,,
ast_6384991ee54c,잭니클라우스GC 단독주택부지 담보신탁 1순위 우선수익권 담보부대출,2818510600101170091,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000004508467,1,,True,2024-10-22,,,,,,,,,
ast_8645e842633c,오투타워,1156011000100230006,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,102017000,7,12,True,,3176.0,53.19,830.28,업무시설,철근콘크리트구조,23,옥내 291 / 옥외 0,134.5,
ast_1a8c0ab8b13b,SK명동빌딩,1114012600100590005,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100315109,4,10,True,1975-10-20,4240.42,67.198768,674.68411,업무시설,철골철근콘크리트구조,19,옥내 98 / 옥외 0,72.02,
ast_79be067b7ddd,강남구 역삼동 오피스텔 및 근린생활시설 신축사업,1168010100106050017,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100298403,5,3,True,2021-04-23,1074.0,54.61,796.09,업무시설,철근콘크리트구조,17,옥내 185 / 옥외 0,74.89,12986.17
ast_07e49a3487e7,강동 성내 역세권 청년주택,1174010800104310013,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1026122109,0,,True,2007-10-04,204.8,55.24,179.72,공동주택,철근콘크리트구조,5,옥내 4 / 옥외 1,14.45,368.07
ast_66c76bd0edbb,파주 운정지구 오피스 개발사업,4148012200114330000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11201100433440,2,5,True,2021-01-08,,,,,,,,,
ast_cc17ca0f4c91,타임테라스동탄,4159710200100960000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,11241100269101,4,7,True,,,,,,,,,,
ast_62541f3646a0,"스카이박스1, 스카이박스2",2826011900115490004,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,10611100313993,0,2,True,,,,,,,,,,
ast_088dd044de37,부산 온천동 복합시설 신축사업,2626010800101800014,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10331100231168,5,6,True,,,,,,,,,,
ast_3b3e44da06d7,"세운 6-3-1,2구역 도시환경정비사업 개발사업 중순위 PF대출채권 및 토지신탁 우선수익권을 기초자산으로 ?",1114015500102610004,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1003113167,0,,True,,0.0,0.0,0.0,단독주택,일반목구조,2,,0.0,516.2
ast_762c9fa6b134,반포 이수화학 본사 사옥(재간접),1165010700101120004,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1023112383,4,2,True,1993-07-29,2155.0,48.11,299.85,업무시설,철근콘크리트구조,8,옥내 68 / 옥외 12,37.1,
ast_fcd940175c17,금강타워3,1168010500101540008,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024123642,4,2,True,,1492.7,41.28,362.69,업무시설,철골철근콘크리트구조,10,옥내 120 / 옥외 6,0.0,
ast_c174f71f733d,목동 트라팰리스 스퀘어,1147010200109620000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10161100184978,5,8,True,,8531.1,49.5,632.82,공동주택,철근콘크리트구조,49,옥내 1039 / 옥외 0,174.17,
ast_493f723e41a1,돈의문3구역 게이트타워,2920014600109130001,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",9,1069128142,0,,True,,,,,,,,,,
ast_769515754a68,피겨앤그라운드,1168010700105430000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,102413034,1,1,True,,,,,,,,,,
ast_11919c561605,덕평CJ물류센터,4150033025101180002,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1121123948,2,1,True,2006-08-09,,,,,,,,,
ast_31da440b4288,CGV대학로,1111017100100410009,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1002113800,6,4,True,,901.8,59.12,298.99,문화및집회시설,철근콘크리트구조,9,옥내 48 / 옥외 1,48.4,
ast_84125d66e5f0,KORNER 136,1144012000103540001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000004619145,6,3,True,2024-10-31,1393.4,57.78,499.66,업무시설,철골철근콘크리트구조,12,옥내 108 / 옥외 0,64.3,
ast_ea8e897db9a1,OPUS407,1165010800113180001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000001402801,2,3,True,,673.7,59.91,799.95,제1종근린생활시설,철골철근콘크리트구조,15,옥내 24 / 옥외 1,94.6,
ast_b487a63c00bc,신라스테이(제주),5011013700102740016,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12761100262000,3,4,True,,,,,,,,,,
ast_d3ff3c41d7cb,하남데이터센터,4145011000106070002,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000002732148,2,5,True,,,,,,,,,,
ast_a36fb8af4acf,남산스퀘어,1114015800100600001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1003114187,3,18,True,1978-08-10,7942.5,37.36,764.85,업무시설,일반철골구조,23,옥내 225 / 옥외 90,99.95,
ast_8e5fda3d061a,OPUS459(구. 백암빌딩),1165010800113030034,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000005641104,5,8,True,,2000.0,59.98,959.64,업무시설,철골철근콘크리트구조,17,옥내 68 / 옥외 0,96.2,
ast_eb73897d66c4,맹그로브 신설,1123010100100980024,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10071100209462,6,4,True,,902.8,57.7,954.82,숙박시설,철골철근콘크리트구조,20,옥내 39 / 옥외 2,70.2,
ast_878300cda6ad,맹그로브 동대문,1114014600102380001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100216093,3,3,True,,647.73,54.84,750.43,숙박시설,철근콘크리트구조,16,옥내 14 / 옥외 1,58.85,
ast_1a20ea59c075,더강남832PFV의 지분증권 및 대출채권,1168010100108320002,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000007189859,7,11,True,2026-03-31,2954.5,59.345,1007.904,업무시설,철근콘크리트구조,37,옥내 269 / 옥외 0,132.873,46427.56
ast_cb763ed28220,삼성월드타워아파트,1168010500100030001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024112666,2,1,True,1997-09-22,1232.3,31.65,334.38,공동주택,철근콘크리트구조,14,옥내 26 / 옥외 22,47.0,
ast_a8f90f516d21,CJ제일제당센터,1114014700102920000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100203816,5,16,True,,6479.8,60.0,799.93,업무시설,철골철근콘크리트구조,20,옥내 373 / 옥외 4,87.1,
ast_3d2e2d559411,두산타워(재간접),1114010500100060000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,100311783,3,10,True,1986-10-15,4006.0,39.57,576.6333,업무시설,철골철근콘크리트구조,15,옥내 131 / 옥외 10,62.78,
ast_6447958fda73,티맥스수내타워,4113510200100060004,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891100223222,5,3,True,,,,,,,,,,
ast_f5dcfbca1b48,디어스 명동,1114014000100130002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100228897,2,3,True,2018-04-09,651.1,60.19,720.89,숙박시설,철골철근콘크리트구조,14,,49.9,
ast_47cfb7af7038,서울로타워,1114012800100050002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,100315403,1,,True,,0.0,0.0,0.0,업무시설,철근콘크리트구조,4,,0.0,
ast_e7e65d3bc117,역삼AP타워,1168010100107190001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024119125,3,3,True,,1452.0,59.66,796.21,업무시설,철골철근콘크리트구조,16,옥내 106 / 옥외 4,63.75,
ast_0e81972e2bec,판교아이스퀘어D동,4113111500103390000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",6,10891100336794,5,7,True,2021-04-12,,,,,,,,,
ast_62cb735c467e,판교아이스퀘어C1블럭상업및숙박시설,4113111500103220000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891100336903,6,22,True,2021-04-12,,,,,,,,,
ast_ecfb9566d436,부국물류센터,4150035029100030002,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11211100240130,0,,True,2016-06-03,,,,,,,,,
ast_7a29ef0974d5,이지스354호 수익증권,4145011000106070002,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000002732148,2,5,True,,,,,,,,,,
ast_46fa23347ee4,동대문구 용두동 오피스텔 PF대출채권,1123010200101440031,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10071100266036,5,2,True,2022-01-25,1048.63,54.03,698.83,업무시설,철근콘크리트구조,16,옥내 120 / 옥외 0,73.95,11034.7402
ast_f8c612d01935,티마크호텔명동,1114015800100430000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1003114101,4,6,True,,2116.2,58.565352,750.30053,업무시설,철골철근콘크리트구조,15,옥내 48 / 옥외 0,59.74,
ast_bf0627d6fee0,네오밸류한남PFV의 제2종 종류주식,1117013100107360009,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000001986448,6,4,True,2023-06-28,1270.8,59.68,192.82,업무시설,철골철근콘크리트구조,5,옥내 77 / 옥외 0,19.96,
ast_f3cb5064d76b,네오밸류한남PFV의 제3종 종류주식,1117013100107360009,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000001986448,6,4,True,2023-06-28,1270.8,59.68,192.82,업무시설,철골철근콘크리트구조,5,옥내 77 / 옥외 0,19.96,
ast_7e82a79ae501,에이치엠솔라1,5113025029122550002,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",8,11341100279012,0,,True,2016-08-19,,,,,,,,,
ast_b4b61550017e,이에스에이치12,4623025034122240000,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",6,12071100224383,0,,True,2015-10-08,,,,,,,,,
ast_fd6c2781e217,에스와이솔라,2644010100116190000,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",16,103918586,1,,True,2007-05-09,,,,,,,,,
ast_b63d20942515,씨에스에너텍,4729025321111860007,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,12371100180046,0,1,True,1997-04-22,,,,,,,,,
ast_74c55ca84e27,원그로브(마곡CP4 복합개발사업),1150010500107690000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000004383649,7,80,True,,39052.6,59.99,590.82,업무시설,철골철근콘크리트구조,11,옥내 3608 / 옥외 0,48.85,
ast_b03e4a6447f9,후너스빌딩,4113510200100220002,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891122946,2,2,True,,,,,,,,,,
ast_9a12d0c2189f,영보빌딩1,1168010500101680001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024110947,2,,True,1992-07-02,1311.0,44.3,190.84,업무시설,철근콘크리트구조,5,,0.0,
ast_d5c833a503e2,영보빌딩2,1168010500101680020,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100194168,0,1,True,2009-04-22,1119.6,41.86,178.28,업무시설,일반철골구조,5,옥내 20 / 옥외 0,22.1,
ast_4ed0982904a0,구리 수택동 오피스텔 사업부지,4131010500103700000,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,110916067,1,,True,,,,,,,,,,
ast_7a24bbf34ad5,화성 석포리 물류센터,4159135022101470012,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1000000000000002651990,2,6,True,,,,,,,,,,
ast_7f15dadaebbf,카이트타워 선순위 담보대출,1168010100107060001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,102415113,7,7,True,,2132.4,59.27,1067.93,업무시설,철골철근콘크리트구조,20,옥내 239 / 옥외 0,95.1,
ast_6a1d2d5f164d,페어필드 메리어트 서울,1156010200101430003,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10201100239601,7,6,True,,2524.8,58.48,799.74,숙박시설,철근콘크리트구조,19,옥내 305 / 옥외 0,77.15,32054.8
ast_d2b153d30e56,㈜동방 보유 유엔씨티㈜ 대출채권 매입,3114011400108300000,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",17,10781100183204,0,,True,2009-05-15,,,,,,,,,
ast_59d30ecfb664,인천석남물류센터,2826011000102240008,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,1000000000000002242850,1,13,True,,,,,,,,,,
ast_9ecfbd60d856,펨코제17호기업구조조정부동산투자회사의 주식,1153010100106920000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,10181100195619,8,36,True,,25756.8,45.09,444.26,판매시설,철골철근콘크리트구조,42,,189.95,
ast_a98062ccc3a8,서울시티타워,1114011800105810000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100313615,8,10,True,,3828.4,54.640058,976.99,업무시설,철골철근콘크리트구조,23,옥내 407 / 옥외 0,108.7,
ast_30a89c098710,씨티플라자,1156011000100250000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,102017142,4,5,True,,1388.0,59.5,761.48,업무시설,철근콘크리트구조,14,옥내 117 / 옥외 0,57.8,
ast_b67c10418036,우덕빌딩,1168010100108320002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000007189859,7,11,True,,2954.5,59.345,1007.904,업무시설,철근콘크리트구조,37,옥내 269 / 옥외 0,132.873,
ast_32b8e4125074,㈜동방 보유 유엔씨티㈜ 대출채권 매입,3114011400108300000,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",17,10781100183204,0,,True,2009-05-15,,,,,,,,,
ast_7de62416869e,롯데마트(대전대덕),3020014600108870000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10741100171544,1,2,True,,,,,,,,,,
ast_f634fefd3182,롯데팩토리아울렛(인천),2811011800100760002,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,105411700,1,2,True,,,,,,,,,,
ast_28ca5c846449,롯데마트(포항),4711111500104810001,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1226121743,1,,True,,,,,,,,,,
ast_c28b363f2b5a,페어필드 메리어트 서울,1156010200101430003,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10201100239601,7,6,True,,2524.8,58.48,799.74,숙박시설,철근콘크리트구조,19,옥내 305 / 옥외 0,77.15,32054.8
ast_7cf20a80bc30,쌈지길,1111012800100380000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1002118084,2,1,True,,1503.2,59.65,144.7,제2종근린생활시설,철근콘크리트구조,4,옥내 1 / 옥외 0,16.0,
ast_20f01c104a7a,종로타워,1111013800100060000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1002112321,6,8,True,,5007.9,39.86,721.2,업무시설,철골철근콘크리트구조,24,옥내 271 / 옥외 2,133.5,
ast_d024a0fadf65,캐나다 물류중개업체 인수 관련 국내 SPC 대출채권,1168010500101590000,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",9,1024121158,4,21,True,1989-11-03,0.0,0.0,0.0,문화및집회시설,철근콘크리트구조,4,,28.5,236869.28
ast_0713581af76f,이지스 130호(모) 제1-1종 수익증권,1114011000100990000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100205574,6,16,True,2011-06-29,6937.6,59.95,923.53,업무시설,철골철근콘크리트구조,17,옥내 436 / 옥외 0,75.24,
ast_585e399aa10a,뉴코아아울렛(평촌),4117310400110390003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1094185534,7,8,True,,,,,,,,,,
ast_366f9df25803,뉴코아아울렛(일산),4128510500107970000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11041136123,7,6,True,,,,,,,,,,
ast_d7cf5a8a230f,유림빌딩,1144012100101650004,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10151100223611,2,2,True,,799.3,56.61,438.7,판매시설,철근콘크리트구조,10,옥내 42 / 옥외 2,45.75,
ast_e58f637f20d9,신도림핀포인트,1153010100103370000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1018123473,5,24,True,,16529.0,55.43,659.98,업무시설,철근콘크리트구조,30,옥내 1272 / 옥외 429,102.8,
ast_223406583df1,The-K호텔서울 부지 재개발사업,1165010200102020000,found,"scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",5,102318643,2,13,True,1990-12-31,,16.74,44.87,숙박시설,철골철근콘크리트구조,11,옥내 428 / 옥외 464,39.45,
