asset_id,canonical_name,pnu,status,missing_fields,fill_fields,item_count,selected_mgm_bldrgst_pk,new_floors_down,new_elevators,applied,new_completion_date,new_site_area,new_scr,new_far,new_main_usage,new_structure,new_floors_up,new_parking,new_height,new_gross_floor_area
ast_3394bcf0a0cd,"부산시 사상구 괘법동 오피스텔, 도시형생활주택 및 근린생활시설 신축사업",2653010400105640008,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10421100214758,3,5,True,2021-01-25,,,,,,,,,
ast_7b6a0d5ee212,2001아울렛(안양),4117110100106270287,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,109415378,4,4,True,,,,,,,,,,
ast_7b6983c76267,켄싱턴 제주호텔 부동산담보신탁 1종 수익권,5013011900127850000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12771100222258,2,5,True,2014-03-17,,,,,,,,,
ast_fdb1842a936b,롯데마트(포항),4711111500104810001,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1226121743,1,,True,,,,,,,,,,
ast_5fedae1c0415,송도 센토피아더샵 공동주택 및 근린생활시설 개발사업 PF Refinancing 대출채권,2818510600103080001,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",43,10571100269032,0,4,True,2020-07-13,,,,,,,,,
ast_bb50a5baa03a,평택아디다스물류센터,4122010600111750003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,10991100222794,0,2,True,,,,,,,,,,
ast_79c9f274cd28,안성 홈플러스 중부허브 물류센터,4155038022109410000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,11221100217171,1,2,True,,,,,,,,,,
ast_5827261360b4,선릉위워크타워,1168010100107060000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,102417461,6,5,True,,1586.6,39.6,798.8,업무시설,철골철근콘크리트구조,22,옥내 81 / 옥외 0,96.32,
ast_0eebe3722ecd,동일타워 (투자),1168010600110040000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100213087,7,7,True,,,,,,,,,,
ast_282ed30bb789,홈플러스진주점 (투자),4817011900101810001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1258120869,3,6,True,,,,,,,,,,
ast_aaf7f9cbe8b3,판교 알파돔시티 비즈니스호텔,4113511000105390000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891100250815,4,2,True,,,,,,,,,,
ast_05637427d30e,도지물류센터,4150032028100250000,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,11211100307379,2,,True,,,,,,,,,,
ast_a8d37cc1f751,펨코제17호기업구조조정부동산투자회사의 주식,1153010100106920000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,10181100195619,8,36,True,,25756.8,45.09,444.26,판매시설,철골철근콘크리트구조,42,,189.95,
ast_90c2fcf7c1e0,용산전자상가 특별계획구역8 B/L (이지스용산PF재구조화1호 2종 수익증권),1117012500100150002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1004112206,1,,True,1969-12-08,7737.8,58.728385,169.6455,판매시설,철근콘크리트구조,3,옥내 0 / 옥외 97,0.0,
ast_03f61e21a973,여주 본두리 물류센터,4167025032100180003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000002635628,2,9,True,,,,,,,,,,
ast_a5a50c01a582,부평 더샵센트럴시티 공공지원민간임대주택,2823710200106300000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",61,1000000000000001458764,0,6,True,,,,,,,,,,
ast_35c0d3505765,동산물류센터,4150033025109770005,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11211100264853,1,,True,2017-09-27,,,,,,,,,
ast_7773542720e0,"NH농협생명빌딩 동관(구, 임광빌딩 신관)",1141010400102570000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,101411657,5,6,True,,2310.0,48.36,895.18,업무시설,철골철근콘크리트구조,21,옥내 108 / 옥외 0,78.7,
ast_586b7ab8eae7,웨스트게이트타워 선순위 담보대출,1141010100100700000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,10141644,1,2,True,,0.0,0.0,0.0,교육연구시설,철근콘크리트구조,8,옥내 0 / 옥외 42,36.4,
ast_c4abd15d239e,용산전자상가 특별계획구역8 B/L (이지스용산PF재구조화1호 2종 수익증권),1117012500100150002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1004112206,1,,True,1969-12-08,7737.8,58.728385,169.6455,판매시설,철근콘크리트구조,3,옥내 0 / 옥외 97,0.0,
ast_a0c153e36050,서영빌딩,4113510200100060003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891125435,5,3,True,,,,,,,,,,
ast_c930b43436c8,인천 가좌동 오피스텔 선순위 PF대출채권,2826011200102120008,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10611100370426,3,3,True,2020-03-13,,,,,,,,,
ast_afdaf8446aaa,수원 이비스 앰배서더 수원 호텔 후순위 담보대출,4111514100111320012,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10841100174823,7,9,True,1995-08-30,,,,,,,,,
ast_740742dbd00f,일산CLC,4128510400108890000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11041100391381,8,16,True,2019-11-29,,,,,,,,,
ast_e1569e444936,안성홈플러스물류센터,4155038022109410000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,11221100217171,1,2,True,,,,,,,,,,
ast_bc6a604e91d6,평촌G스퀘어,4117310400110390000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10941100204538,8,27,True,,,,,,,,,,
ast_43a233492c49,신라모노그램 강릉 복합숙박시설,5115011400102590000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1000000000000005683842,1,17,True,2025-04-29,,,,,,,,,
ast_b37459d7bd24,클럽디 속리산,4372034027106430003,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11591100188497,2,1,True,2013-09-02,,,,,,,,,
ast_6c15b114075c,용산더프라임,1117011200101210090,found,"site_area,scr,far,floors_down,elevators,parking,height,completion_date","site_area,scr,far,floors_down,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100414153,0,,True,1997-06-14,66.1,74.31,133.72,,,,,7.1,
ast_b939ab49c418,네오밸류한남PFV의 전환사채,1117013100107360009,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000001986448,6,4,True,2023-06-28,1270.8,59.68,192.82,업무시설,철골철근콘크리트구조,5,옥내 77 / 옥외 0,19.96,
ast_7dbf61112b72,서울시티타워,1114011800105810000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100313615,8,10,True,,3828.4,54.640058,976.99,업무시설,철골철근콘크리트구조,23,옥내 407 / 옥외 0,108.7,
ast_6ce950493e21,롯데마트대덕점,3020014600108870000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10741100171544,1,2,True,2007-11-08,,,,,,,,,
ast_97346b281c40,롯데마트(제주),5011012200107080000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1276137666,2,4,True,,,,,,,,,,
ast_1c2b0c57e8b7,대구시티센터 (투자),2711012100100110001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,104516081,9,9,True,,,,,,,,,,
ast_a8ad83130e72,홈플러스 대전문화점,3014011600100010017,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1072134673,2,1,True,,,,,,,,,,
ast_d4faf53bb85a,평택아디다스물류센터,4122010600111750003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,10991100222794,0,2,True,,,,,,,,,,
ast_34e35d0dff33,분당야탑물류센터,4113510700104030000,found,"site_area,scr,far,floors_down,elevators,parking,height,completion_date","site_area,scr,far,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000002556971,3,2,True,2023-10-23,14192.1,69.98323,173.06825,,,,옥내 93 / 옥외 105,39.8,
ast_15237c00f653,롯데백화점분당점,4113510200100140000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891122425,6,9,True,,,,,,,,,,
ast_3e6ab9503501,두산빌딩,1168010800101050007,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024114869,4,9,True,1987-03-04,,,,,,,,,
ast_1daf77258172,천안성성7지구공동주택,4413310500103660003,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,11701100180489,0,,True,,,,,,,,,,
ast_a9ed8293cd98,안성홈플러스물류센터,4155038022109410000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,11221100217171,1,2,True,,,,,,,,,,
ast_97000349e062,원주AK,5113011000111230000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11341100217753,5,14,True,,,,,,,,,,
ast_863c34bc88b1,더피나클강남,1168010800101190000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100207768,6,14,True,,,,,,,,,,
ast_b2fa1e20d812,용산전자상가 특별계획구역8 개발사업,1117012500100150002,found,"site_area,scr,far,floors_down,elevators,parking,height,completion_date","site_area,scr,far,floors_down,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1004112206,1,,True,1969-12-08,7737.8,58.728385,169.6455,,,,옥내 0 / 옥외 97,0.0,
ast_859f99e97066,롯데마트(나주),4617010200111060002,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,12061100199572,0,,True,,,,,,,,,,
ast_fe9e7fc006fb,눈스퀘어,1114012700100830005,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100315393,2,6,True,,3305.8,89.36,582.78,판매시설,철근콘크리트구조,9,옥내 103 / 옥외 0,45.1,
ast_a39455191564,트리스빌딩 (투자),1168010800100700006,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024114377,4,3,True,,,,,,,,,,
ast_122d47e0ef63,홈플러스금천점,1154510200102910007,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1019116355,1,5,True,,15996.5,59.91,193.65,판매시설,철골철근콘크리트구조,6,옥내 1071 / 옥외 0,31.1,
ast_1063cfdde684,후너스빌딩 (투자),4113510200100220002,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891122946,2,2,True,,,,,,,,,,
ast_3f3767149c5b,여주 본두리 물류센터 (투자),4167025032100180003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000002635628,2,9,True,,,,,,,,,,
ast_e2fd03212beb,남악신도시 복합쇼핑몰 (투자),4684025622126220000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12181100227977,0,10,True,,,,,,,,,,
ast_a87124d2b233,남산그린빌딩,1114011800102670000,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100313594,4,10,True,,6107.1,37.99,630.1,업무시설,일반철골구조,20,옥내 296 / 옥외 34,84.7,58668.26
ast_3c6660ce41f1,홈플러스센텀시티점,2635010500114990000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1036119953,1,2,True,,,,,,,,,,
ast_03c3c2e1b0b2,신라스테이울산,3114010500112470001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10781100227084,4,4,True,,,,,,,,,,
ast_d36a3b06c819,홈플러스삼천포점,4824010800100580003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,126018812,2,2,True,,,,,,,,,,
ast_3610ec7fb906,홈플러스죽도점,4711311600100500001,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12261130713,0,,True,,,,,,,,,,
ast_115f3c3277d4,서영빌딩,4113510200100060003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891125435,5,3,True,,,,,,,,,,
ast_7418f76af537,탑빌딩,4113510700103610004,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891100202773,4,3,True,,,,,,,,,,
ast_07e0f0bb366d,트리스빌딩,1168010800100700006,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024114377,4,3,True,,,,,,,,,,
ast_2d6772e4d2c7,신라스테이제주,5011013700102740016,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12761100262000,3,4,True,,,,,,,,,,
ast_55647389ae80,홈플러스영등포점,1156012100100550003,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1020114221,2,3,True,,17190.1,56.99,116.61,판매시설,철근콘크리트구조,5,옥내 812 / 옥외 0,27.7,
ast_21ccb7c9f7bd,G밸리비즈플라자,1153010200101880025,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10181100216852,4,19,True,,12339.0,47.31,479.72,업무시설,철근콘크리트구조,20,옥내 716 / 옥외 0,89.8,
ast_855b77ffc374,광화문G타워,1111012400101560000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10021100202897,5,8,True,,2890.2,57.55,799.58,숙박시설,철근콘크리트구조,18,옥내 95 / 옥외 0,66.9,
ast_f51cc97d21ec,신라스테이해운대,2635010500106290006,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10361100238955,4,6,True,,,,,,,,,,
ast_938f03c98067,롯데마트(대전대덕),3020014600108870000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10741100171544,1,2,True,,,,,,,,,,
ast_8b9207d29b9d,롯데마트(제주),5011012200107080000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1276137666,2,4,True,,,,,,,,,,
ast_a60a75cb3e01,정동빌딩,1114016700100150005,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1003124386,5,11,True,,4200.3,59.43,658.59,업무시설,철근콘크리트구조,20,옥내 170 / 옥외 0,71.2,
ast_9fb48d4d8ce0,씨티센터타워,1114016100100240001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1003114995,2,7,True,,2334.9,88.02,1484.9,업무시설,철근콘크리트구조,18,옥내 91 / 옥외 0,70.65,
ast_16a56a088f89,영등포역 오피스텔 개발사업,1156010200101430003,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10201100239601,7,6,True,,2524.8,58.48,799.74,숙박시설,철근콘크리트구조,19,옥내 305 / 옥외 0,77.15,32054.8
ast_0dc44d526fb4,종로타워,1111013800100060000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1002112321,6,8,True,,5007.9,39.86,721.2,업무시설,철골철근콘크리트구조,24,옥내 271 / 옥외 2,133.5,
ast_b257dd733dea,뉴코아아울렛(평촌),4117310400110390003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1094185534,7,8,True,,,,,,,,,,
ast_40eb7f1348f6,뉴코아아울렛(일산),4128510500107970000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11041136123,7,6,True,,,,,,,,,,
ast_97638ebe48e2,수송스퀘어,1111012400100830001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1002125292,6,8,True,,5275.0,42.33,598.83,업무시설,철근콘크리트구조,16,옥내 309 / 옥외 4,70.1,
ast_c8c2e5210765,쌈지길,1111012800100380000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1002118084,2,1,True,,1503.2,59.65,144.7,제2종근린생활시설,철근콘크리트구조,4,옥내 1 / 옥외 0,16.0,
ast_05a1704bed45,유림빌딩,1144012100101650004,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10151100223611,2,2,True,,799.3,56.61,438.7,판매시설,철근콘크리트구조,10,옥내 42 / 옥외 2,45.75,
ast_56793c2827ee,순화타워,1114016800100660000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1003124610,5,5,True,,1828.4,43.74,790.08,업무시설,철골철근콘크리트구조,20,옥내 96 / 옥외 0,85.52,
ast_11888bd81598,신도림핀포인트,1153010100103370000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1018123473,5,24,True,,16529.0,55.43,659.98,업무시설,철근콘크리트구조,30,옥내 1272 / 옥외 429,102.8,
ast_2b8d6d15574a,태평로빌딩,1114016600101110000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1003124333,6,7,True,,2893.4,40.03,953.88,업무시설,철골철근콘크리트구조,26,옥내 334 / 옥외 3,107.7,
ast_61465a8dd9a1,T타워,1114011800108270000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100199712,6,14,True,,5346.1,47.7,999.0,업무시설,철골철근콘크리트구조,37,옥내 587 / 옥외 0,119.7,
ast_cd4e754af9e0,평촌G스퀘어,4117310400110390000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10941100204538,8,27,True,,,,,,,,,,
ast_a36a0293fea2,하남미사우성르보아파크,4145010900110790000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11151100265418,6,9,True,,,,,,,,,,
ast_a81bf18a93d4,스타필드(고양),4128111200103700000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,11041100325244,2,20,True,,,,,,,,,,
ast_23c79539e93e,LS용산타워,1117012500101910000,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1004121271,4,,True,,11703.4,31.94,600.07356,제2종근린생활시설,일반철골구조,28,옥내 484 / 옥외 101,121.645,105491.61
ast_3048a53624b2,홈플러스전주효자점,5211114000104310005,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11861100222286,3,2,True,,,,,,,,,,
ast_84c4e6c8e0bf,광명 역세권지구 복합시설 신축,4121010600105080004,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10981100229025,5,5,True,,,,,,,,,,
ast_af5f71776ae0,바른빌딩,1168010600109450027,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100196547,6,3,True,,915.3,59.69,790.63,업무시설,철골철근콘크리트구조,15,옥내 61 / 옥외 0,49.2,
ast_f40e9a6c4433,PFV_Lotus (사채),1111012800101550002,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10021100217365,4,11,True,,5853.22,58.91,473.58,숙박시설,철골철근콘크리트구조,13,옥내 120 / 옥외 2,44.96,45284.0
ast_02870a4cfd6e,시그니쳐타워,1114011000100990000,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100205574,6,16,True,2011-06-29,6937.6,59.95,923.53,업무시설,철골철근콘크리트구조,17,옥내 436 / 옥외 0,75.24,99997.1
ast_7e9acc299d06,V플렉스,1168010500101570027,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024110178,7,4,True,,1691.4,59.66,1027.28,업무시설,철골철근콘크리트구조,19,옥내 200 / 옥외 3,83.5,
ast_7fe8561ccfd3,부산 수영구 광안동 98-1외 7필지 오피스텔 PF대출,2650010400100980001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10411100220310,6,4,True,,,,,,,,,,
ast_9855c32af978,지엘가산메트로 주식회사,1154510100100600029,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10191100263327,5,5,True,,8247.0,59.92,487.53,공장,철골철근콘크리트구조,10,옥내 273 / 옥외 14,59.92,
ast_6943582c5ffa,명동청휘빌딩,1114012700100330001,found,"site_area,scr,far,floors_down,elevators,parking,height","site_area,scr,far,floors_down,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100315216,2,,True,,496.5,86.62,1079.28,,,,,46.4,
ast_251d0a3de508,고양시 화정동 아이씨티일산,4128112300111480006,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11041100406784,7,4,True,,,,,,,,,,
ast_0c68bbfd7099,제주 연동 오피스텔,5011013700102610023,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12761100406121,4,5,True,,,,,,,,,,
