asset_id,canonical_name,pnu,status,missing_fields,fill_fields,item_count,selected_mgm_bldrgst_pk,new_floors_down,new_elevators,new_completion_date,new_site_area,new_scr,new_far,new_main_usage,new_structure,new_floors_up,new_parking,new_height,new_gross_floor_area
ast_790533b0da44,"NH농협생명빌딩 서관(구, 임광빌딩 본관)",1141010400102670000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,101411658,4,6,,3728.7,37.97,655.8,업무시설,철근콘크리트구조,19,옥내 147 / 옥외 18,78.75,
ast_2c3a67886c92,롯데팩토리아울렛(인천),2811011800100760002,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,105411700,1,2,,,,,,,,,,
ast_9b4469f9065d,남동테크노타워 지식산업센터 개발사업 PF대출,2820011100106480001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10581100325453,2,3,,,,,,,,,,
ast_29346a8cb5b3,나눔과사랑,4476041028200090001,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_6b4d336a4622,건화솔라,4872033029200500000,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_19c7f152ec57,투태모에너지3호,4772031043111810003,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_6d6a311a894b,비취정보기술,5183034025101260010,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_222f559296b4,은하수솔라,4519040028200180003,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_a84cff7133f8,화성솔라,4519040028200180004,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_628e6a71f779,누리,5123025322202550000,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_763ddcf74f9c,평화와번영,5176025029100860001,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_7bee65577fd7,미래화희망,4677034029202220000,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_ccfeb37ef968,디앤피입암리1호,4773033038100280000,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_e96ccf31559a,한려,4884039026100770002,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_7bb76c255a79,신정동 근린생활시설,1147010100103290010,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10161100234448,3,2,2019-12-30,1238.3,49.5,249.89,제1종근린생활시설,철근콘크리트구조,7,옥내 44 / 옥외 4,29.75,6102.25
ast_75b0e5442e9f,해담은삼척1호,5123032025101380000,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_253ab07291de,에이블로지스물류센터,4146135000107670013,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_aac5427c01f4,전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채,1117013100107360009,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000001986448,6,4,2023-06-28,1270.8,59.68,192.82,업무시설,철골철근콘크리트구조,5,옥내 77 / 옥외 0,19.96,7319.6
ast_d03e122e0d2d,전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채,이지스자산운용본사,invalid_pnu,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_ba2f0f5d53f3,홈플러스 인천인하점,2817710200106480000,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_288a4f9c263b,홈플러스 전주완산점,4511112000104950006,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_65e587cdb88a,이지스333호(디어스 명동),1114014000100130002,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100228897,2,3,2018-04-09,651.1,60.19,720.89,숙박시설,철골철근콘크리트구조,14,,49.9,5464.26
ast_08c6f4e86f22,군산수상태양광 PF대출,5213014800100190000,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_2901ee96b420,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,4111710200105930000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",48,10841100415488,0,4,2018-09-28,,,,,,,,,
ast_6bfb26e9f2e6,홈플러스동수원점,4111514100110450000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10841171204,1,1,,,,,,,,,,
ast_bb2cc0b2b2e3,대구시티센터,2711012100100110001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,104516081,9,9,,,,,,,,,,
ast_ccd25e3078c5,에이블로지스물류센터,4146135023107670013,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11161100355966,4,2,2016-11-04,,,,,,,,,
ast_e658d751f1bd,판교 테크원타워,4113511000105340000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891100346333,7,33,,,,,,,,,,
ast_0d034e04e91f,홈플러스 대전문화점 (투자),3014011600100010017,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1072134673,2,1,,,,,,,,,,
ast_541ce8b9c351,부산 온천동 복합시설 신축사업,2626010800118380000,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",8,10331100221370,4,,,,,,,,,,,
ast_612cef5b7905,홈플러스진주점,4817011900101810001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1258120869,3,6,,,,,,,,,,
ast_a726e9da31e0,제주올레리조트,5011025326128670003,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",9,12761100191344,1,1,2009-08-03,,,,,,,,,
ast_65fb39722de4,구리시 수택동 주거용 오피스텔,4131010500103700000,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,110916067,1,,,,,,,,,,,
ast_09cbe4380781,솔라팩토리19호,4313033530111650000,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",5,11571100238224,0,,2016-07-06,,,,,,,,,
ast_97eee497ab45,PFV_Lotus (지분증권),1111012800101550002,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10021100217365,4,11,,5853.22,58.91,473.58,숙박시설,철골철근콘크리트구조,13,옥내 120 / 옥외 2,44.96,45284.0
ast_791b962e0c10,삼일빌딩,1111013500100100002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100214519,2,6,1970-06-05,1877.4,58.09,1704.87,업무시설,철골철근콘크리트구조,31,옥내 50 / 옥외 2,110.82,
ast_6be590f974c1,누디트 홍대,1144012000104600025,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000001672923,3,7,,3622.1,57.96,239.98,숙박시설,철근콘크리트구조,7,옥내 101 / 옥외 0,30.92,
ast_b79d97794e21,트윈트리타워,1111012500100140000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,10021100188930,8,5,,4430.1,27.07,403.46,업무시설,철근콘크리트구조,17,옥내 226 / 옥외 0,64.18,
ast_99bb7e6dd0fa,노스게이트빌딩,1111010700100660000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1002122868,4,6,,4234.9,41.99,497.7,업무시설,일반철골구조,12,옥내 148 / 옥외 28,47.32,
ast_3e4a7ba7841a,오토웨이타워,1168010600109480000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100226732,5,11,,8267.1,42.55,249.94,업무시설,철골철근콘크리트구조,9,옥내 334 / 옥외 4,51.44,
ast_15f689589eb3,시그니쳐타워,1114011000100990000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100205574,6,16,,6937.6,59.95,923.53,업무시설,철골철근콘크리트구조,17,옥내 436 / 옥외 0,75.24,
ast_74207a7495b3,페어필드 메리어트 서울 메자닌 대출,1156010200101430003,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10201100239601,7,6,2017-12-29,2524.8,58.48,799.74,숙박시설,철근콘크리트구조,19,옥내 305 / 옥외 0,77.15,32054.8
ast_eedc59c97695,서울시 영등포 1-3 재정비촉진지구 도시환경정비사업,1156010800100290055,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,102015869,1,,2003-03-31,321.0,59.93,308.25,교육연구시설,일반철골구조,6,옥내 0 / 옥외 8,20.6,1166.68
ast_82a02139e4fd,동삭센토피아 지역주택조합 아파트,4122011900103420000,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_50f5141fc4b8,트레블로지명동시티홀호텔,1114011300100170001,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10031100212273,3,3,,741.5,58.213081,599.31,숙박시설,철근콘크리트구조,11,,33.44,
ast_fe11209bb01f,ISF모1-2호(타임워크명동),1114012600100590005,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100315109,4,10,1975-10-20,4240.42,67.198768,674.68411,업무시설,철골철근콘크리트구조,19,옥내 98 / 옥외 0,72.02,
ast_e2910b24e5e7,원효로3가 공공지원민간임대주택,1117011700100010159,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_75abb17c6fb9,지동쏠라에너지태양광발전,5176025030103200000,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_df3703ad7418,제이피에너지,4717040021200130011,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_7b6e6d2a39c2,완장리 물류센터,4146125931201000000,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_dd8a51e02785,소망,4477041025200790001,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
