asset_id,canonical_name,pnu,status,missing_fields,fill_fields,item_count,selected_mgm_bldrgst_pk,new_floors_down,new_elevators,new_completion_date,new_site_area,new_scr,new_far,new_main_usage,new_structure,new_floors_up,new_parking,new_height,new_gross_floor_area
ast_fd6bb3b0a59c,영등포역 오피스텔 개발사업,1156010200101430003,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10201100239601,7,6,,2524.8,58.48,799.74,숙박시설,철근콘크리트구조,19,옥내 305 / 옥외 0,77.15,32054.8
ast_4b461cc661b2,포도몰,1162010200116410002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10221100195640,8,7,,2873.8,59.91,733.12,판매시설,철골철근콘크리트구조,15,옥내 264 / 옥외 0,66.1,
ast_526e7318eac3,SKT구로사옥,1153010200112580000,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",5,101811802,3,,,0.0,0.0,0.0,판매시설,철근콘크리트구조,4,,0.0,202569.65
ast_764edeb2506b,씨티플라자,1156011000100250000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,102017142,4,5,,1388.0,59.5,761.48,업무시설,철근콘크리트구조,14,옥내 117 / 옥외 0,57.8,
ast_4c0d7e5f8a03,반포이수화학본사사옥,1165010700101120004,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1023112383,4,2,1993-07-29,2155.0,48.11,299.85,업무시설,철근콘크리트구조,8,옥내 68 / 옥외 12,37.1,
ast_562a1580ea14,의령1호,4872034025200950000,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_09e5db3eee02,업스퀘어,3114010600115690001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10781100211702,6,9,,,,,,,,,,
ast_ba08839e7d49,부산송정물류센터,2644010900117150002,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,10391100245880,1,2,,,,,,,,,,
ast_82588f68640c,가로골목,1168010700105450018,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100285143,2,1,,,,,,,,,,
ast_82cde1ed5a30,잠실새내 오피스텔 신축사업,1171010100101830012,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10251100551962,3,3,,,,,,,,,,
ast_c9cb9c4a7013,홈플러스 전주완산점,5211112000104950006,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,118619729,2,2,,,,,,,,,,
ast_c7f4cc2c568d,충북 청주시 서원구 잠두봉근린공원 공동주택 개발사업 PF 대출채권,4311210700200220000,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,115212000208733,0,,2020-07-30,,,,,,,,,
ast_7530c5363c92,동산물류센터,4150033025109770005,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11211100264853,1,,2017-09-27,,,,,,,,,
ast_58653579359f,경산 쿠팡물류센터,4729025330109030000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000004253852,2,5,,,,,,,,,,
ast_c0ac2f0648ba,남악신도시 복합쇼핑몰,4684025622126220000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12181100227977,0,10,,,,,,,,,,
ast_f11894da692a,우덕빌딩,1168010100108320002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000007189859,7,11,,2954.5,59.345,1007.904,업무시설,철근콘크리트구조,37,옥내 269 / 옥외 0,132.873,
ast_25028177c0ce,화양동 도시형생활주택,1121510700101160002,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10061100251470,3,3,,906.0,59.73,753.36,공동주택,철근콘크리트구조,20,옥내 0 / 옥외 132,88.58,8543.663
ast_726cfaffb03f,신영문봉PFV의 대출채권 및 지분증권,4128511200100160021,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_6b047e815c5e,해운대구 재송동 한진 CY부지 공동주택 등 개발사업 선순위 BrLoan 담보대출,2635010400108560001,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_7cfadd3adb65,타임워크명동,1114012600100590005,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100315109,4,10,,4240.42,67.198768,674.68411,업무시설,철골철근콘크리트구조,19,옥내 98 / 옥외 0,72.02,
ast_64855a473d9f,맹그로브 신촌,1144011000100560068,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height",,0,,,,,,,,,,,,,
ast_782f84536edf,에이스쏠라,4721011000101330000,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_3165eca06342,해담은삼척1호,5123032025101380000,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_119638464007,진이엔지,4375033025200540000,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_5ffda8a73763,지우태양광,4886025029200490001,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_4e9c841b327e,와이플러스빌딩,1168010700105330003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024120335,1,1,,,,,,,,,,
ast_3394bcf0a0cd,"부산시 사상구 괘법동 오피스텔, 도시형생활주택 및 근린생활시설 신축사업",2653010400105640008,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10421100214758,3,5,2021-01-25,,,,,,,,,
ast_7b6a0d5ee212,2001아울렛(안양),4117110100106270287,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,109415378,4,4,,,,,,,,,,
ast_7b6983c76267,켄싱턴 제주호텔 부동산담보신탁 1종 수익권,5013011900127850000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12771100222258,2,5,2014-03-17,,,,,,,,,
ast_fdb1842a936b,롯데마트(포항),4711111500104810001,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1226121743,1,,,,,,,,,,,
ast_5fedae1c0415,송도 센토피아더샵 공동주택 및 근린생활시설 개발사업 PF Refinancing 대출채권,2818510600103080001,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",43,10571100269032,0,4,2020-07-13,,,,,,,,,
ast_bb50a5baa03a,평택아디다스물류센터,4122010600111750003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,10991100222794,0,2,,,,,,,,,,
ast_79c9f274cd28,안성 홈플러스 중부허브 물류센터,4155038022109410000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,11221100217171,1,2,,,,,,,,,,
ast_5827261360b4,선릉위워크타워,1168010100107060000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,102417461,6,5,,1586.6,39.6,798.8,업무시설,철골철근콘크리트구조,22,옥내 81 / 옥외 0,96.32,
ast_fcf7c1ac3c6e,알이엔네트웍스,4182031034100140001,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_8964bf5b27c4,NC백화점(야탑),4113510700103560000,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height",,0,,,,,,,,,,,,,
ast_13b334c7bf6b,은평 시니어리빙 복합시설 개발,1138011400101600000,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_9b0de0a4a118,성수동2가오피스,1120011500102690208,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height",,0,,,,,,,,,,,,,
ast_0eebe3722ecd,동일타워 (투자),1168010600110040000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100213087,7,7,,,,,,,,,,
ast_282ed30bb789,홈플러스진주점 (투자),4817011900101810001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1258120869,3,6,,,,,,,,,,
ast_aaf7f9cbe8b3,판교 알파돔시티 비즈니스호텔,4113511000105390000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891100250815,4,2,,,,,,,,,,
ast_05637427d30e,도지물류센터,4150032028100250000,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,11211100307379,2,,,,,,,,,,,
ast_55e5920ab1cd,당산 지식산업센터 개발사업 PF대출,1156011500100090009,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height",,0,,,,,,,,,,,,,
ast_a8d37cc1f751,펨코제17호기업구조조정부동산투자회사의 주식,1153010100106920000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,10181100195619,8,36,,25756.8,45.09,444.26,판매시설,철골철근콘크리트구조,42,,189.95,
ast_90c2fcf7c1e0,용산전자상가 특별계획구역8 B/L (이지스용산PF재구조화1호 2종 수익증권),1117012500100150002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1004112206,1,,1969-12-08,7737.8,58.728385,169.6455,판매시설,철근콘크리트구조,3,옥내 0 / 옥외 97,0.0,
ast_d4da0b74e017,해운대중동공동주택,2635010600102560005,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height",,0,,,,,,,,,,,,,
ast_03f61e21a973,여주 본두리 물류센터,4167025032100180003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000002635628,2,9,,,,,,,,,,
ast_a5a50c01a582,부평 더샵센트럴시티 공공지원민간임대주택,2823710200106300000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",61,1000000000000001458764,0,6,,,,,,,,,,
ast_35c0d3505765,동산물류센터,4150033025109770005,found,"floors_down,elevators,completion_date","floors_down,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11211100264853,1,,2017-09-27,,,,,,,,,
ast_7773542720e0,"NH농협생명빌딩 동관(구, 임광빌딩 신관)",1141010400102570000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,101411657,5,6,,2310.0,48.36,895.18,업무시설,철골철근콘크리트구조,21,옥내 108 / 옥외 0,78.7,
ast_586b7ab8eae7,웨스트게이트타워 선순위 담보대출,1141010100100700000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,10141644,1,2,,0.0,0.0,0.0,교육연구시설,철근콘크리트구조,8,옥내 0 / 옥외 42,36.4,
ast_c4abd15d239e,용산전자상가 특별계획구역8 B/L (이지스용산PF재구조화1호 2종 수익증권),1117012500100150002,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1004112206,1,,1969-12-08,7737.8,58.728385,169.6455,판매시설,철근콘크리트구조,3,옥내 0 / 옥외 97,0.0,
ast_a0c153e36050,서영빌딩,4113510200100060003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891125435,5,3,,,,,,,,,,
ast_c930b43436c8,인천 가좌동 오피스텔 선순위 PF대출채권,2826011200102120008,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10611100370426,3,3,2020-03-13,,,,,,,,,
ast_afdaf8446aaa,수원 이비스 앰배서더 수원 호텔 후순위 담보대출,4111514100111320012,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10841100174823,7,9,1995-08-30,,,,,,,,,
ast_740742dbd00f,일산CLC,4128510400108890000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11041100391381,8,16,2019-11-29,,,,,,,,,
ast_e1569e444936,안성홈플러스물류센터,4155038022109410000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,11221100217171,1,2,,,,,,,,,,
ast_bc6a604e91d6,평촌G스퀘어,4117310400110390000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10941100204538,8,27,,,,,,,,,,
ast_43a233492c49,신라모노그램 강릉 복합숙박시설,5115011400102590000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1000000000000005683842,1,17,2025-04-29,,,,,,,,,
ast_b37459d7bd24,클럽디 속리산,4372034027106430003,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11591100188497,2,1,2013-09-02,,,,,,,,,
ast_6c15b114075c,용산더프라임,1117011200101210090,found,"site_area,scr,far,floors_down,elevators,parking,height,completion_date","site_area,scr,far,floors_down,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100414153,0,,1997-06-14,66.1,74.31,133.72,,,,,7.1,
ast_b939ab49c418,네오밸류한남PFV의 전환사채,1117013100107360009,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000001986448,6,4,2023-06-28,1270.8,59.68,192.82,업무시설,철골철근콘크리트구조,5,옥내 77 / 옥외 0,19.96,
ast_02e499cf476b,서울 서초구 반포동 64-1번지 일원 개발사업장 브릿지대출,1165010700100640001,not_found,"gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_7dbf61112b72,서울시티타워,1114011800105810000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100313615,8,10,,3828.4,54.640058,976.99,업무시설,철골철근콘크리트구조,23,옥내 407 / 옥외 0,108.7,
ast_ed3ecf35259b,수서 역세권B1-3BL B/L(이지스수서PF재구조화 2종 수익증권),1168011200101980000,not_found,"scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_77c2451f5139,동삭센토피아 지역주택조합 아파트,4122011900103420000,not_found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_6ce950493e21,롯데마트대덕점,3020014600108870000,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10741100171544,1,2,2007-11-08,,,,,,,,,
ast_97346b281c40,롯데마트(제주),5011012200107080000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1276137666,2,4,,,,,,,,,,
ast_4f18f7d89d7d,청라동 오피스텔 분양사업,2826012200100060007,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height",,0,,,,,,,,,,,,,
ast_1c2b0c57e8b7,대구시티센터 (투자),2711012100100110001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,104516081,9,9,,,,,,,,,,
ast_a8ad83130e72,홈플러스 대전문화점,3014011600100010017,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1072134673,2,1,,,,,,,,,,
ast_cd234848887e,위례Senior Living 개발사업,1171011300105730001,not_found,"gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_fe67309c28e2,다산1,4682025037109950007,not_found,"site_area,gross_floor_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_b04e9cb1a044,세운5구역 개발사업,1114015700101900003,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_99b034f39db3,안성 당목리 995번지 외 44개필지 물류센터 개발사업,4155040029109950000,not_found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,completion_date",,0,,,,,,,,,,,,,
ast_d4faf53bb85a,평택아디다스물류센터,4122010600111750003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,10991100222794,0,2,,,,,,,,,,
ast_34e35d0dff33,분당야탑물류센터,4113510700104030000,found,"site_area,scr,far,floors_down,elevators,parking,height,completion_date","site_area,scr,far,floors_down,elevators,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000002556971,3,2,2023-10-23,14192.1,69.98323,173.06825,,,,옥내 93 / 옥외 105,39.8,
ast_15237c00f653,롯데백화점분당점,4113510200100140000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891122425,6,9,,,,,,,,,,
ast_3e6ab9503501,두산빌딩,1168010800101050007,found,"floors_down,elevators,completion_date","floors_down,elevators,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024114869,4,9,1987-03-04,,,,,,,,,
ast_1daf77258172,천안성성7지구공동주택,4413310500103660003,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",3,11701100180489,0,,,,,,,,,,,
ast_a9ed8293cd98,안성홈플러스물류센터,4155038022109410000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",4,11221100217171,1,2,,,,,,,,,,
ast_97000349e062,원주AK,5113011000111230000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,11341100217753,5,14,,,,,,,,,,
ast_863c34bc88b1,더피나클강남,1168010800101190000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10241100207768,6,14,,,,,,,,,,
ast_f58dae267b1b,을지로부림빌딩,1114010400100710009,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height",,0,,,,,,,,,,,,,
ast_b2fa1e20d812,용산전자상가 특별계획구역8 개발사업,1117012500100150002,found,"site_area,scr,far,floors_down,elevators,parking,height,completion_date","site_area,scr,far,floors_down,parking,height,completion_date,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,1004112206,1,,1969-12-08,7737.8,58.728385,169.6455,,,,옥내 0 / 옥외 97,0.0,
ast_498605d11e47,"용답동 231, 231-1 공동주택 및 근린생활시설",1120012200102310000,not_found,"far,structure,elevators,height",,0,,,,,,,,,,,,,
ast_859f99e97066,롯데마트(나주),4617010200111060002,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",2,12061100199572,0,,,,,,,,,,,
ast_fe9e7fc006fb,눈스퀘어,1114012700100830005,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100315393,2,6,,3305.8,89.36,582.78,판매시설,철근콘크리트구조,9,옥내 103 / 옥외 0,45.1,
ast_a39455191564,트리스빌딩 (투자),1168010800100700006,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024114377,4,3,,,,,,,,,,
ast_122d47e0ef63,홈플러스금천점,1154510200102910007,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1019116355,1,5,,15996.5,59.91,193.65,판매시설,철골철근콘크리트구조,6,옥내 1071 / 옥외 0,31.1,
ast_1063cfdde684,후너스빌딩 (투자),4113510200100220002,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891122946,2,2,,,,,,,,,,
ast_3f3767149c5b,여주 본두리 물류센터 (투자),4167025032100180003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1000000000000002635628,2,9,,,,,,,,,,
ast_e2fd03212beb,남악신도시 복합쇼핑몰 (투자),4684025622126220000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12181100227977,0,10,,,,,,,,,,
ast_a87124d2b233,남산그린빌딩,1114011800102670000,found,"site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,gross_floor_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,100313594,4,10,,6107.1,37.99,630.1,업무시설,일반철골구조,20,옥내 296 / 옥외 34,84.7,58668.26
ast_3c6660ce41f1,홈플러스센텀시티점,2635010500114990000,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1036119953,1,2,,,,,,,,,,
ast_03c3c2e1b0b2,신라스테이울산,3114010500112470001,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10781100227084,4,4,,,,,,,,,,
ast_d36a3b06c819,홈플러스삼천포점,4824010800100580003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,126018812,2,2,,,,,,,,,,
ast_3610ec7fb906,홈플러스죽도점,4711311600100500001,found,"floors_down,elevators","floors_down,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12261130713,0,,,,,,,,,,,
ast_115f3c3277d4,서영빌딩,4113510200100060003,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891125435,5,3,,,,,,,,,,
ast_7418f76af537,탑빌딩,4113510700103610004,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10891100202773,4,3,,,,,,,,,,
ast_07e0f0bb366d,트리스빌딩,1168010800100700006,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1024114377,4,3,,,,,,,,,,
ast_2d6772e4d2c7,신라스테이제주,5011013700102740016,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,12761100262000,3,4,,,,,,,,,,
ast_55647389ae80,홈플러스영등포점,1156012100100550003,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,1020114221,2,3,,17190.1,56.99,116.61,판매시설,철근콘크리트구조,5,옥내 812 / 옥외 0,27.7,
ast_21ccb7c9f7bd,G밸리비즈플라자,1153010200101880025,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10181100216852,4,19,,12339.0,47.31,479.72,업무시설,철근콘크리트구조,20,옥내 716 / 옥외 0,89.8,
ast_1b09ced3f5a7,호수빌딩,2711010200100500003,not_found,"site_area,scr,far,structure,floors_up,floors_down,elevators,parking,height",,0,,,,,,,,,,,,,
ast_855b77ffc374,광화문G타워,1111012400101560000,found,"site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height","site_area,scr,far,main_usage,structure,floors_up,floors_down,elevators,parking,height,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10021100202897,5,8,,2890.2,57.55,799.58,숙박시설,철근콘크리트구조,18,옥내 95 / 옥외 0,66.9,
ast_f51cc97d21ec,신라스테이해운대,2635010500106290006,found,"floors_down,elevators","floors_down,elevators,building_ledger_source,api_enrichment_status,last_api_enriched_at,updated_at",1,10361100238955,4,6,,,,,,,,,,
